qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,English Horn,A Clarinet 1,A Clarinet 2,A Bass Clarinet,Bassoon 1,Bassoon 2,Bass Sarrusophone,F Horn 1,F Horn 2,F Horn 3,F Horn 4,C Trumpet 1,C Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Tuba,Cymbal,Tambourine,Triangle,Celesta,Harp,Violin,Violin 1,Violin 1 div(2),Violin 1 div(3),Violin 2,Violins,Viola,Violoncello,Contrabass,Piano
51.75,21.7279,18,1.75,r,r,r,r,r,r,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,A4,r,r,F#5,r,C5,r,r,F#5
52.0,21.8382,18,2.0,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#4,r,r,F5,r,F4,C4,r,F5
52.5,22.0588,18,2.5,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,F5,r,F4,r,r,F5
52.75,22.1691,18,2.75,r,r,r,r,r,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,F5,r,F4,r,r,F5
53.0,22.2794,18,3.0,r,r,r,r,r,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,F4,F4,r,r,D5,r,D4,A3,r,D5
53.5,22.5,18,3.5,r,r,r,r,r,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,F4,r,r,r,D5,r,D4,r,r,D5
53.75,22.6103,18,3.75,r,r,r,r,r,r,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,A4,r,r,r,D5,r,D4,r,r,D5
54.0,22.7206,19,1.0,r,r,r,r,r,r,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,C#5,C#5,r,r,C#5,r,C#4,G#3,r,C#5
54.5,22.9412,19,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,C#5,r,r,r,C#5,r,C#4,r,r,C#5
54.75,23.0515,19,1.75,r,E6,r,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,E5,r,r,r,C#5,r,C#4,r,r,C#5
55.0,23.1618,19,2.0,r,C6,r,C5,r,r,r,r,r,E3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,C5,C5,r,r,C5,r,A3,E3,r,A4
55.5,23.3824,19,2.5,r,r,r,r,r,r,r,r,r,E3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,C5,r,r,r,C5,r,A3,r,r,A4
55.75,23.4926,19,2.75,r,B-5,r,B-4,r,r,r,r,r,E3,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,B-4,r,r,r,C5,r,A3,r,r,A4
56.0,23.6029,19,3.0,r,A5,r,A4,r,r,r,r,r,C3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,A4,A4,r,r,F4,r,F3,C3,r,F4
56.5,23.8235,19,3.5,r,r,r,r,r,r,r,r,r,C3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,A4,r,r,r,F4,r,F3,r,r,F4
56.75,23.9338,19,3.75,r,C6,r,C5,r,r,r,r,r,C3,F2,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,C5,r,r,r,F4,r,F3,r,r,F4
57.0,24.0441,20,1.0,r,E6,r,E5,r,r,F#3,E3,r,G2,C2,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,E5,E5,r,r,r,r,F#3,G2,G2,F#3
57.5,24.2584,20,1.5,r,E6,r,E5,r,r,F#3,E3,r,G2,C2,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,E5,r,r,r,r,r,F#3,G2,G2,F#3
57.75,24.3655,20,1.75,r,F#6,r,F#5,r,r,F#3,E3,r,G2,C2,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,F#5,r,r,r,r,r,F#3,G2,G2,F#3
58.0,24.4727,20,2.0,r,F#6,r,F#5,r,r,F#3,E3,r,G2,C2,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,F#5,F#5,r,r,r,r,F#3,G2,G2,F#3
58.5,24.687,20,2.5,r,F#6,r,F#5,r,r,F#3,E3,r,G2,C2,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,F#5,r,r,r,r,r,F#3,G2,G2,F#3
59.0,24.9013,20,3.0,r,F#6,r,F#5,r,r,F#4,E4,r,G2,C2,r,r,A3,r,C3,r,r,r,r,r,r,A3,r,G#5,r,r,F#5,r,r,r,G4,r,G3,G2,G2,G4
59.5,25.1155,20,3.5,r,F#6,r,F#5,r,r,F#4,E4,r,G2,C2,r,r,A3,r,C3,r,r,r,r,r,r,A3,r,G#5,r,r,F#5,r,r,r,G4,r,G3,G2,G2,G4
60.0,25.3298,21,1.0,r,F#6,r,F#5,r,r,F#4,E4,r,G2,C2,r,r,A3,r,C3,r,r,r,r,r,r,A3,r,r,r,r,F#5,r,r,r,G4,r,G3,G2,G2,G4
60.5,25.5441,21,1.5,r,F#6,r,F#5,r,r,F#4,E4,r,G2,C2,r,r,A3,r,C3,r,r,r,r,r,r,A3,r,r,r,r,F#5,r,r,r,G4,r,G3,G2,G2,G4
61.0,25.7584,21,2.0,r,F#6,r,F#5,r,r,F#5,E5,r,G2,C2,r,G4,A3,C4,C3,r,r,r,r,r,r,r,r,G#5,r,r,F#5,G5,r,r,G4,r,G3,G2,G2,G5
61.5,25.9727,21,2.5,r,F#6,r,F#5,r,r,F#5,E5,r,r,r,r,G4,A3,C4,C3,r,r,r,r,r,r,r,r,G#5,r,r,F#5,G5,r,r,G4,r,G3,G2,G2,G5
62.0,26.187,21,3.0,r,F#6,r,F#5,r,r,r,r,r,r,r,r,G4,A3,C4,C3,r,r,r,r,r,r,r,r,G#5,r,r,F#5,G6,r,r,G6,r,G5,G4,G2,G6
62.5,26.4013,21,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,r,G6,r,r,r,r,r,r,r,G6
63.0,26.6155,22,1.0,B5,F#6,A5,B5,r,r,G5,F#5,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,B5,B4,r,r,r,r,r,r,r,r,F#6
63.5,26.8239,22,1.5,B5,F#6,A5,B5,r,r,G5,F#5,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,B5,B4,r,r,r,r,r,r,r,r,F#6
64.0,27.0322,22,2.0,B5,F#6,A5,B5,r,r,G5,F#5,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,B5,B4,r,r,r,r,r,r,r,r,F#6
64.5,27.2405,22,2.5,r,F#6,A5,B5,r,r,G5,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,B5,B4,r,r,r,r,r,r,r,r,F#6
64.75,27.3447,22,2.75,D6,F#6,A5,B5,r,r,G5,F#5,r,D4,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,B5,D5,r,r,r,r,r,r,r,r,F#6
65.0,27.4489,22,3.0,B5,A6,E6,B5,r,r,A5,G5,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,B4,r,r,r,r,r,r,r,r,A6
65.5,27.6572,22,3.5,r,A6,E6,B5,r,r,A5,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,B4,r,r,r,r,r,r,r,r,A6
65.75,27.7614,22,3.75,A5,A6,E6,B5,r,r,A5,G5,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,A4,r,r,r,r,r,r,r,r,A6
66.0,27.8655,23,1.0,B5,F#6,A5,B5,r,r,G5,F#5,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r,r,r,r,r,r,F#6
66.5,28.0739,23,1.5,B5,F#6,A5,B5,r,r,G5,F#5,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r,r,r,r,r,r,F#6
67.0,28.2822,23,2.0,B5,F#6,A5,B5,r,r,G5,F#5,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r,r,r,r,r,r,F#6
67.5,28.4905,23,2.5,r,F#6,A5,B5,r,r,G5,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r,r,r,r,r,r,F#6
67.75,28.5947,23,2.75,D6,F#6,A5,B5,r,r,G5,F#5,r,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,D5,r,r,r,r,r,r,r,r,F#6
68.0,28.6989,23,3.0,B5,E6,B5,B5,r,r,G5,F#5,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,B4,r,r,r,r,r,r,r,r,E6
68.5,28.9072,23,3.5,r,E6,B5,B5,r,r,G5,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,B4,r,r,r,r,r,r,r,r,E6
68.75,29.0114,23,3.75,A5,E6,B5,B5,r,r,G5,F#5,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,A4,r,r,r,r,r,r,r,r,E6
69.0,29.1155,24,1.0,B5,F#6,A5,B5,r,r,G5,F#5,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r,r,r,r,r,r,F#6
69.5,29.3239,24,1.5,B5,F#6,A5,B5,r,r,G5,F#5,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r,r,r,r,r,r,F#6
70.0,29.5322,24,2.0,B5,F#6,A5,B5,r,r,G5,F#5,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,r,r,r,r,r,r,r,r,F#6
70.25,29.6364,24,2.25,C6,F#6,A5,B5,r,r,G5,F#5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,C5,r,r,r,r,r,r,r,r,F#6
70.5,29.7405,24,2.5,D6,F#6,A5,B5,r,r,G5,F#5,r,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,D5,r,r,r,r,r,r,r,r,F#6
70.75,29.8447,24,2.75,E6,F#6,A5,B5,r,r,G5,F#5,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,E5,r,r,r,r,r,r,r,r,F#6
71.0,29.9489,24,3.0,F#6,A6,E6,B5,r,r,A5,G5,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A6,F#5,A6,r,r,D6,r,r,r,r,A6
71.5,30.1572,24,3.5,G6,A6,E6,B5,r,r,A5,G5,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A6,G5,A6,r,r,D6,r,r,r,r,A6
71.75,30.2614,24,3.75,A6,A6,E6,B5,r,r,A5,G5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A6,A5,A6,r,r,D6,r,r,r,r,A6
72.0,30.3655,25,1.0,B6,F#6,A5,B5,r,B4,G5,F#5,r,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#6,B5,F#6,r,r,B5,r,r,r,r,F#6
72.5,30.5739,25,1.5,r,F#6,A5,B5,r,A4,G5,F#5,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#6,A5,F#6,r,r,B5,r,r,r,r,F#6
72.75,30.678,25,1.75,r,F#6,A5,B5,r,G4,G5,F#5,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#6,G5,F#6,r,r,B5,r,r,r,r,F#6
73.0,30.7822,25,2.0,r,F#6,A5,B5,r,F#4,G5,F#5,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#6,F#5,F#6,r,r,B5,r,r,r,r,F#6
73.5,30.9905,25,2.5,r,F#6,A5,B5,r,F#4,G5,F#5,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#6,F#5,F#6,r,r,B5,r,r,r,r,F#6
74.0,31.1989,25,3.0,r,B5,F#5,F#5,r,F#4,E5,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,F#5,B5,r,r,F#5,r,r,r,r,B5
74.5,31.4072,25,3.5,r,B5,F#5,F#5,r,B3,E5,B4,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,B5,r,r,F#5,r,r,r,r,B5
75.0,31.6155,26,1.0,r,C6,B5,r,r,C4,F#5,E-5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,C5,C6,r,r,B5,r,C4,r,r,C6
75.5,31.8239,26,1.5,r,C6,B5,r,r,C4,F#5,E-5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,C5,C6,r,r,B5,r,C4,r,r,C6
76.0,32.0322,26,2.0,r,C6,B5,r,r,B4,F#5,E-5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,C5,C6,r,r,B5,r,C4,r,r,C6
76.5,32.2405,26,2.5,r,C6,B5,r,r,r,F#5,E-5,r,E-4,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,E-5,C6,r,r,B5,r,E-4,r,r,C6
77.0,32.4489,26,3.0,r,C6,B5,r,r,E-4,F#5,E-5,r,D4,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,D5,C6,r,r,B5,r,E-4,r,r,C6
77.5,32.6572,26,3.5,r,C6,B5,r,r,r,F#5,E-5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,C5,C6,r,r,B5,r,C4,r,r,C6
77.75,32.7614,26,3.75,r,C6,B5,r,r,r,F#5,E-5,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,B4,C6,r,r,B5,r,B3,r,r,C6
78.0,32.8655,27,1.0,r,C6,B5,r,r,r,G#5,E-5,F2,C4,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,C5,C6,r,r,B5,r,C4,r,r,C6
78.5,33.0739,27,1.5,r,C6,B5,r,r,r,G#5,E-5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,C5,C6,r,r,B5,r,C4,r,r,C6
79.0,33.2822,27,2.0,r,C6,B5,r,r,C4,G#5,E-5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,C6,r,r,B5,r,C4,r,r,C6
79.5,33.4905,27,2.5,r,C6,B5,r,r,r,G#5,E-5,r,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,C6,r,r,B5,r,E-4,r,r,C6
80.0,33.6989,27,3.0,r,C6,B5,r,r,G#4,G#5,E-5,r,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,C6,r,r,B5,r,G4,r,r,C6
80.5,33.9072,27,3.5,r,C6,B5,r,r,r,G#5,E-5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,C6,r,r,B5,r,C4,r,r,C6
80.75,34.0114,27,3.75,r,C6,B5,r,r,r,G#5,E-5,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,C6,r,r,B5,r,B3,r,r,C6
81.0,34.1155,28,1.0,r,G#5,E-5,r,G#5,r,E-5,G#4,r,C4,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,C6,r,r,C6,r,C5,E-4,r,G#5
81.5,34.3239,28,1.5,r,G#5,E-5,r,G#5,r,E-5,G#4,r,C4,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,r,r,r,r,r,r,r,G#5
81.75,34.428,28,1.75,E-6,G#5,E-5,r,G#5,r,E-5,G#4,E-3,C4,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,r,r,r,r,r,r,r,G#5
82.0,34.5322,28,2.0,B5,F5,C5,r,F5,r,C5,F4,B2,C4,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,B4,F5,r,r,F5,r,F4,C4,r,F5
82.5,34.7405,28,2.5,r,F5,C5,r,F5,r,C5,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,B4,r,r,r,r,r,r,r,r,F5
82.75,34.8447,28,2.75,A5,F5,C5,r,F5,r,C5,F4,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,A4,r,r,r,r,r,r,r,r,F5
83.0,34.9489,28,3.0,G#5,E5,B4,r,E5,r,B4,E4,G#2,B3,E3,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,G4,E5,r,r,E5,r,E4,B3,r,E5
83.5,35.1572,28,3.5,r,E5,B4,r,E5,r,B4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,G4,r,r,r,r,r,r,r,r,E5
83.75,35.2614,28,3.75,B5,E5,B4,r,E5,r,B4,E4,B2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,B4,r,r,r,r,r,r,r,r,E5
84.0,35.3655,29,1.0,G5,C#5,G#4,r,C#5,r,G#4,C#4,G2,G#3,C#3,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,G4,C#5,r,r,C#5,r,C#4,G#3,r,C#5
84.5,35.5739,29,1.5,r,C#5,G#4,r,C#5,r,G#4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,G4,r,r,r,r,r,r,r,r,C#5
84.75,35.678,29,1.75,r,C#5,G#4,B-5,C#5,r,G#4,C#4,B-2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,B-4,r,r,r,r,r,r,r,r,C#5
85.0,35.7822,29,2.0,r,C5,G4,F#5,C5,r,G4,C4,F#2,G3,C3,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,F#4,C5,r,r,C5,r,C4,G3,r,C5
85.5,35.9905,29,2.5,r,C5,G4,r,C5,r,G4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,F#4,r,r,r,r,r,r,r,r,C5
85.75,36.0947,29,2.75,r,C5,G4,E5,C5,r,G4,C4,E2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,E4,r,r,r,r,r,r,r,r,C5
86.0,36.1989,29,3.0,r,B4,F#4,E-5,B4,r,F#4,B3,E-2,F#3,B2,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,E-4,B4,r,r,B4,r,B3,F#3,r,B4
86.5,36.4072,29,3.5,r,B4,F#4,r,B4,r,F#4,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,E-4,r,r,r,r,r,r,r,r,B4
86.75,36.5114,29,3.75,r,B4,F#4,F#5,B4,r,F#4,B3,F#2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,F#4,r,r,r,r,r,r,r,r,B4
87.0,36.6155,30,1.0,r,r,r,D5,r,r,E3,D3,D2,F2,B-1,r,r,r,E3,D3,r,r,r,r,r,r,A3,r,r,r,r,D4,r,r,r,r,r,E3,E3,F2,E3
87.5,36.8239,30,1.5,r,r,r,D5,r,r,E3,D3,D2,F2,B-1,r,r,r,E3,D3,r,r,r,r,r,r,A3,r,r,r,r,D4,r,r,r,r,r,r,r,F2,E3
87.75,36.928,30,1.75,r,r,r,E5,r,r,E3,D3,E2,F2,B-1,r,r,r,E3,D3,r,r,r,r,r,r,A3,r,r,r,r,E4,r,r,r,r,r,r,r,F2,E3
88.0,37.0322,30,2.0,r,r,r,E5,r,r,E3,D3,E2,F2,B-1,r,r,r,E3,D3,r,r,r,r,r,r,A3,r,r,r,r,E4,r,r,r,r,r,r,F2,F2,E3
88.5,37.2405,30,2.5,r,r,r,E5,r,r,E3,D3,E2,F2,B-1,r,r,r,E3,D3,r,r,r,r,r,r,A3,r,r,r,r,E4,r,r,r,r,r,r,r,F2,E3
89.0,37.4489,30,3.0,r,r,r,E5,D4,E4,E4,D4,E2,F2,B-1,r,E4,D4,F3,B-2,r,r,r,r,r,r,A3,r,G#5,r,r,E4,E4,r,r,E4,r,F3,B-2,F2,E4
89.5,37.6572,30,3.5,r,r,r,E5,D4,E4,E4,D4,E2,F2,B-1,r,E4,D4,F3,B-2,r,r,r,r,r,r,A3,r,G#5,r,r,E4,E4,r,r,r,r,r,r,F2,E4
90.0,37.8655,31,1.0,r,r,r,E5,D4,E4,G4,F4,E2,F2,B-1,r,E4,D4,F3,B-2,r,r,r,r,r,r,A3,r,r,r,r,E4,E4,r,r,r,r,B-3,F3,F2,E4
90.5,38.0739,31,1.5,r,r,r,E5,D4,E4,G4,F4,E2,F2,B-1,r,E4,D4,F3,B-2,r,r,r,r,r,r,A3,r,r,r,r,r,E4,r,r,r,r,r,r,F2,E4
91.0,38.2822,31,2.0,r,E5,D5,E5,D5,E5,E5,D5,E2,F2,B-1,r,F4,B-3,F4,B-3,r,r,r,r,r,r,A3,r,G#5,r,r,r,E5,r,r,D5,r,F4,B-3,F2,E5
91.5,38.4905,31,2.5,r,E5,D5,E5,D5,E5,E5,D5,E2,r,r,r,r,r,F4,B-3,r,r,r,r,r,r,A3,r,G#5,r,r,r,E5,r,r,r,r,r,r,F2,E5
92.0,38.6989,31,3.0,r,E6,D6,F5,B-4,B-4,E6,D6,E2,r,r,r,r,r,F4,B-3,r,r,r,r,r,r,A3,r,G#5,r,r,r,E6,r,r,D6,r,B-4,F4,F2,E5
92.5,38.9072,31,3.5,r,E6,D6,r,r,r,E6,D6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,r,r,r,r,r,r,r,E5
93.0,39.1155,32,1.0,r,r,r,r,r,r,r,r,r,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r,r,F5,r,F4,r,r,F5
93.5,39.3239,32,1.5,r,r,r,r,r,r,r,r,r,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r,r,F5,r,F4,r,r,F5
94.0,39.5322,32,2.0,r,r,r,r,r,r,r,r,r,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r,r,F5,r,F4,D2,r,F5
94.25,39.6364,32,2.25,r,r,r,r,r,r,r,r,r,G3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,F5,r,F4,D2,r,F5
94.5,39.7405,32,2.5,r,r,r,r,r,r,r,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,F5,r,F4,r,r,F5
94.75,39.8447,32,2.75,r,r,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,F5,r,F4,r,r,F5
95.0,39.9489,32,3.0,r,r,r,r,r,r,r,r,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,r,r,F5,r,F4,A2,r,F5
95.5,40.1572,32,3.5,r,r,r,r,r,r,r,r,r,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,F5,r,F4,r,r,F5
95.75,40.2614,32,3.75,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,r,r,r,F5,r,F4,r,r,F5
96.0,40.3655,33,1.0,r,r,r,r,r,r,r,r,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,r,r,r,F5,r,F4,D3,r,F5
96.5,40.5739,33,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,r,F4,r,r,F5
97.0,40.7822,33,2.0,r,r,r,r,r,r,r,r,r,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r,r,F5,r,F4,A3,r,F5
97.5,40.9905,33,2.5,r,r,r,r,r,r,r,r,r,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r,r,F5,r,F4,r,r,F5
98.0,41.1989,33,3.0,r,r,r,r,r,r,r,r,r,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r,r,F5,r,F4,E4,r,F5
98.5,41.4072,33,3.5,r,r,r,r,r,r,r,r,r,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r,r,F5,r,F4,r,r,F5
99.0,41.6155,34,1.0,r,r,r,r,r,r,A3,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,G5,r,G4,r,r,G5
99.5,41.8239,34,1.5,r,r,r,r,r,r,A3,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,G5,r,G4,r,r,G5
100.0,42.0322,34,2.0,r,r,r,r,r,r,A3,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,G5,r,G4,F2,r,G5
100.25,42.1364,34,2.25,r,r,r,r,r,r,B3,r,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,G5,r,G4,F2,r,G5
100.5,42.2405,34,2.5,r,r,r,r,r,r,C4,r,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,r,r,G5,r,G4,r,r,G5
100.75,42.3447,34,2.75,r,r,r,r,r,r,D4,r,r,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,G5,r,G4,r,r,G5
101.0,42.4489,34,3.0,r,r,r,r,r,r,E-4,r,r,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,r,r,G5,r,G4,C3,r,G5
101.5,42.6572,34,3.5,r,r,r,r,r,r,F4,r,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,r,r,r,G5,r,G4,r,r,G5
101.75,42.7614,34,3.75,r,r,r,r,r,r,G4,r,r,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,r,r,G5,r,G4,r,r,G5
102.0,42.8655,35,1.0,r,r,r,r,r,r,A4,r,r,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,r,r,G5,r,G4,F3,r,G5
102.5,43.0739,35,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,r,G4,r,r,G5
103.0,43.2822,35,2.0,r,r,r,r,r,r,A3,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,G5,r,G4,B3,r,G5
103.5,43.4905,35,2.5,r,r,r,r,r,r,A3,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,G5,r,G4,r,r,G5
104.0,43.6989,35,3.0,r,r,r,r,r,r,A3,r,r,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,r,r,r,G5,r,G4,F4,r,G5
