qstamp,tstamp,measure,beat,Violin,Soprano 1 solo,Soprano 2 solo,Continuo
296.25,222.1875,75,1.25,D5,B4,G4,D2
296.5,222.375,75,1.5,E5,G4,E4,D2
297.0,222.75,75,2.0,E5,A4,F#4,D2
297.25,222.9375,75,2.25,D5,A4,F#4,D2
297.5,223.125,75,2.5,C#5,G4,E4,D2
297.75,223.3125,75,2.75,E5,G4,E4,D2
298.0,223.5,75,3.0,D5,A4,F#4,D2
298.5,223.875,75,3.5,r,D5,D4,B2
298.75,224.0625,75,3.75,r,B4,D4,B2
299.0,224.25,75,4.0,r,G4,E4,C#3
299.5,224.625,75,4.5,r,F#4,D4,A2
299.75,224.8125,75,4.75,r,E4,C#4,A2
300.0,225.0,76,1.0,r,F#4,D4,D3
300.5,225.375,76,1.5,r,F#4,D4,G3
300.75,225.5625,76,1.75,r,G4,E4,G3
301.0,225.75,76,2.0,r,E4,C#4,A3
301.5,226.125,76,2.5,r,E4,C#4,A2
301.75,226.3125,76,2.75,r,D4,D4,A2
302.0,226.5,76,3.0,r,D4,D4,D3
302.5,226.875,76,3.5,D4,D4,D4,D3
303.0,227.25,76,4.0,A3,r,r,D3
303.5,227.625,76,4.5,B3,r,r,D3
304.0,228.0,77,1.0,C4,r,r,D3
304.5,228.375,77,1.5,A4,r,r,D2
304.75,228.5625,77,1.75,G4,r,r,D2
305.0,228.75,77,2.0,F#4,r,r,E2
305.25,228.9375,77,2.25,E4,r,r,E2
305.5,229.125,77,2.5,D4,r,r,F#2
305.75,229.3125,77,2.75,C4,r,r,F#2
306.0,229.5,77,3.0,B3,r,r,G2
306.25,229.6875,77,3.25,D4,r,r,G2
306.5,229.875,77,3.5,G4,r,r,E2
306.75,230.0625,77,3.75,E4,r,r,E2
307.0,230.25,77,4.0,D4,r,r,A2
307.25,230.4375,77,4.25,C#4,r,r,A2
307.5,230.625,77,4.5,G4,r,r,A2
308.0,231.0,78,1.0,G4,r,r,D2
308.5,231.375,78,1.5,F#4,r,r,D2
308.75,231.5625,78,1.75,E4,r,r,D2
309.0,231.75,78,2.0,D4,r,r,r
309.25,231.9375,78,2.25,C#4,r,r,r
309.5,232.125,78,2.5,B3,r,r,D3
309.75,232.3125,78,2.75,A3,r,r,D3
310.0,232.5,78,3.0,G#3,r,r,D3
310.25,232.6875,78,3.25,B3,r,r,D3
310.5,232.875,78,3.5,E4,r,r,C#3
310.75,233.0625,78,3.75,C#4,r,r,C#3
311.0,233.25,78,4.0,B3,r,r,F#3
311.25,233.4375,78,4.25,B-3,r,r,F#3
311.5,233.625,78,4.5,E4,r,r,F#2
312.0,234.0,79,1.0,E4,r,r,B2
312.25,234.1875,79,1.25,D4,r,r,B2
312.5,234.375,79,1.5,E4,r,r,B2
312.75,234.5625,79,1.75,F#4,r,r,B2
313.0,234.75,79,2.0,G4,r,r,r
313.25,234.9375,79,2.25,A4,r,r,r
313.5,235.125,79,2.5,B4,r,r,G3
313.75,235.3125,79,2.75,G4,r,r,G3
314.0,235.5,79,3.0,A4,r,r,G3
314.25,235.6875,79,3.25,C#5,r,r,G3
314.5,235.875,79,3.5,E5,r,r,C#3
314.75,236.0625,79,3.75,D5,r,r,C#3
315.0,236.25,79,4.0,C#5,r,r,A2
315.25,236.4375,79,4.25,B4,r,r,A2
315.5,236.625,79,4.5,A4,r,r,C#3
315.75,236.8125,79,4.75,G4,r,r,C#3
316.0,237.0,80,1.0,F#4,r,r,D3
316.25,237.1875,80,1.25,A4,r,r,D3
316.5,237.375,80,1.5,D5,r,r,F#3
316.75,237.5625,80,1.75,C5,r,r,F#3
317.0,237.75,80,2.0,B4,r,r,G3
317.25,237.9375,80,2.25,A4,r,r,G3
317.5,238.125,80,2.5,G4,r,r,E3
317.75,238.3125,80,2.75,F#4,r,r,E3
318.0,238.5,80,3.0,E4,r,r,A3
318.5,238.875,80,3.5,E4,r,r,C#3
319.0,239.25,80,4.0,E4,r,r,D3
319.25,239.4375,80,4.25,F#4,r,r,D3
319.5,239.625,80,4.5,E4,r,r,E3
319.75,239.8125,80,4.75,D4,r,r,E3
320.0,240.0,81,1.0,C#4,r,r,A2
320.25,240.1875,81,1.25,D4,r,r,A2
320.5,240.375,81,1.5,E4,r,r,C#3
320.75,240.5625,81,1.75,G4,r,r,C#3
321.0,240.75,81,2.0,A3,r,r,E3
321.25,240.9375,81,2.25,F#4,r,r,E3
321.5,241.125,81,2.5,E4,r,r,G3
321.75,241.3125,81,2.75,D4,r,r,G3
322.0,241.5,81,3.0,C#4,r,r,G3
322.25,241.6875,81,3.25,D4,r,r,G3
322.5,241.875,81,3.5,E4,r,r,C#3
322.75,242.0625,81,3.75,G4,r,r,B2
323.0,242.25,81,4.0,A3,r,r,C#3
323.25,242.4375,81,4.25,B4,r,r,C#3
323.5,242.625,81,4.5,A4,r,r,A2
323.75,242.8125,81,4.75,G4,r,r,A2
324.0,243.0,82,1.0,F#4,r,r,D3
324.25,243.1875,82,1.25,G4,r,r,D3
324.5,243.375,82,1.5,A4,r,r,F#3
324.75,243.5625,82,1.75,C5,r,r,F#3
325.0,243.75,82,2.0,D4,r,r,A3
325.25,243.9375,82,2.25,B4,r,r,A3
325.5,244.125,82,2.5,A4,r,r,C4
325.75,244.3125,82,2.75,G4,r,r,C4
326.0,244.5,82,3.0,F#4,r,r,C4
326.25,244.6875,82,3.25,G4,r,r,C4
326.5,244.875,82,3.5,A4,r,r,F#3
326.75,245.0625,82,3.75,C5,r,r,E3
327.0,245.25,82,4.0,D4,r,r,F#3
327.25,245.4375,82,4.25,E5,r,r,F#3
327.5,245.625,82,4.5,D5,r,r,D3
327.75,245.8125,82,4.75,C5,r,r,D3
328.0,246.0,83,1.0,B4,r,r,G3
328.25,246.1875,83,1.25,E5,r,r,G3
328.5,246.375,83,1.5,F#5,r,r,E3
328.75,246.5625,83,1.75,G5,r,r,E3
329.0,246.75,83,2.0,A4,r,r,F#3
329.25,246.9375,83,2.25,C5,r,r,F#3
329.5,247.125,83,2.5,B4,r,r,D3
329.75,247.3125,83,2.75,A4,r,r,D3
330.0,247.5,83,3.0,G4,r,r,E3
330.25,247.6875,83,3.25,C#5,r,r,E3
330.5,247.875,83,3.5,D5,r,r,C#3
330.75,248.0625,83,3.75,E5,r,r,C#3
331.0,248.25,83,4.0,F#4,r,r,D3
331.25,248.4375,83,4.25,A4,r,r,D3
331.5,248.625,83,4.5,G4,r,r,B2
331.75,248.8125,83,4.75,F#4,r,r,B2
332.0,249.0,84,1.0,E4,r,r,C#3
332.25,249.1875,84,1.25,A4,r,r,C#3
332.5,249.375,84,1.5,B4,r,r,A2
332.75,249.5625,84,1.75,C#5,r,r,A2
333.0,249.75,84,2.0,D4,r,r,B2
333.25,249.9375,84,2.25,F#4,r,r,B2
333.5,250.125,84,2.5,E4,r,r,G3
333.75,250.3125,84,2.75,D4,r,r,G3
334.0,250.5,84,3.0,C#4,r,r,A2
334.25,250.6875,84,3.25,A3,r,r,A2
334.5,250.875,84,3.5,B3,r,r,G3
334.75,251.0625,84,3.75,C#4,r,r,G3
335.0,251.25,84,4.0,D4,r,r,F#3
335.25,251.4375,84,4.25,E4,r,r,F#3
335.5,251.625,84,4.5,F#4,r,r,D3
335.75,251.8125,84,4.75,E4,r,r,D3
336.0,252.0,85,1.0,G4,r,r,B2
336.25,252.1875,85,1.25,F#4,r,r,B2
336.5,252.375,85,1.5,B4,r,r,G2
336.75,252.5625,85,1.75,A4,r,r,G2
337.0,252.75,85,2.0,G4,r,r,A2
337.25,252.9375,85,2.25,F#4,r,r,A2
337.5,253.125,85,2.5,E4,r,r,A2
337.75,253.3125,85,2.75,D4,r,r,A2
338.0,253.5,85,3.0,D4,r,r,D2
