qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,F Trumpet 3,Alto Trombone,Tenor Trombone,Bass Trombone,Pauken,Violin 1,Violin 2,Viola,Violoncello,Contrabass
93.0,79.7143,24,1.5,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,F#4,r,r,F1
93.3333,80.0,24,1.6667,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F#4,r,r,F1
93.6667,80.2857,24,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r
94.0,80.5714,24,2.0,r,r,r,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,r,r,r
94.3333,80.8571,24,2.1667,r,r,r,r,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F4,r,r,r
94.6667,81.1429,24,2.3333,r,r,r,r,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,C#5,r,r,r
95.0,81.4286,24,2.5,r,r,r,r,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,C#5,r,r,r
95.3333,81.7143,24,2.6667,r,r,r,r,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,C#5,r,r,r
95.6667,82.0,24,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r
96.0,82.2857,25,1.0,r,r,r,r,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G#4,r,C5,r,r
96.3333,82.5714,25,1.1667,r,r,r,r,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,F#4,r,C5,r,r
96.6667,82.8572,25,1.3333,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,F4,r,C#4,r,r
97.0,83.1429,25,1.5,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G#4,r,C#4,r,r
97.3333,83.4285,25,1.6667,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,F#4,r,C#4,r,r
97.6667,83.7143,25,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,F4,r,r,r,r
98.0,84.0,25,2.0,r,r,r,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,E-4,r,C4,r,r
98.3333,84.2857,25,2.1667,r,r,r,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,F#4,r,C4,r,r
98.6667,84.5715,25,2.3333,r,r,r,r,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,F4,r,G#4,r,r
99.0,84.8571,25,2.5,r,r,r,r,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,E-4,r,G#4,r,r
99.3333,85.1428,25,2.6667,r,r,r,r,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,C#4,r,G#4,r,r
99.6667,85.4286,25,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,F4,r,r,r,r
100.0,85.7143,26,1.0,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,E-4,r,F#4,r,F2
100.3333,86.0,26,1.1667,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,C#4,r,F#4,r,F2
100.6667,86.2857,26,1.3333,r,r,r,r,G#3,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,C4,r,G#3,r,F1
101.0,86.5714,26,1.5,r,r,r,r,G#3,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,E-4,r,G#3,r,F1
101.3333,86.8571,26,1.6667,r,r,r,r,G#3,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,C#4,r,G#3,r,F1
101.6667,87.1429,26,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,C4,r,r,r,r
102.0,87.4286,26,2.0,r,r,r,r,F#3,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,B-3,r,F#3,r,r
102.3333,87.7143,26,2.1667,r,r,r,r,F#3,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,C#4,r,F#3,r,r
102.6667,88.0,26,2.3333,r,r,r,r,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,C4,r,E-4,r,r
103.0,88.2857,26,2.5,r,r,r,r,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,B-3,r,E-4,r,r
103.3333,88.5714,26,2.6667,r,r,r,r,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,A3,r,E-4,r,r
103.6667,88.8572,26,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,C4,r,r,r,r
104.0,89.1429,27,1.0,r,r,E4,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,B-3,G4,C#4,F3,F2
104.3333,89.4285,27,1.1667,r,r,E4,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G#3,G4,C#4,F3,F2
104.6667,89.7143,27,1.3333,r,r,C#5,r,E3,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G3,B-3,E3,F2,F1
105.0,90.0,27,1.5,r,r,C#5,r,E3,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G#3,B-3,E3,F2,F1
105.3333,90.2857,27,1.6667,r,r,C#5,r,E3,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,B-3,B-3,E3,F2,F1
105.6667,90.5715,27,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G#3,r,r,r,r
106.0,90.8571,27,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G3,r,r,r,r
106.3333,91.1428,27,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G#3,r,r,r,r
106.6667,91.4286,27,2.3333,r,r,E4,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,B-3,G4,C#4,r,r
107.0,91.7143,27,2.5,r,r,E4,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G#3,G4,C#4,r,r
107.3333,92.0,27,2.6667,r,r,E4,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G3,G4,C#4,r,r
107.6667,92.2857,27,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G#3,r,r,r,r
108.0,92.5714,28,1.0,r,r,E4,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,B-3,G4,C#4,F3,F2
108.3333,92.8571,28,1.1667,r,r,E4,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G#3,G4,C#4,F3,F2
108.6667,93.1429,28,1.3333,r,r,C#5,r,E3,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G3,B-3,E3,F2,F1
109.0,93.4286,28,1.5,r,r,C#5,r,E3,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G#3,B-3,E3,F2,F1
109.3333,93.7143,28,1.6667,r,r,C#5,r,E3,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,B-3,B-3,E3,F2,F1
109.6667,94.0,28,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G#3,r,r,r,r
110.0,94.2857,28,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G3,r,r,r,r
110.3333,94.5714,28,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G#3,r,r,r,r
110.6667,94.8572,28,2.3333,r,r,E4,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,B-3,G4,C#4,r,r
111.0,95.1429,28,2.5,r,r,E4,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G#3,G4,C#4,r,r
111.3333,95.4285,28,2.6667,r,r,E4,r,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G3,G4,C#4,r,r
111.6667,95.7143,28,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G#3,r,r,r,r
112.0,96.0,29,1.0,r,r,F4,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,A3,C4,C4,C3,F1
114.0,97.7143,29,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,A3,C4,C4,C3,F1
116.0,99.4286,30,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,A3,C4,C4,C3,F1
120.0,102.8571,31,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,G3,C3,C2
122.0,104.5714,31,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,G3,D3,D3,B1
122.5,105.0,31,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A3,D3,D3,B1
122.75,105.2143,31,2.375,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,G3,D3,D3,B1
123.0,105.4286,31,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A3,G3,D3,B1
123.5,105.8571,31,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,G3,D3,B1
124.0,106.2857,32,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,A3,E3,A1
125.5,107.5714,32,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D4,A3,E3,A1
126.0,108.0,32,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E4,B3,E3,G1
127.0,108.8571,32,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D4,B3,E3,G2
127.5,109.2857,32,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E4,B3,E3,G2
128.0,109.7143,33,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,C4,A3,F2
129.5,111.0,33,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,C4,A3,F2
130.0,111.4286,33,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A4,F4,A3,D2
131.0,112.2857,33,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A4,F4,A3,D2
132.0,113.1429,34,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E4,C#4,A3,A2
132.5,113.5714,34,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E4,C#4,E3,A2
133.0,114.0,34,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E4,C#4,A3,A2
133.5,114.4286,34,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,C#4,A3,A2
134.0,114.8571,34,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E4,C#4,A3,A2
135.0,115.7143,34,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-2
135.5,116.1429,34,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A2
136.0,116.5714,35,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,D4,G3,G2
138.0,118.2857,35,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D4,A3,F3,F2
138.5,118.7143,35,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E4,A3,F3,F2
138.75,118.9286,35,2.375,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D4,A3,F3,F2
139.0,119.1429,35,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#4,A3,F3,F2
139.5,119.5714,35,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,D4,A3,F3,F2
140.0,120.0,36,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,B-3,E-3,E-2
141.5,121.2857,36,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,E-4,B-3,E-3,E-2
142.0,121.7143,36,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F4,B-3,D3,D2
143.0,122.5714,36,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F4,B-3,D3,D2
143.5,123.0,36,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F4,B-3,D3,D2
144.0,123.4286,37,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E-4,G3,C3,C2
145.5,124.7143,37,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,E-4,G3,C3,C2
146.0,125.1429,37,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-4,C4,E-3,G#1
147.0,126.0,37,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,E-4,B-3,E-3,G#1
147.5,126.4286,37,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E-4,G#3,E-3,G#1
148.0,126.8571,38,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,E-4,G3,E-2,E-2
149.0,127.7143,38,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,D4,G#3,E-2,E-2
149.5,128.1429,38,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,D4,G#3,E-2,E-2
150.0,128.5714,38,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,E-4,G3,E-2,E-2
152.0,130.2857,39,1.0,r,r,r,r,r,r,r,r,A4,G4,E-4,C4,r,r,r,r,r,r,r,E-5,C5,r,r,r
152.5,130.7143,39,1.25,r,r,r,r,r,r,r,r,A4,G4,E-4,C4,r,r,r,r,r,r,r,E-5,G4,r,r,r
153.0,131.1429,39,1.5,r,r,r,r,r,r,r,r,A4,G4,E-4,C4,r,r,r,r,r,r,r,E-5,E-4,r,r,r
153.5,131.5714,39,1.75,r,r,r,r,r,r,r,r,A4,G4,E-4,C4,r,r,r,r,r,r,r,E-5,C4,r,r,r
154.0,132.0,39,2.0,r,r,r,r,r,r,r,r,A4,G4,E-4,C4,r,r,r,r,r,r,r,A4,E-4,r,r,r
154.5,132.4286,39,2.25,r,r,r,r,r,r,r,r,A4,G4,E-4,C4,r,r,r,r,r,r,r,B-4,C4,r,r,r
154.75,132.6429,39,2.375,r,r,r,r,r,r,r,r,A4,G4,E-4,C4,r,r,r,r,r,r,r,A4,C4,r,r,r
155.0,132.8571,39,2.5,r,r,r,r,r,r,r,r,A4,G4,E-4,C4,r,r,r,r,r,r,r,G4,E-4,r,r,r
155.5,133.2857,39,2.75,r,r,r,r,r,r,r,r,A4,G4,E-4,C4,r,r,r,r,r,r,r,A4,C4,r,r,r
156.0,133.7143,40,1.0,r,r,r,r,r,r,r,r,B-4,G4,E-4,C#4,r,r,r,r,r,r,r,E-5,E-4,E-4,r,r
156.5,134.1429,40,1.25,r,r,r,r,r,r,r,r,B-4,G4,E-4,C#4,r,r,r,r,r,r,r,E-5,F4,E-4,r,r
157.0,134.5714,40,1.5,r,r,r,r,r,r,r,r,B-4,G4,E-4,C#4,r,r,r,r,r,r,r,E-5,G4,E-4,r,r
157.5,135.0,40,1.75,r,r,r,r,r,r,r,r,B-4,G4,E-4,C#4,r,r,r,r,r,r,r,F5,B-4,E-4,r,r
158.0,135.4286,40,2.0,r,r,r,r,r,r,r,r,B-4,G4,E-4,C#4,r,r,r,r,r,r,r,E-5,G4,B-3,r,r
158.5,135.8571,40,2.25,r,r,r,r,r,r,r,r,B-4,G4,E-4,C#4,r,r,r,r,r,r,r,E-5,B-4,C4,r,r
158.75,136.0714,40,2.375,r,r,r,r,r,r,r,r,B-4,G4,E-4,C#4,r,r,r,r,r,r,r,E-5,B-4,B-3,r,r
159.0,136.2857,40,2.5,r,r,r,r,r,r,r,r,B-4,G4,E-4,C#4,r,r,r,r,r,r,r,r,G4,A3,r,r
159.5,136.7143,40,2.75,r,r,r,r,r,r,r,r,B-4,G4,E-4,C#4,r,r,r,r,r,r,r,r,E-4,B-3,r,r
160.0,137.1429,41,1.0,r,r,r,r,r,r,r,r,B-4,G4,E4,C#4,r,r,r,r,r,r,r,r,G4,E4,r,r
160.5,137.5714,41,1.25,r,r,r,r,r,r,r,r,B-4,G4,E4,C#4,r,r,r,r,r,r,r,G5,B-4,E4,r,r
161.0,138.0,41,1.5,r,r,r,r,r,r,r,r,B-4,G4,E4,C#4,r,r,r,r,r,r,r,G5,G4,E4,r,r
161.5,138.4286,41,1.75,r,r,r,r,r,r,r,r,B-4,G4,E4,C#4,r,r,r,r,r,r,r,A5,B-4,G4,r,r
162.0,138.8571,41,2.0,r,r,r,r,r,r,r,r,B-4,G4,E4,C#4,r,r,r,r,r,r,r,B-5,C#5,G4,r,r
162.5,139.2857,41,2.25,r,r,r,r,r,r,r,r,B-4,G4,E4,C#4,r,r,r,r,r,r,r,C#6,E5,G4,r,r
163.0,139.7143,41,2.5,r,r,r,r,r,r,r,r,B-4,G4,E4,C#4,r,r,r,r,r,r,r,E-6,B-5,r,r,r
163.5,140.1429,41,2.75,r,r,r,r,r,r,r,r,B-4,G4,E4,C#4,r,r,r,r,r,r,r,E6,G5,r,r,r
164.0,140.5714,42,1.0,r,r,r,r,r,r,r,r,B-4,F#4,E4,C#4,r,r,r,r,r,r,r,F#6,B-5,C#4,r,r
164.5,141.0,42,1.25,r,r,r,r,r,r,r,r,B-4,F#4,E4,C#4,r,r,r,r,r,r,r,E6,C#5,F#4,r,r
165.0,141.4286,42,1.5,r,r,r,r,r,r,r,r,B-4,F#4,E4,C#4,r,r,r,r,r,r,r,E-6,F#5,B-4,r,r
165.5,141.8571,42,1.75,r,r,r,r,r,r,r,r,B-4,F#4,E4,C#4,r,r,r,r,r,r,r,C#6,B-5,C#5,r,r
166.0,142.2857,42,2.0,r,r,r,r,r,r,r,r,B-4,F#4,E4,C#4,r,r,r,r,r,r,r,B5,C#6,F#5,r,r
166.5,142.7143,42,2.25,r,r,r,r,r,r,r,r,B-4,F#4,E4,C#4,r,r,r,r,r,r,r,B-5,C#6,E5,r,r
167.0,143.1429,42,2.5,r,r,r,r,r,r,r,r,B-4,F#4,E4,C#4,r,r,r,r,r,r,r,F#6,B-5,C#5,r,r
167.5,143.5714,42,2.75,r,r,r,r,r,r,r,r,B-4,F#4,E4,C#4,r,r,r,r,r,r,r,E6,B-5,F#4,r,r
168.0,144.0,43,1.0,r,r,r,r,r,r,D4,D4,A4,F#4,F#4,D4,r,r,r,r,r,r,r,D6,F#5,A4,D4,r
168.5,144.4286,43,1.25,r,r,r,r,r,r,D4,D4,A4,F#4,F#4,D4,r,r,r,r,r,r,r,D6,A5,A4,D4,r
169.0,144.8571,43,1.5,r,r,r,r,r,r,D4,D4,A4,F#4,F#4,D4,r,r,r,r,r,r,r,r,F#5,r,D4,r
169.5,145.2857,43,1.75,r,r,r,r,r,r,D4,D4,A4,F#4,F#4,D4,r,r,r,r,r,r,r,r,E5,r,D4,r
170.0,145.7143,43,2.0,r,r,r,r,r,r,A3,A3,A4,A4,F#4,D4,r,r,r,r,r,r,r,r,F#5,D5,A3,r
170.5,146.1429,43,2.25,r,r,r,r,r,r,B3,B3,A4,A4,F#4,D4,r,r,r,r,r,r,r,r,A5,D5,B3,r
170.75,146.3571,43,2.375,r,r,r,r,r,r,A3,A3,A4,A4,F#4,D4,r,r,r,r,r,r,r,r,A5,D5,A3,r
171.0,146.5714,43,2.5,r,r,r,r,r,r,G#3,G#3,A4,A4,F#4,D4,r,r,r,r,r,r,r,r,F#5,D5,G#3,r
171.5,147.0,43,2.75,r,r,r,r,r,r,A3,A3,A4,A4,F#4,D4,r,r,r,r,r,r,r,r,F#4,D5,A3,r
172.0,147.4286,44,1.0,r,r,r,r,r,r,D4,D4,B4,A4,F#4,D4,r,r,r,r,r,r,r,F#5,B4,B4,D4,r
172.5,147.8571,44,1.25,r,r,r,r,r,r,D4,D4,B4,A4,F#4,D4,r,r,r,r,r,r,r,F#5,F#4,C#5,D4,r
172.75,148.0714,44,1.375,r,r,r,r,r,r,D4,D4,B4,A4,F#4,D4,r,r,r,r,r,r,r,F#5,F#4,B4,D4,r
173.0,148.2857,44,1.5,r,r,r,r,r,r,D4,D4,B4,A4,F#4,D4,r,r,r,r,r,r,r,F#5,B4,F#4,D4,r
173.5,148.7143,44,1.75,r,r,r,r,r,r,E4,E4,B4,A4,F#4,D4,r,r,r,r,r,r,r,F#5,F#5,B4,E4,r
174.0,149.1429,44,2.0,r,r,r,r,r,r,F#4,F#4,B4,A4,F#4,D4,r,r,r,r,r,r,r,B4,B5,D5,F#4,r
174.5,149.5714,44,2.25,r,r,r,r,r,r,F#4,F#4,B4,A4,F#4,D4,r,r,r,r,r,r,r,B4,A5,D5,F#4,r
175.0,150.0,44,2.5,r,r,r,r,r,r,E4,E4,B4,A4,F#4,D4,r,r,r,r,r,r,r,B5,G5,D5,E4,r
175.5,150.4286,44,2.75,r,r,r,r,r,r,F#4,F#4,B4,A4,F#4,D4,r,r,r,r,r,r,r,B5,F#5,D5,F#4,r
176.0,150.8571,45,1.0,r,r,r,r,r,r,G4,G4,B4,G4,E4,D4,r,r,r,r,r,r,r,B5,B4,E5,G4,r
176.5,151.2857,45,1.25,r,r,r,r,r,r,F#4,F#4,B4,G4,E4,D4,r,r,r,r,r,r,r,A5,B4,E5,F#4,r
177.0,151.7143,45,1.5,r,r,r,r,r,r,E4,E4,B4,G4,E4,D4,r,r,r,r,r,r,r,G5,E5,B4,E4,r
177.5,152.1429,45,1.75,r,r,r,r,r,r,B3,B3,B4,G4,E4,D4,r,r,r,r,r,r,r,F#5,G4,B4,B3,r
178.0,152.5714,45,2.0,r,r,r,r,r,r,G3,G3,B4,G4,E4,D4,r,r,r,r,r,r,r,E5,B4,B4,G3,r
178.5,153.0,45,2.25,r,r,r,r,r,r,F#3,F#3,B4,G4,E4,D4,r,r,r,r,r,r,r,B4,G4,E5,F#3,r
179.0,153.4286,45,2.5,r,r,r,r,r,r,E3,E3,B4,G4,E4,D4,r,r,r,r,r,r,r,G4,B4,F#5,E3,r
179.5,153.8571,45,2.75,r,r,r,r,r,r,B2,B2,B4,G4,E4,D4,r,r,r,r,r,r,r,B4,E4,G5,B2,r
180.0,154.2857,46,1.0,r,r,r,r,r,r,E3,E3,B4,G4,E4,D4,r,r,r,r,r,r,r,G4,B3,F#5,E3,r
180.5,154.7143,46,1.25,r,r,r,r,r,r,E3,E3,B4,G4,E4,D4,r,r,r,r,r,r,r,G4,B4,F#5,E3,r
181.0,155.1429,46,1.5,r,r,r,r,r,r,E3,E3,B4,G4,E4,D4,r,r,r,r,r,r,r,G4,B3,E5,E3,r
181.5,155.5714,46,1.75,r,r,r,r,r,r,F#3,F#3,B4,G4,E4,D4,r,r,r,r,r,r,r,F#4,B4,B4,F#3,r
182.0,156.0,46,2.0,r,r,r,r,r,r,G3,G3,B4,G4,E4,D4,r,r,r,r,r,r,r,E4,B3,E5,G3,r
182.5,156.4286,46,2.25,r,r,r,r,r,r,G3,G3,B4,G4,E4,D4,r,r,r,r,r,r,r,E4,E4,B4,G3,r
183.0,156.8571,46,2.5,r,r,r,r,r,r,r,r,B4,G4,E4,D4,r,r,r,r,r,r,r,r,G4,G4,r,r
183.5,157.2857,46,2.75,r,r,r,r,r,r,r,r,B4,G4,E4,D4,r,r,r,r,r,r,r,r,B4,E4,r,r
184.0,157.7143,47,1.0,E5,E5,E5,E5,r,r,r,r,B4,G4,E4,D4,r,r,r,r,r,r,r,E5,G4,B4,r,r
184.5,158.1429,47,1.25,E5,E5,E5,E5,r,r,r,r,B4,G4,E4,D4,r,r,r,r,r,r,r,E5,B4,B4,r,r
185.0,158.5714,47,1.5,E5,E5,E5,E5,r,r,r,r,B4,G4,E4,D4,r,r,r,r,r,r,r,E5,E4,B4,r,r
185.5,159.0,47,1.75,F#5,F#5,F#5,F#5,r,r,r,r,B4,G4,E4,D4,r,r,r,r,r,r,r,F#5,B4,G4,r,r
186.0,159.4286,47,2.0,G5,G5,G5,G5,r,r,r,r,B4,G4,E4,D4,r,r,r,r,r,r,r,G5,G4,E4,E3,r
186.5,159.8571,47,2.25,G5,G5,G5,G5,r,r,r,r,B4,G4,E4,D4,r,r,r,r,r,r,r,G5,B4,E4,E3,r
187.0,160.2857,47,2.5,A5,A5,A5,A5,r,r,r,r,B4,G4,E4,D4,r,r,r,r,r,r,r,A5,E4,r,E3,r
187.5,160.7143,47,2.75,B5,B5,B5,B5,r,r,r,r,B4,G4,E4,D4,r,r,r,r,r,r,r,B5,G4,r,G3,r
188.0,161.1429,48,1.0,C6,C6,C6,C6,r,r,r,r,B-4,G4,E4,C4,r,r,r,r,r,r,r,C6,G4,E5,G3,r
188.5,161.5714,48,1.25,C6,C6,C6,C6,r,r,r,r,B-4,G4,E4,C4,r,r,r,r,r,r,r,C6,C5,E5,G3,r
189.0,162.0,48,1.5,C6,C6,C6,C6,r,r,r,r,B-4,G4,E4,C4,r,r,r,r,r,r,r,C6,E4,E5,A3,r
189.5,162.4286,48,1.75,C6,C6,C6,C6,r,r,r,r,B-4,G4,E4,C4,r,r,r,r,r,r,r,C6,G4,C5,B-3,r
190.0,162.8571,48,2.0,C5,C5,C5,C5,r,r,r,r,B-4,G4,E4,C4,r,r,r,r,r,r,r,C5,G4,B-4,C4,r
190.5,163.2857,48,2.25,C5,C5,C5,C5,r,r,r,r,B-4,G4,E4,C4,r,r,r,r,r,r,r,C5,C5,B-4,C4,r
191.0,163.7143,48,2.5,C5,C5,C5,C5,r,r,r,r,B-4,G4,E4,C4,r,r,r,r,r,r,r,C5,E4,A4,C4,r
191.5,164.1429,48,2.75,C5,C5,C5,C5,r,r,r,r,B-4,G4,E4,C4,r,r,r,r,r,r,r,C5,G4,G4,C4,r
192.0,164.5714,49,1.0,C#5,C#5,C#5,C#5,r,r,r,r,G#4,C#4,F4,C4,r,r,r,r,r,r,r,C#5,G#4,F4,r,r
192.5,165.0,49,1.25,E-5,E-5,E-5,E-5,r,r,r,r,G#4,C#4,F4,C4,r,r,r,r,r,r,r,E-5,C#5,F4,r,r
193.0,165.4286,49,1.5,F5,F5,F5,F5,r,r,r,r,G#4,C#4,F4,C4,r,r,r,r,r,r,r,F5,C#4,F4,r,r
193.5,165.8571,49,1.75,F#5,F#5,F#5,F#5,r,r,r,r,G#4,C#4,F4,C4,r,r,r,r,r,r,r,F#5,G#4,F4,r,r
194.0,166.2857,49,2.0,G#5,G#5,G#5,G#5,r,r,r,r,G#4,C#4,F4,B3,r,r,r,r,r,r,r,G#5,G#4,F5,C#5,r
