qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,Tenor Trombone 1,Tenor Trombone 2,Bass Trombone,Tuba,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
683.5,698.0,,,P8(Oboe 2),P8(Oboe 1),P8(A Clarinet 2),P8(A Clarinet 1),,,,P5(F Horn 3),P5(F Horn 2),,,,,,P8(Tuba)&U(Violoncello)&P8(Contrabass),P8(Bass Trombone)&P8(Violoncello)&U(Contrabass),,Main Part,U(Viola),U(Violin 2),U(Bass Trombone)&P8(Tuba)&P8(Contrabass),P8(Bass Trombone)&U(Tuba)&P8(Violoncello)
698.0,714.0,,,,,U(Main),,P8(Bassoon 2),P8(Bassoon 1),,,,,,,,,P8(Tuba)&U(Timpani)&U(Violoncello)&P8(Contrabass),P8(Bass Trombone)&P8(Timpani)&P8(Violoncello)&U(Contrabass),U(Bass Trombone)&P8(Tuba)&U(Violoncello)&P8(Contrabass),Main Part,,,U(Bass Trombone)&P8(Tuba)&U(Timpani)&P8(Contrabass),P8(Bass Trombone)&U(Tuba)&P8(Timpani)&P8(Violoncello)
714.0,730.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P6(F Trumpet 2)&P8(Bass Trombone)&P8(Tuba),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P6(F Trumpet 2)&P8(Bass Trombone)&P8(Tuba),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&P6(F Trumpet 2)&P8(Bass Trombone)&P8(Tuba),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&P6(F Trumpet 2)&P8(Bass Trombone)&P8(Tuba),,,P8(Bassoon 2),P8(Bassoon 1),,,,,,P6(Flute 1)&P6(Flute 2)&P6(Oboe 1)&P6(Oboe 2)&P6(Bass Trombone)&P6(Tuba),,,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P6(F Trumpet 2)&P8(Tuba),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P6(F Trumpet 2)&P8(Bass Trombone),,Main Part,U(Main),,,
730.0,738.0,U(Flute 2)&P8(F Trumpet 1),U(Flute 1)&P8(F Trumpet 1),P3(Oboe 2),P3(Oboe 1),,,U(Bassoon 2)&P8(Contrabass),U(Bassoon 1)&P8(Contrabass),P3(F Horn 2),P3(F Horn 1),,,P8(Flute 1)&P8(Flute 2),,Main Part,,P8(Tuba),P8(Bass Trombone),,,,U(Main)&U(Violoncello),U(Main)&U(Viola),P8(Bassoon 1)&P8(Bassoon 2)
738.0,746.0,Main Part,U(Main),,,,,U(Bassoon 2),U(Bassoon 1),,,,,,,U(Viola)&U(Violoncello),,P8(Tuba),P8(Bass Trombone),,,,U(Tenor Trombone 1)&U(Violoncello),U(Tenor Trombone 1)&U(Viola),
746.0,758.0,U(Flute 2),U(Flute 1),,,P8(A Clarinet 2),P8(A Clarinet 1),P8(Bassoon 2),P8(Bassoon 1),,,,,,,,,P8(Tuba),P8(Bass Trombone),,Main Part,P8(Main),,,
758.0,775.0,U(Flute 2)&P8(A Clarinet 1)&P8(Violin 2),U(Flute 1)&P8(A Clarinet 1)&P8(Violin 2),,,P8(Flute 1)&P8(Flute 2)&U(Violin 2),P8(Violin 1)&P8(Viola),P8(Bassoon 2)&P8(Bass Trombone)&P8(Tuba),P8(Bassoon 1)&P8(Bass Trombone)&P8(Tuba),,U(Tenor Trombone 1),,,,Main Part,U(F Horn 2),,P8(Bassoon 1)&P8(Bassoon 2)&P8(Tuba),P8(Bassoon 1)&P8(Bassoon 2)&P8(Bass Trombone),,P8(A Clarinet 2)&P8(Viola),P8(Flute 1)&P8(Flute 2)&U(A Clarinet 1),P8(A Clarinet 2)&P8(Violin 1),P8(Contrabass),P8(Violoncello)
775.0,782.0,,,,,,,,,,,P8(F Horn 4),P8(F Horn 3),,,,,,,,,,,Main Part,P8(Main)
782.0,786.0,,,,,,,,,P8(F Horn 2),P8(F Horn 1),Main Part,P8(Main)&P3(Violoncello)&P3(Contrabass),,,,,,,,,,,P3(Main)&P3(F Horn 4)&P8(Contrabass),P3(Main)&P3(F Horn 4)&P8(Violoncello)
786.0,790.0,,,,,,,,,Main Part,P8(Main)&P5(F Horn 3)&P5(F Horn 4)&P3(Violoncello)&P3(Contrabass),P5(Main)&P5(F Horn 2)&P8(F Horn 4)&P3(Violoncello)&P3(Contrabass),P5(Main)&P5(F Horn 2)&P8(F Horn 3)&P3(Violoncello)&P3(Contrabass),P8(F Trumpet 2),P8(F Trumpet 1),,,,,,,,,P3(Main)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P8(Contrabass),P3(Main)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P8(Violoncello)
790.0,791.0,,,,,,,,,P8(F Horn 2)&P5(F Horn 3)&P5(F Horn 4)&P5(Main)&P5(F Trumpet 2),P8(F Horn 1)&P5(F Horn 3)&P5(F Horn 4)&P5(Main)&P5(F Trumpet 2),P5(F Horn 1)&P5(F Horn 2)&P8(F Horn 4)&P8(Main)&U(F Trumpet 2),P5(F Horn 1)&P5(F Horn 2)&P8(F Horn 3)&P8(Main)&P8(F Trumpet 2),Main Part,P5(F Horn 1)&P5(F Horn 2)&U(F Horn 3)&P8(F Horn 4)&P8(Main),,,,,,,,,P8(Contrabass),P8(Violoncello)
791.0,798.0,,,,,,,,,P8(F Horn 2)&P5(F Trumpet 1)&P5(F Trumpet 2),P8(F Horn 1)&P5(F Trumpet 1)&P5(F Trumpet 2),P8(F Horn 4),P8(F Horn 3),P5(F Horn 1)&P5(F Horn 2)&P8(F Trumpet 2),P5(F Horn 1)&P5(F Horn 2)&P8(F Trumpet 1),,,,,,,,,Main Part,P8(Main)
798.0,802.0,,,,,,,,,P8(F Horn 2),P8(F Horn 1),Main Part,P8(Main)&P3(Violoncello)&P3(Contrabass),,,,,,,,,,,P3(Main)&P3(F Horn 4)&P8(Contrabass),P3(Main)&P3(F Horn 4)&P8(Violoncello)
802.0,806.0,,,,,,,,,Main Part,P8(Main)&P5(F Horn 3)&P5(F Horn 4)&P3(Violoncello)&P3(Contrabass),P5(Main)&P5(F Horn 2)&P8(F Horn 4)&P3(Violoncello)&P3(Contrabass),P5(Main)&P5(F Horn 2)&P8(F Horn 3)&P3(Violoncello)&P3(Contrabass),P8(F Trumpet 2),P8(F Trumpet 1),,,,,,,,,P3(Main)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P8(Contrabass),P3(Main)&P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P8(Violoncello)
806.0,810.0,,,,,P8(Bassoon 1)&P8(Bassoon 2)&P4(Tenor Trombone 1)&P3(Tenor Trombone 2)&P4(Bass Trombone)&P8(Tuba),,P8(A Clarinet 1)&P8(Bassoon 2)&P4(Tenor Trombone 1)&P3(Tenor Trombone 2)&P4(Bass Trombone)&P8(Tuba),P8(A Clarinet 1)&P8(Bassoon 1)&P4(Tenor Trombone 1)&P3(Tenor Trombone 2)&P4(Bass Trombone)&P8(Tuba),P8(F Horn 2),P8(F Horn 1),P8(F Horn 4)&P8(Main),P8(F Horn 3)&P8(Main),Main Part,,P4(A Clarinet 1)&P4(Bassoon 1)&P4(Bassoon 2)&P6(Tenor Trombone 2)&P8(Bass Trombone)&P4(Tuba),P3(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P6(Tenor Trombone 1)&P6(Bass Trombone)&P3(Tuba),P4(A Clarinet 1)&P4(Bassoon 1)&P4(Bassoon 2)&P8(Tenor Trombone 1)&P6(Tenor Trombone 2)&P4(Tuba),P8(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P4(Tenor Trombone 1)&P3(Tenor Trombone 2)&P4(Bass Trombone),,,,,P8(Contrabass),P8(Violoncello)
810.0,830.0,,,,,Main Part,,P8(Bassoon 2),P8(Bassoon 1),P8(F Horn 2),P8(F Horn 1),P8(F Horn 4),P8(F Horn 3),,,P8(Bass Trombone),P3(Tuba),P8(Tenor Trombone 1),P3(Tenor Trombone 2),,,,,P8(Contrabass),P8(Violoncello)
830.0,834.0,,,P3(Oboe 2),P3(Oboe 1),P3(A Clarinet 2),P3(A Clarinet 1),,U(Violoncello)&P8(Contrabass),Main Part,P8(Main)&U(Viola),P8(F Horn 4),P8(F Horn 3),,,,,,,,,,P8(Main)&U(F Horn 2),U(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
834.0,842.0,,,Main Part,,P8(A Clarinet 2)&P5(F Trumpet 1)&P8(F Trumpet 2)&P3(Tenor Trombone 1)&P5(Tenor Trombone 2)&P3(Bass Trombone)&P8(Tuba),P8(A Clarinet 1)&P5(F Trumpet 1)&U(F Trumpet 2)&P3(Tenor Trombone 1)&P5(Tenor Trombone 2)&P3(Bass Trombone)&P8(Tuba),P8(F Horn 1)&U(F Horn 2),U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(F Horn 2),U(Bassoon 1)&P8(F Horn 1),P8(F Horn 4),P8(F Horn 3),P5(A Clarinet 1)&P5(A Clarinet 2)&P5(F Trumpet 2)&P3(Tenor Trombone 1)&P8(Tenor Trombone 2)&P3(Bass Trombone)&P5(Tuba),P8(A Clarinet 1)&U(A Clarinet 2)&P5(F Trumpet 1)&P3(Tenor Trombone 1)&P5(Tenor Trombone 2)&P3(Bass Trombone)&P8(Tuba),P3(A Clarinet 1)&P3(A Clarinet 2)&P3(F Trumpet 1)&P3(F Trumpet 2)&P3(Tenor Trombone 2)&P8(Bass Trombone)&P3(Tuba),P5(A Clarinet 1)&P5(A Clarinet 2)&P8(F Trumpet 1)&P5(F Trumpet 2)&P3(Tenor Trombone 1)&P3(Bass Trombone)&P5(Tuba),P3(A Clarinet 1)&P3(A Clarinet 2)&P3(F Trumpet 1)&P3(F Trumpet 2)&P8(Tenor Trombone 1)&P3(Tenor Trombone 2)&P3(Tuba),P8(A Clarinet 1)&P8(A Clarinet 2)&P5(F Trumpet 1)&P8(F Trumpet 2)&P3(Tenor Trombone 1)&P5(Tenor Trombone 2)&P3(Bass Trombone),,,,,U(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
842.0,866.0,P3(Flute 2),P3(Flute 1),U(Main),,Main Part,,,,P8(F Horn 2),P8(F Horn 1),P8(F Horn 4),P8(F Horn 3),,,P8(Bass Trombone),,P8(Tenor Trombone 1),,,,,,P8(Contrabass),P8(Violoncello)
866.0,874.0,P8(Main),P8(F Trumpet 2),,,,,P8(F Horn 1)&U(F Horn 2),U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(F Horn 2),U(Bassoon 1)&P8(F Horn 1),P8(F Horn 4),P8(F Horn 3),Main Part,P8(Flute 2),P3(Tenor Trombone 2)&P6(Bass Trombone)&P6(Tuba)&P5(Violin 1),P3(Tenor Trombone 1)&P4(Bass Trombone)&P4(Tuba)&P3(Violin 1),P6(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Tuba)&P2(Violin 1),P6(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Bass Trombone)&P2(Violin 1),,P5(Tenor Trombone 1)&P3(Tenor Trombone 2)&P2(Bass Trombone)&P2(Tuba),,,U(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
874.0,894.0,,,P8(Oboe 2),P8(Oboe 1),,,,,,,,,P7(F Trumpet 2),P7(F Trumpet 1),P3(Tenor Trombone 2)&P6(Bass Trombone)&P6(Tuba),P3(Tenor Trombone 1)&P4(Bass Trombone)&P4(Tuba),P6(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Tuba),P6(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Bass Trombone),,Main Part,P8(Main),,P8(Contrabass),P8(Violoncello)
894.0,898.0,,Main Part,P8(Oboe 2)&U(Violin 1)&P8(Violin 2)&P3(Viola),P8(Oboe 1)&P8(Violin 1)&U(Violin 2)&P3(Viola),P8(A Clarinet 2),P8(A Clarinet 1),,,,,,,,,,,,,,U(Oboe 1)&P8(Oboe 2)&P8(Violin 2)&P3(Viola),P8(Oboe 1)&U(Oboe 2)&P8(Violin 1)&P3(Viola),P3(Oboe 1)&P3(Oboe 2)&P3(Violin 1)&P3(Violin 2),P8(Contrabass),P8(Violoncello)
898.0,906.0,,,,,P8(A Clarinet 2),P8(A Clarinet 1),,P8(Contrabass),P8(F Horn 3),,P8(F Horn 1),,,,,,,,,,,,Main Part,P8(Bassoon 2)
906.0,908.0,P7(Flute 2)&P7(Oboe 1),P7(Flute 1)&U(Oboe 1)&P7(Oboe 2),P7(Flute 1)&U(Flute 2)&P7(Oboe 2),P7(Flute 2)&P7(Oboe 1),P8(A Clarinet 2)&P3(Timpani)&P8(Violoncello),P8(A Clarinet 1)&P3(Timpani)&U(Violoncello),,P2(Main)&P2(Violin 2)&P6(Viola)&P8(Contrabass),P3(F Horn 2)&P3(F Horn 3)&P4(F Horn 4),P3(F Horn 1)&P5(F Horn 3)&P6(F Horn 4),P3(F Horn 1)&P5(F Horn 2)&P2(F Horn 4),P4(F Horn 1)&P6(F Horn 2)&P2(F Horn 3),P7(F Trumpet 2)&P8(Tenor Trombone 1)&P3(Tenor Trombone 2)&P6(Bass Trombone)&P6(Tuba),P7(F Trumpet 1)&P7(Tenor Trombone 1)&P5(Tenor Trombone 2)&P2(Bass Trombone)&P2(Tuba),P8(F Trumpet 1)&P7(F Trumpet 2)&P3(Tenor Trombone 2)&P6(Bass Trombone)&P6(Tuba),P3(F Trumpet 1)&P5(F Trumpet 2)&P3(Tenor Trombone 1)&P4(Bass Trombone)&P4(Tuba),P6(F Trumpet 1)&P2(F Trumpet 2)&P6(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Tuba),P6(F Trumpet 1)&P2(F Trumpet 2)&P6(Tenor Trombone 1)&P4(Tenor Trombone 2)&P8(Bass Trombone),P3(A Clarinet 1)&P3(A Clarinet 2)&P3(Violoncello),Main Part,P2(Bassoon 2)&P8(Main)&P5(Viola)&P2(Contrabass),P6(Bassoon 2)&P5(Main)&P5(Violin 2)&P6(Contrabass),P8(A Clarinet 1)&U(A Clarinet 2)&P3(Timpani),P8(Bassoon 2)&P2(Main)&P2(Violin 2)&P6(Viola)
908.0,914.0,P3(Flute 2),P3(Flute 1),,,P8(A Clarinet 2)&P8(Main),P8(A Clarinet 1)&U(Main),U(Bassoon 2)&P8(Contrabass),U(Bassoon 1)&P8(Contrabass),,P5(F Horn 3),P5(F Horn 2),,P8(F Trumpet 2),P8(F Trumpet 1),,,,,P3(Viola),P8(Violin 2),P8(Violin 1),P3(Timpani),Main Part,P8(Bassoon 1)&P8(Bassoon 2)
914.0,916.0,P3(Flute 2)&P3(A Clarinet 1),P3(Flute 1)&P8(A Clarinet 1)&P3(Main)&P3(F Trumpet 2),P8(Oboe 2),P8(Oboe 1),P3(Flute 1)&P8(Flute 2)&P3(Main)&P3(F Trumpet 2),,U(Bassoon 2)&P2(Main)&P2(F Trumpet 2)&P6(Viola)&P8(Contrabass),U(Bassoon 1)&P2(Main)&P2(F Trumpet 2)&P6(Viola)&P8(Contrabass),P3(F Horn 2)&P3(F Horn 3)&P8(F Horn 4),P3(F Horn 1)&P5(F Horn 3)&P3(F Horn 4),P3(F Horn 1)&P5(F Horn 2)&P3(F Horn 4),P8(F Horn 1)&P3(F Horn 2)&P3(F Horn 3),Main Part,P3(Flute 2)&P3(A Clarinet 1)&P2(Bassoon 1)&P2(Bassoon 2)&P8(Main)&P3(Violin 1)&P3(Violin 2)&P5(Viola)&P3(Violoncello)&P2(Contrabass),,,,,,P3(Main)&P3(F Trumpet 2)&P8(Violin 2)&P8(Violoncello),P3(Main)&P3(F Trumpet 2)&P8(Violin 1)&U(Violoncello),P6(Bassoon 1)&P6(Bassoon 2)&P5(Main)&P5(F Trumpet 2)&P6(Contrabass),P3(Main)&P3(F Trumpet 2)&P8(Violin 1)&U(Violin 2),P8(Bassoon 1)&P8(Bassoon 2)&P2(Main)&P2(F Trumpet 2)&P6(Viola)
916.0,922.0,P8(A Clarinet 2),U(A Clarinet 1),P8(Oboe 2)&P3(F Horn 2)&U(Main)&P8(Violin 2)&P3(Viola)&P8(Violoncello),P8(Oboe 1)&P3(F Horn 2)&P8(Main)&U(Violin 2)&P3(Viola)&U(Violoncello),U(Flute 2),P8(Flute 1),U(Bassoon 2)&P8(Contrabass),U(Bassoon 1)&P8(Contrabass),P3(F Horn 3),P3(Oboe 1)&P3(Oboe 2)&P3(Main)&P3(Violin 2)&U(Viola)&P3(Violoncello),P3(F Horn 1),,P8(F Trumpet 2),P8(F Trumpet 1),,,P8(Tuba),P8(Bass Trombone),,Main Part,P8(Oboe 1)&U(Oboe 2)&P3(F Horn 2)&P8(Main)&P3(Viola)&U(Violoncello),P3(Oboe 1)&P3(Oboe 2)&U(F Horn 2)&P3(Main)&P3(Violin 2)&P3(Violoncello),P8(Oboe 1)&U(Oboe 2)&P3(F Horn 2)&P8(Main)&U(Violin 2)&P3(Viola),P8(Bassoon 1)&P8(Bassoon 2)
922.0,926.0,,U(A Clarinet 1)&P8(A Clarinet 2),P8(Oboe 2)&U(Violin 1)&P8(Violin 2),P8(Oboe 1)&P8(Violin 1)&U(Violin 2),U(Flute 2)&P8(A Clarinet 2),P8(Flute 2)&P8(A Clarinet 1),U(Bassoon 2),U(Bassoon 1),P4(F Horn 2)&P3(F Horn 3)&P2(Main)&P2(Tuba)&P2(Contrabass),P4(F Horn 1)&P6(F Horn 3)&P5(Main)&P5(Tuba)&P5(Contrabass),P3(F Horn 1)&P6(F Horn 2)&P2(Main)&P2(Tuba)&P2(Contrabass),,,,P3(Tenor Trombone 2)&U(Viola),P3(Tenor Trombone 1)&P3(Viola),Main Part,P2(F Horn 1)&P5(F Horn 2)&P2(F Horn 3)&P8(Main)&U(Contrabass),,U(Oboe 1)&P8(Oboe 2)&P8(Violin 2),P8(Oboe 1)&U(Oboe 2)&P8(Violin 1),U(Tenor Trombone 1)&P3(Tenor Trombone 2),,P2(F Horn 1)&P5(F Horn 2)&P2(F Horn 3)&P8(Main)&U(Tuba)
926.0,930.0,P8(Viola),,P8(Oboe 2)&U(Violin 1)&P8(Violin 2),P8(Oboe 1)&P8(Violin 1)&U(Violin 2),P8(A Clarinet 2),P8(A Clarinet 1),,,P4(F Horn 2)&P3(F Horn 3)&P2(F Horn 4),P4(F Horn 1)&P6(F Horn 3)&P3(F Horn 4),P3(F Horn 1)&P6(F Horn 2)&P4(F Horn 4),P2(F Horn 1)&P3(F Horn 2)&P4(F Horn 3),,,,,P8(Tuba)&P8(Main)&P8(Contrabass),P8(Bass Trombone)&P8(Main)&P8(Contrabass),,U(Oboe 1)&P8(Oboe 2)&P8(Violin 2),P8(Oboe 1)&U(Oboe 2)&P8(Violin 1),P8(Flute 1),Main Part,P8(Bass Trombone)&P8(Tuba)&P8(Main)
930.0,938.0,,,,,P8(A Clarinet 2)&U(Main)&P8(Violin 2),P8(A Clarinet 1)&P8(Main)&U(Violin 2),,P3(F Horn 3),P3(F Horn 2),P3(F Horn 1),P3(Bassoon 2)&P3(F Horn 4),P3(F Horn 3),P3(F Trumpet 2),P3(F Trumpet 1),P3(Tenor Trombone 2)&P3(Bass Trombone)&P3(Tuba),P3(Tenor Trombone 1)&P5(Bass Trombone)&P5(Tuba),P3(Tenor Trombone 1)&P5(Tenor Trombone 2)&P8(Tuba),P3(Tenor Trombone 1)&P5(Tenor Trombone 2)&P8(Bass Trombone),,Main Part,P8(A Clarinet 1)&U(A Clarinet 2)&P8(Main),,P8(Contrabass),P8(Violoncello)
938.0,942.0,P3(Flute 2),P3(Flute 1),P3(Oboe 2)&P3(Viola),P3(Oboe 1)&P4(Bassoon 1)&U(Viola),,,P4(Oboe 2)&P4(Viola),P8(Violoncello)&P8(Contrabass),P2(F Horn 3)&P4(F Horn 4),,P2(F Horn 1),P4(F Horn 1),,,,,,,,Main Part,,P3(Oboe 1)&U(Oboe 2)&P4(Bassoon 1),P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
942.0,946.0,,,,,Main Part,,P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),P4(F Horn 2)&P3(Violin 1)&P3(Violin 2)&U(Viola),P4(F Horn 1)&P6(Violin 1)&P6(Violin 2)&P4(Viola),,,,,,,,,,P3(F Horn 1)&P6(F Horn 2)&U(Violin 2)&P3(Viola),P3(F Horn 1)&P6(F Horn 2)&U(Violin 1)&P3(Viola),U(F Horn 1)&P4(F Horn 2)&P3(Violin 1)&P3(Violin 2),U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
946.0,950.0,,,P4(Oboe 2)&U(A Clarinet 1)&P4(A Clarinet 2),P4(Oboe 1)&P4(A Clarinet 1)&U(A Clarinet 2),U(Oboe 1)&P4(Oboe 2)&P4(A Clarinet 2),P4(Oboe 1)&U(Oboe 2)&P4(A Clarinet 1),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),P4(F Horn 2)&P4(F Horn 3)&P4(F Horn 4),P4(F Horn 1)&P7(F Horn 3)&P8(F Horn 4),P4(F Horn 1)&P7(F Horn 2)&P7(F Horn 4),P4(F Horn 1)&P8(F Horn 2)&P7(F Horn 3),,,,,,,,Main Part,U(Main),,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
950.0,954.0,,,,,Main Part,P4(Main),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),P4(Violin 1)&P4(Violin 2),,,,P8(F Trumpet 2),P8(F Trumpet 1),,,,,,P4(F Horn 1)&U(Violin 2),P4(F Horn 1)&U(Violin 1),,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
954.0,962.0,U(Flute 2)&P4(Tenor Trombone 1)&P8(Tenor Trombone 2)&P6(Bass Trombone)&P2(Tuba),U(Flute 1)&P4(Tenor Trombone 1)&P8(Tenor Trombone 2)&P6(Bass Trombone)&P2(Tuba),U(A Clarinet 1),,U(Oboe 1),,P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),,P8(F Horn 4),,P8(F Horn 2),P8(F Trumpet 2),P8(F Trumpet 1),P4(Flute 1)&P4(Flute 2)&P4(Tenor Trombone 2)&P3(Bass Trombone)&P3(Tuba),P8(Flute 1)&P8(Flute 2)&P4(Tenor Trombone 1)&P6(Bass Trombone)&P2(Tuba),P6(Flute 1)&P6(Flute 2)&P3(Tenor Trombone 1)&P6(Tenor Trombone 2)&P5(Tuba),P2(Flute 1)&P2(Flute 2)&P3(Tenor Trombone 1)&P2(Tenor Trombone 2)&P5(Bass Trombone),,Main Part,P8(Main),,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
962.0,970.0,,P4(F Trumpet 1)&P4(F Trumpet 2)&P4(Tenor Trombone 1),,,,,P8(Bassoon 2)&P8(Tuba)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Tuba)&P8(Violoncello)&U(Contrabass),,,,,P4(Flute 2)&P8(F Trumpet 2)&P8(Tenor Trombone 1),P4(Flute 2)&P8(F Trumpet 1)&U(Tenor Trombone 1),P4(Flute 2)&P8(F Trumpet 1)&U(F Trumpet 2),,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),,Main Part,P8(Main),,U(Bassoon 1)&P8(Bassoon 2)&P8(Tuba)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Tuba)&P8(Violoncello)
970.0,974.0,P8(F Trumpet 1)&P4(Main)&P4(Violin 2)&P8(Viola),,P8(Oboe 2),P8(Oboe 1),P4(Tenor Trombone 1),P2(F Horn 3),P8(Bassoon 2),P8(Bassoon 1),,,P2(A Clarinet 2),U(Bass Trombone)&P8(Tuba),P8(Flute 1)&P4(Main)&P4(Violin 2)&P8(Viola),,P4(A Clarinet 1),,U(F Horn 4)&P8(Tuba),P8(F Horn 4)&P8(Bass Trombone),,Main Part,P4(Flute 1)&P4(F Trumpet 1)&P8(Main)&P4(Viola),P8(Flute 1)&P8(F Trumpet 1)&P4(Main)&P4(Violin 2),P8(Contrabass),P8(Violoncello)
974.0,976.0,U(Flute 2)&P2(Bassoon 1)&P2(Bassoon 2)&P8(F Trumpet 1)&P8(Tenor Trombone 1)&P4(Tenor Trombone 2)&P2(Bass Trombone)&P2(Tuba)&P8(Viola)&P2(Violoncello)&P2(Contrabass),U(Flute 1)&P2(Bassoon 1)&P2(Bassoon 2)&P8(F Trumpet 1)&P8(Tenor Trombone 1)&P4(Tenor Trombone 2)&P2(Bass Trombone)&P2(Tuba)&P8(Viola)&P2(Violoncello)&P2(Contrabass),,,Main Part,P8(Main)&P8(Violin 1)&U(Violin 2),P2(Flute 1)&P2(Flute 2)&P8(Bassoon 2)&P2(F Trumpet 1)&P2(Tenor Trombone 1)&U(Bass Trombone)&P8(Tuba)&P2(Viola)&U(Violoncello)&P8(Contrabass),P2(Flute 1)&P2(Flute 2)&P8(Bassoon 1)&P2(F Trumpet 1)&P2(Tenor Trombone 1)&P8(Bass Trombone)&U(Tuba)&P2(Viola)&P8(Violoncello)&U(Contrabass),,P3(F Trumpet 2),P4(F Horn 4),P4(F Horn 3),P8(Flute 1)&P8(Flute 2)&P2(Bassoon 1)&P2(Bassoon 2)&P8(Tenor Trombone 1)&P4(Tenor Trombone 2)&P2(Bass Trombone)&P2(Tuba)&P8(Viola)&P2(Violoncello)&P2(Contrabass),P3(F Horn 2),P8(Flute 1)&P8(Flute 2)&P2(Bassoon 1)&P2(Bassoon 2)&P8(F Trumpet 1)&P4(Tenor Trombone 2)&P2(Bass Trombone)&P2(Tuba)&U(Viola)&P2(Violoncello)&P2(Contrabass),P4(Flute 1)&P4(Flute 2)&P4(F Trumpet 1)&P4(Tenor Trombone 1)&P4(Viola),P2(Flute 1)&P2(Flute 2)&U(Bassoon 1)&P8(Bassoon 2)&P2(F Trumpet 1)&P2(Tenor Trombone 1)&P8(Tuba)&P2(Viola)&U(Violoncello)&P8(Contrabass),P2(Flute 1)&P2(Flute 2)&P8(Bassoon 1)&U(Bassoon 2)&P2(F Trumpet 1)&P2(Tenor Trombone 1)&P8(Bass Trombone)&P2(Viola)&P8(Violoncello)&U(Contrabass),,P8(Main)&P8(A Clarinet 2)&P8(Violin 2),P8(Main)&U(A Clarinet 2)&P8(Violin 1),P8(Flute 1)&P8(Flute 2)&P2(Bassoon 1)&P2(Bassoon 2)&P8(F Trumpet 1)&U(Tenor Trombone 1)&P4(Tenor Trombone 2)&P2(Bass Trombone)&P2(Tuba)&P2(Violoncello)&P2(Contrabass),P2(Flute 1)&P2(Flute 2)&U(Bassoon 1)&P8(Bassoon 2)&P2(F Trumpet 1)&P2(Tenor Trombone 1)&U(Bass Trombone)&P8(Tuba)&P2(Viola)&P8(Contrabass),P2(Flute 1)&P2(Flute 2)&P8(Bassoon 1)&U(Bassoon 2)&P2(F Trumpet 1)&P2(Tenor Trombone 1)&P8(Bass Trombone)&U(Tuba)&P2(Viola)&P8(Violoncello)
