qstamp,tstamp,measure,beat,Flute,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Bb (alto) Horn 1,Bb (alto) Horn 2,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
2061.0000000000005,854.0568,375,1.5,G5,G5,B-4,B-4,G4,B-3,G3,r,r,r,r,r,G5,G4,G3,G3,G2
2061.5000000000005,854.2443,375,1.75,G5,G5,B-4,B-4,G4,B-3,G3,r,r,r,r,r,G5,G4,G3,G3,G2
2062.0000000000005,854.4318,375,2.0,C6,G5,C5,C5,G4,C4,G3,C5,C5,B-4,B-3,B-2,C6,E4,E3,E3,E2
2062.5000000000005,854.6193,375,2.25,C6,G5,C5,C5,G4,C4,G3,C5,C5,B-4,B-3,B-2,C6,E4,E3,E3,E2
2063.0000000000005,854.8068,375,2.5,C6,G5,C5,C5,G4,C4,G3,C5,C5,r,r,r,C6,C5,C4,C4,C3
2063.5000000000005,854.9943,375,2.75,C6,G5,C5,C5,G4,C4,G3,C5,C5,r,r,r,C6,C5,C4,C4,C3
2064.0000000000005,855.1818,376,1.0,A5,A5,C5,C5,A4,C4,A3,C5,C5,F4,F3,F2,A5,F4,F3,F3,F2
2064.5000000000005,855.3693,376,1.25,A5,A5,C5,C5,A4,C4,A3,C5,C5,F4,F3,F2,A5,F4,F3,F3,F2
2065.0000000000005,855.5568,376,1.5,A5,A5,C5,C5,A4,C4,A3,C5,C5,r,r,r,A5,A4,A3,A3,A2
2065.5000000000005,855.7443,376,1.75,A5,A5,C5,C5,A4,C4,A3,C5,C5,r,r,r,A5,A4,A3,A3,A2
2066.0000000000005,855.9318,376,2.0,D6,A5,D5,D5,A4,D4,A3,D5,D4,D5,D4,r,D6,F#4,F#3,F#3,F#2
2066.5000000000005,856.1193,376,2.25,D6,A5,D5,D5,A4,D4,A3,D5,D4,D5,D4,r,D6,F#4,F#3,F#3,F#2
2067.0000000000005,856.3068,376,2.5,D6,A5,D5,D5,A4,D4,A3,D5,D4,r,r,r,D6,D5,D4,D4,D3
2067.5000000000005,856.4943,376,2.75,D6,A5,D5,D5,A4,D4,A3,D5,D4,r,r,r,D6,D5,D4,D4,D3
2068.0000000000005,856.6818,377,1.0,B-5,B-5,D5,D5,B-4,B-3,G3,D5,D4,r,r,r,B-5,G4,G3,G3,G2
2068.5000000000005,856.8693,377,1.25,B-5,B-5,D5,D5,B-4,B-3,G3,D5,D4,r,r,r,B-5,G4,G3,G3,G2
2069.0000000000005,857.0568,377,1.5,B-5,B-5,D5,D5,B-4,B-3,G3,D5,D4,r,r,r,B-5,B-4,B-3,B-3,B-2
2069.5000000000005,857.2443,377,1.75,B-5,B-5,D5,D5,B-4,B-3,G3,D5,D4,r,r,r,B-5,B-4,B-3,B-3,B-2
2070.0000000000005,857.4318,377,2.0,E-6,B-5,E-5,E-5,B-4,B-3,G3,E-5,E-5,B-4,B-3,B-2,E-6,G4,G3,G3,G2
2070.5000000000005,857.6193,377,2.25,E-6,B-5,E-5,E-5,B-4,B-3,G3,E-5,E-5,B-4,B-3,B-2,E-6,G4,G3,G3,G2
2071.0000000000005,857.8068,377,2.5,E-6,B-5,E-5,E-5,B-4,B-3,G3,E-5,E-5,r,r,r,E-6,E-5,E-4,E-4,E-3
2071.5000000000005,857.9943,377,2.75,E-6,B-5,E-5,E-5,B-4,B-3,G3,E-5,E-5,r,r,r,E-6,E-5,E-4,E-4,E-3
2072.0000000000005,858.1818,378,1.0,C6,C6,E-5,E-5,C5,C4,G#3,E-5,E-5,r,r,r,C6,G#4,G#3,G#3,G#2
2072.5000000000005,858.3693,378,1.25,C6,C6,E-5,E-5,C5,C4,G#3,E-5,E-5,r,r,r,C6,G#4,G#3,G#3,G#2
2073.0000000000005,858.5568,378,1.5,C6,C6,E-5,E-5,C5,C4,G#3,E-5,E-5,r,r,r,C6,C5,C4,C4,C3
2073.5000000000005,858.7443,378,1.75,C6,C6,E-5,E-5,C5,C4,G#3,E-5,E-5,r,r,r,C6,C5,C4,C4,C3
2074.0000000000005,858.9318,378,2.0,F6,C6,F5,F5,C5,C4,A3,F5,F4,F4,F3,F2,F6,A4,A3,A3,A2
2074.5000000000005,859.1193,378,2.25,F6,C6,F5,F5,C5,C4,A3,F5,F4,F4,F3,F2,F6,A4,A3,A3,A2
2075.0000000000005,859.3068,378,2.5,F6,C6,F5,F5,C5,C4,A3,F5,F4,r,r,r,F6,C5,C4,C4,C3
2075.5000000000005,859.4943,378,2.75,F6,C6,F5,F5,C5,C4,A3,F5,F4,r,r,r,F6,C5,C4,C4,C3
2076.0000000000005,859.6818,379,1.0,D6,D6,B-5,B-4,B-4,B-3,B-3,D5,B-4,B-4,B-3,B-2,D6,B-4,B-3,B-3,B-2
2076.5000000000005,859.8693,379,1.25,D6,D6,B-5,B-4,B-4,B-3,B-3,D5,B-4,B-4,B-3,B-2,D6,B-4,B-3,B-3,B-2
2077.0000000000005,860.0568,379,1.5,D6,D6,B-5,C5,C5,C4,C4,D5,B-4,B-4,B-3,B-2,D6,C5,C4,C4,C3
2077.5000000000005,860.2443,379,1.75,D6,D6,B-5,C5,C5,C4,C4,D5,B-4,B-4,B-3,B-2,D6,C5,C4,C4,C3
2078.0000000000005,860.4318,379,2.0,D6,D6,B-5,D5,D5,D4,D4,D5,B-4,B-4,B-3,B-2,B-5,D5,D4,D4,D3
2078.5000000000005,860.6193,379,2.25,D6,D6,B-5,D5,D5,D4,D4,D5,B-4,B-4,B-3,B-2,B-5,D5,D4,D4,D3
2079.0000000000005,860.8068,379,2.5,D6,D6,B-5,E-5,E-5,E-4,E-4,D5,B-4,B-4,B-3,B-2,B-5,C5,C4,C4,C3
2079.5000000000005,860.9943,379,2.75,D6,D6,B-5,E-5,E-5,E-4,E-4,D5,B-4,B-4,B-3,B-2,B-5,C5,C4,C4,C3
2080.0000000000005,861.1818,380,1.0,D6,D6,B-5,F5,F5,F4,F4,D5,B-4,B-4,B-3,B-2,F5,B-4,B-3,B-3,B-2
2080.5000000000005,861.3693,380,1.25,D6,D6,B-5,F5,F5,F4,F4,D5,B-4,B-4,B-3,B-2,F5,B-4,B-3,B-3,B-2
2081.0000000000005,861.5568,380,1.5,D6,D6,B-5,E-5,E-5,E-4,E-4,D5,B-4,B-4,B-3,B-2,F5,A4,A3,A3,A2
2081.5000000000005,861.7443,380,1.75,D6,D6,B-5,E-5,E-5,E-4,E-4,D5,B-4,B-4,B-3,B-2,F5,A4,A3,A3,A2
2082.0000000000005,861.9318,380,2.0,D6,D6,B-5,D5,D5,D4,D4,D5,B-4,B-4,B-3,B-2,D5,G4,G3,G3,G2
2082.5000000000005,862.1193,380,2.25,D6,D6,B-5,D5,D5,D4,D4,D5,B-4,B-4,B-3,B-2,D5,G4,G3,G3,G2
2083.0000000000005,862.3068,380,2.5,D6,D6,B-5,C5,C5,C4,C4,D5,B-4,B-4,B-3,B-2,D5,F4,F3,F3,F2
2083.5000000000005,862.4943,380,2.75,D6,D6,B-5,C5,C5,C4,C4,D5,B-4,B-4,B-3,B-2,D5,F4,F3,F3,F2
2084.0000000000005,862.6818,381,1.0,D6,D6,B-5,B-4,B-4,B-3,B-3,D5,B-4,B-4,B-3,B-2,B-4,E-4,E-3,E-3,E-2
2084.5000000000005,862.8693,381,1.25,D6,D6,B-5,B-4,B-4,B-3,B-3,D5,B-4,B-4,B-3,B-2,B-4,E-4,E-3,E-3,E-2
2085.0000000000005,863.0568,381,1.5,D6,D6,B-5,A4,A4,A3,A3,D5,B-4,B-4,B-3,r,B-4,D4,D3,D3,D2
2085.5000000000005,863.2443,381,1.75,D6,D6,B-5,A4,A4,A3,A3,D5,B-4,B-4,B-3,r,B-4,D4,D3,D3,D2
2086.0000000000005,863.4318,381,2.0,F6,F5,F5,G4,G4,G3,G3,F5,F4,F5,F4,B-2,F4,C4,C3,C3,C2
2086.5000000000005,863.6193,381,2.25,F6,F5,F5,G4,G4,G3,G3,F5,F4,F5,F4,B-2,F4,C4,C3,C3,C2
2087.0000000000005,863.8068,381,2.5,F6,F5,F5,F4,F4,F3,F3,F5,F4,F5,F4,r,F4,B-3,B-3,B-2,B-1
2087.5000000000005,863.9943,381,2.75,F6,F5,F5,F4,F4,F3,F3,F5,F4,F5,F4,r,F4,B-3,B-3,B-2,B-1
2088.0000000000005,864.1818,382,1.0,D6,D5,D5,E-4,E-4,E-3,E-3,D5,D4,D5,D4,B-2,D4,F4,F3,F2,F1
2089.0000000000005,864.5568,382,1.5,D6,D5,D5,D4,D4,D3,D3,D5,D4,D5,D4,r,D4,r,r,r,r
2090.0000000000005,864.9318,382,2.0,B-5,B-4,B-4,C4,C4,C3,C3,B-4,B-3,B-4,B-3,B-2,B-3,r,r,r,r
2091.0000000000005,865.3068,382,2.5,B-5,B-4,B-4,B-3,B-3,B-2,B-2,B-4,B-3,B-4,B-3,r,B-3,r,r,r,r
2092.0000000000005,865.6818,383,1.0,F5,F4,F4,F4,F4,F2,F2,F4,F3,F4,F3,F2,F4,r,r,r,r
2093.0000000000005,866.0568,383,1.5,r,F5,F5,C5,A4,C4,A3,F5,F4,r,r,r,r,r,r,r,r
2095.0000000000005,866.8068,383,2.5,r,F5,F5,C#5,B-4,C#4,B-3,F5,F4,r,r,r,r,r,r,r,r
2096.0000000000005,867.1818,384,1.0,r,F5,F5,C#5,B-4,C#4,B-3,F5,F4,r,r,r,r,r,r,r,r
2097.0000000000005,867.5568,384,1.5,r,F5,F5,E-5,C5,E-4,C4,F5,F4,r,r,r,r,r,r,r,r
2099.0000000000005,868.3068,384,2.5,r,F5,F5,B-4,G4,B-3,G3,F5,F4,r,r,r,r,r,r,r,r
2100.0000000000005,868.6818,385,1.0,r,F5,F5,B-4,G4,B-3,G3,F5,F4,r,r,r,r,r,r,r,r
2101.0000000000005,869.0568,385,1.5,r,F5,F5,C5,A4,C4,A3,F5,F4,r,r,r,r,r,r,r,r
2103.0000000000005,869.8068,385,2.5,r,F5,F5,C#5,B-4,C#4,B-3,F5,F4,r,r,r,r,r,r,r,r
2104.0000000000005,870.1818,386,1.0,r,F5,F5,C#5,B-4,C#4,B-3,F5,F4,r,r,r,r,r,r,r,r
2105.0000000000005,870.5568,386,1.5,r,G5,G5,C#5,B-4,C#4,B-3,B-4,B-4,r,r,r,E5,E4,C#4,B-2,B-1
2107.0000000000005,871.3068,386,2.5,r,F5,F5,C5,A4,C4,A3,F5,F4,r,r,r,F5,F4,C4,F2,F1
2108.0000000000005,871.6818,387,1.0,F5,F5,F5,C5,A4,C4,A3,F5,F4,F4,F3,F2,F5,F4,C4,F2,F1
2109.0000000000005,872.0568,387,1.5,F6,r,r,F5,F4,E-4,E-4,F5,F4,r,r,r,C6,A4,C5,E-4,E-3
2110.0000000000005,872.4318,387,2.0,F6,r,r,F5,F4,E-4,E-4,F5,F4,F4,F3,F2,C6,A4,C5,E-4,E-3
2111.0000000000005,872.8068,387,2.5,F6,r,r,F5,F4,C#4,C#4,F5,F4,r,r,r,C#6,B-4,C#5,C#4,C#3
2112.0000000000005,873.1818,388,1.0,F6,r,r,F5,F4,C#4,C#4,F5,F4,F4,F3,F2,C#6,B-4,C#5,C#4,C#3
2113.0000000000005,873.5568,388,1.5,F6,r,r,F5,F4,C4,C4,F5,F4,r,r,r,E-6,C5,E-5,C4,C3
2114.0000000000005,873.9318,388,2.0,F6,r,r,F5,F4,C4,C4,F5,F4,F4,F3,F2,E-6,C5,E-5,C4,C3
2115.0000000000005,874.3068,388,2.5,F6,r,r,F5,F4,C#4,C#4,F5,F4,r,r,r,B-5,F4,B-4,C#4,C#3
2116.0000000000005,874.6818,389,1.0,F6,r,r,F5,F4,C#4,C#4,F5,F4,F4,F3,F2,B-5,F4,B-4,C#4,C#3
2117.0000000000005,875.0568,389,1.5,F6,r,r,F5,F4,C4,C4,F5,F4,r,r,r,C6,A4,C5,C4,C3
2118.0000000000005,875.4318,389,2.0,F6,r,r,F5,F4,C4,C4,F5,F4,F4,F3,F2,C6,A4,C5,C4,C3
2119.0000000000005,875.8068,389,2.5,F6,r,r,F5,F4,B-3,B-3,F5,F4,r,r,r,C#6,B-4,C#5,B-3,B-2
2120.0000000000005,876.1818,390,1.0,F6,r,r,F5,F4,B-3,B-3,F5,F4,F4,F3,F2,C#6,B-4,C#5,B-3,B-2
2121.0000000000005,876.5568,390,1.5,E6,B-5,E5,C#5,B-4,C#4,B-3,B-4,B-3,r,r,r,E5,C#5,G4,B-3,B-1
2122.0000000000005,876.9318,390,2.0,E6,B-5,E5,C#5,B-4,C#4,B-3,B-4,B-3,F4,F3,F2,E5,C#5,G4,B-3,B-1
2123.0000000000005,877.3068,390,2.5,F6,A5,F5,C5,A4,C4,A3,F5,F4,r,r,r,F5,C5,A4,F3,F1
2124.0000000000005,877.6818,391,1.0,F6,A5,F5,C5,A4,C4,A3,F5,F4,F4,F3,F2,F5,F4,F4,F3,F1
2127.0000000000005,878.8068,391,2.5,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,G4,G3,F1
2128.0000000000005,879.1818,392,1.0,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,C4,C3,F1
2129.0000000000005,879.5568,392,1.5,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,D4,D3,F1
2130.0000000000005,879.9318,392,2.0,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,E-4,E-3,F1
2131.0000000000005,880.3068,392,2.5,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,A3,A2,F1
2132.0000000000005,880.6818,393,1.0,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,B-3,B-2,F1
2133.0000000000005,881.0568,393,1.5,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,C4,C3,F1
2134.0000000000005,881.4318,393,2.0,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,F3,F2,F1
2135.0000000000005,881.8068,393,2.5,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,G3,G2,F1
2136.0000000000005,882.1818,394,1.0,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,E-3,E-2,F1
2137.0000000000005,882.5568,394,1.5,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,D3,D2,F1
2138.0000000000005,882.9318,394,2.0,r,r,r,r,r,r,r,r,r,r,r,r,A4,E-4,C3,C2,F1
2139.0000000000005,883.3068,394,2.5,r,r,r,r,r,r,r,r,r,r,r,r,A4,C4,F3,F2,F1
2140.0000000000005,883.6818,395,1.0,r,r,r,r,r,F4,r,r,r,r,r,r,B-4,B-3,D3,B-2,B-1
2140.5000000000005,883.8693,395,1.25,r,r,r,r,r,D4,r,r,r,r,r,r,B-4,B-3,D3,B-2,B-1
2141.0000000000005,884.0568,395,1.5,r,r,r,r,r,E-4,r,r,r,r,r,r,B-4,B-3,D3,B-2,B-1
2141.5000000000005,884.2443,395,1.75,r,r,r,r,r,D4,r,r,r,r,r,r,B-4,B-3,D3,B-2,B-1
2142.0000000000005,884.4318,395,2.0,r,r,r,r,r,B-3,r,r,r,r,r,r,B-4,B-3,D3,B-2,B-1
2143.0000000000005,884.8068,395,2.5,r,r,r,r,r,F3,r,r,r,r,r,r,B-4,B-3,D3,B-2,B-1
2144.0000000000005,885.1818,396,1.0,r,r,r,r,r,B-3,r,r,r,r,r,r,B-4,B-3,D3,B-2,B-1
2145.0000000000005,885.5568,396,1.5,r,r,r,r,r,C4,r,r,r,r,r,r,B-4,B-3,D3,B-2,B-1
2146.0000000000005,885.9318,396,2.0,r,r,r,r,r,D4,r,r,r,r,r,r,B-4,B-3,D3,B-2,B-1
2147.0000000000005,886.3068,396,2.5,r,r,r,r,r,E-4,r,r,r,r,r,r,B-4,B-3,D3,B-2,B-1
2148.0000000000005,886.6818,397,1.0,r,r,r,F5,r,F4,r,r,r,r,r,r,D4,B-3,D3,B-2,B-1
2148.5000000000005,886.8693,397,1.25,r,r,r,D5,r,F4,r,r,r,r,r,r,D4,B-3,D3,B-2,B-1
2149.0000000000005,887.0568,397,1.5,r,r,r,E-5,r,r,r,r,r,r,r,r,D4,B-3,D3,B-2,B-1
2149.5000000000005,887.2443,397,1.75,r,r,r,C5,r,r,r,r,r,r,r,r,D4,B-3,D3,B-2,B-1
2150.0000000000005,887.4318,397,2.0,r,r,r,B-4,r,r,r,r,r,r,r,r,D4,B-3,D3,B-2,B-1
2151.0000000000005,887.8068,397,2.5,r,r,r,F4,r,r,r,r,r,r,r,r,D4,B-3,D3,B-2,B-1
2152.0000000000005,888.1818,398,1.0,r,r,r,B-4,r,r,r,r,r,r,r,r,D4,B-3,D3,B-2,B-1
2153.0000000000005,888.5568,398,1.5,r,r,r,C5,r,r,r,r,r,r,r,r,D4,B-3,D3,B-2,B-1
2154.0000000000005,888.9318,398,2.0,r,r,r,D5,r,r,r,r,r,r,r,r,D4,B-3,D3,B-2,B-1
2155.0000000000005,889.3068,398,2.5,r,r,r,D5,r,r,r,r,r,r,r,r,D4,B-3,D3,B-2,B-1
2156.0000000000005,889.6818,399,1.0,r,B-5,r,D5,r,r,r,r,r,r,r,r,D4,B-3,G3,G2,G1
2156.5000000000005,889.8693,399,1.25,r,G5,r,D5,r,r,r,r,r,r,r,r,D4,B-3,G3,G2,G1
2157.0000000000005,890.0568,399,1.5,r,A5,r,D5,r,r,r,r,r,r,r,r,D4,B-3,G3,G2,G1
2157.5000000000005,890.2443,399,1.75,r,F#5,r,D5,r,r,r,r,r,r,r,r,D4,B-3,G3,G2,G1
2158.0000000000005,890.4318,399,2.0,r,G5,r,D5,r,r,r,r,r,r,r,r,D4,B-3,G3,G2,G1
2159.0000000000005,890.8068,399,2.5,r,D5,r,D5,r,r,r,r,r,r,r,r,D4,B-3,G3,G2,G1
2160.0000000000005,891.1818,400,1.0,r,G5,r,D5,r,r,r,r,r,r,r,r,D4,B-3,G3,G2,G1
2161.0000000000005,891.5568,400,1.5,r,A5,r,D5,r,r,r,r,r,r,r,r,D4,B-3,G3,G2,G1
2162.0000000000005,891.9318,400,2.0,r,B-5,r,B-4,G4,r,r,r,r,r,r,r,D4,B-3,G3,G2,G1
2163.0000000000005,892.3068,400,2.5,r,C6,r,B-4,G4,r,r,r,r,r,r,r,D4,B-3,G3,G2,G1
2164.0000000000005,892.6818,401,1.0,r,D6,r,A4,F#4,r,r,r,r,r,r,r,D4,A3,F#3,D3,D2
2165.0000000000005,893.0568,401,1.5,r,D6,r,A4,F#4,r,r,r,r,r,r,r,r,A3,F#3,r,r
2166.0000000000005,893.4318,401,2.0,r,D6,r,A4,F#4,r,r,r,r,r,r,r,r,D4,A3,r,r
2167.0000000000005,893.8068,401,2.5,r,C6,r,A4,F#4,r,r,r,r,r,r,r,D4,r,r,D3,D2
2168.0000000000005,894.1818,402,1.0,r,B-5,r,B-4,G4,r,r,r,r,r,r,r,D4,r,r,D3,D2
2169.0000000000005,894.5568,402,1.5,r,B-5,r,B-4,G4,r,r,r,r,r,r,r,r,B-3,G3,r,r
2170.0000000000005,894.9318,402,2.0,r,B-5,r,B-4,G4,r,r,r,r,r,r,r,r,D4,B-3,r,r
2171.0000000000005,895.3068,402,2.5,r,G5,r,B-4,G4,r,r,r,r,r,r,r,D4,r,r,D3,D2
2172.0000000000005,895.6818,403,1.0,r,F#5,r,C5,A4,r,r,r,r,r,r,r,D4,r,r,D3,D2
2173.0000000000005,896.0568,403,1.5,r,F#5,r,C5,A4,r,r,r,r,r,r,r,r,C4,A3,r,r
2174.0000000000005,896.4318,403,2.0,r,F#5,r,C5,A4,r,r,r,r,r,r,r,r,D4,C4,r,r
2175.0000000000005,896.8068,403,2.5,r,A5,r,C5,A4,r,r,r,r,r,r,r,D4,r,r,D3,D2
2176.0000000000005,897.1818,404,1.0,r,G5,r,B-4,G4,r,r,r,r,r,r,r,D4,r,r,D3,D2
2177.0000000000005,897.5568,404,1.5,r,F#5,r,B-4,G4,r,r,r,r,r,r,r,r,B-3,G3,r,r
2178.0000000000005,897.9318,404,2.0,r,G5,r,B-4,G4,r,r,r,r,r,r,r,r,D4,B-3,r,r
2179.0000000000005,898.3068,404,2.5,r,E-5,r,B-4,G4,r,r,r,r,r,r,r,D4,r,r,D3,D2
2180.0000000000005,898.6818,405,1.0,D6,D5,r,A4,F#4,r,r,D5,D4,r,r,r,D5,A3,F#3,D3,D2
2181.0000000000005,899.0568,405,1.5,C#6,r,r,r,r,r,r,r,r,r,r,r,C#5,A3,F#3,D3,D2
2182.0000000000005,899.4318,405,2.0,D6,r,r,r,r,r,r,r,r,r,r,r,D5,A3,F#3,D3,D2
2183.0000000000005,899.8068,405,2.5,C6,r,r,r,r,r,r,D5,D4,r,r,r,C5,A3,F#3,r,r
2184.0000000000005,900.1818,406,1.0,B-5,r,r,r,r,r,r,D5,D4,r,r,r,B-4,B-3,G3,r,r
2185.0000000000005,900.5568,406,1.5,A5,r,r,r,r,r,r,r,r,r,r,r,A4,B-3,G3,D3,D2
2186.0000000000005,900.9318,406,2.0,B-5,r,r,r,r,r,r,r,r,r,r,r,B-4,B-3,G3,D3,D2
2187.0000000000005,901.3068,406,2.5,G5,r,r,r,r,r,r,D5,D4,r,r,r,G4,B-3,G3,r,r
2188.0000000000005,901.6818,407,1.0,F#5,r,r,r,r,r,r,D5,D4,r,r,r,F#4,C4,A3,r,r
2189.0000000000005,902.0568,407,1.5,E5,r,r,r,r,r,r,r,r,r,r,r,E4,C4,A3,D3,D2
2190.0000000000005,902.4318,407,2.0,F#5,r,r,r,r,r,r,r,r,r,r,r,F#4,C4,A3,D3,D2
2191.0000000000005,902.8068,407,2.5,A5,r,r,r,r,r,r,D5,D4,r,r,r,A4,C4,A3,r,r
2192.0000000000005,903.1818,408,1.0,G5,r,r,r,r,r,r,D5,D4,r,r,r,G4,B-3,G3,r,r
2193.0000000000005,903.5568,408,1.5,F#5,r,r,r,r,r,r,r,r,r,r,r,F#4,B-3,G3,D3,D2
2194.0000000000005,903.9318,408,2.0,G5,r,r,r,r,r,r,r,r,r,r,r,G4,B-3,G3,D3,D2
2195.0000000000005,904.3068,408,2.5,E-5,r,r,r,r,r,r,D5,D4,r,r,r,E-4,B-3,G3,r,r
2196.0000000000005,904.6818,409,1.0,D5,r,r,r,r,r,r,D5,D4,r,r,r,D4,D4,D3,D3,D2
2198.0000000000005,905.4318,409,2.0,E-5,r,r,r,r,r,r,r,r,r,r,r,E-4,E-4,E-3,E-3,E-2
2200.0000000000005,906.1818,410,1.0,C5,r,r,r,r,r,r,r,r,r,r,r,C4,C4,C3,C3,C2
2202.0000000000005,906.9318,410,2.0,E5,r,r,r,r,r,r,r,r,r,r,r,E4,E4,E3,E3,E2
2204.0000000000005,907.6818,411,1.0,F5,r,r,r,r,r,r,r,r,r,r,r,F4,F4,F3,F3,F2
2206.0000000000005,908.4318,411,2.0,D5,r,r,r,r,r,r,r,r,r,r,r,D4,D4,D3,D3,D2
2208.0000000000005,909.1818,412,1.0,F5,r,r,r,r,r,r,r,r,r,r,r,F4,F4,F3,F3,F2
2210.0000000000005,909.9318,412,2.0,G5,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,G2
2212.0000000000005,910.6818,413,1.0,E-5,r,r,r,r,r,r,r,r,r,r,r,E-4,E-4,E-3,E-3,E-2
2214.0000000000005,911.4318,413,2.0,G5,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,G2
2216.0000000000005,912.1818,414,1.0,A5,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A3,A3,A2
2218.0000000000005,912.9318,414,2.0,F5,r,r,r,r,r,r,r,r,r,r,r,F4,F4,F3,F3,F2
2220.0000000000005,913.6818,415,1.0,A5,r,r,r,r,r,r,r,r,r,r,r,A4,A4,A3,A3,A2
2222.0000000000005,914.4318,415,2.0,B-5,r,r,r,r,r,r,r,r,r,r,r,B-4,B-4,B-3,B-3,B-2
2224.0000000000005,915.1818,416,1.0,G5,r,r,r,r,r,r,r,r,r,r,r,G4,G4,G3,G3,G2
2226.0000000000005,915.9318,416,2.0,B5,r,r,r,r,r,r,r,r,r,r,r,B4,B4,B3,B3,B2
2228.0000000000005,916.6818,417,1.0,C6,r,r,r,r,r,r,r,r,r,r,r,C5,C4,C4,C4,C3
2230.0000000000005,917.4318,417,2.0,A5,r,r,r,r,r,r,r,r,r,r,r,A4,A3,A3,A3,A2
2232.0000000000005,918.1818,418,1.0,C6,r,r,r,r,r,r,r,r,r,r,r,C5,C4,C4,C4,C3
2234.0000000000005,918.9318,418,2.0,D6,r,r,r,r,r,r,r,r,r,r,r,D5,D4,D4,D4,D3
2236.0000000000005,919.6818,419,1.0,E-6,r,r,r,r,r,r,r,r,r,r,r,E-5,E-4,E-4,E-4,E-3
2238.0000000000005,920.4318,419,2.0,E6,r,r,r,r,r,r,r,r,r,r,r,E5,E4,E4,E4,E3
2240.0000000000005,921.1818,420,1.0,F6,C6,A5,C5,A4,C4,A3,F5,F4,F5,F4,F2,F5,F4,F4,F4,F3
2242.0000000000005,921.9318,420,2.0,F6,C6,A5,C5,A4,C4,A3,F5,F4,F5,F4,F2,F5,C5,E-4,E-4,E-3
2244.0000000000005,922.6818,421,1.0,F6,C6,A5,C5,A4,C4,A3,F5,F4,F5,F4,F2,F5,C5,C4,C4,C3
2246.0000000000005,923.4318,421,2.0,F6,C6,A5,C5,A4,C4,A3,F5,F4,F5,F4,F2,F5,C5,A3,A3,A2
2248.0000000000005,924.1818,422,1.0,F6,C6,A5,C5,A4,C4,A3,F5,F4,F5,F4,F2,F5,C5,F3,F3,F2
2250.0000000000005,924.9318,422,2.0,F6,C6,A5,C5,A4,C4,A3,F5,F4,F5,F4,F2,F5,C5,E-3,E-3,E-2
2252.0000000000005,925.6818,423,1.0,F6,D6,B-5,D5,B-4,D4,B-3,F5,B-4,B-4,B-3,B-2,F5,D5,D3,D3,D2
2253.0000000000005,926.0568,423,1.5,F6,r,r,r,r,r,r,r,r,r,r,r,F5,B-4,B-3,D3,D2
2255.0000000000005,926.8068,423,2.5,D6,r,r,r,r,r,r,r,r,r,r,r,D5,B-4,B-3,B-2,B-1
2256.0000000000005,927.1818,424,1.0,G6,B-5,G5,G5,B-4,E-4,E-3,C5,B-4,B-4,B-3,B-2,G5,B-4,B-3,E-3,E-2
2257.0000000000005,927.5568,424,1.5,G6,r,r,r,r,r,r,r,r,r,r,r,G5,G4,G3,E-3,E-2
2259.0000000000005,928.3068,424,2.5,E-6,r,r,r,r,r,r,r,r,r,r,r,E-5,C5,C4,C3,C2
2260.0000000000005,928.6818,425,1.0,D6,B-5,D5,D5,B-4,F4,F3,D5,B-4,B-4,B-3,B-2,D5,B-4,B-3,F3,F2
2261.0000000000005,929.0568,425,1.5,D6,r,r,r,r,r,r,r,r,r,r,r,D5,F4,F3,F3,F2
2263.0000000000005,929.8068,425,2.5,D6,B-5,F5,D5,B-4,F3,F3,D5,B-4,B-4,B-3,B-2,D5,B-4,B-3,F3,F2
2264.0000000000005,930.1818,426,1.0,C6,A5,F5,C5,A4,E-3,E-3,C5,F4,F4,F3,F2,C5,F4,A3,E-3,E-2
2265.0000000000005,930.5568,426,1.5,C6,A5,F5,C5,A4,E-3,E-3,C5,F4,F4,F3,F2,C5,A4,A3,E-3,E-2
2266.0000000000005,930.9318,426,2.0,C6,A5,F5,C5,A4,E-3,E-3,C5,F4,F4,F3,F2,C5,A4,A3,E-3,E-2
2267.0000000000005,931.3068,426,2.5,C6,A5,F5,C5,A4,E-3,E-3,C5,F4,F4,F3,F2,C5,A4,A3,E-3,E-2
2267.5000000000005,931.4943,426,2.75,B-5,A5,F5,C5,A4,E-3,E-3,C5,F4,F4,F3,F2,B-4,A4,A3,E-3,E-2
