qstamp,tstamp,measure,beat,Violin 1,Violin 2,Violin 3,Viola 1,Viola 2,Viola 3,Violoncello 1,Violoncello 2,Violoncello 3,Violone,Harpsichord
165.5,99.3,43,2.0,A5,A5,A5,C5,E4,C4,C3,C3,C3,C2,C3
166.0,99.6,43,2.5,G5,G5,G5,B4,D4,C4,D3,D3,D3,D2,D3
166.25,99.75,43,2.75,F#5,F#5,F#5,A4,D4,C4,D3,D3,D3,D2,D3
166.5,99.9,43,3.0,G5,G5,G5,G4,G4,B3,E3,E3,E3,E2,E3
167.0,100.2,43,3.5,F#5,F#5,F#5,G3,G3,G3,D3,D3,D3,D2,D3
167.25,100.35,43,3.75,E5,E5,E5,G3,G3,G3,C3,C3,C3,C2,C3
167.5,100.5,43,4.0,D5,D5,D5,G3,G3,G3,B2,B2,B2,B1,B2
167.75,100.65,43,4.25,G5,G5,G5,G3,G3,G3,B2,B2,B2,B1,B2
168.0,100.8,43,4.5,D5,D5,D5,G4,G4,G4,A2,A2,A2,A1,A2
168.25,100.95,43,4.75,G5,G5,G5,G4,G4,G4,G2,G2,G2,G1,G2
168.5,101.1,44,1.0,E5,E5,E5,G4,G4,G4,C3,C3,C3,C2,C3
169.0,101.4,44,1.5,D5,D5,D5,G3,G3,G3,B2,B2,B2,B1,B2
169.25,101.55,44,1.75,C5,C5,C5,G3,G3,G3,A2,A2,A2,A1,A2
169.5,101.7,44,2.0,B4,B4,B4,G3,G3,G3,G2,G2,G2,G1,G2
169.75,101.85,44,2.25,G5,G5,G5,G3,G3,G3,G2,G2,G2,G1,G2
170.0,102.0,44,2.5,B4,B4,B4,G4,G4,G4,G3,G3,G3,G2,G3
170.25,102.15,44,2.75,G5,G5,G5,G4,G4,G4,F#3,F#3,F#3,F#2,F#3
170.5,102.3,44,3.0,C5,C5,C5,G4,G4,G4,E3,E3,E3,E2,E3
171.0,102.6,44,3.5,B4,B4,B4,G3,G3,G3,D3,D3,D3,D2,D3
171.25,102.75,44,3.75,A4,A4,A4,G3,G3,G3,C3,C3,C3,C2,C3
171.5,102.9,44,4.0,G4,G4,G4,G3,G3,G3,B2,B2,B2,B1,B2
171.75,103.05,44,4.25,G5,G4,G4,G3,G3,G3,B2,B2,B2,B1,B2
172.0,103.2,44,4.5,A4,A4,A4,E4,E4,E4,C#3,C#3,C#3,C#2,C#3
172.25,103.35,44,4.75,G5,A4,A4,E4,E4,E4,C#3,C#3,C#3,C#2,C#3
172.5,103.5,45,1.0,B4,B4,B4,D4,D4,D4,D3,D3,D3,D2,D3
172.75,103.65,45,1.25,G5,B4,B4,D4,D4,D4,D3,D3,D3,D2,D3
173.0,103.8,45,1.5,C#5,C#5,C#5,E4,E4,E4,D2,D2,D2,D1,D2
173.25,103.95,45,1.75,G5,C#5,C#5,E4,E4,E4,D2,D2,D2,D1,D2
173.5,104.1,45,2.0,D5,D5,D5,F#4,F#4,F#4,D2,D2,D2,D1,D2
173.75,104.25,45,2.25,F#5,D5,D5,F#4,F#4,F#4,D2,D2,D2,D1,D2
174.0,104.4,45,2.5,D5,D4,D4,D4,D4,D4,D3,D3,D3,D2,D3
174.25,104.55,45,2.75,G5,E4,E4,E4,E4,E4,E3,E3,E3,E2,E3
174.5,104.7,45,3.0,D5,F#4,F#4,F#4,F#4,F#4,F#3,F#3,F#3,F#2,F#3
174.75,104.85,45,3.25,A5,F#4,F#4,F#4,F#4,F#4,F#3,F#3,F#3,F#2,F#3
175.0,105.0,45,3.5,D5,G4,G4,G4,G4,G4,G3,G3,G3,G2,G3
175.25,105.15,45,3.75,B5,G4,G4,G4,G4,G4,G3,G3,G3,G2,G3
175.5,105.3,45,4.0,D5,A4,A4,A4,A4,A4,A3,A3,A3,A2,A3
175.75,105.45,45,4.25,C6,A4,A4,A4,A4,A4,A3,A3,A3,A2,A3
176.0,105.6,45,4.5,D5,F#5,D5,A4,F#4,A3,D3,D3,D3,D2,D3
176.25,105.75,45,4.75,D6,F#5,D5,A4,F#4,A3,D3,D3,D3,D2,D3
176.5,105.9,46,1.0,B5,G5,D5,G4,D4,B3,G3,G3,G3,G2,G3
177.0,106.2,46,1.5,A5,E5,C5,A4,E4,C4,C3,C3,C3,C2,C3
177.25,106.35,46,1.75,G5,E5,B4,A4,E4,C4,C3,C3,C3,C2,C3
177.5,106.5,46,2.0,D5,D5,A4,A4,F#4,C4,D3,D3,D3,D2,D3
178.0,106.8,46,2.5,F#5,F#5,F#5,A4,D4,C4,D2,D2,D2,D1,D2
178.5,107.1,46,3.0,G5,G5,G5,G4,G4,B3,E2,E2,E2,E1,E2
178.75,107.25,46,3.25,G5,G5,G5,G4,G4,G4,E2,E2,E2,E1,E2
179.0,107.4,46,3.5,F#5,F#5,F#5,F#4,F#4,F#4,E2,E2,E2,E1,E2
179.25,107.55,46,3.75,E5,E5,E5,E4,E4,E4,E2,E2,E2,E1,E2
179.5,107.7,46,4.0,D5,D5,D5,D4,D4,D4,r,r,r,r,r
179.75,107.85,46,4.25,C5,C5,C5,C4,C4,C4,r,r,r,r,r
180.0,108.0,46,4.5,B4,B4,B4,B3,B3,B3,F#2,F#2,F#2,F#1,F#2
180.25,108.15,46,4.75,A4,A4,A4,A3,A3,A3,F#2,F#2,F#2,F#1,F#2
180.5,108.3,47,1.0,B4,B4,B4,B3,B3,B3,G2,G2,G2,G1,G2
181.0,108.6,47,1.5,A4,A4,A4,A3,A3,A3,C2,C2,C2,C1,C2
181.25,108.75,47,1.75,G4,G4,G4,G3,G3,G3,C2,C2,C2,C1,C2
181.5,108.9,47,2.0,D5,D5,D5,D4,D4,D4,D2,D2,D2,D1,D2
182.0,109.2,47,2.5,D4,D4,D4,D3,D3,D3,D3,D3,D3,D2,D3
182.5,109.5,47,3.0,G4,G4,G4,G4,G4,G4,G3,G3,G3,G2,G3
183.0,109.8,47,3.5,G4,G4,G4,F#4,F#4,F#4,F#3,F#3,F#3,F#2,F#3
183.25,109.95,47,3.75,G4,G4,G4,E4,E4,E4,E3,E3,E3,E2,E3
183.5,110.1,47,4.0,r,r,r,D4,D4,D4,D3,D3,D3,D2,D3
183.75,110.25,47,4.25,G4,r,r,C4,C4,C4,C3,C3,C3,C2,C3
184.0,110.4,47,4.5,D4,r,r,B3,B3,B3,B2,B2,B2,B1,B2
184.25,110.55,47,4.75,E4,r,r,A3,A3,A3,A2,A2,A2,A1,A2
184.5,110.7,48,1.0,F4,D5,B4,G3,G3,G3,G2,G2,G2,G1,G2
184.75,110.85,48,1.25,E4,C#5,A4,G3,G3,G3,G2,G2,G2,G1,G2
185.0,111.0,48,1.5,F4,D5,B4,G3,G3,G3,G2,G2,G2,G1,G2
185.25,111.15,48,1.75,D5,D5,B4,G3,G3,G3,G2,G2,G2,G1,G2
185.5,111.3,48,2.0,B4,r,r,G3,G3,G3,r,r,r,r,r
185.75,111.45,48,2.25,F4,r,r,G3,G3,G3,r,r,r,r,r
186.0,111.6,48,2.5,D4,r,r,G3,G3,G3,r,r,r,r,r
186.25,111.75,48,2.75,G3,r,r,G3,G3,G3,r,r,r,r,r
186.5,111.9,48,3.0,F4,D5,B4,G3,G3,G3,G2,G2,G2,G1,G2
186.75,112.05,48,3.25,E4,C#5,A4,G3,G3,G3,G2,G2,G2,G1,G2
187.0,112.2,48,3.5,F4,D5,B4,G3,G3,G3,G2,G2,G2,G1,G2
187.25,112.35,48,3.75,D5,D5,B4,G3,G3,G3,G2,G2,G2,G1,G2
187.5,112.5,48,4.0,B4,r,r,G3,G3,G3,r,r,r,r,r
187.75,112.65,48,4.25,F4,r,r,G3,G3,G3,r,r,r,r,r
188.0,112.8,48,4.5,D4,r,r,G3,G3,G3,r,r,r,r,r
188.25,112.95,48,4.75,G3,r,r,G3,G3,G3,r,r,r,r,r
188.5,113.1,49,1.0,E4,C5,G4,G3,G3,G3,G2,G2,G2,G1,G2
188.75,113.25,49,1.25,D4,B4,F#4,G3,G3,G3,G2,G2,G2,G1,G2
189.0,113.4,49,1.5,E4,C5,G4,G3,G3,G3,G2,G2,G2,G1,G2
189.25,113.55,49,1.75,C5,C5,G4,G3,G3,G3,G2,G2,G2,G1,G2
189.5,113.7,49,2.0,G4,r,r,G3,G3,G3,r,r,r,r,r
189.75,113.85,49,2.25,E4,r,r,G3,G3,G3,r,r,r,r,r
190.0,114.0,49,2.5,C4,r,r,G3,G3,G3,r,r,r,r,r
190.25,114.15,49,2.75,G3,r,r,G3,G3,G3,r,r,r,r,r
190.5,114.3,49,3.0,E4,C5,G4,G3,G3,G3,G2,G2,G2,G1,G2
190.75,114.45,49,3.25,D4,B4,F#4,G3,G3,G3,G2,G2,G2,G1,G2
191.0,114.6,49,3.5,E4,C5,G4,G3,G3,G3,G2,G2,G2,G1,G2
191.25,114.75,49,3.75,C5,C5,G4,G3,G3,G3,G2,G2,G2,G1,G2
191.5,114.9,49,4.0,G4,r,r,G3,G3,G3,r,r,r,r,r
191.75,115.05,49,4.25,E4,r,r,G3,G3,G3,r,r,r,r,r
192.0,115.2,49,4.5,C4,r,r,G3,G3,G3,r,r,r,r,r
192.25,115.35,49,4.75,G3,r,r,G3,G3,G3,r,r,r,r,r
192.5,115.5,50,1.0,F#4,A4,C4,G3,G3,G3,G2,G2,G2,G1,G2
192.75,115.65,50,1.25,E4,G4,B3,G3,G3,G3,G2,G2,G2,G1,G2
193.0,115.8,50,1.5,F#4,A4,C4,G3,G3,G3,G2,G2,G2,G1,G2
193.25,115.95,50,1.75,C5,A4,C4,G3,G3,G3,G2,G2,G2,G1,G2
193.5,116.1,50,2.0,A4,r,r,G3,G3,G3,r,r,r,r,r
193.75,116.25,50,2.25,F#4,r,r,G3,G3,G3,r,r,r,r,r
194.0,116.4,50,2.5,C4,r,r,G3,G3,G3,r,r,r,r,r
194.25,116.55,50,2.75,A3,r,r,G3,G3,G3,r,r,r,r,r
194.5,116.7,50,3.0,F#4,A4,C4,G3,G3,G3,G2,G2,G2,G1,G2
194.75,116.85,50,3.25,E4,G4,B3,G3,G3,G3,G2,G2,G2,G1,G2
195.0,117.0,50,3.5,F#4,A4,C4,G3,G3,G3,G2,G2,G2,G1,G2
195.25,117.15,50,3.75,C5,A4,C4,G3,G3,G3,G2,G2,G2,G1,G2
195.5,117.3,50,4.0,A4,r,r,G3,G3,G3,r,r,r,r,r
195.75,117.45,50,4.25,F#4,r,r,G3,G3,G3,r,r,r,r,r
196.0,117.6,50,4.5,C4,r,r,G3,G3,G3,r,r,r,r,r
196.25,117.75,50,4.75,A3,r,r,G3,G3,G3,r,r,r,r,r
196.5,117.9,51,1.0,B3,G4,B3,G3,G3,G3,G3,G3,G3,G2,G3
196.75,118.05,51,1.25,D4,F#4,A3,G3,G3,G3,G3,G3,G3,G2,G3
197.0,118.2,51,1.5,E4,G4,B3,G3,G3,G3,F#3,F#3,F#3,F#2,F#3
197.25,118.35,51,1.75,F#4,A4,C#4,G3,G3,G3,F#3,F#3,F#3,F#2,F#3
197.5,118.5,51,2.0,G4,B4,D4,G3,G3,G3,E3,E3,E3,E2,E3
197.75,118.65,51,2.25,A4,A4,C#4,G3,G3,G3,E3,E3,E3,E2,E3
198.0,118.8,51,2.5,B4,G4,D4,A3,A3,A3,A3,A3,A3,A2,A3
198.25,118.95,51,2.75,C#5,A4,E4,A3,A3,A3,A3,A3,A3,A2,A3
198.5,119.1,51,3.0,D5,F#4,F#4,A3,A3,A3,D3,D3,D3,D2,D3
198.75,119.25,51,3.25,D5,F#4,F#4,D5,D5,D5,D3,D3,D3,D2,D3
199.0,119.4,51,3.5,D4,F#4,F#4,C#5,C#5,C#5,C#3,C#3,C#3,C#2,C#3
199.25,119.55,51,3.75,D4,F#4,F#4,B4,B4,B4,B2,B2,B2,B1,B2
199.5,119.7,51,4.0,r,r,r,A4,A4,A4,A2,A2,A2,A1,A2
199.75,119.85,51,4.25,r,D5,r,G4,G4,G4,G2,G2,G2,G1,G2
200.0,120.0,51,4.5,r,A4,r,F#4,F#4,F#4,F#2,F#2,F#2,F#1,F#2
200.25,120.15,51,4.75,r,B4,r,E4,E4,E4,E2,E2,E2,E1,E2
200.5,120.3,52,1.0,F#5,C5,A4,E-4,E-4,E-4,E-2,E-2,E-2,E-1,E-2
200.75,120.45,52,1.25,E5,B4,G4,E-4,E-4,E-4,E-2,E-2,E-2,E-1,E-2
201.0,120.6,52,1.5,F#5,C5,A4,E-4,E-4,E-4,E-2,E-2,E-2,E-1,E-2
201.25,120.75,52,1.75,F#5,A5,A4,E-4,E-4,E-4,E-2,E-2,E-2,E-1,E-2
201.5,120.9,52,2.0,r,F#5,r,E-4,E-4,E-4,r,r,r,r,r
201.75,121.05,52,2.25,r,E-5,r,E-4,E-4,E-4,r,r,r,r,r
202.0,121.2,52,2.5,r,C5,r,E-4,E-4,E-4,r,r,r,r,r
202.25,121.35,52,2.75,r,A4,r,E-4,E-4,E-4,r,r,r,r,r
202.5,121.5,52,3.0,A5,C5,F#4,F#4,F#4,F#4,F#2,F#2,F#2,F#1,F#2
202.75,121.65,52,3.25,G5,B4,E4,F#4,F#4,F#4,F#2,F#2,F#2,F#1,F#2
203.0,121.8,52,3.5,A5,C5,F#4,F#4,F#4,F#4,F#2,F#2,F#2,F#1,F#2
203.25,121.95,52,3.75,A5,A5,F#4,F#4,F#4,F#4,F#2,F#2,F#2,F#1,F#2
203.5,122.1,52,4.0,r,F#5,r,F#4,F#4,F#4,r,r,r,r,r
203.75,122.25,52,4.25,r,E-5,r,F#4,F#4,F#4,r,r,r,r,r
204.0,122.4,52,4.5,r,C5,r,F#4,F#4,F#4,r,r,r,r,r
204.25,122.55,52,4.75,r,A4,r,F#4,F#4,F#4,r,r,r,r,r
204.5,122.7,53,1.0,E-5,B4,F#4,A4,A4,A4,A2,A2,A2,A1,A2
204.75,122.85,53,1.25,C#5,A4,E4,A4,A4,A4,A2,A2,A2,A1,A2
205.0,123.0,53,1.5,E-5,B4,F#4,A4,A4,A4,A2,A2,A2,A1,A2
205.25,123.15,53,1.75,E-5,A5,F#4,A4,A4,A4,A2,A2,A2,A1,A2
205.5,123.3,53,2.0,r,F#5,r,A4,A4,A4,r,r,r,r,r
205.75,123.45,53,2.25,r,E-5,r,A4,A4,A4,r,r,r,r,r
206.0,123.6,53,2.5,r,B4,r,A4,A4,A4,r,r,r,r,r
206.25,123.75,53,2.75,r,F#4,r,A4,A4,A4,r,r,r,r,r
206.5,123.9,53,3.0,E-5,B4,F#4,A4,A4,A4,A3,A3,A3,A2,A3
206.75,124.05,53,3.25,C#5,A4,E4,A4,A4,A4,A3,A3,A3,A2,A3
207.0,124.2,53,3.5,E-5,B4,F#4,A4,A4,A4,A3,A3,A3,A2,A3
207.25,124.35,53,3.75,E-5,A5,F#4,A4,A4,A4,A3,A3,A3,A2,A3
207.5,124.5,53,4.0,r,F#5,r,A4,A4,A4,r,r,r,r,r
207.75,124.65,53,4.25,r,E-5,r,A4,A4,A4,r,r,r,r,r
208.0,124.8,53,4.5,r,B4,r,A4,A4,A4,r,r,r,r,r
208.25,124.95,53,4.75,r,F#4,r,A4,A4,A4,r,r,r,r,r
208.5,125.1,54,1.0,F#5,A4,C5,E-4,E-4,E-4,E-3,E-3,E-3,E-2,E-3
208.75,125.25,54,1.25,E5,G4,B4,E-4,E-4,E-4,E-3,E-3,E-3,E-2,E-3
209.0,125.4,54,1.5,F#5,A4,C5,E-4,E-4,E-4,E-3,E-3,E-3,E-2,E-3
209.25,125.55,54,1.75,F#5,F#5,C5,E-4,E-4,E-4,E-3,E-3,E-3,E-2,E-3
209.5,125.7,54,2.0,r,E-5,r,E-4,E-4,E-4,r,r,r,r,r
209.75,125.85,54,2.25,r,B4,r,E-4,E-4,E-4,r,r,r,r,r
210.0,126.0,54,2.5,r,A4,r,E-4,E-4,E-4,r,r,r,r,r
210.25,126.15,54,2.75,r,F#4,r,E-4,E-4,E-4,r,r,r,r,r
210.5,126.3,54,3.0,F#5,A4,E-5,B3,B3,B3,B2,B2,B2,B1,B2
210.75,126.45,54,3.25,E5,G4,C#5,B3,B3,B3,B2,B2,B2,B1,B2
211.0,126.6,54,3.5,F#5,A4,E-5,B3,B3,B3,B2,B2,B2,B1,B2
211.25,126.75,54,3.75,F#5,F#5,E-5,B3,B3,B3,B2,B2,B2,B1,B2
211.5,126.9,54,4.0,r,E-5,r,B3,B3,B3,r,r,r,r,r
211.75,127.05,54,4.25,r,B4,r,B3,B3,B3,r,r,r,r,r
212.0,127.2,54,4.5,E5,A4,B4,B3,B3,B3,r,r,r,r,r
212.25,127.35,54,4.75,E-5,F#4,A4,B3,B3,B3,r,r,r,r,r
212.5,127.5,55,1.0,E5,G4,B4,B3,B3,B3,E3,E3,E3,E2,E3
213.0,127.8,55,1.5,B4,G4,E4,B3,B3,B3,E3,E3,E3,E2,E3
213.25,127.95,55,1.75,A4,F#4,E-4,B3,B3,B3,E3,E3,E3,E2,E3
213.5,128.1,55,2.0,B4,G4,E4,r,r,r,r,r,r,E2,E3
214.0,128.4,55,2.5,r,r,r,G4,E4,B3,r,r,r,E2,E3
214.25,128.55,55,2.75,r,r,r,F#4,E-4,A3,r,r,r,E2,E3
214.5,128.7,55,3.0,r,r,r,G4,E4,B3,r,r,r,E2,E3
215.0,129.0,55,3.5,r,r,r,E4,B3,G3,r,r,r,E2,E3
215.25,129.15,55,3.75,r,r,r,E-4,A3,F#3,r,r,r,E2,E3
215.5,129.3,55,4.0,r,r,r,E4,B3,G3,r,r,r,E2,E3
216.0,129.6,55,4.5,r,r,r,r,r,r,G3,G3,G3,E2,E3
216.25,129.75,55,4.75,r,r,r,r,r,r,F#3,F#3,F#3,E-2,E-3
216.5,129.9,56,1.0,r,r,r,r,r,r,E3,E3,E3,E2,E3
217.0,130.2,56,1.5,E4,E4,E4,E3,E3,E3,E2,E2,E2,E1,E2
217.25,130.35,56,1.75,F#4,F#4,F#4,F#3,F#3,F#3,F#2,F#2,F#2,F#1,F#2
217.5,130.5,56,2.0,G4,G4,G4,G3,G3,G3,G2,G2,G2,G1,G2
218.0,130.8,56,2.5,A4,A4,A4,A3,A3,A3,A2,A2,A2,A1,A2
218.5,131.1,56,3.0,B4,B4,B4,B3,B3,B3,B2,B2,B2,B1,B2
218.75,131.25,56,3.25,B4,B4,B4,B3,B3,B3,B-2,B-2,B-2,B1,B2
219.0,131.4,56,3.5,E-5,A4,F#4,B3,B3,B3,B2,B2,B2,B1,B2
219.25,131.55,56,3.75,C#5,G4,E4,B3,B3,B3,C#3,C#3,C#3,B1,B2
219.5,131.7,56,4.0,E-5,A4,F#4,r,r,r,B2,B2,B2,B1,B2
219.75,131.85,56,4.25,E-5,A4,F#4,r,r,r,E-3,E-3,E-3,B1,B2
220.0,132.0,56,4.5,F#5,E-5,A4,r,r,r,B2,B2,B2,B1,B2
220.25,132.15,56,4.75,E5,C#5,G4,r,r,r,E3,E3,E3,B1,B2
220.5,132.3,57,1.0,F#5,E-5,A4,r,r,r,B2,B2,B2,B1,B2
220.75,132.45,57,1.25,F#5,E-5,A4,r,r,r,B-2,B-2,B-2,B1,B2
221.0,132.6,57,1.5,r,r,r,A4,F#4,E-4,B2,B2,B2,B1,B2
221.25,132.75,57,1.75,r,r,r,G4,E4,E4,C#3,C#3,C#3,B1,B2
221.5,132.9,57,2.0,r,r,r,A4,F#4,E-4,B2,B2,B2,B1,B2
221.75,133.05,57,2.25,r,r,r,A4,F#4,E-4,F#3,F#3,F#3,B1,B2
222.0,133.2,57,2.5,r,r,r,C5,A4,E-4,B2,B2,B2,B1,B2
222.25,133.35,57,2.75,r,r,r,B4,G4,E4,G3,G3,G3,B1,B2
222.5,133.5,57,3.0,r,r,r,C5,A4,E-4,B2,B2,B2,B1,B2
222.75,133.65,57,3.25,r,r,r,C5,A4,E-4,B-2,B-2,B-2,B1,B2
223.0,133.8,57,3.5,E-4,E-4,E-4,E-4,E-4,E-4,B2,B2,B2,B1,B2
223.25,133.95,57,3.75,C#4,C#4,C#4,C#4,C#4,C#4,C#3,C#3,C#3,B1,B2
223.5,134.1,57,4.0,E-4,E-4,E-4,E-4,E-4,E-4,B2,B2,B2,B1,B2
223.75,134.25,57,4.25,E-4,E-4,E-4,E-4,E-4,E-4,A3,A3,A3,B1,B2
224.0,134.4,57,4.5,B5,B5,B5,B4,B4,B4,B2,B2,B2,B2,B3
224.25,134.55,57,4.75,B5,B5,B5,B4,B4,B4,B3,B3,B3,B2,B3
224.5,134.7,58,1.0,G5,G5,G5,G4,G4,G4,G3,G3,G3,G2,G3
225.0,135.0,58,1.5,F#5,F#5,F#5,F#4,F#4,F#4,F#3,F#3,F#3,F#2,F#3
225.25,135.15,58,1.75,E5,E5,E5,E4,E4,E4,E3,E3,E3,E2,E3
225.5,135.3,58,2.0,F#5,F#5,F#5,F#4,F#4,F#4,F#3,F#3,F#3,F#2,F#3
226.0,135.6,58,2.5,E5,E5,E5,E4,E4,E4,E3,E3,E3,E2,E3
226.25,135.75,58,2.75,E-5,E-5,E-5,E-4,E-4,E-4,E-3,E-3,E-3,E-2,E-3
226.5,135.9,58,3.0,C6,C6,C6,C5,C5,C5,C4,C4,C4,C3,C4
227.25,136.35,58,3.75,B5,B5,B5,B4,B4,B4,B3,B3,B3,B2,B3
227.5,136.5,58,4.0,A5,A5,A5,A4,A4,A4,A3,A3,A3,A2,A3
227.75,136.65,58,4.25,G5,G5,G5,G4,G4,G4,G3,G3,G3,G2,G3
228.0,136.8,58,4.5,F#5,F#5,F#5,F#4,F#4,F#4,F#3,F#3,F#3,F#2,F#3
228.25,136.95,58,4.75,E5,E5,E5,E4,E4,E4,E3,E3,E3,E2,E3
228.5,137.1,59,1.0,B5,B5,B5,F#4,F#4,F#4,E-3,E-3,E-3,E-2,E-3
229.0,137.4,59,1.5,A5,A5,A5,B4,B4,B4,E3,E3,E3,E2,E3
229.25,137.55,59,1.75,G5,G5,G5,B4,B4,B4,E3,E3,E3,E2,E3
229.5,137.7,59,2.0,F#5,F#5,F#5,A4,A4,A4,A2,A2,A2,A1,A2
230.0,138.0,59,2.5,E5,E5,E5,G4,G4,G4,B2,B2,B2,B1,B2
230.25,138.15,59,2.75,E-5,E-5,E-5,F#4,F#4,F#4,B2,B2,B2,B1,B2
230.5,138.3,59,3.0,E5,E5,E5,G4,G4,G4,E2,E2,E2,E1,E2
230.75,138.45,59,3.25,E5,E5,E5,B4,G4,G4,E2,E2,E2,E1,E2
231.0,138.6,59,3.5,E5,B4,G4,E4,G4,G4,E2,E2,E2,E1,E2
231.25,138.75,59,3.75,E-5,A4,F#4,F#4,G4,G4,E2,E2,E2,E1,E2
231.5,138.9,59,4.0,E5,B4,E4,G4,r,r,r,r,r,r,r
231.75,139.05,59,4.25,E5,B4,E4,A4,r,r,r,r,r,r,r
232.0,139.2,59,4.5,r,r,r,B4,F#4,E-4,B2,B2,B2,B1,B2
232.25,139.35,59,4.75,r,r,r,A4,F#4,E-4,B2,B2,B2,B1,B2
232.5,139.5,60,1.0,r,r,r,G4,G4,B3,E3,E3,E3,E2,E3
232.75,139.65,60,1.25,r,r,r,G4,B4,B3,E3,E3,E3,E2,E3
233.0,139.8,60,1.5,E5,B4,G4,E5,E4,G4,E3,E3,E3,E2,E3
233.25,139.95,60,1.75,E-5,A4,F#4,E5,F#4,G4,E3,E3,E3,E2,E3
233.5,140.1,60,2.0,E5,B4,E4,r,G4,r,r,r,r,r,r
233.75,140.25,60,2.25,E5,B4,E4,r,A4,r,r,r,r,r,r
234.0,140.4,60,2.5,r,r,r,E-5,B4,F#4,B3,B3,B3,B2,B3
234.25,140.55,60,2.75,r,r,r,E-5,A4,F#4,B3,B3,B3,B2,B3
234.5,140.7,60,3.0,r,r,r,E5,G4,G4,E4,E4,E4,E3,E4
234.75,140.85,60,3.25,r,r,r,E5,G4,B4,E4,E4,E4,E3,E4
235.0,141.0,60,3.5,E5,B4,G4,B4,E5,E4,E4,E4,E4,E3,E4
235.25,141.15,60,3.75,E-5,A4,F#4,B4,E5,F#4,E4,E4,E4,E3,E4
235.5,141.3,60,4.0,E5,B4,E4,E4,r,G4,r,r,r,r,r
235.75,141.45,60,4.25,E5,B4,E4,E4,r,A4,r,r,r,r,r
236.0,141.6,60,4.5,r,r,r,F#4,E-5,B4,B3,B3,B3,B2,B3
236.25,141.75,60,4.75,r,r,r,F#4,E-5,A4,B3,B3,B3,B2,B3
236.5,141.9,61,1.0,r,r,r,G4,E5,G4,E3,E3,E3,E2,E3
236.75,142.05,61,1.25,r,r,r,G4,E5,G4,F#3,F#3,F#3,F#2,F#3
237.0,142.2,61,1.5,E5,B4,G4,E4,B4,E5,G3,G3,G3,G2,G3
237.25,142.35,61,1.75,F#5,A4,A4,E4,B4,E5,F#3,F#3,F#3,F#2,F#3
237.5,142.5,61,2.0,G5,G4,B4,B3,E4,G4,E3,E3,E3,E2,E3
237.75,142.65,61,2.25,F#5,G4,B4,B3,E4,G4,D3,D3,D3,D2,D3
238.0,142.8,61,2.5,E5,G#4,B4,E4,G#4,B4,C#3,C#3,C#3,C#2,C#3
238.25,142.95,61,2.75,D5,G#4,B4,E4,G#4,B4,B2,B2,B2,B1,B2
238.5,143.1,61,3.0,C#5,A4,C#5,A4,C#4,E4,A2,A2,A2,A1,A2
238.75,143.25,61,3.25,E5,A4,C#5,A4,C#4,E4,A2,A2,A2,A1,A2
239.0,143.4,61,3.5,A4,A4,C#5,A4,E4,C#4,A2,A2,A2,A1,A2
239.25,143.55,61,3.75,B4,A4,C#5,G#4,D4,B3,A2,A2,A2,A1,A2
239.5,143.7,61,4.0,C#5,r,r,A4,E4,A3,r,r,r,r,r
239.75,143.85,61,4.25,D5,r,r,A4,E4,A3,r,r,r,r,r
240.0,144.0,61,4.5,E5,B4,G#4,r,r,r,E2,E2,E2,E1,E2
240.25,144.15,61,4.75,D5,B4,G#4,r,r,r,E2,E2,E2,E1,E2
240.5,144.3,62,1.0,C#5,C#5,E4,r,r,r,A2,A2,A2,A1,A2
240.75,144.45,62,1.25,C#5,E5,E4,r,r,r,A2,A2,A2,A1,A2
241.0,144.6,62,1.5,A5,A4,E4,A4,E4,C#4,A2,A2,A2,A1,A2
241.25,144.75,62,1.75,A5,B4,E4,G#4,D4,B3,A2,A2,A2,A1,A2
241.5,144.9,62,2.0,r,C#5,r,A4,E4,A3,r,r,r,r,r
241.75,145.05,62,2.25,r,D5,r,A4,E4,A3,r,r,r,r,r
242.0,145.2,62,2.5,G#5,E5,B4,r,r,r,E3,E3,E3,E2,E3
242.25,145.35,62,2.75,G#5,D5,B4,r,r,r,E3,E3,E3,E2,E3
242.5,145.5,62,3.0,A5,C#5,C#5,r,r,r,A3,A3,A3,A2,A3
242.75,145.65,62,3.25,A5,C#5,E5,r,r,r,A3,A3,A3,A2,A3
243.0,145.8,62,3.5,E5,A5,A4,A4,E4,C#4,A3,A3,A3,A2,A3
243.25,145.95,62,3.75,E5,A5,B4,G#4,D4,B3,A3,A3,A3,A2,A3
243.5,146.1,62,4.0,A4,r,C#5,A4,E4,A3,r,r,r,r,r
243.75,146.25,62,4.25,A4,r,D5,A4,E4,A3,r,r,r,r,r
244.0,146.4,62,4.5,B4,G#5,E5,r,r,r,E3,E3,E3,E2,E3
244.25,146.55,62,4.75,B4,G#5,D5,r,r,r,E3,E3,E3,E2,E3
244.5,146.7,63,1.0,C#5,A5,C#5,r,r,r,A2,A2,A2,A1,A2
244.75,146.85,63,1.25,D5,A5,C#5,r,r,r,B2,B2,B2,B1,B2
245.0,147.0,63,1.5,E5,E5,A5,A4,E4,C#4,C#3,C#3,C#3,C#2,C#3
245.25,147.15,63,1.75,D5,E5,A5,B4,F#4,D4,B2,B2,B2,B1,B2
245.5,147.3,63,2.0,C#5,A4,E5,C#5,G4,E4,A2,A2,A2,A1,A2
