qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,Eb Trumpet 1,Eb Trumpet 2,Alto Trombone,Tenor Trombone,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
294.0,110.25,74,3.0,r,r,r,r,r,r,r,B-3,r,r,r,r,r,r,r,r,E-5,C#4,B-3,B-2,B-1
294.2,110.325,74,3.2,r,r,r,r,r,r,r,B-3,r,r,r,r,r,r,r,r,E-5,C#4,B-3,C3,B-1
294.25,110.3438,74,3.25,r,r,r,r,r,r,r,B-3,r,r,r,r,r,r,r,r,E-5,C#4,B-3,C3,C2
294.4,110.4,74,3.4,r,r,r,r,r,r,r,B-3,r,r,r,r,r,r,r,r,E-5,C#4,B-3,C#3,C2
294.5,110.4375,74,3.5,r,r,r,r,r,r,r,B-3,r,r,r,r,r,r,r,r,C#5,C#4,B-3,C#3,C#2
294.6,110.475,74,3.6,r,r,r,r,r,r,r,B-3,r,r,r,r,r,r,r,r,C#5,C#4,B-3,E-3,C#2
294.75,110.5312,74,3.75,r,r,r,r,r,r,r,B-3,r,r,r,r,r,r,r,r,C#5,C#4,B-3,E-3,E-2
294.8,110.55,74,3.8,r,r,r,r,r,r,r,B-3,r,r,r,r,r,r,r,r,C#5,C#4,B-3,F3,E-2
295.0,110.625,74,4.0,r,r,r,r,r,F#4,r,B-3,r,r,r,r,r,r,r,r,C5,C#4,B-3,B-2,B-1
295.2,110.7,74,4.2,r,r,r,r,r,F#4,r,B-3,r,r,r,r,r,r,r,r,C5,C#4,B-3,C3,B-1
295.25,110.7188,74,4.25,r,r,r,r,r,F#4,r,B-3,r,r,r,r,r,r,r,r,C5,C#4,B-3,C3,C2
295.4,110.775,74,4.4,r,r,r,r,r,F#4,r,B-3,r,r,r,r,r,r,r,r,C5,C#4,B-3,C#3,C2
295.5,110.8125,74,4.5,r,r,r,r,r,F#4,r,B-3,r,r,r,r,r,r,r,r,B-4,C#4,B-3,C#3,C#2
295.6,110.85,74,4.6,r,r,r,r,r,F#4,r,B-3,r,r,r,r,r,r,r,r,B-4,C#4,B-3,E-3,C#2
295.75,110.9062,74,4.75,r,r,r,r,r,F#4,r,B-3,r,r,r,r,r,r,r,r,B-4,C#4,B-3,E-3,E-2
295.8,110.925,74,4.8,r,r,r,r,r,F#4,r,B-3,r,r,r,r,r,r,r,r,B-4,C#4,B-3,F3,E-2
296.0,111.0,75,1.0,r,r,r,r,r,B-4,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,B-2,B-1
296.2,111.075,75,1.2,r,r,r,r,r,B-4,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,C3,B-1
296.25,111.0938,75,1.25,r,r,r,r,r,B-4,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,C3,C2
296.4,111.15,75,1.4,r,r,r,r,r,B-4,r,r,r,r,r,r,r,r,r,r,r,C#4,B-3,C#3,C2
296.5,111.1875,75,1.5,r,F6,r,r,r,B-4,r,r,r,r,r,r,r,r,r,r,F5,C#4,B-3,C#3,C#2
296.6,111.225,75,1.6,r,F6,r,r,r,B-4,r,r,r,r,r,r,r,r,r,r,F5,C#4,B-3,E-3,C#2
296.75,111.2812,75,1.75,r,F6,r,r,r,B-4,r,r,r,r,r,r,r,r,r,r,F5,C#4,B-3,E-3,E-2
296.8,111.3,75,1.8,r,F6,r,r,r,B-4,r,r,r,r,r,r,r,r,r,r,F5,C#4,B-3,F3,E-2
297.0,111.375,75,2.0,r,F#6,r,F#5,r,B-4,r,r,r,r,r,r,r,r,r,r,F#5,C#4,B-3,B-2,B-1
297.2,111.45,75,2.2,r,F#6,r,F#5,r,B-4,r,r,r,r,r,r,r,r,r,r,F#5,C#4,B-3,C3,B-1
297.25,111.4688,75,2.25,r,F#6,r,F#5,r,B-4,r,r,r,r,r,r,r,r,r,r,F#5,C#4,B-3,C3,C2
297.4,111.525,75,2.4,r,F#6,r,F#5,r,B-4,r,r,r,r,r,r,r,r,r,r,F#5,C#4,B-3,C#3,C2
297.5,111.5625,75,2.5,r,F6,r,F#5,r,B-4,r,r,r,r,r,r,r,r,r,r,F5,C#4,B-3,C#3,C#2
297.6,111.6,75,2.6,r,F6,r,F#5,r,B-4,r,r,r,r,r,r,r,r,r,r,F5,C#4,B-3,E-3,C#2
297.75,111.6562,75,2.75,r,F6,r,F#5,r,B-4,r,r,r,r,r,r,r,r,r,r,F5,C#4,B-3,E-3,E-2
297.8,111.675,75,2.8,r,F6,r,F#5,r,B-4,r,r,r,r,r,r,r,r,r,r,F5,C#4,B-3,F3,E-2
298.0,111.75,75,3.0,r,E-6,r,B-5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,C#4,B-3,B-2,B-1
298.2,111.825,75,3.2,r,E-6,r,B-5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,C#4,B-3,C3,B-1
298.25,111.8438,75,3.25,r,E-6,r,B-5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,C#4,B-3,C3,C2
298.4,111.9,75,3.4,r,E-6,r,B-5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,C#4,B-3,C#3,C2
298.5,111.9375,75,3.5,r,C#6,r,B-5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#4,B-3,C#3,C#2
298.6,111.975,75,3.6,r,C#6,r,B-5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#4,B-3,E-3,C#2
298.75,112.0312,75,3.75,r,C#6,r,B-5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#4,B-3,E-3,E-2
298.8,112.05,75,3.8,r,C#6,r,B-5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#4,B-3,F3,E-2
299.0,112.125,75,4.0,r,C6,r,B-5,C#5,r,r,r,r,r,r,r,r,r,r,r,C5,C#4,B-3,B-2,B-1
299.2,112.2,75,4.2,r,C6,r,B-5,C#5,r,r,r,r,r,r,r,r,r,r,r,C5,C#4,B-3,C3,B-1
299.25,112.2188,75,4.25,r,C6,r,B-5,C#5,r,r,r,r,r,r,r,r,r,r,r,C5,C#4,B-3,C3,C2
299.4,112.275,75,4.4,r,C6,r,B-5,C#5,r,r,r,r,r,r,r,r,r,r,r,C5,C#4,B-3,C#3,C2
299.5,112.3125,75,4.5,r,B-5,r,B-5,C#5,r,r,r,r,r,r,r,r,r,r,r,B-4,C#4,B-3,C#3,C#2
299.6,112.35,75,4.6,r,B-5,r,B-5,C#5,r,r,r,r,r,r,r,r,r,r,r,B-4,C#4,B-3,E-3,C#2
299.75,112.4062,75,4.75,r,B-5,r,B-5,C#5,r,r,r,r,r,r,r,r,r,r,r,B-4,C#4,B-3,E-3,E-2
299.8,112.425,75,4.8,r,B-5,r,B-5,C#5,r,r,r,r,r,r,r,r,r,r,r,B-4,C#4,B-3,F3,E-2
300.0,112.5,76,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,D4,G2,G1
300.2,112.575,76,1.2,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,D4,A2,G1
300.25,112.5938,76,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,D4,A2,A1
300.4,112.65,76,1.4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,D4,B2,A1
300.5,112.6875,76,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,D4,B2,B1
300.6,112.725,76,1.6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,D4,C3,B1
300.75,112.7812,76,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,D4,C3,C2
300.8,112.8,76,1.8,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,D4,D3,C2
301.0,112.875,76,2.0,r,r,r,r,r,r,r,G#3,r,r,r,r,r,r,r,r,G5,F4,D4,G2,G1
301.2,112.95,76,2.2,r,r,r,r,r,r,r,G#3,r,r,r,r,r,r,r,r,G5,F4,D4,A2,G1
301.25,112.9688,76,2.25,r,r,r,r,r,r,r,G#3,r,r,r,r,r,r,r,r,G5,F4,D4,A2,A1
301.4,113.025,76,2.4,r,r,r,r,r,r,r,G#3,r,r,r,r,r,r,r,r,G5,F4,D4,B2,A1
301.5,113.0625,76,2.5,r,r,r,r,r,r,r,G#3,r,r,r,r,r,r,r,r,F5,F4,D4,B2,B1
301.6,113.1,76,2.6,r,r,r,r,r,r,r,G#3,r,r,r,r,r,r,r,r,F5,F4,D4,C3,B1
301.75,113.1562,76,2.75,r,r,r,r,r,r,r,G#3,r,r,r,r,r,r,r,r,F5,F4,D4,C3,C2
301.8,113.175,76,2.8,r,r,r,r,r,r,r,G#3,r,r,r,r,r,r,r,r,F5,F4,D4,D3,C2
302.0,113.25,76,3.0,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,E-5,F4,D4,G2,G1
302.2,113.325,76,3.2,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,E-5,F4,D4,A2,G1
302.25,113.3438,76,3.25,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,E-5,F4,D4,A2,A1
302.4,113.4,76,3.4,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,E-5,F4,D4,B2,A1
302.5,113.4375,76,3.5,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,D5,F4,D4,B2,B1
302.6,113.475,76,3.6,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,D5,F4,D4,C3,B1
302.75,113.5312,76,3.75,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,D5,F4,D4,C3,C2
302.8,113.55,76,3.8,r,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,D5,F4,D4,D3,C2
303.0,113.625,76,4.0,r,r,r,r,r,G#4,r,B3,r,r,r,r,r,r,r,r,C5,F4,D4,G2,G1
303.2,113.7,76,4.2,r,r,r,r,r,G#4,r,B3,r,r,r,r,r,r,r,r,C5,F4,D4,A2,G1
303.25,113.7188,76,4.25,r,r,r,r,r,G#4,r,B3,r,r,r,r,r,r,r,r,C5,F4,D4,A2,A1
303.4,113.775,76,4.4,r,r,r,r,r,G#4,r,B3,r,r,r,r,r,r,r,r,C5,F4,D4,B2,A1
303.5,113.8125,76,4.5,r,r,r,r,r,G#4,r,B3,r,r,r,r,r,r,r,r,B4,F4,D4,B2,B1
303.6,113.85,76,4.6,r,r,r,r,r,G#4,r,B3,r,r,r,r,r,r,r,r,B4,F4,D4,C3,B1
303.75,113.9062,76,4.75,r,r,r,r,r,G#4,r,B3,r,r,r,r,r,r,r,r,B4,F4,D4,C3,C2
303.8,113.925,76,4.8,r,r,r,r,r,G#4,r,B3,r,r,r,r,r,r,r,r,B4,F4,D4,D3,C2
304.0,114.0,77,1.0,r,r,r,r,r,B4,r,r,r,r,r,r,r,r,r,r,r,F4,D4,G2,G1
304.2,114.075,77,1.2,r,r,r,r,r,B4,r,r,r,r,r,r,r,r,r,r,r,F4,D4,A2,G1
304.25,114.0938,77,1.25,r,r,r,r,r,B4,r,r,r,r,r,r,r,r,r,r,r,F4,D4,A2,A1
304.4,114.15,77,1.4,r,r,r,r,r,B4,r,r,r,r,r,r,r,r,r,r,r,F4,D4,B2,A1
304.5,114.1875,77,1.5,r,F6,r,r,r,B4,r,r,r,r,r,r,r,r,r,r,F5,F4,D4,B2,B1
304.6,114.225,77,1.6,r,F6,r,r,r,B4,r,r,r,r,r,r,r,r,r,r,F5,F4,D4,C3,B1
304.75,114.2812,77,1.75,r,F6,r,r,r,B4,r,r,r,r,r,r,r,r,r,r,F5,F4,D4,C3,C2
304.8,114.3,77,1.8,r,F6,r,r,r,B4,r,r,r,r,r,r,r,r,r,r,F5,F4,D4,D3,C2
305.0,114.375,77,2.0,r,G6,r,G#5,r,B4,r,r,r,r,r,r,r,r,r,r,G5,F4,D4,G2,G1
305.2,114.45,77,2.2,r,G6,r,G#5,r,B4,r,r,r,r,r,r,r,r,r,r,G5,F4,D4,A2,G1
305.25,114.4688,77,2.25,r,G6,r,G#5,r,B4,r,r,r,r,r,r,r,r,r,r,G5,F4,D4,A2,A1
305.4,114.525,77,2.4,r,G6,r,G#5,r,B4,r,r,r,r,r,r,r,r,r,r,G5,F4,D4,B2,A1
305.5,114.5625,77,2.5,r,F6,r,G#5,r,B4,r,r,r,r,r,r,r,r,r,r,F5,F4,D4,B2,B1
305.6,114.6,77,2.6,r,F6,r,G#5,r,B4,r,r,r,r,r,r,r,r,r,r,F5,F4,D4,C3,B1
305.75,114.6562,77,2.75,r,F6,r,G#5,r,B4,r,r,r,r,r,r,r,r,r,r,F5,F4,D4,C3,C2
305.8,114.675,77,2.8,r,F6,r,G#5,r,B4,r,r,r,r,r,r,r,r,r,r,F5,F4,D4,D3,C2
306.0,114.75,77,3.0,r,E-6,r,B5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,F4,D4,G2,G1
306.2,114.825,77,3.2,r,E-6,r,B5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,F4,D4,A2,G1
306.25,114.8438,77,3.25,r,E-6,r,B5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,F4,D4,A2,A1
306.4,114.9,77,3.4,r,E-6,r,B5,r,r,r,r,r,r,r,r,r,r,r,r,E-5,F4,D4,B2,A1
306.5,114.9375,77,3.5,r,D6,r,B5,r,r,r,r,r,r,r,r,r,r,r,r,D5,F4,D4,B2,B1
306.6,114.975,77,3.6,r,D6,r,B5,r,r,r,r,r,r,r,r,r,r,r,r,D5,F4,D4,C3,B1
306.75,115.0312,77,3.75,r,D6,r,B5,r,r,r,r,r,r,r,r,r,r,r,r,D5,F4,D4,C3,C2
306.8,115.05,77,3.8,r,D6,r,B5,r,r,r,r,r,r,r,r,r,r,r,r,D5,F4,D4,D3,C2
307.0,115.125,77,4.0,r,C6,r,B5,D5,r,r,r,r,r,r,r,r,r,r,r,C5,F4,D4,G2,G1
307.2,115.2,77,4.2,r,C6,r,B5,D5,r,r,r,r,r,r,r,r,r,r,r,C5,F4,D4,A2,G1
307.25,115.2188,77,4.25,r,C6,r,B5,D5,r,r,r,r,r,r,r,r,r,r,r,C5,F4,D4,A2,A1
307.4,115.275,77,4.4,r,C6,r,B5,D5,r,r,r,r,r,r,r,r,r,r,r,C5,F4,D4,B2,A1
307.5,115.3125,77,4.5,r,B5,r,B5,D5,r,r,r,r,r,r,r,r,r,r,r,B4,F4,D4,B2,B1
307.6,115.35,77,4.6,r,B5,r,B5,D5,r,r,r,r,r,r,r,r,r,r,r,B4,F4,D4,C3,B1
307.75,115.4062,77,4.75,r,B5,r,B5,D5,r,r,r,r,r,r,r,r,r,r,r,B4,F4,D4,C3,C2
307.8,115.425,77,4.8,r,B5,r,B5,D5,r,r,r,r,r,r,r,r,r,r,r,B4,F4,D4,D3,C2
308.0,115.5,78,1.0,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,G5,G5,G3,G3,G2
308.25,115.5938,78,1.25,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,G5,G5,G3,G3,G2
308.5,115.6875,78,1.5,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,D5,D5,B3,G3,G2
308.75,115.7812,78,1.75,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,D5,D5,B3,G3,G2
309.0,115.875,78,2.0,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,B4,B4,D3,G3,G2
309.25,115.9688,78,2.25,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,B4,B4,D3,G3,G2
309.5,116.0625,78,2.5,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,G4,G4,B3,G3,G2
309.75,116.1562,78,2.75,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,G4,G4,B3,G3,G2
310.0,116.25,78,3.0,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,D4,D4,D3,G3,G2
310.25,116.3438,78,3.25,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,D4,D4,D3,G3,G2
310.5,116.4375,78,3.5,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,B3,B3,B3,G3,G2
310.75,116.5312,78,3.75,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,B3,B3,B3,G3,G2
311.0,116.625,78,4.0,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,G3,G3,D3,F3,F2
311.25,116.7188,78,4.25,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,G3,G3,D3,F3,F2
311.5,116.8125,78,4.5,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,G5,G5,B3,F3,F2
311.75,116.9062,78,4.75,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,G5,G5,B3,F3,F2
312.0,117.0,79,1.0,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,G5,G5,E-3,E-3,E-2
312.5,117.1875,79,1.5,r,G6,G5,G5,G4,G5,G4,G4,G3,G4,G4,G5,G4,r,r,r,E-5,E-5,C4,E-3,E-2
313.0,117.375,79,2.0,r,G6,G5,G5,G4,G5,G4,G4,G3,r,r,r,r,r,r,r,C5,C5,E-3,E-3,E-2
313.5,117.5625,79,2.5,r,G6,G5,G5,G4,G5,G4,G4,G3,r,r,r,r,r,r,r,G4,G4,C4,E-3,E-2
314.0,117.75,79,3.0,r,G6,G5,G5,G4,G5,G4,G4,G3,r,r,r,r,r,r,r,E-4,E-4,E-3,E-3,E-2
314.5,117.9375,79,3.5,r,G6,G5,G5,G4,G5,G4,G4,G3,r,r,r,r,r,r,r,C4,C4,C4,E-3,E-2
315.0,118.125,79,4.0,r,G6,G5,G5,G4,G5,G4,G4,G3,r,r,r,r,r,r,r,G3,G3,F3,D3,D2
315.5,118.3125,79,4.5,r,G6,G5,G5,G4,G5,G4,G4,G3,r,r,r,r,r,r,r,G5,G5,B3,D3,D2
316.0,118.5,80,1.0,r,G6,G5,G5,G4,G5,G4,G4,G3,r,r,r,r,r,r,C3,G5,G5,E-3,C3,C2
316.5,118.6875,80,1.5,r,G6,G5,G5,G4,G5,G4,G4,G3,r,r,r,r,r,r,C3,E-5,E-5,C4,C3,C2
317.0,118.875,80,2.0,r,G6,G5,G5,G4,G5,G4,G4,G3,r,r,r,r,r,r,r,C5,C5,E-3,C3,C2
317.5,119.0625,80,2.5,r,G6,G5,G5,G4,G5,G4,G4,G3,r,r,r,r,r,r,r,G4,G4,C4,C3,C2
318.0,119.25,80,3.0,r,G6,G5,G5,G4,G5,G4,G4,G3,r,r,r,r,r,r,r,E-4,E-4,E-3,C3,C2
318.5,119.4375,80,3.5,r,G6,G5,G5,G4,G5,G4,G4,G3,r,r,r,r,r,r,r,C4,C4,C4,C3,C2
319.0,119.625,80,4.0,r,G6,G5,G5,G4,G5,G4,G4,G3,r,r,r,r,r,r,r,G3,G3,E-3,B-2,B-1
319.5,119.8125,80,4.5,r,G6,G5,G5,G4,G5,G4,G4,G3,r,r,r,r,r,r,r,G5,G5,C#4,B-2,B-1
320.0,120.0,81,1.0,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,C4,C3,r,r,r,r,C3,G#5,G#5,E-3,G#2,G#1
320.5,120.1875,81,1.5,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,C4,C3,r,r,r,r,C3,E-5,E-5,C4,G#2,G#1
321.0,120.375,81,2.0,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,C5,C5,E-3,G#2,G#1
321.5,120.5625,81,2.5,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,G#4,G#4,C4,G#2,G#1
322.0,120.75,81,3.0,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,E-4,E-4,E-3,G#2,G#1
322.5,120.9375,81,3.5,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,C4,C4,C4,G#2,G#1
323.0,121.125,81,4.0,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,G#3,G#3,E-3,G#2,G#1
323.5,121.3125,81,4.5,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,G#5,G#5,C4,G#2,G#1
324.0,121.5,82,1.0,G#6,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,C4,C3,r,r,r,r,C3,G#5,G#5,C3,G#3,G#2
324.5,121.6875,82,1.5,G#6,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,C4,C3,r,r,r,r,C3,E-5,E-5,C4,G#3,G#2
325.0,121.875,82,2.0,G#6,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,C5,C5,C3,G#3,G#2
325.5,122.0625,82,2.5,G#6,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,G#4,G#4,C4,G#3,G#2
326.0,122.25,82,3.0,G#6,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,E-4,E-4,C3,G#3,G#2
326.5,122.4375,82,3.5,G#6,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,C4,C4,C4,G#3,G#2
327.0,122.625,82,4.0,G#6,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,G#3,G#3,E-3,F#3,F#2
327.5,122.8125,82,4.5,G#6,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,G#5,G#5,C4,F#3,F#2
328.0,123.0,83,1.0,G#6,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,F4,F3,r,r,r,r,F2,G#5,G#5,F3,F3,F2
328.5,123.1875,83,1.5,G#6,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,F4,F3,r,r,r,r,F2,F5,F5,C#4,F3,F2
329.0,123.375,83,2.0,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,C#5,C#5,F3,F3,F2
329.5,123.5625,83,2.5,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,G#4,G#4,C#4,F3,F2
330.0,123.75,83,3.0,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,F4,F4,F3,F3,F2
330.5,123.9375,83,3.5,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,C#4,C#4,C#4,F3,F2
331.0,124.125,83,4.0,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,G#3,G#3,F#3,E-3,E-2
331.5,124.3125,83,4.5,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,G#3,r,r,r,r,r,r,r,G#5,G#5,C4,E-3,E-2
332.0,124.5,84,1.0,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,r,F4,F3,r,r,r,r,r,G#5,G#5,F3,C#3,C#2
332.5,124.6875,84,1.5,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,r,F4,F3,r,r,r,r,r,F5,F5,C#4,C#3,C#2
333.0,124.875,84,2.0,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,r,F4,F3,r,r,r,r,r,C#5,C#5,F3,C#3,C#2
333.5,125.0625,84,2.5,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,r,F4,F3,r,r,r,r,r,G#4,G#4,C#4,C#3,C#2
334.0,125.25,84,3.0,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,r,F4,F3,r,r,r,r,r,F4,F4,F3,C#3,C#2
334.5,125.4375,84,3.5,r,G#6,G#5,G#5,G#4,G#5,G#4,G#4,r,F4,F3,r,r,r,r,r,C#4,C#4,C#4,C#3,C#2
335.0,125.625,84,4.0,r,A6,A5,A5,A4,A5,A4,A3,A3,F4,F3,E-5,E-4,r,r,r,A3,A3,E-3,B2,B1
335.5,125.8125,84,4.5,r,A6,A5,A5,A4,A5,A4,A3,A3,F4,F3,E-5,E-4,r,r,r,A5,A5,B3,B2,B1
336.0,126.0,85,1.0,B-6,r,r,B-5,B-4,B-5,B-4,B-3,B-2,F4,F3,B-5,B-4,r,r,r,B-5,B-5,D3,B-2,B-1
336.5,126.1875,85,1.5,B-6,r,r,B-5,B-4,B-5,B-4,B-3,B-2,F4,F3,B-5,B-4,r,r,r,F5,F5,B-3,B-2,B-1
337.0,126.375,85,2.0,B-6,F6,D6,B-5,B-4,B-5,B-4,B-3,B-2,r,r,B-5,B-4,r,r,r,D5,D5,D3,B-2,B-1
337.5,126.5625,85,2.5,B-6,F6,D6,B-5,B-4,B-5,B-4,B-3,B-2,r,r,B-5,B-4,r,r,r,B-4,B-4,B-3,B-2,B-1
338.0,126.75,85,3.0,B-6,F6,D6,B-5,B-4,B-5,B-4,B-3,B-2,r,r,B-5,B-4,r,r,r,F4,F4,D3,B-2,B-1
338.5,126.9375,85,3.5,B-6,F6,D6,B-5,B-4,B-5,B-4,B-3,B-2,r,r,B-5,B-4,r,r,r,D4,D4,B-3,B-2,B-1
339.0,127.125,85,4.0,B-6,F6,D6,B-5,B-4,B-5,B-4,B-3,B-2,r,r,B-5,B-4,r,r,r,B-3,B-3,D3,B-3,B-2
339.5,127.3125,85,4.5,B-6,F6,D6,B-5,B-4,B-5,B-4,B-3,B-2,r,r,B-5,B-4,r,r,r,B-5,B-5,B-3,B-3,B-2
340.0,127.5,86,1.0,B-6,F6,D6,B-5,B-4,B-5,B-4,B-3,B-2,r,r,B-5,B-4,r,r,r,B-5,B-5,D3,B-3,B-2
340.5,127.6875,86,1.5,B-6,F6,D6,B-5,B-4,B-5,B-4,B-3,B-2,r,r,B-5,B-4,r,r,r,F5,F5,B-3,B-3,B-2
341.0,127.875,86,2.0,r,F6,D6,B-5,B-4,B-5,B-4,B-3,B-2,r,r,r,r,r,r,r,D5,D5,D3,B-3,B-2
341.5,128.0625,86,2.5,r,F6,D6,B-5,B-4,B-5,B-4,B-3,B-2,r,r,r,r,r,r,r,B-4,B-4,B-3,B-3,B-2
342.0,128.25,86,3.0,r,F6,D6,B-5,B-4,B-5,B-4,B-3,B-2,r,r,r,r,r,r,r,F4,F4,D3,B-3,B-2
342.5,128.4375,86,3.5,r,F6,D6,B-5,B-4,B-5,B-4,B-3,B-2,r,r,r,r,r,r,r,D4,D4,B-3,B-3,B-2
343.0,128.625,86,4.0,r,F6,D6,B-5,B-4,B-5,B-4,B-3,B-2,r,r,r,r,r,r,r,B-3,B-3,D3,G#3,G#2
343.5,128.8125,86,4.5,r,F6,D6,B-5,B-4,B-5,B-4,B-3,B-2,r,r,r,r,r,r,r,B-5,B-5,B-3,G#3,G#2
344.0,129.0,87,1.0,r,r,r,B-5,B-4,B-5,B-4,B-3,B-2,r,r,r,r,r,r,r,B-5,B-5,F#3,F#3,F#2
344.5,129.1875,87,1.5,r,r,r,B-5,B-4,B-5,B-4,B-3,B-2,r,r,r,r,r,r,r,F#5,F#5,E-4,F#3,F#2
