qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,Eb Trumpet 1,Eb Trumpet 2,Alto Trombone,Tenor Trombone,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
109.75,41.1562,28,2.75,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,B-4,C#6,B-3,r,C2
109.8,41.175,28,2.8,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,B-4,C#6,B-3,C#3,C2
110.0,41.25,28,3.0,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,G4,C#6,G3,G2,G1
110.2,41.325,28,3.2,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,G4,C#6,G3,G#2,G1
110.25,41.3438,28,3.25,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,G4,C#6,G3,G#2,G#1
110.4,41.4,28,3.4,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,G4,C#6,G3,B-2,G#1
110.5,41.4375,28,3.5,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,G4,C#6,G3,B-2,B-1
110.6,41.475,28,3.6,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,G4,C#6,G3,B-2,B-1
110.75,41.5312,28,3.75,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,G4,C#6,G3,r,C2
110.8,41.55,28,3.8,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,G4,C#6,G3,C#3,C2
111.0,41.625,28,4.0,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,E4,C#6,E3,G2,G1
111.2,41.7,28,4.2,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,E4,C#6,E3,G#2,G1
111.25,41.7188,28,4.25,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,E4,C#6,E3,G#2,G#1
111.4,41.775,28,4.4,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,E4,C#6,E3,B-2,G#1
111.5,41.8125,28,4.5,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,E4,C#6,E3,B-2,B-1
111.6,41.85,28,4.6,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,E4,C#6,E3,B-2,B-1
111.75,41.9062,28,4.75,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,E4,C#6,E3,r,C2
111.8,41.925,28,4.8,r,E6,C#6,B-5,C#5,C#5,C#4,G3,G2,G4,G4,B-4,B-3,r,r,r,E4,C#6,E3,C#3,C2
112.0,42.0,29,1.0,r,F#6,C6,C6,C5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-4,C6,C4,A2,A1
112.2,42.075,29,1.2,r,F#6,C6,C6,C5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-4,C6,C4,B-2,A1
112.25,42.0938,29,1.25,r,F#6,C6,C6,C5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-6,C6,C5,B-2,B-1
112.4,42.15,29,1.4,r,F#6,C6,C6,C5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-6,C6,C5,C3,B-1
112.5,42.1875,29,1.5,r,F#6,C6,C6,C5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-6,C6,C5,C3,C2
112.6,42.225,29,1.6,r,F#6,C6,C6,C5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-6,C6,C5,C3,C2
112.75,42.2812,29,1.75,r,F#6,C6,C6,C5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-6,C6,C5,r,C#2
112.8,42.3,29,1.8,r,F#6,C6,C6,C5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-6,C6,C5,E-3,C#2
113.0,42.375,29,2.0,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-6,C6,C5,A2,A1
113.2,42.45,29,2.2,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-6,C6,C5,B-2,A1
113.25,42.4688,29,2.25,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-6,C6,C5,B-2,B-1
113.4,42.525,29,2.4,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-6,C6,C5,C3,B-1
113.5,42.5625,29,2.5,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-6,C6,C5,C3,C2
113.6,42.6,29,2.6,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-6,C6,C5,C3,C2
113.75,42.6562,29,2.75,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-6,C6,C5,r,C#2
113.8,42.675,29,2.8,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-6,C6,C5,E-3,C#2
114.0,42.75,29,3.0,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-6,C6,C5,A2,A1
114.2,42.825,29,3.2,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,E-6,C6,C5,B-2,A1
114.25,42.8438,29,3.25,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,B-2,B-1
114.4,42.9,29,3.4,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,B-1
114.5,42.9375,29,3.5,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,C2
114.6,42.975,29,3.6,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,C2
114.75,43.0312,29,3.75,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,r,C#2
114.8,43.05,29,3.8,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,E-3,C#2
115.0,43.125,29,4.0,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,A2,A1
115.2,43.2,29,4.2,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,B-2,A1
115.25,43.2188,29,4.25,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,B-2,B-1
115.4,43.275,29,4.4,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,B-1
115.5,43.3125,29,4.5,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,C2
115.6,43.35,29,4.6,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,C2
115.75,43.4062,29,4.75,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,r,C#2
115.8,43.425,29,4.8,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,E-3,C#2
116.0,43.5,30,1.0,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,A2,A1
116.2,43.575,30,1.2,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,B-2,A1
116.25,43.5938,30,1.25,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,B-2,B-1
116.4,43.65,30,1.4,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,B-1
116.5,43.6875,30,1.5,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,C2
116.6,43.725,30,1.6,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,C2
116.75,43.7812,30,1.75,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,r,C#2
116.8,43.8,30,1.8,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,E-3,C#2
117.0,43.875,30,2.0,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,A2,A1
117.2,43.95,30,2.2,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,B-2,A1
117.25,43.9688,30,2.25,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,B-2,B-1
117.4,44.025,30,2.4,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,B-1
117.5,44.0625,30,2.5,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,C2
117.6,44.1,30,2.6,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,C2
117.75,44.1562,30,2.75,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,r,C#2
117.8,44.175,30,2.8,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,E-3,C#2
118.0,44.25,30,3.0,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,A2,A1
118.2,44.325,30,3.2,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,B-2,A1
118.25,44.3438,30,3.25,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,B-2,B-1
118.4,44.4,30,3.4,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,B-1
118.5,44.4375,30,3.5,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,C2
118.6,44.475,30,3.6,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,C2
118.75,44.5312,30,3.75,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,r,C#2
118.8,44.55,30,3.8,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,E-3,C#2
119.0,44.625,30,4.0,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,A2,A1
119.2,44.7,30,4.2,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,B-2,A1
119.25,44.7188,30,4.25,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,B-2,B-1
119.4,44.775,30,4.4,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,B-1
119.5,44.8125,30,4.5,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,C2
119.6,44.85,30,4.6,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,C3,C2
119.75,44.9062,30,4.75,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,r,C#2
119.8,44.925,30,4.8,r,F#6,E-6,C6,E-5,F#5,F#4,C4,A3,C4,C3,E-5,E-4,r,r,F2,F#6,E-6,C5,E-3,C#2
120.0,45.0,31,1.0,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,A2,A1
120.2,45.075,31,1.2,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,B-2,A1
120.25,45.0938,31,1.25,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,B-2,B-1
120.4,45.15,31,1.4,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,C3,B-1
120.5,45.1875,31,1.5,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,C3,C2
120.6,45.225,31,1.6,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,C3,C2
120.75,45.2812,31,1.75,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,r,C#2
120.8,45.3,31,1.8,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,E-3,C#2
121.0,45.375,31,2.0,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,A2,A1
121.2,45.45,31,2.2,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,B-2,A1
121.25,45.4688,31,2.25,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,B-2,B-1
121.4,45.525,31,2.4,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,C3,B-1
121.5,45.5625,31,2.5,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,C3,C2
121.6,45.6,31,2.6,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,C3,C2
121.75,45.6562,31,2.75,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,r,C#2
121.8,45.675,31,2.8,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,E-3,C#2
122.0,45.75,31,3.0,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,A2,A1
122.2,45.825,31,3.2,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,B-2,A1
122.25,45.8438,31,3.25,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,B-2,B-1
122.4,45.9,31,3.4,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,C3,B-1
122.5,45.9375,31,3.5,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,C3,C2
122.6,45.975,31,3.6,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,C3,C2
122.75,46.0312,31,3.75,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,r,C#2
122.8,46.05,31,3.8,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#6,E-6,C5,E-3,C#2
123.0,46.125,31,4.0,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-6,E-6,E-5,A2,A1
123.2,46.2,31,4.2,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-6,E-6,E-5,B-2,A1
123.25,46.2188,31,4.25,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-6,E-6,E-5,B-2,B-1
123.4,46.275,31,4.4,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-6,E-6,E-5,C3,B-1
123.5,46.3125,31,4.5,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-6,E-6,E-5,C3,C2
123.6,46.35,31,4.6,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-6,E-6,E-5,C3,C2
123.75,46.4062,31,4.75,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,C6,E-6,C5,r,C#2
123.8,46.425,31,4.8,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,C6,E-6,C5,E-3,C#2
124.0,46.5,32,1.0,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#5,E-6,F#4,A2,A1
124.2,46.575,32,1.2,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#5,E-6,F#4,B-2,A1
124.25,46.5938,32,1.25,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#5,E-6,F#4,B-2,B-1
124.4,46.65,32,1.4,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#5,E-6,F#4,C3,B-1
124.5,46.6875,32,1.5,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#5,E-6,F#4,C3,C2
124.6,46.725,32,1.6,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#5,E-6,F#4,C3,C2
124.75,46.7812,32,1.75,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#5,E-6,F#4,r,C#2
124.8,46.8,32,1.8,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#5,E-6,F#4,E-3,C#2
125.0,46.875,32,2.0,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-5,E-6,E-4,A2,A1
125.2,46.95,32,2.2,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-5,E-6,E-4,B-2,A1
125.25,46.9688,32,2.25,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-5,E-6,E-4,B-2,B-1
125.4,47.025,32,2.4,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-5,E-6,E-4,C3,B-1
125.5,47.0625,32,2.5,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-5,E-6,E-4,C3,C2
125.6,47.1,32,2.6,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-5,E-6,E-4,C3,C2
125.75,47.1562,32,2.75,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,C5,E-6,C4,r,C#2
125.8,47.175,32,2.8,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,C5,E-6,C4,E-3,C#2
126.0,47.25,32,3.0,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#4,E-6,F#3,A2,A1
126.2,47.325,32,3.2,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#4,E-6,F#3,B-2,A1
126.25,47.3438,32,3.25,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#4,C6,F#3,B-2,B-1
126.4,47.4,32,3.4,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#4,C6,F#3,C3,B-1
126.5,47.4375,32,3.5,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#4,C6,F#3,C3,C2
126.6,47.475,32,3.6,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#4,C6,F#3,C3,C2
126.75,47.5312,32,3.75,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#4,C6,F#3,r,C#2
126.8,47.55,32,3.8,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,F#4,C6,F#3,E-3,C#2
127.0,47.625,32,4.0,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-4,C6,E-3,A2,A1
127.2,47.7,32,4.2,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-4,C6,E-3,B-2,A1
127.25,47.7188,32,4.25,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-4,C6,E-3,B-2,B-1
127.4,47.775,32,4.4,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-4,C6,E-3,C3,B-1
127.5,47.8125,32,4.5,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-4,C6,E-3,C3,C2
127.6,47.85,32,4.6,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,E-4,C6,E-3,C3,C2
127.75,47.9062,32,4.75,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,C4,C6,C3,r,C#2
127.8,47.925,32,4.8,r,F#6,E-6,C6,E-5,F#5,F#4,A3,A2,C4,C3,C5,C4,r,r,F2,C4,C6,C3,E-3,C#2
128.0,48.0,33,1.0,r,C#6,C#6,C#6,C#5,F5,F4,C#4,B-3,F4,F3,F5,F4,r,r,F2,C#4,C#6,C#3,B-2,B-1
128.25,48.0938,33,1.25,r,C#6,C#6,C#6,C#5,F5,F4,C#4,B-3,F4,F3,F5,F4,r,r,F2,C#4,F4,C#4,B-2,B-1
128.5,48.1875,33,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,F5,F4,C#4,B-2,B-1
128.75,48.2812,33,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,B-5,F4,C#4,B-2,B-1
129.0,48.375,33,2.0,r,C#6,B-5,F5,C#5,C#5,F4,C#4,B-3,F4,F3,F5,F4,r,r,r,C#6,F4,C#4,B-2,B-1
130.0,48.75,33,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,C#4,B-2,B-1
132.0,49.5,34,1.0,r,D6,G#5,G#5,F5,F5,G#4,D4,B3,F4,F3,r,r,r,r,F2,B3,G#5,D4,B-2,B-1
132.25,49.5938,34,1.25,r,D6,G#5,G#5,F5,F5,G#4,D4,B3,F4,F3,r,r,r,r,F2,B3,G#4,F4,B-2,B-1
132.5,49.6875,34,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,F5,G#4,F4,B-2,B-1
132.75,49.7812,34,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,G#5,G#4,F4,B-2,B-1
133.0,49.875,34,2.0,r,F6,D6,G#5,F5,F5,G#4,D4,B3,F4,F3,r,r,r,r,r,D6,G#4,F4,B-2,B-1
134.0,50.25,34,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,B-2,B-1
136.0,51.0,35,1.0,r,E6,C6,E5,C5,E5,G4,E4,C4,C4,C3,r,r,r,r,C3,C4,G4,E4,C3,C2
138.0,51.75,35,3.0,r,C6,C5,C6,C5,C6,C5,C4,C4,C4,C3,r,r,r,r,C3,C6,C6,C5,C4,C3
139.5,52.3125,35,4.5,r,C6,C5,C6,C5,C6,C5,G3,G3,C4,C3,r,r,r,r,C3,G5,G5,G4,G3,G2
140.0,52.5,36,1.0,r,C6,C5,C6,C5,C6,C5,G#3,G#3,C4,C3,r,r,r,r,C3,G#5,G#5,G#4,G#3,G#2
140.5,52.6875,36,1.5,r,C6,C5,C6,C5,C6,C5,E3,E3,C4,C3,r,r,r,r,C3,E5,E5,E4,E3,E2
141.0,52.875,36,2.0,r,r,r,r,r,r,r,F3,F3,r,r,r,r,r,r,r,F5,F5,F4,F3,F2
141.5,53.0625,36,2.5,r,r,r,r,r,r,r,C3,C3,r,r,r,r,r,r,r,C5,C5,C4,C3,C2
142.0,53.25,36,3.0,r,r,r,r,r,r,r,C#3,C#3,r,r,r,r,r,r,r,C#5,C#5,C#4,C#3,C#2
142.5,53.4375,36,3.5,r,r,r,r,r,r,r,C3,C3,r,r,r,r,r,r,r,C5,C5,C4,C3,C2
143.0,53.625,36,4.0,r,r,r,r,r,r,r,C3,C3,r,r,r,r,r,r,r,C5,C5,C4,C3,C2
143.5,53.8125,36,4.5,r,r,r,r,r,r,r,B-2,B-2,r,r,r,r,r,r,r,B-4,B-4,B-3,B-2,B-1
