qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,Tenor Trombone 1,Tenor Trombone 2,Bass Trombone,Tuba,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1288.5,305.8957,323,1.25,G6,G6,B5,G5,B5,G5,G3,G2,E4,E4,E3,E3,r,r,r,r,r,r,r,G4,G4,G3,G3,G2
1289.0,306.0093,323,1.5,G6,G6,B5,G5,B5,G5,E3,E2,E4,E4,E3,E3,r,r,r,r,r,r,r,E4,E4,E3,E3,E2
1289.5,306.1229,323,1.75,G6,G6,B5,G5,B5,G5,D3,r,E4,E4,E3,E3,r,r,r,r,r,r,r,D4,D4,D3,D3,D2
1290.0,306.2365,323,2.0,G6,G6,B5,G5,B5,G5,C3,C3,E4,E4,E3,E3,r,r,r,r,r,r,r,C4,C4,C3,C3,C2
1290.5,306.3501,323,2.25,G6,G6,B5,G5,B5,G5,D3,D3,E4,E4,E3,E3,r,r,r,r,r,r,r,D4,D4,D3,D3,D2
1291.0,306.4637,323,2.5,E6,E6,G5,E5,G5,E5,B2,B2,E4,E4,E3,E3,r,r,r,r,r,r,r,B3,B3,B3,B2,B1
1291.5,306.5773,323,2.75,E6,E6,G5,E5,G5,E5,A2,A2,E4,E4,E3,E3,r,r,r,r,r,r,r,A3,A3,A3,A2,A1
1292.0,306.6909,324,1.0,B6,B5,B5,E5,B5,G5,G2,G2,E4,E4,E3,E3,r,r,r,r,r,r,r,G3,G3,G3,G2,G1
1293.0,306.9182,324,1.5,E-6,E-6,C6,E-5,C6,F#5,r,r,r,r,r,r,E-5,C5,E-4,C4,A3,A2,r,E-5,C5,C4,A2,A1
1293.5,307.0318,324,1.75,E-6,E-6,C6,E-5,C6,F#5,r,r,r,r,r,r,E-5,C5,E-4,C4,A3,A2,r,E-5,C5,C4,A2,A1
1294.0,307.1454,324,2.0,E6,E6,C6,E5,C6,E5,r,r,r,r,r,r,E5,C5,E4,C4,G3,G2,E3,E5,C5,C4,G2,G1
1295.0,307.3727,324,2.5,B5,B5,B5,E5,B5,E5,G3,G2,r,r,r,r,E5,B4,E4,B3,G3,G2,E3,B5,B4,B3,G3,G2
1296.0,307.6,325,1.0,A5,A5,A5,E5,A5,A4,G3,G2,r,r,r,r,E5,A4,E4,C#4,G3,G2,E3,A5,E5,E4,G3,G2
1296.5,307.7136,325,1.25,r,r,r,r,r,r,G3,G2,r,r,r,r,E5,A4,E4,C#4,G3,G2,E3,B5,E5,E4,G3,G2
1297.0,307.8272,325,1.5,r,r,r,r,r,r,G3,G2,A4,E4,C#4,r,r,r,r,r,r,r,r,G#5,E5,E4,G3,G2
1297.5,307.9408,325,1.75,r,r,r,r,r,r,G3,G2,A4,E4,C#4,r,r,r,r,r,r,r,r,A5,E5,E4,G3,G2
1298.0,308.0544,325,2.0,D6,D6,A5,D5,r,r,F#3,F#2,A4,E4,D4,A3,D5,A4,r,r,r,r,r,D6,A4,D4,F#3,F#2
1298.5,308.168,325,2.25,D6,D6,A5,D5,r,r,G3,G2,A4,E4,D4,A3,D5,A4,r,r,r,r,r,D6,B4,D4,G3,G2
1299.0,308.2816,325,2.5,D6,D6,A5,D5,r,r,F3,F2,A4,E4,D4,A3,D5,D4,r,r,r,r,r,D6,G#4,D4,F3,F2
1299.5,308.3952,325,2.75,D6,D6,A5,D5,r,r,F#3,F#2,A4,E4,D4,A3,D5,D4,r,r,r,r,r,D6,A4,D4,F#3,F#2
1300.0,308.5088,326,1.0,G5,G5,G5,D5,r,r,B3,B2,r,r,r,r,D5,G4,r,r,r,r,r,G5,D5,G4,B3,B2
1300.5,308.6224,326,1.25,r,r,r,r,r,r,B3,B2,r,r,r,r,D5,G4,r,r,r,r,r,A5,D5,G4,B3,B2
1301.0,308.736,326,1.5,r,r,r,r,r,r,B3,B2,G4,D4,B3,E3,r,r,r,r,r,r,r,F#5,D5,G4,B3,B2
1301.5,308.8496,326,1.75,r,r,r,r,r,r,B3,B2,G4,D4,B3,E3,r,r,r,r,r,r,r,G5,D5,G4,B3,B2
1302.0,308.9632,326,2.0,C#6,C#6,C#6,C#5,r,r,E3,E2,G4,C#4,A3,A3,C#5,G4,r,r,r,r,r,C#6,G4,C#4,E3,E2
1302.5,309.0768,326,2.25,C#6,C#6,C#6,C#5,r,r,F#3,F#2,G4,C#4,A3,A3,C#5,G4,r,r,r,r,r,C#6,A4,C#4,F#3,F#2
1303.0,309.1904,326,2.5,C#6,C#6,C#6,C#5,r,r,E-3,E-2,G4,C#4,A3,A3,C#5,C#4,r,r,r,r,r,C#6,F#4,C#4,E-3,E-2
1303.5,309.304,326,2.75,C#6,C#6,C#6,C#5,r,r,E3,E2,G4,C#4,A3,A3,C#5,C#4,r,r,r,r,r,C#6,G4,C#4,E3,E2
1304.0,309.4176,327,1.0,F#5,F#5,F#5,C#5,r,r,A3,A2,F#4,C#4,C#4,F#3,F#5,F#4,r,r,r,r,r,F#5,F#4,F#4,A3,A2
1304.5,309.5312,327,1.25,F#5,F#5,F#5,C#5,r,r,B3,B2,F#4,C#4,C#4,F#3,F#5,F#4,r,r,r,r,r,F#5,F#4,F#4,B3,B2
1305.0,309.6448,327,1.5,r,r,r,r,r,r,G#3,G#2,r,r,C#4,F#3,F#5,F#4,r,r,r,r,r,r,F#5,F#4,G#3,G#2
1305.5,309.7584,327,1.75,r,r,r,r,r,r,A3,A2,r,r,C#4,F#3,F#5,F#4,r,r,r,r,r,r,F#5,F#4,A3,A2
1306.0,309.872,327,2.0,F#6,F#6,F#5,B4,D4,B3,D3,D2,F#4,F#3,B3,D3,F#5,F#4,r,r,r,r,r,F#5,B5,D4,D3,D2
1306.5,309.9856,327,2.25,F#6,F#6,F#5,B4,E4,B3,D3,D2,F#4,F#3,B3,D3,F#5,F#4,r,r,r,r,r,F#5,C#6,E4,D3,D2
1307.0,310.0992,327,2.5,F#6,F#6,F#5,B4,C#4,B3,D3,D2,F#4,F#3,B3,D3,F#5,F#4,r,r,r,r,r,B4,B-5,C#4,D3,D2
1307.5,310.2128,327,2.75,F#6,F#6,F#5,B4,D4,B3,D3,D2,F#4,F#3,B3,D3,F#5,F#4,r,r,r,r,r,B4,B5,D4,D3,D2
1308.0,310.3264,328,1.0,B5,B5,E5,B4,G4,B3,D3,D2,B4,B3,B3,D3,E5,E4,r,r,r,r,r,B4,E5,G4,D3,D2
1308.5,310.44,328,1.25,B5,B5,F#5,B4,A4,B3,D3,D2,B4,B3,B3,D3,E5,E4,r,r,r,r,r,B4,F#5,A4,D3,D2
1309.0,310.5536,328,1.5,r,r,E-5,B4,F#4,B3,D3,D2,r,r,B3,D3,B4,B3,r,r,r,r,r,B5,E-5,F#4,D3,D2
1309.5,310.6672,328,1.75,r,r,E5,B4,G4,B3,D3,D2,r,r,B3,D3,B4,B3,r,r,r,r,r,B5,E5,G4,D3,D2
1310.0,310.7808,328,2.0,E6,E6,A5,A4,E4,A3,C#3,C#2,A4,E4,A3,C#3,A4,E4,r,r,r,r,r,A4,A4,E4,C#3,C#2
1310.5,310.8944,328,2.25,E6,E6,B5,B4,E4,A3,C#3,C#2,A4,E4,A3,C#3,A4,E4,r,r,r,r,r,B5,B4,E4,C#3,C#2
1311.0,311.008,328,2.5,E6,E6,G#5,G#4,G#4,A3,C#3,C#2,G4,E4,A3,C#3,E5,E4,r,r,r,r,r,G#5,G#4,E4,C#3,C#2
1311.5,311.1216,328,2.75,E6,E6,A5,A4,A4,A3,C#3,C#2,G4,E4,A3,C#3,E5,E4,r,r,r,r,r,A5,A4,E4,C#3,C#2
1312.0,311.2352,329,1.0,F#6,F#6,D6,D5,F#4,A3,C3,C2,r,r,r,r,D5,D4,r,r,r,r,r,D6,D5,F#4,C3,C2
1312.5,311.3488,329,1.25,F#6,F#6,D6,D5,F#4,A3,r,r,F#4,D4,A3,D3,D5,D4,r,r,r,r,r,D6,D5,F#4,B2,B1
1313.0,311.4624,329,1.5,F#6,F#6,D6,D5,r,r,r,r,F#4,D4,A3,D3,D5,D4,r,r,r,r,r,D6,D5,F#4,D3,D2
1313.5,311.576,329,1.75,F#6,F#6,D6,D5,r,r,r,r,F#4,D4,A3,D3,D5,D4,r,r,r,r,r,D6,D5,F#4,C3,C2
1314.0,311.6896,329,2.0,G6,G6,D6,D5,G4,G3,r,r,r,r,r,r,D5,D4,r,r,r,r,r,D6,D5,G4,B-2,B-1
1314.5,311.8032,329,2.25,G6,G6,D6,D5,G4,G3,r,r,G4,D4,D4,D3,D5,D4,r,r,r,r,r,D6,D5,G4,A2,A1
1315.0,311.9168,329,2.5,G6,G6,D6,D5,G4,G3,r,r,G4,D4,D4,D3,D5,D4,r,r,r,r,r,D6,D5,G4,C3,C2
1315.5,312.0304,329,2.75,G6,G6,D6,D5,G4,G3,r,r,G4,D4,D4,D3,D5,D4,r,r,r,r,r,D6,D5,G4,B-2,B-1
1316.0,312.144,330,1.0,G6,G6,D6,D5,G4,G3,r,r,r,r,r,r,G5,G4,G4,C4,A3,F#2,r,D6,D5,G4,A2,A1
1316.5,312.2576,330,1.25,G6,G6,D6,D5,G4,G3,r,r,G4,E-4,C4,A3,G5,G4,G4,C4,A3,F#2,r,D6,D5,G4,A2,A1
1317.0,312.3712,330,1.5,G6,G6,r,r,r,r,r,r,G4,E-4,C4,A3,G5,G4,G4,C4,A3,F#2,r,E-6,E-5,G4,A2,A1
1318.0,312.5985,330,2.0,G6,G6,r,r,r,r,r,r,r,r,r,r,G5,G4,G4,C#4,A3,F#2,r,B-5,B-4,G4,A2,A1
1318.5,312.7121,330,2.25,G6,G6,r,r,r,r,r,r,G4,E4,C#4,A3,G5,G4,G4,C#4,A3,F#2,r,B-5,B-4,G4,A2,A1
1319.0,312.8257,330,2.5,G6,G6,r,r,r,r,r,r,G4,E4,C#4,A3,G5,G4,G4,C#4,A3,F#2,r,B-5,B-4,G4,A2,A1
1319.5,312.9393,330,2.75,G6,G6,r,r,r,r,r,r,G4,E4,C#4,A3,G5,G4,G4,C#4,A3,F#2,r,A5,A4,G4,A2,A1
1320.0,313.0529,331,1.0,F#6,F#6,r,r,r,r,r,r,r,r,r,r,F#5,D5,F#4,D4,A3,C3,r,D6,D5,F#4,C3,C2
1320.5,313.1665,331,1.25,F#6,F#6,r,r,r,r,r,r,F#4,D4,A3,D3,F#5,D5,F#4,D4,A3,C3,r,D6,D5,F#4,B2,B1
1321.0,313.2801,331,1.5,F#6,F#6,r,r,r,r,r,r,F#4,D4,A3,D3,F#5,D5,r,r,r,r,r,D6,D5,F#4,D3,D2
1321.5,313.3937,331,1.75,F#6,F#6,r,r,r,r,r,r,F#4,D4,A3,D3,F#5,D5,r,r,r,r,r,D6,D5,F#4,C3,C2
1322.0,313.5073,331,2.0,G6,G6,r,r,r,r,r,r,r,r,r,r,G5,D5,G4,D4,G3,B-2,r,D6,D5,G4,B-2,B-1
1322.5,313.6209,331,2.25,G6,G6,r,r,r,r,r,r,G4,D4,D4,D3,G5,D5,G4,D4,G3,B-2,r,D6,D5,G4,A2,A1
1323.0,313.7345,331,2.5,G6,G6,r,r,r,r,r,r,G4,D4,D4,D3,G5,D5,r,r,r,r,r,D6,D5,G4,C3,C2
1323.5,313.8481,331,2.75,G6,G6,r,r,r,r,r,r,G4,D4,D4,D3,G5,D5,r,r,r,r,r,D6,D5,G4,B-2,B-1
1324.0,313.9617,332,1.0,G6,G6,r,r,r,r,r,r,r,r,r,r,G5,B-4,G4,G4,E-3,E-2,r,D6,D5,G4,E-3,E-2
1324.6667,314.1132,332,1.3333,G6,G6,r,r,r,r,r,r,r,r,r,r,G5,B-4,G4,G4,E-3,E-2,r,F6,F5,G4,E-3,E-2
1325.3333,314.2647,332,1.6667,G6,G6,r,r,r,r,r,r,r,r,r,r,G5,B-4,G4,G4,E-3,E-2,r,F6,F5,G4,E-3,E-2
1326.0,314.4162,332,2.0,F#6,F#6,r,r,r,r,r,r,r,r,r,r,F#5,C5,F#4,F#4,E-3,E-2,r,B-5,B-4,F#4,E-3,E-2
1327.0,314.6435,332,2.5,F#6,F#6,r,r,r,r,r,r,r,r,r,r,F#5,C5,F#4,F#4,E-3,E-2,r,B-5,B-4,F#4,E-3,E-2
1327.5,314.7571,332,2.75,F#6,F#6,r,r,r,r,r,r,r,r,r,r,F#5,C5,F#4,F#4,E-3,E-2,r,A5,A4,F#4,E-3,E-2
1328.0,314.8707,333,1.0,F6,F6,r,r,B-5,B-4,r,r,r,r,r,r,F5,D5,F4,D4,B-2,B-1,r,D6,D5,F4,B-2,B-1
1329.0,315.098,333,1.5,r,r,F5,D5,B-5,B-4,F4,D4,r,r,r,r,r,r,r,r,r,r,r,D6,D5,F4,r,r
1330.0,315.3253,333,2.0,r,r,F5,D5,B-5,B-4,F4,D4,r,r,r,r,r,r,D4,B-3,F3,B-2,r,D6,D5,F4,B-3,B-2
1331.0,315.5526,333,2.5,r,r,F5,D5,B-5,B-4,F4,D4,r,r,r,r,r,r,r,r,r,r,r,D6,D5,F4,r,r
1332.0,315.7799,334,1.0,r,r,F5,D5,A5,A4,F4,D4,r,r,r,r,r,r,r,r,r,r,r,D6,D5,F4,r,r
1333.0,316.0072,334,1.5,r,r,F5,D5,B-5,B-4,r,r,F4,D4,B-3,B-2,r,r,r,r,r,r,r,D6,D5,F4,r,r
1334.0,316.2345,334,2.0,r,r,r,r,F5,D5,r,r,F#4,E-4,B-3,E-3,r,r,r,r,r,r,r,B-5,B-4,F#4,E-3,E-2
1335.0,316.4618,334,2.5,r,r,r,r,F5,D5,r,r,F#4,E-4,B-3,E-3,r,r,r,r,r,r,r,B-5,B-4,F#4,E-3,E-2
1335.5,316.5754,334,2.75,r,r,r,r,E-5,C5,r,r,F#4,E-4,B-3,E-3,r,r,r,r,r,r,r,B-5,B-4,F#4,E-3,E-2
1336.0,316.689,335,1.0,B-5,B-4,B-5,B-4,D5,B-4,r,r,F4,D4,B-3,B-2,r,r,r,r,r,r,r,D6,D5,F4,B-2,B-1
1337.0,316.9163,335,1.5,B-5,B-4,B-5,B-4,F5,D5,F4,D4,r,r,r,r,r,r,r,r,r,r,r,D6,D5,F4,r,r
1338.0,317.1436,335,2.0,A5,A4,A5,A4,F5,D5,F4,D4,D4,B-3,F3,B-2,r,r,r,r,r,r,r,D6,D5,F4,B-3,B-2
1339.0,317.3709,335,2.5,B-5,B-4,B-5,B-4,F5,D5,F4,D4,r,r,r,r,r,r,r,r,r,r,r,D6,D5,F4,r,r
1340.0,317.5982,336,1.0,A5,A4,F5,D5,A5,A4,F4,D4,r,r,r,r,r,r,r,r,r,r,r,D6,D5,F4,r,r
1341.0,317.8255,336,1.5,B-5,B-4,F5,D5,B-5,B-4,F4,D4,r,r,B-3,r,r,r,r,r,r,r,r,D6,D5,F4,r,r
1342.0,318.0528,336,2.0,B-5,B-4,r,r,F5,D5,r,r,F#4,r,B-3,E-3,r,r,r,r,r,r,r,B-5,B-4,F#4,E-4,E-3
1343.0,318.2801,336,2.5,B-5,B-4,r,r,F5,D5,r,r,F#4,r,B-3,E-3,r,r,r,r,r,r,r,B-5,B-4,F#4,E-4,E-3
1343.5,318.3937,336,2.75,B-5,B-4,r,r,E-5,C5,r,r,F#4,r,B-3,E-3,r,r,r,r,r,r,r,B-5,B-4,F#4,E-4,E-3
1344.0,318.5073,337,1.0,D6,D5,r,r,E-5,C5,r,r,F#4,r,D4,D3,r,r,r,r,r,r,r,D6,D5,F#4,D4,D3
1345.0,318.7346,337,1.5,r,r,r,r,D5,B-4,r,r,G4,r,D4,D3,r,r,r,r,r,r,r,D6,D5,G4,r,r
1346.0,318.9619,337,2.0,r,r,r,r,D5,B-4,r,r,G4,r,D4,D3,r,r,r,r,r,r,r,D6,D5,G4,D3,D2
1347.0,319.1892,337,2.5,r,r,C#5,r,C#5,E-4,G4,E-4,G4,r,r,D3,r,r,r,r,r,r,r,D6,D5,G4,r,r
1348.0,319.4165,338,1.0,r,r,C#5,r,C#5,E-4,G4,E-4,G4,r,r,D3,r,r,r,r,r,r,r,D6,D5,G4,D4,D3
1349.0,319.6438,338,1.5,r,r,D5,r,D5,D4,F#4,D4,F#4,r,r,D3,r,r,r,r,r,r,r,D6,D5,F#4,r,r
1350.0,319.8711,338,2.0,r,r,D5,r,D5,D4,F#4,D4,F#4,r,r,D3,r,r,r,r,r,r,r,D6,D5,F#4,D3,D2
1351.0,320.0984,338,2.5,r,r,B4,r,B4,D4,F4,D4,F4,r,r,D3,r,r,r,r,r,r,r,D6,D5,F4,D3,D2
1352.0,320.3257,339,1.0,r,r,B4,r,B4,D4,F4,D4,F4,r,r,D3,r,r,r,r,r,r,r,D6,D5,F4,D4,D3
1353.0,320.553,339,1.5,r,r,C5,r,B4,C4,E4,C4,E4,r,r,D3,r,r,r,r,r,r,r,D6,D5,E4,r,r
1354.0,320.7803,339,2.0,r,r,C5,r,B4,C4,E4,C4,E4,r,r,D3,r,r,r,r,r,r,r,D6,D5,E4,r,r
1355.0,321.0076,339,2.5,r,r,A4,r,A4,G4,E-4,C4,E-4,r,r,D3,r,r,r,r,r,r,r,D6,D5,E-4,D3,D2
1356.0,321.2349,340,1.0,r,r,A4,r,A4,G4,E-4,C4,E-4,r,r,D3,r,r,r,r,r,r,r,D6,D5,E-4,D4,D3
1357.0,321.4622,340,1.5,r,r,B-4,r,B-4,F#4,r,r,E-4,C4,r,D3,r,r,r,r,r,r,r,D6,D5,E-4,r,r
1358.0,321.6895,340,2.0,r,r,r,r,B-4,F#4,r,r,E-4,C4,r,D3,r,r,r,r,r,r,r,B-5,B-4,E-4,r,r
1359.0,321.9168,340,2.5,r,r,r,r,B-4,F#4,r,r,D4,C4,r,D3,r,r,r,r,r,r,r,B-5,B-4,D4,D4,D3
1360.0,322.1441,341,1.0,r,r,r,r,B4,G4,r,r,D4,B3,r,D3,r,r,r,r,r,r,r,B5,B4,D4,G3,G2
1361.0,322.4441,341,1.5,D6,G5,r,r,D5,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,D5,r,r
1362.0,322.7441,341,2.0,D6,G5,r,r,D5,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,D5,D4,r
1363.0,323.0441,341,2.5,D6,G5,r,r,D5,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,D5,r,r
1364.0,323.3441,342,1.0,D6,G5,r,r,D5,B4,D4,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,D5,G3,r
1365.0,323.6441,342,1.5,B5,G5,r,r,B4,G4,D4,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,B4,r,r
1366.0,323.9441,342,2.0,B5,G5,r,r,B4,G4,D4,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,B4,r,D3
1367.0,324.2441,342,2.5,B5,G5,r,r,B4,G4,D4,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,B4,r,r
1368.0,324.5441,343,1.0,B5,G5,r,r,B4,G4,D4,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,B4,r,G2
1369.0,324.8441,343,1.5,B5,B5,r,r,D5,B4,D4,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,B4,r,r
1370.0,325.1441,343,2.0,B5,B5,E-5,r,E-5,B4,E-4,G3,r,r,r,r,r,r,r,r,r,r,r,A5,A4,B4,G3,r
1371.0,325.4441,343,2.5,B5,B5,E-5,r,E-5,B4,E-4,G3,r,r,r,r,r,r,r,r,r,r,r,A5,A4,B4,r,r
1372.0,325.7441,344,1.0,C6,C6,E5,r,E5,C5,E4,G3,r,r,r,r,r,r,r,r,r,r,r,A5,A4,C5,G2,r
1373.0,326.0441,344,1.5,C6,C6,E5,r,C5,E4,E4,G3,r,r,r,r,r,r,r,r,r,r,r,G5,G4,C5,r,r
1374.0,326.3441,344,2.0,C6,C6,E-5,r,C5,E-4,E-4,G3,r,r,r,r,r,r,r,r,r,r,r,G5,G4,C5,G2,G2
1375.0,326.6441,344,2.5,C6,C6,E-5,r,C5,A4,E-4,G3,r,r,r,r,r,r,r,r,r,r,r,A5,A4,C5,r,r
1376.0,326.9441,345,1.0,B5,B5,D5,r,D5,B4,D4,G3,r,r,D3,G2,r,r,r,r,r,r,r,B5,B4,B4,G2,G1
1377.0,327.2441,345,1.5,B5,G5,r,r,B4,G4,D4,G3,r,r,D3,G2,r,r,r,r,r,r,r,B5,B4,B4,r,r
1378.0,327.5441,345,2.0,B5,G5,r,r,B4,G4,D4,G3,r,r,D3,G2,r,r,r,r,r,r,r,E6,E5,B4,r,r
1379.0,327.8441,345,2.5,B5,G5,r,r,B4,G4,D4,G3,r,r,D3,G2,r,r,r,r,r,r,r,r,r,G4,r,r
1380.0,328.1441,346,1.0,B5,G5,r,r,B4,G4,D4,G3,B4,D4,D3,G2,r,r,r,r,r,r,r,E6,E5,G4,G2,r
1381.0,328.4441,346,1.5,B5,G5,B5,G5,r,r,D4,G3,B4,D4,D3,G2,r,r,r,r,r,r,r,E6,E5,D4,D3,r
1382.0,328.7441,346,2.0,B5,G5,B5,G5,r,r,D4,G3,G4,B3,D3,G2,r,r,r,r,r,r,r,E6,E5,D4,B3,r
1383.0,329.0441,346,2.5,G6,B5,B5,G5,r,r,D4,G3,r,r,D3,G2,r,r,r,r,r,r,r,E6,E5,B4,D4,r
1384.0,329.3441,347,1.0,G6,B5,B5,G5,r,r,D4,G3,G4,B3,D3,G2,r,r,r,r,r,r,r,E6,E5,B4,B3,G2
1385.0,329.6441,347,1.5,G6,B5,B5,G5,G5,B4,r,r,G4,B3,r,r,r,r,r,r,r,r,r,E6,E5,G4,r,r
1385.3333,329.7441,347,1.6667,G6,B5,B5,G5,G5,B4,r,r,G4,B3,r,r,r,r,r,r,r,r,r,D6,D5,G4,r,r
1386.0,329.9441,347,2.0,G6,B5,B5,G5,G5,B4,r,r,G4,D4,r,r,r,r,r,r,r,r,r,D6,D5,G4,G3,G2
1386.6667,330.1441,347,2.3333,G6,B5,B5,G5,G5,B4,r,r,G4,D4,r,r,r,r,r,r,r,r,r,B5,B4,G4,G3,G2
1387.0,330.2441,347,2.5,D6,B5,B5,G5,D5,B4,D4,B3,G4,D4,r,r,r,r,r,r,r,r,r,B5,B4,G4,r,r
1388.0,330.5441,348,1.0,E-6,B5,B5,A5,E-5,B4,E-4,B3,F#4,E-4,r,r,r,r,r,r,r,r,r,A5,A4,A4,F#3,F#2
1389.0,330.8441,348,1.5,E-6,C6,C6,E-5,E-5,A4,E-4,A3,F#4,E-4,r,r,C5,r,r,r,r,r,r,A5,A4,C5,r,r
1390.0,331.1441,348,2.0,E-6,C6,C6,E-5,E-5,A4,E-4,A3,E-4,B3,B3,B2,C5,r,r,r,r,r,r,A5,A4,C5,B2,B1
1391.0,331.4441,348,2.5,E-6,B5,B5,E-5,A5,B4,E-4,F#3,E-4,B3,B3,B2,B4,r,r,r,r,r,r,B5,B4,B4,r,r
1392.0,331.7441,349,1.0,E6,B5,B5,E5,G5,B4,E4,G3,E4,B3,B3,B2,B4,r,r,r,r,r,r,G5,G4,B4,E3,E2
1393.0,332.0441,349,1.5,r,r,r,r,G5,E5,E4,G3,r,r,r,r,r,r,r,r,r,r,r,G5,G4,G4,r,r
1394.0,332.3441,349,2.0,r,r,r,r,G5,E5,E4,G3,r,r,r,r,r,r,r,r,r,r,r,B4,B3,G4,r,r
1395.0,332.6441,349,2.5,r,r,r,r,G5,E5,G4,B3,r,r,r,r,r,r,r,r,r,r,r,B4,B3,G4,E-3,E-2
1396.0,332.9441,350,1.0,r,r,r,r,G5,E5,G4,B3,r,r,r,r,r,r,r,r,r,r,r,B4,B3,G4,E3,E2
1397.0,333.2441,350,1.5,B5,G5,B4,r,B4,G4,G4,B3,r,r,r,r,r,r,r,r,r,r,r,F#5,F#4,G4,r,r
1398.0,333.5441,350,2.0,C6,A5,C5,r,C5,A4,A4,C4,A4,C4,r,E3,r,r,r,r,r,r,r,F#5,F#4,A4,E4,E3
1399.0,333.8441,350,2.5,E6,C6,E5,r,E5,E4,E4,A3,A4,C4,r,E3,r,r,r,r,r,r,r,E5,E4,A4,r,r
1400.0,334.1441,351,1.0,E6,G5,G5,r,B4,E4,E4,B3,G4,B3,r,E3,r,r,r,r,r,r,r,G5,G4,G4,E3,E2
1401.0,334.4441,351,1.5,r,r,r,r,G5,E5,B3,E3,G4,B3,r,E3,E5,G4,r,r,r,r,r,G5,G4,G4,r,r
1402.0,334.7441,351,2.0,r,r,r,r,G5,E5,B3,E3,r,r,r,r,E5,G4,r,r,r,r,r,B5,B4,G4,r,r
1403.0,335.0441,351,2.5,r,r,r,r,G5,B4,G4,B3,r,r,r,r,B4,G4,r,r,r,r,r,B5,B4,G4,E-3,E-2
1404.0,335.3441,352,1.0,r,r,r,r,G5,B4,G4,r,r,r,r,r,B4,G4,r,r,r,r,r,B5,B4,G4,E3,E2
1405.0,335.6441,352,1.5,B5,B5,B5,B4,r,r,r,r,r,B3,r,r,B4,F#4,r,r,r,r,r,F#5,F#4,B4,r,r
1406.0,335.9441,352,2.0,B5,B5,B5,B4,r,r,E4,D3,r,B3,r,D3,B4,F#4,r,r,r,r,r,F#5,F#4,B4,D4,D3
1407.0,336.2441,352,2.5,B5,B5,B5,B4,r,r,E4,D3,r,B3,r,D3,B4,G4,r,r,r,r,r,G5,G4,B4,r,r
1408.0,336.5441,353,1.0,B5,B5,B5,B4,r,r,E4,C#3,r,B3,r,C#3,B4,G4,r,r,r,r,r,B5,B4,G4,C#4,C#3
1409.0,336.8441,353,1.5,B5,B5,B5,B4,B4,G4,B3,C#3,G4,B3,r,C#3,B4,B3,r,r,r,r,r,F#6,F#5,G4,r,r
1410.0,337.1441,353,2.0,B5,B5,B5,B4,B4,G4,B3,C#3,G4,B3,r,C#3,B4,B3,r,r,r,r,r,F#6,F#5,G4,r,r
1411.0,337.4441,353,2.5,B5,B5,B5,B4,B4,G4,B3,C#3,B3,B3,r,C#3,F#5,F#4,r,r,r,r,r,F#6,F#5,G4,C#4,C#3
1412.0,337.7441,354,1.0,D6,D6,D6,D5,D5,G4,D4,B2,r,r,r,B2,F#5,F#4,r,r,r,r,r,F#6,F#5,D4,B3,B2
1413.0,338.0441,354,1.5,D6,D6,D6,D5,D5,G4,D4,B2,D4,G3,D4,B2,F#5,F#4,r,r,r,r,r,F#6,F#5,D5,r,r
1414.0,338.3441,354,2.0,D6,D6,D6,D5,D5,G4,D4,B2,D4,G3,D4,B2,G5,G4,r,r,r,r,r,G6,G5,D5,r,r
1415.0,338.6441,354,2.5,D6,D6,D6,D5,D5,G4,D4,B2,G4,G3,D4,B2,G5,G4,r,r,r,r,r,G6,G5,D5,B3,B2
1416.0,338.9441,355,1.0,F#6,F#6,C#6,C#5,F#5,G4,C#4,B-2,G4,C#4,B-3,B-2,r,r,r,r,r,r,r,F#6,F#5,G4,B-3,B-2
1417.0,339.2441,355,1.5,F#6,F#6,C#5,G4,F#5,G4,G3,B-2,G4,C#4,B-3,B-2,C#5,G4,r,r,r,r,r,F#6,F#5,G4,r,r
1418.0,339.5441,355,2.0,E6,E6,C#5,G4,E5,G4,G3,B-2,G4,C#4,B-3,B-2,C#5,G4,r,r,r,r,r,E6,E5,G4,B-2,B-1
1419.0,339.8441,355,2.5,E6,E6,C#5,G4,E5,C#5,G3,B-2,G4,C#4,B-3,B-2,E5,G4,r,r,r,r,r,E6,E5,G4,r,r
1420.0,340.1441,356,1.0,D6,D6,D5,F#4,D5,D5,F#3,B2,F#4,D4,B3,B2,D5,F#4,r,r,r,r,r,D6,D5,F#4,B2,B1
