id	performers	publisher	year	imslp_number	imslp_link	score_id
237	Royal Philharmonic Orchestra, Thomas Beecham	Capitol Records. SG 7223.	1959	723404	https://imslp.org/images/7/78/PMLP1600-02.01._Presto_-_Assai_Meno_Presto_-_Presto_-_Assai_Meno_Presto_-_Allegro_Con_Brio.mp3	62
238	Royal Philharmonic Orchestra, Thomas Beecham	Capitol Records. SG 7223.	1959	723405	https://imslp.org/images/7/77/PMLP1600-02.02._Allegro_Con_Brio.mp3	63
239	Columbia Symphony Orchestra, Bruno Walter	Columbia Masterworks. MS 6082.	1959	723413	https://imslp.org/images/e/ef/PMLP1600-01.01._I-_Poco.mp3	60
240	Columbia Symphony Orchestra, Bruno Walter	Columbia Masterworks. MS 6082.	1959	723385	https://imslp.org/images/b/b9/PMLP1600-01.02._II-_Allegretto.mp3	61
241	Columbia Symphony Orchestra, Bruno Walter	Columbia Masterworks. MS 6082.	1959	723386	https://imslp.org/images/1/17/PMLP1600-02.01._III-_Presto.mp3	62
242	Columbia Symphony Orchestra, Bruno Walter	Columbia Masterworks. MS 6082.	1959	723416	https://imslp.org/images/9/9e/PMLP1600-02.02._IV-_Allegro.mp3	63
243	Philharmonia Orchestra, Guido Cantelli	Regal. SREG 2011.	1958	723409	https://imslp.org/images/c/cf/PMLP1600-01.01._Symphony_No._7_In_A_Major_Op._92-_1st_Movement-_Poco_Sostenuto_-_Vivace.mp3	60
244	Philharmonia Orchestra, Guido Cantelli	Regal. SREG 2011.	1958	723410	https://imslp.org/images/2/26/PMLP1600-01.02._Symphony_No._7_In_A_Major_Op._92-_2nd_Movement-_Allegretto.mp3	61
245	Philharmonia Orchestra, Guido Cantelli	Regal. SREG 2011.	1958	723411	https://imslp.org/images/d/d9/PMLP1600-02.01._Symphony_No._7_In_A_Major_Op._92-_3rd_Movement-_Presto_-_Assai_Meno_Presto_-_Presto_-_Assai_Meno_Presto_-_Presto.mp3	62
246	Philharmonia Orchestra, Guido Cantelli	Regal. SREG 2011.	1958	723412	https://imslp.org/images/5/52/PMLP1600-02.02._Symphony_No._7_In_A_Major_Op._92-_4th_Movement-_Allegro_Con_Brio.mp3	63
247	Philharmonia Orchestra, Otto Klemperer	Angel Records. ANG 35330.	1957	723393	https://imslp.org/images/b/ba/PMLP1600-01.01._Symphony_No._7_In_A_Major%2C_Op._92-_First_Movement-_Poco_Sostenuto_-_Vivace.mp3	60
248	Philharmonia Orchestra, Otto Klemperer	Angel Records. ANG 35330.	1957	723394	https://imslp.org/images/b/b8/PMLP1600-01.02._Symphony_No._7_In_A_Major%2C_Op._92-_Second_Movement-_Allegretto.mp3	61
249	Philharmonia Orchestra, Otto Klemperer	Angel Records. ANG 35330.	1957	723399	https://imslp.org/images/1/13/PMLP1600-02.01._Symphony_No._7_In_A_Major%2C_Op._92-_Third_Movement-_Presto_-_Assai_Meno_Presto_-_Presto_-_Assai_Meno_Presto_-_Presto.mp3	62
250	Philharmonia Orchestra, Otto Klemperer	Angel Records. ANG 35330.	1957	723396	https://imslp.org/images/a/a0/PMLP1600-02.02._Symphony_No._7_In_A_Major%2C_Op._92-_Fourth_Movement-_Allegro_Con_Brio.mp3	63
251	New York Philharmonic, Arturo Toscanini	RCA Camden. CAL 352.	1957	728529	https://imslp.org/images/c/ca/PMLP1600-01.01._First_Movement-_Poco_Sostenuto-_Vivace.mp3	60
252	New York Philharmonic, Arturo Toscanini	RCA Camden. CAL 352.	1957	728537	https://imslp.org/images/0/08/PMLP1600-a.01.02._Second_Movement_Allegretto.mp3	61
253	New York Philharmonic, Arturo Toscanini	RCA Camden. CAL 352.	1957	728531	https://imslp.org/images/e/e1/PMLP1600-02.01._Third_Movement-_Presto_Meno_Assai%3B_Presto.mp3	62
254	New York Philharmonic, Arturo Toscanini	RCA Camden. CAL 352.	1957	728538	https://imslp.org/images/1/12/PMLP1600-a.02.02._Fourth_Movement_Allegro_Con_Brio.mp3	63
255	New York Philharmonic, Bruno Walter	Columbia Masterworks. ML 4414.	1951	723393	https://imslp.org/images/b/ba/PMLP1600-01.01._Symphony_No._7_In_A_Major%2C_Op._92-_First_Movement-_Poco_Sostenuto_-_Vivace.mp3	60
256	New York Philharmonic, Bruno Walter	Columbia Masterworks. ML 4414.	1951	723394	https://imslp.org/images/b/b8/PMLP1600-01.02._Symphony_No._7_In_A_Major%2C_Op._92-_Second_Movement-_Allegretto.mp3	61
257	New York Philharmonic, Bruno Walter	Columbia Masterworks. ML 4414.	1951	723395	https://imslp.org/images/4/4c/PMLP1600-02.01._Symphony_No._7_In_A_Major%2C_Op._92-_Third_Movement-_Presto_%28Scherzo%29.mp3	62
258	New York Philharmonic, Bruno Walter	Columbia Masterworks. ML 4414.	1951	723396	https://imslp.org/images/a/a0/PMLP1600-02.02._Symphony_No._7_In_A_Major%2C_Op._92-_Fourth_Movement-_Allegro_Con_Brio.mp3	63
259	Royal Concertgebouw Orchestra, Erich Kleiber	London Records. LLP 240.	1950	736450	https://imslp.org/images/0/0f/PMLP1600-01.01._Symphony_No.7_In_A_Major_Opus_92-_1st_Mov._Poco_Sostenuto-Vivace.mp3	60
260	Royal Concertgebouw Orchestra, Erich Kleiber	London Records. LLP 240.	1950	736451	https://imslp.org/images/b/b5/PMLP1600-01.02._Symphony_No.7_In_A_Major_Opus_92-_2nd_Mov._Allegretto.mp3	61
261	Royal Concertgebouw Orchestra, Erich Kleiber	London Records. LLP 240.	1950	736452	https://imslp.org/images/7/79/PMLP1600-02.01._Symphony_No.7_In_A_Major_Opus_92-_3rd_Mov._Presto.mp3	62
262	Royal Concertgebouw Orchestra, Erich Kleiber	London Records. LLP 240.	1950	736453	https://imslp.org/images/8/8c/PMLP1600-02.02._Symphony_No.7_In_A_Major_Opus_92-_4th_Mov._Allegro_Con_Brio.mp3	63
263	Philadelphia Orchestra, Eugene Ormandy	Columbia. MM 557.	1945	723376	https://imslp.org/images/c/ca/PMLP1600-01.I.PocoSostenutoVivace.mp3	60
264	Philadelphia Orchestra, Eugene Ormandy	Columbia. MM 557.	1945	723377	https://imslp.org/images/9/90/PMLP1600-02.Ii.Allegretto.mp3	61
265	Philadelphia Orchestra, Eugene Ormandy	Columbia. MM 557.	1945	723378	https://imslp.org/images/3/3b/PMLP1600-03.Iii.Presto.mp3	62
266	Philadelphia Orchestra, Eugene Ormandy	Columbia. MM 557.	1945	723379	https://imslp.org/images/7/7c/PMLP1600-04.Iv.AllegroConMoto.mp3	63
267	New York Philharmonic, Arturo Toscanini	RCA Victor Red Seal. LCT-1013.	1936	711680	https://imslp.org/images/6/60/PMLP1600-01.01._First_Movemt.mp3	60
268	New York Philharmonic, Arturo Toscanini	RCA Victor Red Seal. LCT-1013.	1936	711681	https://imslp.org/images/b/b7/PMLP1600-01.02._Second_Movement.mp3	61
269	New York Philharmonic, Arturo Toscanini	RCA Victor Red Seal. LCT-1013.	1936	711682	https://imslp.org/images/6/6c/PMLP1600-02.01._Third_Movement.mp3	62
270	New York Philharmonic, Arturo Toscanini	RCA Victor Red Seal. LCT-1013.	1936	711683	https://imslp.org/images/f/fc/PMLP1600-02.02._Fourth_Movement.mp3	63
271	London Symphony Orchestra, Josef Krips	Everest. SDBR 3089.	1962	736422	https://imslp.org/images/6/64/PMLP1605-02.01._Symphony_No._8_In_F_Major%2C_Op._93-_1st_Movement_-_Allegro_Vivace_E_Con_Brio.mp3	64
272	London Symphony Orchestra, Josef Krips	Everest. SDBR 3089.	1962	736423	https://imslp.org/images/b/b8/PMLP1605-02.02._Symphony_No._8_In_F_Major%2C_Op._93-_2nd_Movement_-_Allegreto_Scherzando.mp3	65
273	London Symphony Orchestra, Josef Krips	Everest. SDBR 3089.	1962	736424	https://imslp.org/images/4/48/PMLP1605-02.03._Symphony_No._8_In_F_Major%2C_Op._93-_3rd_Movement_-_Tempo_Di_Minuetto.mp3	66
274	London Symphony Orchestra, Josef Krips	Everest. SDBR 3089.	1962	736425	https://imslp.org/images/5/56/PMLP1605-02.04._Symphony_No._8_In_F_Major%2C_Op._93-_4th_Movement_-_Finale-_Allegro_Vivace.mp3	67
275	Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729180	https://imslp.org/images/7/7c/PMLP1605-11.01._Symphony_No._8_In_F_Major%2C_Op._93-_First_Movement_-_Allegro_Vivace_E_Con_Brio.mp3	64
276	Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729181	https://imslp.org/images/3/32/PMLP1605-11.02._Symphony_No._8_In_F_Major%2C_Op._93-_Second_Movement_-_Allegretto_Scherzando.mp3	65
277	Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729182	https://imslp.org/images/4/46/PMLP1605-11.03._Symphony_No._8_In_F_Major%2C_Op._93-_Third_Movement_-_Tempo_Di_Menuetto.mp3	66
278	Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729183	https://imslp.org/images/4/4e/PMLP1605-11.04._Symphony_No._8_In_F_Major%2C_Op._93-_Fourth_Movement_-_Allegro_Vivace.mp3	67
279	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. STS 15032.	1956	735785	https://imslp.org/images/6/6a/PMLP1605-02.01._Beethoven-_Symphony_No._8_In_F%2C_Op._93-_Allegro_vivace.mp3	64
280	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. STS 15032.	1956	735786	https://imslp.org/images/f/fb/PMLP1605-02.02._Beethoven-_Symphony_No._8_In_F%2C_Op._93-_Allegretto_scherzando.mp3	65
281	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. STS 15032.	1956	735787	https://imslp.org/images/2/28/PMLP1605-02.03._Beethoven-_Symphony_No._8_In_F%2C_Op._93-_Tempo_di_menuetto.mp3	66
282	Orchestre de la Suisse Romande, Ernest Ansermet	London Records. STS 15032.	1956	735788	https://imslp.org/images/7/7c/PMLP1605-02.04._Beethoven-_Symphony_No._8_In_F%2C_Op._93-_Allegro_vivace.mp3	67
283	Inge Borkh, Ruth Siewert, Richard Lewis, Ludwig Weber, Beecham Choral Society, Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729208	https://imslp.org/images/2/2d/PMLP1607-12.01._Symphony_No._9_In_D_Major%2C_Op._125_%28%22Choral%22%29-_First_Movement_-_Allegro_Ma_Non_Troppo%2C_Un_Poco_Maestoso.mp3	68
284	Inge Borkh, Ruth Siewert, Richard Lewis, Ludwig Weber, Beecham Choral Society, Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729209	https://imslp.org/images/b/be/PMLP1607-13.01._Symphony_No._9_In_D_Major%2C_Op._125_%28%22Choral%22%29-_Second_Movement_-_Molto_Vivace%3B_Presto.mp3	69
285	Inge Borkh, Ruth Siewert, Richard Lewis, Ludwig Weber, Beecham Choral Society, Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729210	https://imslp.org/images/a/ae/PMLP1607-13.02._Symphony_No._9_In_D_Major%2C_Op._125_%28%22Choral%22%29-_Third_Movement_-_Adagio_Molto_E_Cantabile%3B_Andante_Moderato%3B_Adagio.mp3	70
286	Inge Borkh, Ruth Siewert, Richard Lewis, Ludwig Weber, Beecham Choral Society, Royal Philharmonic Orchestra, René Leibowitz	Reader's Digest. RDA-6 (1-7).	1961	729211	https://imslp.org/images/4/44/PMLP1607-14.01._Symphony_No._9_In_D_Major%2C_Op._125_%28%22Choral%22%29-_Fourth_Movement_-_Presto%3B_Allegro_Ma_Non_Troppo%3B_Allegro_Assai%3B_Presto%3B_Allegro_Assai_Vivace%2C_Alla_Marcia%3B_Andante_Maestoso%3B_Allegro_Energico_Sempre_Ben_Marcato%3B_Allegro_Ma_Non....mp3	71
287	Otto Klemperer, Royal Concertgebouw Orchestra, Amsterdam Toonkunsktkoor, Gré Brouwenstijn, Annie Hermes, Ernst Haefliger, Hans Wilbrink	Amersterdam: AVRO.	1956	484062	https://imslp.org/images/2/2a/PMLP01607-beethoven-9-01-concertgebouw-klemperer-1956-16048.mp3	68
288	Otto Klemperer, Royal Concertgebouw Orchestra, Amsterdam Toonkunsktkoor, Gré Brouwenstijn, Annie Hermes, Ernst Haefliger, Hans Wilbrink	Amersterdam: AVRO.	1956	484063	https://imslp.org/images/1/1a/PMLP01607-beethoven-9-02-concertgebouw-klemperer-1956-16048.mp3	69
289	Otto Klemperer, Royal Concertgebouw Orchestra, Amsterdam Toonkunsktkoor, Gré Brouwenstijn, Annie Hermes, Ernst Haefliger, Hans Wilbrink	Amersterdam: AVRO.	1956	484064	https://imslp.org/images/a/a2/PMLP01607-beethoven-9-03-concertgebouw-klemperer-1956-16048.mp3	70
290	Otto Klemperer, Royal Concertgebouw Orchestra, Amsterdam Toonkunsktkoor, Gré Brouwenstijn, Annie Hermes, Ernst Haefliger, Hans Wilbrink	Amersterdam: AVRO.	1956	484065	https://imslp.org/images/1/14/PMLP01607-beethoven-9-04-concertgebouw-klemperer-1956-16048.mp3	71
291	Bayreuth Festival Orchestra, Bayreuth Festival Chorus, Wilhelm Furtwängler, Elisabeth Schwarzkopf, Elisabeth Höngen, Hans Hopf, Otto Edelmann	Seraphim. IB 6068.	1955	736777	https://imslp.org/images/9/9a/PMLP1607-01.01._1._Allegro_Ma_Non_Troppo%2C_Un_Poco_Maestoso.mp3	68
292	Bayreuth Festival Orchestra, Bayreuth Festival Chorus, Wilhelm Furtwängler, Elisabeth Schwarzkopf, Elisabeth Höngen, Hans Hopf, Otto Edelmann	Seraphim. IB 6068.	1955	736778	https://imslp.org/images/9/9d/PMLP1607-02.01._2._Molto_Vivace_%28Scherzo%29.mp3	69
293	Bayreuth Festival Orchestra, Bayreuth Festival Chorus, Wilhelm Furtwängler, Elisabeth Schwarzkopf, Elisabeth Höngen, Hans Hopf, Otto Edelmann	Seraphim. IB 6068.	1955	736779	https://imslp.org/images/e/e2/PMLP1607-03.01._3._Adagio_Molto_E_Cantabile_-Andante_Moderato.mp3	70
294	Bayreuth Festival Orchestra, Bayreuth Festival Chorus, Wilhelm Furtwängler, Elisabeth Schwarzkopf, Elisabeth Höngen, Hans Hopf, Otto Edelmann	Seraphim. IB 6068.	1955	736780	https://imslp.org/images/a/a6/PMLP1607-04.01._4._Presto-Allegro_Ma_Non_Troppo-_Allegro_Assai_-_Presto.mp3	71
295	Berliner Philharmoniker, Fritz Lehmann, Maria Stader, Otto Wiener, Chor der St. Hedwigs-Kathedrale, Berlin Motet Choir	Decca. DX 136.	1955	769749	https://imslp.org/images/8/8c/PMLP11297-01.01._I._Selig_sind%2C_die_da_Leid_tragen.mp3	72
296	Czech National Symphony Orchestra	Musopen.	2012	831993	https://imslp.org/images/1/15/PMLP1662-Symphony_No._1_in_C_Minor%2C_Op._68_-_I._Un_poco_sostenuto_-_Allegro.flac	73
297	Czech National Symphony Orchestra	Musopen.	2012	831992	https://imslp.org/images/e/e6/PMLP1662-Symphony_No._1_in_C_Minor%2C_Op._68_-_II._Andante_sostenuto.flac	74
298	Czech National Symphony Orchestra	Musopen.	2012	831991	https://imslp.org/images/d/d7/PMLP1662-Symphony_No._1_in_C_Minor%2C_Op._68_-_III._Un_poco_allegretto_e_grazioso.flac	75
299	Czech National Symphony Orchestra	Musopen.	2012	831994	https://imslp.org/images/c/ce/PMLP1662-Symphony_No._1_in_C_Minor%2C_Op._68_-_IV._Adagio_-_Pi%C3%B9_andante_-_Allegro_non_troppo%2C_ma_con_brio.flac	76
300	New York Philharmonic, Bruno Walter	Philips. A 01625 R.	1953	718689	https://imslp.org/images/4/4c/PMLP1662-01_Bruno_Walter_PhSONY_-_Brahms_symph_no_1_mov_1.mp3	73
301	New York Philharmonic, Bruno Walter	Philips. A 01625 R.	1953	718690	https://imslp.org/images/6/6f/PMLP1662-02_Bruno_Walter_PhSONY_-_Brahms_symph_no_1_mov_2.mp3	74
302	New York Philharmonic, Bruno Walter	Philips. A 01625 R.	1953	718691	https://imslp.org/images/5/52/PMLP1662-03_Bruno_Walter_PhSONY_-_Brahms_symph_no_1_mov_3.mp3	75
303	New York Philharmonic, Bruno Walter	Philips. A 01625 R.	1953	718692	https://imslp.org/images/c/c1/PMLP1662-04_Bruno_Walter_PhSONY_-_Brahms_symph_no_1_mov_4.mp3	76
304	Czech National Symphony Orchestra	Palo Alto: Musopen.	2012	246958	https://imslp.org/images/0/0f/PMLP01697-Symphon_No._2_in_D_Major%2C_Op._73_-_I._Allegro_non_troppo.mp3	77
305	Czech National Symphony Orchestra	Palo Alto: Musopen.	2012	246959	https://imslp.org/images/7/7d/PMLP01697-Symphon_No._2_in_D_Major%2C_Op._73_-_II._Adagio_non_toppo.mp3	78
306	Czech National Symphony Orchestra	Palo Alto: Musopen.	2012	246960	https://imslp.org/images/a/a7/PMLP01697-Symphon_No._2_in_D_Major%2C_Op._73_-_III._Allegretto_Grazioso_%28take_1%29.mp3	79
307	Czech National Symphony Orchestra	Palo Alto: Musopen.	2012	246961	https://imslp.org/images/b/b0/PMLP01697-Symphon_No._2_in_D_Major%2C_Op._73_-_IV._Allegro_Con_Spirito.mp3	80
308	Czech National Symphony Orchestra	Palo Alto: Musopen.	2012	246966	https://imslp.org/images/1/12/PMLP01617-Symphony_No._4_in_E_Minor%2C_Op._98_-_I._Allegro_Non_Troppo.mp3	85
309	Czech National Symphony Orchestra	Palo Alto: Musopen.	2012	246967	https://imslp.org/images/9/9f/PMLP01617-Symphony_No._4_in_E_Minor%2C_Op._98_-_II._Andante_Moderato.mp3	86
310	Czech National Symphony Orchestra	Palo Alto: Musopen.	2012	246968	https://imslp.org/images/9/9a/PMLP01617-Symphony_No._4_in_E_Minor%2C_Op._98_-_III._Allegro_Giocoso.mp3	87
311	Czech National Symphony Orchestra	Palo Alto: Musopen.	2012	246969	https://imslp.org/images/0/09/PMLP01617-Symphony_No._4_in_E_Minor%2C_Op._98_-_IV._Allegro_Energico_e_Passionato.mp3	88
