score_qstamp,qstamp,measure,beat,736441_tstamp,729167_tstamp,711707_tstamp,723421_tstamp,RNS_tstamp
980.125,980.125,255,2.0,466.2671,427.3671,455.1671,464.6471,583.7542
980.625,980.625,255,2.5,466.4171,427.5171,455.3571,464.7971,583.9171
980.875,980.875,255,2.75,466.4921,427.5921,455.4321,464.8721,583.9921
981.125,981.125,255,3.0,466.5671,427.6671,455.5142,464.9471,584.0671
981.625,981.625,255,3.5,466.8171,427.8171,455.6971,465.1771,584.2371
982.125,982.125,255,4.0,466.9671,427.9671,455.8471,465.3471,584.3871
982.625,982.625,255,4.5,467.1171,428.1171,455.9971,465.4971,584.5371
982.875,982.875,255,4.75,467.1921,428.1921,456.0721,465.5721,584.6121
983.125,983.125,256,1.0,467.2742,428.2671,456.1755,465.6742,584.7013
984.125,984.125,256,2.0,467.6471,428.6071,456.5671,466.0471,585.0871
984.375,984.375,256,2.25,467.7221,428.6821,456.6421,466.1221,585.1621
984.625,984.625,256,2.5,467.7971,428.7571,456.7171,466.1971,585.2371
984.875,984.875,256,2.75,467.8721,428.8321,456.7921,466.3121,585.3121
985.125,985.125,256,3.0,467.9471,428.9071,456.8813,466.4013,585.3871
985.375,985.375,256,3.25,468.0221,428.9821,457.0221,466.5021,585.4821
985.625,985.625,256,3.5,468.0971,429.0571,457.0971,466.6113,585.5571
985.875,985.875,256,3.75,468.1721,429.1321,457.1721,466.6921,585.6321
986.125,986.125,256,4.0,468.2884,429.2213,457.2471,466.7942,585.7071
986.375,986.375,256,4.25,468.4621,429.4021,457.3621,466.8821,585.8021
986.625,986.625,256,4.5,468.5542,429.4771,457.4371,466.9571,585.8771
986.875,986.875,256,4.75,468.6321,429.5521,457.5121,467.0442,585.9521
987.125,987.125,257,1.0,468.7284,429.6271,457.6142,467.1897,586.0413
987.625,987.625,257,1.5,468.9171,429.7771,457.8171,467.4571,586.2171
988.125,988.125,257,2.0,469.0671,429.9271,457.9671,467.6071,586.3671
988.375,988.375,257,2.25,469.1421,430.0021,458.0421,467.6821,586.4421
988.625,988.625,257,2.5,469.2371,430.0771,458.1171,467.7571,586.5171
988.875,988.875,257,2.75,469.3121,430.1521,458.1921,467.8321,586.5921
989.125,989.125,257,3.0,469.4271,430.2271,458.2671,467.9271,586.6671
989.375,989.375,257,3.25,469.5421,430.3021,458.3421,468.0021,586.7421
989.625,989.625,257,3.5,469.6371,430.3771,458.4513,468.1771,586.8171
989.875,989.875,257,3.75,469.7121,430.4521,458.5321,468.2521,586.9121
990.125,990.125,257,4.0,469.7871,430.5036,458.6071,468.3271,586.9871
990.375,990.375,257,4.25,469.8621,430.5621,458.6821,468.4021,587.0621
990.625,990.625,257,4.5,469.9371,430.6371,458.7571,468.4771,587.1371
990.875,990.875,257,4.75,470.0321,430.7121,458.8321,468.5521,587.2121
991.125,991.125,258,1.0,470.1271,430.7871,458.9355,468.6613,587.2942
991.375,991.375,258,1.25,470.2421,430.8621,459.1221,468.9021,587.3821
991.625,991.625,258,1.5,470.3171,430.9371,459.1971,468.9771,587.4571
991.875,991.875,258,1.75,470.3921,431.0121,459.2721,469.0521,587.5321
992.125,992.125,258,2.0,470.4671,431.0871,459.3671,469.1271,587.6071
992.375,992.375,258,2.25,470.5421,431.1621,459.4421,469.2021,587.6821
992.625,992.625,258,2.5,470.6171,431.2371,459.5171,469.2771,587.7571
992.875,992.875,258,2.75,470.6921,431.3121,459.5921,469.3521,587.8321
993.125,993.125,258,3.0,470.7671,431.3871,459.6671,469.4471,587.9071
993.375,993.375,258,3.25,470.8421,431.4621,459.7421,469.5221,587.9821
993.625,993.625,258,3.5,470.9171,431.5371,459.8684,469.5971,588.0571
993.875,993.875,258,3.75,470.9921,431.6121,459.9521,469.6721,588.1321
994.125,994.125,258,4.0,471.0742,431.6871,460.0271,469.7471,588.2071
994.375,994.375,258,4.25,471.1621,431.7621,460.1021,469.8421,588.3021
994.625,994.625,258,4.5,471.2371,431.8371,460.1771,469.9171,588.3771
994.875,994.875,258,4.75,471.3121,431.9121,460.2521,469.9921,588.4521
995.125,995.125,259,1.0,471.4071,431.9871,460.3271,470.0942,588.5613
995.375,995.375,259,1.25,471.5221,432.0821,460.4021,470.2021,588.6621
995.625,995.625,259,1.5,471.5971,432.1571,460.4771,470.3171,588.7371
995.875,995.875,259,1.75,471.6721,432.2321,460.5521,470.3921,588.8121
996.125,996.125,259,2.0,471.7471,432.3071,460.6871,470.4742,588.8871
996.375,996.375,259,2.25,471.8221,432.3821,460.7621,470.5621,588.9621
996.625,996.625,259,2.5,471.8971,432.4571,460.8371,470.6771,589.0371
996.875,996.875,259,2.75,471.9721,432.5321,460.9121,470.7521,589.1121
997.125,997.125,259,3.0,472.0813,432.6071,460.9871,470.8271,589.1871
997.375,997.375,259,3.25,472.1821,432.6821,461.0621,470.9021,589.2621
997.625,997.625,259,3.5,472.2571,432.7571,461.1371,471.0171,589.3371
997.875,997.875,259,3.75,472.3321,432.8321,461.2121,471.0921,589.4121
998.125,998.125,259,4.0,472.4142,432.9071,461.3213,471.1671,589.4871
998.375,998.375,259,4.25,472.5021,432.9821,461.4221,471.2821,589.5621
998.625,998.625,259,4.5,472.5771,433.0571,461.4971,471.3571,589.6371
998.875,998.875,259,4.75,472.6521,433.1321,461.5721,471.4321,589.7121
999.125,999.125,260,1.0,472.7271,433.2142,461.6471,471.5271,589.7871
999.375,999.375,260,1.25,472.8221,433.3021,461.8021,471.6042,589.8621
999.625,999.625,260,1.5,472.8971,433.3942,461.8971,471.7771,589.9542
999.875,999.875,260,1.75,473.0321,433.4921,461.9721,471.8921,590.0921
1000.125,1000.125,260,2.0,473.1071,433.5671,462.0471,471.9671,590.1671
1000.375,1000.375,260,2.25,473.1821,433.6421,462.1221,472.0421,590.2442
1000.625,1000.625,260,2.5,473.2571,433.7171,462.1971,472.1171,590.3371
1000.875,1000.875,260,2.75,473.3321,433.7921,462.2721,472.1921,590.4121
1001.125,1001.125,260,3.0,473.4284,433.8671,462.3542,472.2671,590.4871
1001.625,1001.625,260,3.5,473.6771,434.0171,462.5171,472.4171,590.6371
1002.125,1002.125,260,4.0,473.8271,434.1871,462.6671,472.6142,590.8271
1002.625,1002.625,260,4.5,473.9771,434.3371,462.8171,472.7771,590.9771
1003.125,1003.125,261,1.0,474.1271,434.4871,463.0471,472.9342,591.1671
1003.625,1003.625,261,1.5,474.3371,434.6371,463.3484,473.1571,591.3171
1004.125,1004.125,261,2.0,474.4871,434.7871,463.5671,473.3671,591.4671
1004.625,1004.625,261,2.5,474.6371,434.9371,463.7171,473.5171,591.6171
1005.125,1005.125,261,3.0,474.7871,435.0871,463.8871,473.6742,591.8013
1005.625,1005.625,261,3.5,474.9771,435.2371,464.0371,473.8571,592.0171
1006.125,1006.125,261,4.0,475.1271,435.3871,464.1871,474.0071,592.1671
1006.625,1006.625,261,4.5,475.2771,435.5371,464.3371,474.1571,592.3171
1006.875,1006.875,261,4.75,475.3521,435.6121,464.4121,474.2321,592.3921
1007.125,1007.125,262,1.0,475.4271,435.6871,464.4871,474.3071,592.4671
1007.625,1007.625,262,1.5,475.7342,435.8371,464.6371,474.5971,592.6171
1008.125,1008.125,262,2.0,475.8871,435.9871,464.7871,474.7613,592.7671
1008.625,1008.625,262,2.5,476.0771,436.1371,464.9371,474.9371,592.9171
1009.125,1009.125,262,3.0,476.2271,436.2871,465.0871,475.1271,593.0671
1009.625,1009.625,262,3.5,476.3771,436.4171,465.2371,475.2771,593.2171
1010.125,1010.125,262,4.0,476.5271,436.5671,465.3871,475.4271,593.3671
1010.625,1010.625,262,4.5,476.6771,436.7171,465.5371,475.5771,593.5171
1010.875,1010.875,262,4.75,476.7521,436.7921,465.6121,475.6521,593.5921
1011.125,1011.125,263,1.0,476.8413,436.8671,465.7013,475.7484,593.6671
1011.625,1011.625,263,1.5,477.0971,437.0771,465.9171,475.9571,593.8571
1012.125,1012.125,263,2.0,477.2471,437.2271,466.0871,476.1071,594.0471
1012.625,1012.625,263,2.5,477.3971,437.3771,466.2371,476.2571,594.1971
1013.125,1013.125,263,3.0,477.5471,437.5071,466.3871,476.4071,594.3471
1013.625,1013.625,263,3.5,477.6971,437.6571,466.5771,476.6371,594.4971
1014.125,1014.125,263,4.0,477.9142,437.8071,466.7471,476.8213,594.6671
1014.625,1014.625,263,4.5,478.0771,437.9571,466.9313,476.9971,594.8171
1015.125,1015.125,264,1.0,478.2271,438.1071,467.0942,477.1471,595.0271
1015.625,1015.625,264,1.5,478.4142,438.2971,467.2971,477.2971,595.1771
1016.625,1016.625,264,2.5,478.8771,438.6371,467.5971,477.5971,595.4771
1017.125,1017.125,264,3.0,479.0271,438.7871,467.8071,477.7471,595.6271
1017.625,1017.625,264,3.5,479.1971,438.9371,467.9571,477.8971,595.7771
1018.125,1018.125,264,4.0,479.3942,439.0871,468.1742,478.2342,595.9542
1018.625,1018.625,264,4.5,479.5571,439.2371,468.3371,478.3971,596.1371
1019.125,1019.125,265,1.0,479.7613,439.3942,468.4942,478.5742,596.2871
1019.625,1019.625,265,1.5,480.0371,439.5571,468.8171,478.7971,596.6971
1020.625,1020.625,265,2.5,480.3371,439.8571,469.1171,479.0971,596.9971
1021.125,1021.125,265,3.0,480.4871,440.0071,469.2671,479.2471,597.1471
1021.625,1021.625,265,3.5,480.6371,440.1771,469.4171,479.3971,597.2971
1022.125,1022.125,265,4.0,480.8084,440.3342,469.6084,479.5684,597.4471
1022.625,1022.625,265,4.5,481.1626,440.4971,469.7971,479.7771,597.6171
1023.125,1023.125,266,1.0,481.3271,440.6471,469.9471,479.9271,597.7671
1023.625,1023.625,266,1.5,481.6142,440.8171,470.0971,480.1971,597.9171
1024.625,1024.625,266,2.5,481.9171,441.1371,470.4171,480.5171,598.2171
1025.125,1025.125,266,3.0,482.0671,441.2871,470.5671,480.6671,598.3071
1025.625,1025.625,266,3.5,482.2571,441.4371,470.7771,480.8171,598.4371
1026.125,1026.125,266,4.0,482.4271,441.5871,471.0071,480.9742,598.5871
1026.625,1026.625,266,4.5,482.5771,441.7371,471.1771,481.1771,598.7742
1027.125,1027.125,267,1.0,482.7271,441.8871,471.3271,481.3271,598.9471
1027.625,1027.625,267,1.5,483.0771,442.0571,471.4771,481.4771,599.0971
1028.625,1028.625,267,2.5,483.3771,442.3571,471.7771,481.7771,599.3971
1029.125,1029.125,267,3.0,483.5342,442.5071,471.9271,481.9271,599.5471
1029.625,1029.625,267,3.5,483.6971,442.6571,472.2255,482.1942,599.6971
1030.125,1030.125,267,4.0,483.9071,442.8071,472.4071,482.4271,599.8671
1030.625,1030.625,267,4.5,484.0571,442.9571,472.5571,482.5771,600.0171
1031.125,1031.125,268,1.0,484.2271,443.1071,472.7071,482.7271,600.1671
1031.625,1031.625,268,1.5,484.4371,443.2771,472.8771,482.8971,600.3771
1032.125,1032.125,268,2.0,484.6071,443.4271,473.0271,483.0671,600.5271
1032.625,1032.625,268,2.5,484.7771,443.5771,473.2171,483.2171,600.6771
1033.125,1033.125,268,3.0,484.9342,443.7271,473.3955,483.3871,600.8271
1033.625,1033.625,268,3.5,485.1771,443.8771,473.6371,483.5771,600.9771
1034.125,1034.125,268,4.0,485.3471,444.0271,473.7871,483.7471,601.1471
1034.625,1034.625,268,4.5,485.4971,444.1771,473.9371,483.8971,601.3171
1035.125,1035.125,269,1.0,485.6542,444.3413,474.0871,484.0471,601.4671
1035.625,1035.625,269,1.5,485.8371,444.5171,474.2371,484.2371,601.6371
1036.125,1036.125,269,2.0,486.0671,444.6671,474.4471,484.4342,601.7871
1036.625,1036.625,269,2.5,486.2171,444.8171,474.5971,484.6171,601.9371
1037.125,1037.125,269,3.0,486.3871,444.9671,474.7471,484.7671,602.0871
1037.625,1037.625,269,3.5,486.5371,445.1371,475.0171,484.9571,602.2971
1038.125,1038.125,269,4.0,486.7471,445.2871,475.1671,485.1271,602.4471
1038.625,1038.625,269,4.5,486.8971,445.4371,475.3171,485.2771,602.5971
1039.125,1039.125,270,1.0,487.0471,445.5871,475.4471,485.4413,602.7671
1039.625,1039.625,270,1.5,487.2571,445.7371,475.6771,485.6771,602.9571
1040.125,1040.125,270,2.0,487.4471,445.8871,475.8271,485.8271,603.1071
1040.625,1040.625,270,2.5,487.6171,446.0371,475.9771,485.9771,603.2571
1041.125,1041.125,270,3.0,487.7671,446.1271,476.1342,486.1071,603.4071
1041.625,1041.625,270,3.5,487.9771,446.3171,476.3571,486.3371,603.5571
1042.125,1042.125,270,4.0,488.1271,446.4671,476.5271,486.4871,603.7271
1042.625,1042.625,270,4.5,488.2971,446.6171,476.6771,486.6371,603.8771
1043.125,1043.125,271,1.0,488.4671,446.7671,476.8271,486.8142,604.0742
1043.625,1043.625,271,1.5,488.6771,446.9171,476.9771,487.0571,604.2371
1044.125,1044.125,271,2.0,488.8271,447.0671,477.1871,487.2071,604.3871
1044.625,1044.625,271,2.5,488.9771,447.2171,477.3371,487.3571,604.5371
1045.125,1045.125,271,3.0,489.1271,447.3671,477.5084,487.5271,604.7013
1045.625,1045.625,271,3.5,489.3771,447.5171,477.7171,487.7371,604.8971
1046.125,1046.125,271,4.0,489.5471,447.6671,477.8671,487.8871,605.0471
1046.625,1046.625,271,4.5,489.6971,447.8171,478.0171,488.0371,605.1971
1047.125,1047.125,272,1.0,489.8742,447.9671,478.1871,488.2013,605.3471
1048.875,1048.875,272,2.75,490.5921,448.4921,478.8921,488.8242,605.9521
1049.125,1049.125,272,3.0,490.7155,448.6484,478.9671,489.0471,606.1471
1051.125,1051.125,273,1.0,491.3813,449.2871,479.5671,489.6613,606.7471
1052.875,1052.875,273,2.75,491.9721,449.7721,480.4721,490.2721,607.3321
1053.125,1053.125,273,3.0,492.1471,449.8471,480.5471,490.3542,607.4284
1055.125,1055.125,274,1.0,492.8271,450.4471,481.1471,490.9671,608.0671
1056.125,1056.125,274,2.0,493.1871,450.7471,481.6142,491.2671,608.4342
1057.125,1057.125,274,3.0,493.5555,451.0671,481.9271,491.7226,608.7471
1058.125,1058.125,274,4.0,493.9071,451.3671,482.3471,492.0871,609.0542
1059.125,1059.125,275,1.0,494.2071,451.6813,482.6271,492.4084,609.4271
1060.125,1060.125,275,2.0,494.5871,452.0071,483.0271,492.7871,609.7471
1061.125,1061.125,275,3.0,494.9142,452.3071,483.3271,493.0871,610.0671
1062.125,1062.125,275,4.0,495.2742,452.6271,483.7871,493.4871,610.4271
1063.125,1063.125,276,1.0,495.5871,452.9271,484.0871,493.8013,610.7626
1064.875,1064.875,276,2.75,496.4121,453.5521,484.9363,494.4921,611.3721
1065.125,1065.125,276,3.0,496.5671,453.6342,485.1271,494.6271,611.5026
1067.125,1067.125,277,1.0,497.1671,454.2471,485.7271,495.3013,612.2071
1068.875,1068.875,277,2.75,497.8921,454.8121,486.4642,495.8721,612.9121
1069.125,1069.125,277,3.0,498.2155,455.1813,486.8297,496.2478,613.5871
1074.125,1074.125,278,4.0,499.7071,456.5271,488.3071,498.3871,614.6671
1074.375,1074.375,278,4.25,499.7842,456.5821,488.4042,498.4621,614.7044
1074.625,1074.625,278,4.5,499.8942,456.6571,488.5142,498.5371,614.7194
1074.875,1074.875,278,4.75,499.9721,456.7121,488.5921,498.5687,614.7921
1075.125,1075.125,279,1.0,500.0471,456.7871,488.6671,498.5836,614.8671
1078.125,1078.125,279,4.0,501.1342,457.6871,489.7471,499.3071,615.8271
1078.375,1078.375,279,4.25,501.2221,457.7621,489.8221,499.3821,615.9042
1078.625,1078.625,279,4.5,501.2971,457.8371,489.8971,499.4571,616.0484
1078.875,1078.875,279,4.75,501.3721,457.9121,490.0042,499.5442,616.1321
1079.125,1079.125,280,1.0,501.4471,457.9871,490.0871,499.6271,616.2071
1082.125,1082.125,280,4.0,502.5671,458.8871,491.0671,500.5671,617.1071
1082.375,1082.375,280,4.25,502.6421,458.9621,491.1547,500.7221,617.1821
1082.625,1082.625,280,4.5,502.6971,459.0371,491.3371,500.7971,617.2571
1082.875,1082.875,280,4.75,502.7721,459.1321,491.4121,500.9121,617.3321
1083.125,1083.125,281,1.0,502.8471,459.2071,491.5013,500.9871,617.4071
1084.125,1084.125,281,2.0,503.1471,459.4871,491.8271,501.2871,617.6671
1084.375,1084.375,281,2.25,503.2263,459.5621,491.9621,501.3621,617.7421
1084.625,1084.625,281,2.5,503.3371,459.6371,492.0371,501.5371,617.9197
1084.875,1084.875,281,2.75,503.4121,459.7121,492.1242,501.6121,618.0121
1085.125,1085.125,281,3.0,503.4871,459.7871,492.2071,501.6871,618.0871
1086.125,1086.125,281,4.0,503.7871,460.0871,492.5071,501.9871,618.3871
1086.375,1086.375,281,4.25,503.8842,460.1621,492.5842,502.0621,618.4663
1086.625,1086.625,281,4.5,503.9771,460.2371,492.7171,502.1371,618.6113
1086.875,1086.875,281,4.75,504.0721,460.3121,492.8121,502.2121,618.6921
1087.125,1087.125,282,1.0,504.1471,460.3871,492.8871,502.2871,618.7671
1088.125,1088.125,282,2.0,504.4471,460.6871,493.2213,502.6271,619.0671
1088.375,1088.375,282,2.25,504.5442,460.7621,493.3221,502.7421,619.1421
1088.625,1088.625,282,2.5,504.6371,460.8371,493.3971,502.8171,619.2171
1088.875,1088.875,282,2.75,504.7321,460.9121,493.4721,502.8921,619.3321
1089.125,1089.125,282,3.0,504.8071,460.9871,493.5471,502.9671,619.4071
1090.125,1090.125,282,4.0,505.1471,461.2671,493.8471,503.2871,619.7071
1090.375,1090.375,282,4.25,505.2221,461.3221,493.9221,503.3621,619.7821
1090.625,1090.625,282,4.5,505.3171,461.3971,494.0571,503.4771,619.9171
1090.875,1090.875,282,4.75,505.3921,461.4721,494.1321,503.5521,619.9921
1091.125,1091.125,283,1.0,505.4671,461.5471,494.2213,503.6271,620.0671
1092.125,1092.125,283,2.0,505.8213,461.8471,494.5942,503.9671,620.3671
1092.375,1092.375,283,2.25,505.9421,461.9242,494.7021,504.0442,620.4421
1092.625,1092.625,283,2.5,506.0171,462.0171,494.7771,504.1371,620.5171
1092.875,1092.875,283,2.75,506.0921,462.0921,494.8521,504.2121,620.5921
1093.125,1093.125,283,3.0,506.1671,462.1671,494.9342,504.2871,620.6813
1094.125,1094.125,283,4.0,506.4742,462.4671,495.2742,504.6271,621.0071
1094.375,1094.375,283,4.25,506.5842,462.5421,495.3663,504.7105,621.0821
1094.625,1094.625,283,4.5,506.6942,462.6171,495.4771,504.8571,621.1571
1094.875,1094.875,283,4.75,506.7721,462.6921,495.5521,504.9321,621.2921
1095.125,1095.125,284,1.0,506.8813,462.8026,495.6413,505.0213,621.3671
1099.125,1099.125,285,1.0,508.3542,464.0671,497.0671,506.3871,622.7071
1103.125,1103.125,286,1.0,509.8471,465.2671,498.5671,507.8071,623.9671
1103.375,1103.375,286,1.25,510.0221,465.3421,498.8421,507.9021,624.2021
1103.625,1103.625,286,1.5,510.0971,465.4171,498.9171,507.9771,624.2771
1103.875,1103.875,286,1.75,510.1721,465.4921,498.9921,508.0521,624.3521
1104.125,1104.125,286,2.0,510.2542,465.5671,499.0671,508.1271,624.4271
1104.375,1104.375,286,2.25,510.3421,465.6421,499.1421,508.2021,624.5021
1104.625,1104.625,286,2.5,510.4171,465.7171,499.2171,508.2771,624.5771
1104.875,1104.875,286,2.75,510.5521,465.7921,499.2921,508.3521,624.6521
1105.125,1105.125,286,3.0,510.6271,465.8671,499.3671,508.4271,624.7271
1105.375,1105.375,286,3.25,510.7021,465.9421,499.4421,508.5021,624.791
1105.625,1105.625,286,3.5,510.7771,466.0171,499.5171,508.5771,624.8571
1105.875,1105.875,286,3.75,510.8921,466.0921,499.5921,508.7321,624.9321
1106.125,1106.125,286,4.0,510.9671,466.1671,499.6671,508.8213,625.0071
1106.625,1106.625,286,4.5,511.1171,466.3171,499.8171,509.0771,625.1571
1107.125,1107.125,287,1.0,511.2871,466.4671,500.0084,509.2342,625.3071
1107.625,1107.625,287,1.5,511.5142,466.6771,500.3571,509.5371,625.5771
1108.125,1108.125,287,2.0,511.6955,466.8271,500.5071,509.6871,625.7271
1108.625,1108.625,287,2.5,511.9171,466.9771,500.6771,509.8371,625.8771
1108.875,1108.875,287,2.75,511.9921,467.0521,500.7521,509.9121,625.9521
1109.125,1109.125,287,3.0,512.0671,467.1271,500.8271,509.9871,626.0484
1109.625,1109.625,287,3.5,512.2171,467.2771,500.9771,510.1371,626.2371
1110.125,1110.125,287,4.0,512.4213,467.4271,501.1271,510.3084,626.3871
1110.625,1110.625,287,4.5,512.5971,467.5771,501.2771,510.4971,626.5371
1111.125,1111.125,288,1.0,512.7471,467.7342,501.4271,510.6471,626.6871
1111.375,1111.375,288,1.25,513.0021,467.8221,501.5021,510.7863,626.8621
1111.625,1111.625,288,1.5,513.0771,467.8971,501.5771,510.9342,626.9371
1111.875,1111.875,288,1.75,513.1521,467.9721,501.6521,511.0121,627.0121
1112.125,1112.125,288,2.0,513.2271,468.0471,501.7271,511.0871,627.0871
1113.125,1113.125,288,3.0,513.5271,468.3471,502.0697,511.3942,627.3871
1114.125,1114.125,288,4.0,513.8271,468.6271,502.4671,511.7071,627.6871
1114.375,1114.375,288,4.25,513.9021,468.7021,502.5421,511.7821,627.7621
1114.625,1114.625,288,4.5,513.9771,468.7771,502.6171,511.8771,627.8371
1114.875,1114.875,288,4.75,514.0521,468.8521,502.7121,511.9521,627.9121
1115.125,1115.125,289,1.0,514.1271,468.9271,502.7871,512.0271,627.9871
1116.125,1116.125,289,2.0,514.5471,469.2071,503.0871,512.3271,628.2871
1116.375,1116.375,289,2.25,514.6221,469.2821,503.2421,512.4821,628.3621
1116.625,1116.625,289,2.5,514.6971,469.3571,503.3171,512.5571,628.4371
1116.875,1116.875,289,2.75,514.7721,469.4321,503.3921,512.6321,628.5121
1117.125,1117.125,289,3.0,514.8471,469.5071,503.4671,512.7071,628.6271
1118.125,1118.125,289,4.0,515.1671,469.8071,503.7871,513.0471,628.9271
1118.375,1118.375,289,4.25,515.2442,469.8821,503.8684,513.1442,629.0021
1118.625,1118.625,289,4.5,515.3371,469.9571,503.9971,513.2371,629.0771
1118.875,1118.875,289,4.75,515.4563,470.0321,504.0721,513.3121,629.1521
1119.125,1119.125,290,1.0,515.5471,470.1071,504.1471,513.4071,629.2871
1119.375,1119.375,290,1.25,515.8021,470.1821,504.3621,513.6221,629.3621
1119.625,1119.625,290,1.5,515.8771,470.2571,504.4371,513.7371,629.4971
1119.875,1119.875,290,1.75,515.9521,470.3321,504.5121,513.8121,629.5721
1120.125,1120.125,290,2.0,516.0271,470.4071,504.5871,513.8871,629.6471
1121.125,1121.125,290,3.0,516.3271,470.7071,504.9071,514.1871,629.9471
1122.125,1122.125,290,4.0,516.6271,471.0071,505.2071,514.4942,630.2471
1123.125,1123.125,291,1.0,516.9871,471.3071,505.5871,514.8471,630.5471
1124.125,1124.125,291,2.0,517.3071,471.6271,505.8871,515.1542,630.9071
1125.125,1125.125,291,3.0,517.6471,471.9271,506.2271,515.5671,631.2471
1126.125,1126.125,291,4.0,518.0071,472.2413,506.5871,515.8671,631.5471
1127.125,1127.125,292,1.0,518.4071,472.6071,506.9671,516.2071,631.9071
1127.375,1127.375,292,1.25,518.6642,472.6821,507.0421,516.3642,632.1021
1127.625,1127.625,292,1.5,518.7571,472.7571,507.1171,516.4771,632.1771
1127.875,1127.875,292,1.75,518.8521,472.8321,507.1921,516.5642,632.2521
1128.125,1128.125,292,2.0,518.9271,472.9071,507.2942,516.6742,632.3271
1130.125,1130.125,292,4.0,519.5271,473.4271,508.0271,517.2871,632.8918
1130.375,1130.375,292,4.25,519.6021,473.5021,508.1021,517.3621,632.9421
1130.625,1130.625,292,4.5,519.6771,473.5771,508.1771,517.4371,633.0171
1130.875,1130.875,292,4.75,519.7642,473.6321,508.2521,517.5121,633.0921
1131.125,1131.125,293,1.0,519.8471,473.7071,508.3271,517.5871,633.1671
1132.125,1132.125,293,2.0,520.2071,474.0071,508.6871,517.9071,633.4671
1132.375,1132.375,293,2.25,520.2821,474.0821,508.7621,518.0021,633.5421
1132.625,1132.625,293,2.5,520.3571,474.1571,508.8571,518.0771,633.6171
1132.875,1132.875,293,2.75,520.4321,474.2321,508.9321,518.1521,633.6921
1133.125,1133.125,293,3.0,520.5071,474.3071,509.0213,518.2271,633.7671
1134.125,1134.125,293,4.0,520.8471,474.5871,509.3471,518.5871,634.0671
1134.375,1134.375,293,4.25,520.9821,474.6621,509.4421,518.6621,634.1621
1134.625,1134.625,293,4.5,521.0571,474.7371,509.5171,518.7771,634.2371
1134.875,1134.875,293,4.75,521.1721,474.8321,509.5921,518.8521,634.3121
1135.125,1135.125,294,1.0,521.2471,474.9071,509.6871,518.9955,634.4071
1135.375,1135.375,294,1.25,521.4084,474.9821,509.8221,519.1221,634.4884
1135.625,1135.625,294,1.5,521.5571,475.0571,509.8971,519.2171,634.6171
1135.875,1135.875,294,1.75,521.6321,475.1321,509.9721,519.2921,634.6921
1136.125,1136.125,294,2.0,521.7071,475.2071,510.0471,519.3671,634.7671
1137.125,1137.125,294,3.0,522.0071,475.5071,510.4071,519.6671,635.0671
1138.125,1138.125,294,4.0,522.3142,475.8071,510.7071,519.9671,635.3671
1139.125,1139.125,295,1.0,522.6471,476.1071,511.0671,520.3471,635.7271
1140.125,1140.125,295,2.0,522.9871,476.4071,511.3271,520.6671,636.0471
1141.125,1141.125,295,3.0,523.3471,476.7471,511.7471,520.9871,636.3471
1142.125,1142.125,295,4.0,523.6671,477.0871,512.1871,521.3871,636.6871
1143.125,1143.125,296,1.0,524.0071,477.3871,512.4871,521.7071,637.0071
1144.125,1144.125,296,2.0,524.4671,477.6671,512.8471,522.1071,637.3284
1145.125,1145.125,296,3.0,524.7671,477.9671,513.2071,522.4071,637.6671
1146.125,1146.125,296,4.0,525.0671,478.2671,513.5071,522.7542,637.9671
1147.125,1147.125,297,1.0,525.4671,478.6271,513.8671,523.2871,638.4271
1148.125,1148.125,297,2.0,525.8271,478.9271,514.2142,523.5871,638.7271
1149.125,1149.125,297,3.0,526.1471,479.2271,514.5671,523.8871,639.0271
1150.125,1150.125,297,4.0,526.4755,479.4884,514.8671,524.1942,639.3484
1151.125,1151.125,298,1.0,526.8871,479.8471,515.3084,524.5671,639.7071
1152.125,1152.125,298,2.0,527.2413,480.1071,515.6471,524.9471,640.0071
1153.125,1153.125,298,3.0,527.5671,480.4071,515.9471,525.2471,640.3071
1154.125,1154.125,298,4.0,527.8671,480.6755,516.2471,525.5542,640.6071
1155.125,1155.125,299,1.0,528.1871,481.0671,516.6871,525.9671,641.0471
1156.125,1156.125,299,2.0,528.5871,481.3671,517.0071,526.3284,641.3471
1157.125,1157.125,299,3.0,528.8871,481.5871,517.3271,526.6671,641.6471
1158.125,1158.125,299,4.0,529.1942,481.8871,517.6342,526.9742,641.9826
1159.125,1159.125,300,1.0,529.5671,482.1871,517.9871,527.3471,642.3436
1160.125,1160.125,300,2.0,529.8955,482.4471,518.2871,527.6471,642.5671
1161.125,1161.125,300,3.0,530.2471,482.7471,518.6871,527.9471,642.9871
1162.125,1162.125,300,4.0,530.5742,483.0471,518.9871,528.2471,643.2942
1163.125,1163.125,301,1.0,530.9471,483.3271,519.3471,528.7071,643.6071
1164.125,1164.125,301,2.0,531.2684,483.6271,519.6471,529.0271,643.9213
1165.125,1165.125,301,3.0,531.6071,483.9671,520.0071,529.3871,644.3071
1166.125,1166.125,301,4.0,531.9471,484.2671,520.3071,529.6871,644.6071
1167.125,1167.125,302,1.0,532.2871,484.5871,520.6871,530.0871,644.9271
1167.375,1167.375,302,1.25,532.3621,484.6621,520.7621,530.3021,645.0021
1167.625,1167.625,302,1.5,532.4371,484.7371,520.8371,530.3771,645.0771
1167.875,1167.875,302,1.75,532.5121,484.8121,520.9121,530.4521,645.1521
