qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,Eb Horn 3,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1751.0,1758.0,U(Flute 2)&U(Oboe 2)&U(Bb Clarinet 2)&U(Eb Horn 1)&P8(Eb Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Contrabass),U(Flute 1)&U(Oboe 2)&U(Bb Clarinet 2)&U(Eb Horn 1)&P8(Eb Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Contrabass),Main Part,U(Flute 1)&U(Flute 2)&U(Bb Clarinet 2)&U(Eb Horn 1)&P8(Eb Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Contrabass),,U(Flute 1)&U(Flute 2)&U(Oboe 2)&U(Eb Horn 1)&P8(Eb Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Contrabass),,,U(Flute 1)&U(Flute 2)&U(Oboe 2)&U(Bb Clarinet 2)&P8(Eb Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Eb Horn 1)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Contrabass),,P4(Flute 1)&P4(Flute 2)&P4(Oboe 2)&P4(Bb Clarinet 2)&P4(Eb Horn 1)&P4(Eb Horn 2)&U(Bb Trumpet 2)&P4(Contrabass),P4(Flute 1)&P4(Flute 2)&P4(Oboe 2)&P4(Bb Clarinet 2)&P4(Eb Horn 1)&P4(Eb Horn 2)&U(Bb Trumpet 1)&P4(Contrabass),,,,,,P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)
1758.0,1764.0,,,P2(Bb Clarinet 1)&P3(Bassoon 1)&P4(Bassoon 2),,P2(Oboe 1)&P4(Bassoon 1)&P3(Bassoon 2),,P3(Oboe 1)&P4(Bb Clarinet 1)&P6(Bassoon 2),P4(Oboe 1)&P3(Bb Clarinet 1)&P6(Bassoon 1),,,,,,,Main Part,P5(Viola),P5(Violin 2),,
1764.0,1770.0,,,Main Part,,,,P6(Bassoon 2),P6(Bassoon 1),,,,,,,P3(Violin 2)&P2(Viola)&P4(Violoncello),P3(Violin 1)&P4(Viola)&P6(Violoncello),P2(Violin 1)&P4(Violin 2)&P3(Violoncello),P4(Violin 1)&P6(Violin 2)&P3(Viola),
1770.0,1776.0,P5(Oboe 1)&P3(Bb Clarinet 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P3(Eb Horn 1)&P3(Eb Horn 2),,P5(Flute 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Eb Horn 1)&P3(Eb Horn 2),,P3(Flute 1)&P3(Oboe 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2),P5(Flute 1)&P8(Oboe 1)&P3(Bb Clarinet 1)&P8(Bassoon 1)&P3(Eb Horn 1)&P3(Eb Horn 2),P5(Flute 1)&P8(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Eb Horn 1)&P3(Eb Horn 2),,P3(Flute 1)&P3(Oboe 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&U(Eb Horn 2),P3(Flute 1)&P3(Oboe 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&U(Eb Horn 1),,,,,Main Part,P3(Main),P3(Violoncello),P3(Viola),
1776.0,1782.0,Main Part,,P3(Eb Horn 1)&P3(Eb Horn 2),,P3(Bb Clarinet 2),P3(Bb Clarinet 1),P5(Main),,P3(Oboe 1)&U(Eb Horn 2),P3(Oboe 1)&U(Eb Horn 1),,,,,P3(Violin 2)&P2(Viola)&P4(Violoncello),P3(Violin 1)&P4(Viola)&P6(Violoncello),P2(Violin 1)&P4(Violin 2)&P3(Violoncello),P4(Violin 1)&P6(Violin 2)&P3(Viola),
1782.0,1788.0,P5(Oboe 1)&P3(Bb Clarinet 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P3(Eb Horn 1)&P3(Eb Horn 2),,P5(Flute 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Eb Horn 1)&P3(Eb Horn 2),,P3(Flute 1)&P3(Oboe 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2),P5(Flute 1)&P8(Oboe 1)&P3(Bb Clarinet 1)&P8(Bassoon 1)&P3(Eb Horn 1)&P3(Eb Horn 2),P5(Flute 1)&P8(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Eb Horn 1)&P3(Eb Horn 2),,P3(Flute 1)&P3(Oboe 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&U(Eb Horn 2),P3(Flute 1)&P3(Oboe 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&U(Eb Horn 1),,,,,Main Part,P3(Main),P3(Violoncello),P3(Viola),
1788.0,1800.0,Main Part,,P8(Bb Clarinet 2)&P3(Eb Horn 1)&P3(Eb Horn 2),P5(Violoncello)&P5(Contrabass),,P8(Oboe 1)&P3(Eb Horn 1)&P3(Eb Horn 2),,,P3(Oboe 1)&P3(Bb Clarinet 2)&P8(Eb Horn 2),P3(Oboe 1)&P3(Bb Clarinet 2)&P8(Eb Horn 1),,,,,,,,P5(Oboe 2)&P8(Contrabass),P5(Oboe 2)&P8(Violoncello)
1800.0,1823.0,P5(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P5(Flute 1)&P3(Oboe 1)&P5(Oboe 2)&P5(Bb Clarinet 1)&P3(Bb Clarinet 2)&P5(Eb Horn 1)&P5(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P5(Timpani)&P5(Violoncello)&P5(Contrabass),P3(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),P8(Flute 1)&P5(Flute 2)&P3(Oboe 1)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P5(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P3(Eb Horn 1)&P3(Eb Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),,P8(Viola),P8(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Eb Horn 2)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Eb Horn 1)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2)&U(Timpani)&U(Violoncello)&P8(Contrabass),,P5(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&P5(Bb Clarinet 1)&P3(Bb Clarinet 2)&P5(Eb Horn 1)&P5(Eb Horn 2)&P8(Bb Trumpet 2)&P5(Timpani)&P5(Violoncello)&P5(Contrabass),P5(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P5(Oboe 2)&P5(Bb Clarinet 1)&P3(Bb Clarinet 2)&P5(Eb Horn 1)&P5(Eb Horn 2)&P8(Bb Trumpet 1)&P5(Timpani)&P5(Violoncello)&P5(Contrabass),P8(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Eb Horn 1)&U(Eb Horn 2)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2)&U(Violoncello)&P8(Contrabass),Main Part,,P8(Bassoon 2),P8(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Eb Horn 1)&U(Eb Horn 2)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2)&U(Timpani)&P8(Contrabass),P8(Flute 1)&P5(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2)&P8(Timpani)&P8(Violoncello)
1823.0,1845.0,,,,,,,,,P8(Eb Horn 2),P8(Eb Horn 1),,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1845.0,1865.0,Main Part,,P8(Bb Clarinet 2),,,P8(Oboe 1),U(Bassoon 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),,,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
1865.0,1871.0,,,,,P8(Bassoon 1),,P8(Bb Clarinet 1),,,,,,,Main Part,,P2(Viola),P2(Violin 2),,
1871.0,1881.0,,,,,Main Part,,,,,,,,,,,,,,
1881.0,1883.0,P8(Bb Clarinet 1)&P8(Bb Clarinet 2),,,,P8(Flute 1)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Bb Clarinet 1),Main Part,P2(Main)&P2(Violin 2)&P8(Viola),,,,,,P3(Main)&P3(Violin 2),,P8(Main)&P2(Bassoon 2)&P3(Timpani)&P2(Viola),P2(Main)&P8(Bassoon 2)&P2(Violin 2),,
1883.0,1890.0,Main Part,,,,P8(Main)&P8(Bb Clarinet 2),P8(Main)&P8(Bb Clarinet 1),P8(Violin 2),P8(Viola),P4(Eb Horn 2),P4(Eb Horn 1),,,,,,P8(Bassoon 1),P8(Bassoon 2),,
1890.0,1896.0,,,P3(Oboe 2),P3(Oboe 1),,,,,Main Part,P8(Timpani),,,,P8(Eb Horn 2),,,,,
1896.0,1902.0,P3(Flute 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P6(Bassoon 2)&P6(Eb Horn 3)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&U(Violin 1)&P3(Violin 2)&P6(Viola)&P6(Violoncello)&P6(Contrabass),P3(Flute 1)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P3(Violin 1)&U(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),Main Part,P3(Main)&P3(Eb Horn 1),P3(Flute 1)&P8(Flute 2)&P3(Bb Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(Eb Horn 3)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P3(Violin 1)&P8(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P8(Flute 1)&P3(Flute 2)&P3(Bb Clarinet 1)&P6(Bassoon 1)&P6(Bassoon 2)&P6(Eb Horn 3)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P8(Violin 1)&P3(Violin 2)&P6(Viola)&P6(Violoncello)&P6(Contrabass),P6(Flute 1)&P4(Flute 2)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bassoon 2)&U(Eb Horn 3)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P6(Violin 1)&P4(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P6(Flute 1)&P4(Flute 2)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P8(Eb Horn 3)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P6(Violin 1)&P4(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Main)&P3(Oboe 2),,P6(Flute 1)&P4(Flute 2)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P6(Violin 1)&P4(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&P8(Flute 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(Eb Horn 3)&P8(Bb Trumpet 2)&P3(Violin 1)&P8(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P3(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(Eb Horn 3)&P8(Bb Trumpet 1)&P3(Violin 1)&P8(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),,U(Flute 1)&P3(Flute 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P6(Bassoon 2)&P6(Eb Horn 3)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Violin 2)&P6(Viola)&P6(Violoncello)&P6(Contrabass),P3(Flute 1)&U(Flute 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P3(Violin 1)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P6(Flute 1)&P4(Flute 2)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 3)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P6(Violin 1)&P4(Violin 2)&P8(Violoncello)&P8(Contrabass),P6(Flute 1)&P4(Flute 2)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 3)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P6(Violin 1)&P4(Violin 2)&P8(Viola)&P8(Contrabass),P6(Flute 1)&P4(Flute 2)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 3)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P6(Violin 1)&P4(Violin 2)&P8(Viola)&P8(Violoncello)
1902.0,1919.0,,,,P3(Bb Clarinet 1),P3(Oboe 2),,P8(Bassoon 2)&U(Eb Horn 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Eb Horn 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 2),U(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,Main Part,,,,P8(Eb Horn 1),P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 2)&P8(Viola)&P8(Violoncello)
