qstamp,tstamp,measure,beat,Hunting Horn,Bassoon 1,Bassoon 2,Bass solo,Continuo
315.75,225.5357,106,1.75,A4,F#3,D3,F#3,C#3
316.0,225.7143,106,2.0,B4,r,r,r,D3
316.5,226.0714,106,2.5,A4,D4,B3,r,B2
316.75,226.25,106,2.75,A4,C#4,A3,r,B2
317.0,226.4286,106,3.0,G#4,D4,B3,r,E3
317.5,226.7857,106,3.5,G#4,E4,C#4,r,D3
317.75,226.9643,106,3.75,G#4,D4,B3,r,E3
318.0,227.1429,107,1.0,A4,C#4,A3,r,A2
318.25,227.3214,107,1.25,A4,C#4,A3,r,B2
318.5,227.5,107,1.5,E4,C#4,A3,E3,A2
318.75,227.6786,107,1.75,E4,C#4,A3,E3,G2
319.0,227.8571,107,2.0,A4,r,r,F#3,F#2
319.5,228.2143,107,2.5,G4,C4,A3,E3,A2
319.75,228.3929,107,2.75,G4,B3,G3,E3,A2
320.0,228.5714,107,3.0,F#4,C4,A3,D3,D3
320.5,228.9286,107,3.5,F#4,D4,B3,D3,C3
320.75,229.1071,107,3.75,F#4,C4,A3,D3,D3
321.0,229.2857,108,1.0,F#4,B3,G3,D3,G2
321.5,229.6429,108,1.5,B4,B3,G3,B2,G3
321.75,229.8214,108,1.75,A4,B3,G3,B2,F#3
322.0,230.0,108,2.0,G4,r,r,E3,E3
322.25,230.1786,108,2.25,A4,r,r,E3,E3
322.5,230.3571,108,2.5,F#4,r,r,F#3,D3
322.75,230.5357,108,2.75,G4,r,r,F#3,D3
323.0,230.7143,108,3.0,E4,r,r,G3,C#3
323.25,230.8929,108,3.25,G4,r,r,G3,C#3
323.5,231.0714,108,3.5,F#4,r,r,G3,B2
323.75,231.25,108,3.75,E4,r,r,G3,B2
324.0,231.4286,109,1.0,A4,r,r,G3,C#3
324.25,231.6071,109,1.25,A4,r,r,B3,C#3
324.5,231.7857,109,1.5,A4,C#4,E3,A3,A2
324.75,231.9643,109,1.75,A4,C#4,E3,G3,A2
325.0,232.1429,109,2.0,A4,D4,F#3,F#3,D3
325.25,232.3214,109,2.25,A4,D4,F#3,G3,D3
325.5,232.5,109,2.5,A4,E4,G3,E3,D3
325.75,232.6786,109,2.75,A4,E4,G3,F#3,D3
326.0,232.8571,109,3.0,A4,F#4,A3,D3,r
326.25,233.0357,109,3.25,A4,F#4,A3,E3,r
326.5,233.2143,109,3.5,A4,r,r,C#3,F#3
326.75,233.3929,109,3.75,A4,r,r,D3,F#3
327.0,233.5714,110,1.0,A4,r,r,B2,D3
327.25,233.75,110,1.25,A4,r,r,A3,D3
327.5,233.9286,110,1.5,B4,B3,D3,G3,B2
327.75,234.1071,110,1.75,A4,B3,D3,F#3,B2
328.0,234.2857,110,2.0,G4,C#4,E3,E3,E3
328.25,234.4643,110,2.25,G4,C#4,E3,F#3,E3
328.5,234.6429,110,2.5,G4,D4,F#3,D3,E3
328.75,234.8214,110,2.75,G4,D4,F#3,E3,E3
329.0,235.0,110,3.0,G4,E4,G3,C#3,r
329.25,235.1786,110,3.25,G4,E4,G3,D3,r
329.5,235.3571,110,3.5,G4,r,r,B2,D3
329.75,235.5357,110,3.75,G4,r,r,C#3,D3
330.0,235.7143,111,1.0,G4,r,r,A2,C#3
330.25,235.8929,111,1.25,G4,r,r,G3,C#3
330.5,236.0714,111,1.5,A4,A3,C#3,F#3,A2
330.75,236.25,111,1.75,G4,A3,C#3,E3,A2
331.0,236.4286,111,2.0,F#4,B3,D3,D3,D3
331.25,236.6071,111,2.25,F#4,B3,D3,E3,D3
331.5,236.7857,111,2.5,F#4,C#4,E3,C3,D3
331.75,236.9643,111,2.75,F#4,C#4,E3,D3,D3
332.0,237.1429,111,3.0,F#4,D4,F#3,B2,r
332.25,237.3214,111,3.25,F#4,D4,F#3,C3,r
332.5,237.5,111,3.5,F#4,r,r,A2,D2
332.75,237.6786,111,3.75,F#4,r,r,C3,D2
333.0,237.8571,112,1.0,F#4,r,r,B2,G2
333.5,238.2143,112,1.5,D5,D3,r,D3,G2
333.75,238.3929,112,1.75,C#5,D3,r,D3,G2
334.0,238.5714,112,2.0,B4,E3,r,G3,r
334.25,238.75,112,2.25,C#5,E3,r,G3,r
334.5,238.9286,112,2.5,A4,F#3,A2,A3,F#2
334.75,239.1071,112,2.75,B4,F#3,A2,A3,F#2
335.0,239.2857,112,3.0,G4,G3,E3,B3,E2
335.25,239.4643,112,3.25,A4,G3,E3,B3,E2
335.5,239.6429,112,3.5,F#4,r,F#3,B3,D2
335.75,239.8214,112,3.75,G4,r,F#3,B3,D2
336.0,240.0,113,1.0,E4,r,G3,B3,C#2
336.25,240.1786,113,1.25,F#4,r,G3,B3,C#2
336.5,240.3571,113,1.5,G4,A3,C#3,A3,C#3
336.75,240.5357,113,1.75,G4,B3,D3,G3,B2
337.0,240.7143,113,2.0,G4,C#4,E3,A3,A2
337.25,240.8929,113,2.25,E4,C#4,E3,A3,A2
337.5,241.0714,113,2.5,F#4,r,r,E3,G3
337.75,241.25,113,2.75,G4,r,r,E3,G3
338.0,241.4286,113,3.0,A4,r,r,F#3,F#3
338.25,241.6071,113,3.25,B4,r,r,F#3,F#3
338.5,241.7857,113,3.5,G4,r,r,C#3,E3
338.75,241.9643,113,3.75,A4,r,r,C#3,E3
339.0,242.1429,114,1.0,F#4,r,r,D3,D3
339.25,242.3214,114,1.25,G4,r,r,D3,D3
339.5,242.5,114,1.5,E4,r,r,G3,E3
339.75,242.6786,114,1.75,F#4,r,r,G3,E3
340.0,242.8571,114,2.0,D4,r,r,F#3,F#3
340.25,243.0357,114,2.25,E4,r,r,F#3,F#3
340.5,243.2143,114,2.5,D4,r,r,B3,G3
340.75,243.3929,114,2.75,E4,r,r,B3,G3
341.0,243.5714,114,3.0,E4,r,r,B3,A3
341.25,243.75,114,3.25,E4,r,r,A3,A3
341.5,243.9286,114,3.5,E4,r,r,D4,A2
341.75,244.1071,114,3.75,D4,r,r,C#4,A2
342.0,244.2857,115,1.0,D4,r,r,D4,B2
342.5,244.6429,115,1.5,r,r,r,C#4,C#3
342.75,244.8214,115,1.75,r,r,r,B3,C#3
343.0,245.0,115,2.0,r,r,r,A3,D3
343.5,245.3571,115,2.5,r,r,r,D3,F#2
343.75,245.5357,115,2.75,r,r,r,D3,G2
344.0,245.7143,115,3.0,r,r,r,F#3,A2
344.5,246.0714,115,3.5,r,r,r,E3,A2
345.0,246.4286,116,1.0,D4,A3,F#3,D3,D2
345.5,246.7857,116,1.5,D4,F#3,D3,D3,D2
346.0,247.1429,116,2.0,D5,F#3,D3,r,r
346.5,247.5,116,2.5,D5,G3,E3,r,r
347.0,247.8571,116,3.0,C#5,G3,E3,r,r
347.5,248.2143,116,3.5,C#5,F#3,D3,r,r
347.75,248.3929,116,3.75,C#5,G3,E3,r,r
348.0,248.5714,117,1.0,D5,A3,F#3,r,r
348.5,248.9286,117,1.5,D5,G3,E3,r,r
348.75,249.1071,117,1.75,D5,A3,F#3,r,r
349.0,249.2857,117,2.0,D4,B3,G3,r,D2
349.5,249.6429,117,2.5,D4,A3,F#3,r,D2
350.0,250.0,117,3.0,D4,G3,E3,r,D3
350.5,250.3571,117,3.5,D4,F#3,D3,r,D3
351.0,250.7143,118,1.0,A3,G3,E3,r,D3
351.5,251.0714,118,1.5,A3,E3,C#3,r,E3
351.75,251.25,118,1.75,A3,E3,C#3,r,D3
352.0,251.4286,118,2.0,G4,E3,C#3,r,C#3
352.5,251.7857,118,2.5,G4,F#3,D3,r,A2
353.0,252.1429,118,3.0,F#4,F#3,D3,r,A3
353.5,252.5,118,3.5,F#4,E3,C#3,r,A3
353.75,252.6786,118,3.75,F#4,F#3,D3,r,A3
354.0,252.8571,119,1.0,E4,G3,E3,r,A3
354.5,253.2143,119,1.5,E4,F#3,D3,r,A2
354.75,253.3929,119,1.75,E4,G3,E3,r,G2
355.0,253.5714,119,2.0,A3,A3,F#3,r,F#2
355.5,253.9286,119,2.5,A3,G3,E3,r,G2
356.0,254.2857,119,3.0,A3,F#3,D3,r,A2
356.5,254.6429,119,3.5,A3,E3,C#3,r,A2
357.0,255.0,120,1.0,r,F#3,D3,r,D2
357.5,255.3571,120,1.5,A4,F#3,D3,r,D3
357.75,255.5357,120,1.75,A4,F#3,D3,r,C#3
358.0,255.7143,120,2.0,B4,r,r,r,D3
358.5,256.0714,120,2.5,A4,D4,B3,r,B2
358.75,256.25,120,2.75,A4,C#4,A3,r,B2
359.0,256.4286,120,3.0,G#4,D4,B3,r,E3
359.5,256.7857,120,3.5,G#4,E4,C#4,r,D3
359.75,256.9643,120,3.75,G#4,D4,B3,r,E3
360.0,257.1429,121,1.0,A4,C#4,A3,r,A2
360.5,257.5,121,1.5,E4,C#4,A3,r,A3
360.75,257.6786,121,1.75,E4,C#4,A3,r,G3
361.0,257.8571,121,2.0,A4,r,r,r,F#3
361.5,258.2143,121,2.5,G4,C4,A3,r,E3
361.75,258.3929,121,2.75,G4,B3,G3,r,E3
362.0,258.5714,121,3.0,F#4,C4,A3,r,D3
362.5,258.9286,121,3.5,F#4,D4,B3,r,C3
362.75,259.1071,121,3.75,F#4,C4,A3,r,D3
363.0,259.2857,122,1.0,F#4,B3,G3,r,G2
363.5,259.6429,122,1.5,B4,B3,G3,r,G2
363.75,259.8214,122,1.75,A4,B3,G3,r,G2
364.0,260.0,122,2.0,G4,B3,G3,r,r
364.25,260.1786,122,2.25,A4,B3,G3,r,r
364.5,260.3571,122,2.5,F#4,B3,G3,r,r
364.75,260.5357,122,2.75,G4,B3,G3,r,r
365.0,260.7143,122,3.0,E4,B3,G3,r,G3
365.25,260.8929,122,3.25,G4,B3,G3,r,G3
365.5,261.0714,122,3.5,F#4,A3,D3,r,G3
365.75,261.25,122,3.75,E4,B3,D3,r,G3
366.0,261.4286,123,1.0,A4,C#4,E3,r,G3
366.5,261.7857,123,1.5,A4,B3,D3,r,A3
366.75,261.9643,123,1.75,A4,C#4,E3,r,G3
367.0,262.1429,123,2.0,D4,D4,F#3,r,F#3
367.5,262.5,123,2.5,D4,D4,G3,r,E3
368.0,262.8571,123,3.0,D4,A3,F#3,r,D3
368.5,263.2143,123,3.5,D4,A3,E3,r,C#3
369.0,263.5714,124,1.0,D4,A3,F#3,r,B2
369.5,263.9286,124,1.5,D5,B3,D3,r,B2
369.75,264.1071,124,1.75,C#5,A3,D3,r,B2
370.0,264.2857,124,2.0,B4,G3,E3,r,r
370.25,264.4643,124,2.25,C#5,G3,E3,r,r
370.5,264.6429,124,2.5,A4,F#3,F#3,r,B2
370.75,264.8214,124,2.75,B4,F#3,F#3,r,B2
371.0,265.0,124,3.0,G4,E3,G3,r,E3
371.25,265.1786,124,3.25,A4,E3,G3,r,E3
371.5,265.3571,124,3.5,F#4,F#3,B3,r,D3
371.75,265.5357,124,3.75,G4,F#3,B3,r,D3
372.0,265.7143,125,1.0,E4,G3,B3,r,C#3
372.25,265.8929,125,1.25,F#4,G3,B3,r,C#3
372.5,266.0714,125,1.5,G4,E3,A3,r,E3
372.75,266.25,125,1.75,G4,E3,G3,r,E3
373.0,266.4286,125,2.0,G4,C#3,A3,r,A3
373.25,266.6071,125,2.25,E4,C#3,A3,r,A3
373.5,266.7857,125,2.5,F#4,D3,A3,r,G3
373.75,266.9643,125,2.75,G4,E3,A3,r,G3
374.0,267.1429,125,3.0,A4,F#3,A3,r,F#3
374.25,267.3214,125,3.25,B4,F#3,A3,r,F#3
374.5,267.5,125,3.5,G4,C#3,A3,r,E3
374.75,267.6786,125,3.75,A4,C#3,A3,r,E3
375.0,267.8571,126,1.0,F#4,D3,A3,r,D3
375.25,268.0357,126,1.25,G4,D3,A3,r,D3
375.5,268.2143,126,1.5,E4,r,G3,r,A2
375.75,268.3929,126,1.75,F#4,r,G3,r,A2
376.0,268.5714,126,2.0,D4,r,F#3,r,B2
376.25,268.75,126,2.25,E4,r,E3,r,B2
376.5,268.9286,126,2.5,D4,B3,F#3,r,G2
376.75,269.1071,126,2.75,E4,B3,D3,r,G2
377.0,269.2857,126,3.0,E4,A3,C#3,r,A2
377.5,269.6429,126,3.5,E4,G3,C#3,r,G2
377.75,269.8214,126,3.75,D4,G3,D3,r,A2
378.0,270.0,127,1.0,D4,F#3,D3,r,B2
378.5,270.4225,127,1.5,D4,E4,G3,r,C#3
378.75,270.6338,127,1.75,D4,F#4,A3,r,C#3
378.875,270.7394,127,1.875,D4,G4,B3,r,C#3
379.0,270.8451,127,2.0,r,F#4,A3,r,D3
379.5,271.2676,127,2.5,D4,E4,G3,r,G3
380.0,271.6901,127,3.0,A3,D4,F#3,r,A3
380.25,271.9014,127,3.25,F#3,D4,F#3,r,A3
380.5,272.1127,127,3.5,A3,C#4,E3,r,A2
