qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,"D, A Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
126.0,134.0,P8(Bb Clarinet 1),,P8(Oboe 2),P8(Oboe 1),P8(Flute 1),,P8(Bassoon 2),P8(Bassoon 1),,,,,,"P8(D, A Timpani)",P8(D Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
134.0,136.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&U(Flute 2)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&U(Flute 2)&U(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1),Main Part,P8(Main)&P8(Viola),"P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(D, A Timpani)","P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(D, A Timpani)",,,"P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(D, A Timpani)","U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(Violin 2),P8(Violin 1),U(Main)&P8(Bassoon 2),P8(Contrabass),P8(Violoncello)
136.0,146.0,,,Main Part,,,,,,P8(D Horn 2),P8(D Horn 1),,,"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
146.0,151.5,P8(Main)&P8(Bassoon 1),,,,Main Part,P8(Bassoon 2),P8(Flute 1)&P8(Main),P8(Bb Clarinet 2),,,,,"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
151.5,155.5,,,Main Part,,P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2),P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1),,,,,,,,P3(Violin 2)&P4(Viola)&P2(Violoncello)&P2(Contrabass),P3(Violin 1)&P6(Viola)&P4(Violoncello)&P4(Contrabass),P4(Violin 1)&P6(Violin 2)&P3(Violoncello)&P3(Contrabass),P2(Violin 1)&P4(Violin 2)&P3(Viola)&P8(Contrabass),P2(Violin 1)&P4(Violin 2)&P3(Viola)&P8(Violoncello)
155.5,158.0,,,,,Main Part,P8(Bassoon 2),P8(Main),P8(Bb Clarinet 2),,,,,,,,U(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
158.0,161.5,P8(Oboe 1),,P8(Flute 1),,Main Part,P8(Bassoon 2),P8(Main),P8(Bb Clarinet 2),U(D Horn 2),U(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,U(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
161.5,163.5,P8(Main),,Main Part,,P8(Bassoon 1),,P8(Bb Clarinet 1),,U(D Horn 2),U(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,U(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
163.5,165.5,P8(Oboe 1),,P8(Flute 1),,Main Part,,P8(Main),,U(D Horn 2),U(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,U(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
165.5,166.5,,,Main Part,,P8(Bassoon 1)&P3(D Horn 1)&P3(D Horn 2),,P8(Bb Clarinet 1)&P3(D Horn 1)&P3(D Horn 2),,P3(Bb Clarinet 1)&P3(Bassoon 1)&U(D Horn 2),P3(Bb Clarinet 1)&P3(Bassoon 1)&U(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,P8(Viola),,P8(Violin 1),,
166.5,172.5,P8(Bassoon 1),,,,Main Part,,P8(Flute 1),,U(D Horn 2),U(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,P8(Viola),P8(Violoncello)&P8(Contrabass),P8(Violin 1),P8(Violin 2)&P8(Contrabass),P8(Violin 2)&P8(Violoncello)
172.5,174.5,P8(Main),,Main Part,,,,,,U(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),U(D Horn 1)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 4),P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3),,,,,,,P8(Contrabass),P8(Violoncello)
174.5,175.5,P3(Bassoon 2),,,,Main Part,,P8(Main),P3(Flute 1),,,,,,,,,,,,
175.5,176.5,P4(Main)&P8(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),,Main Part,,P8(Flute 1)&P4(Main)&P4(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P4(Flute 1)&P8(Main)&P4(Bb Clarinet 1)&P4(Bassoon 1)&P6(Bassoon 2),P8(Flute 1)&P4(Main)&P8(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bassoon 2),P3(Flute 1)&P6(Main)&P3(Bb Clarinet 1)&P6(Bb Clarinet 2)&P3(Bassoon 1),,,,,,,,,,,,
176.5,178.5,Main Part,,,,P8(Bassoon 1),,P8(Bb Clarinet 1),,,,,,,,,,,,,
178.5,179.5,P6(Bassoon 2),,,,Main Part,,P8(Main),P6(Flute 1),,,,,,,,,,,,
179.5,180.5,P8(Bb Clarinet 1)&P8(Bassoon 1),,P8(Main),,P8(Flute 1)&P8(Bassoon 1),Main Part,P8(Flute 1)&P8(Bb Clarinet 1),,,,,,,,,,,,,
180.5,182.0,Main Part,,,,P8(Bassoon 1),,P8(Bb Clarinet 1),,,,P8(Bb (basso) Horn 4)&P8(Violin 2)&P3(Contrabass),P8(Bb (basso) Horn 3)&P8(Violin 2)&P3(Contrabass),,,,,P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P3(Contrabass),,,P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4)&P3(Violin 2)
182.0,185.25,,P6(Oboe 2),P8(Bassoon 2),P6(Flute 2),P6(Bb Clarinet 2)&P8(Bassoon 1),P6(Bb Clarinet 1)&P6(Bassoon 1),P8(Bb Clarinet 1)&P6(Bb Clarinet 2),P8(Oboe 1),,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,Main Part,P8(Main),P8(Violoncello),P8(Viola),
185.25,188.5,Main Part,P8(Bassoon 1),,,,,P8(Flute 2),,U(D Horn 2),U(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),P8(Violin 2),P8(Violin 1),U(Violoncello),U(Viola),
188.5,190.0,,P6(Oboe 1)&P8(Oboe 2)&P6(Main)&P6(Violin 2),P6(Flute 2)&P6(Oboe 2)&U(Main)&U(Violin 2),P8(Flute 2)&P6(Oboe 1)&P6(Main)&P6(Violin 2),,,P8(Bassoon 2),P8(Bassoon 1),"U(D Horn 2)&P4(D Trumpet 1)&P3(D Trumpet 2)&P3(D, A Timpani)&P3(Viola)&U(Violoncello)&P8(Contrabass)","U(D Horn 1)&P4(D Trumpet 1)&P3(D Trumpet 2)&P3(D, A Timpani)&P3(Viola)&U(Violoncello)&P8(Contrabass)",P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),"P4(D Horn 1)&P4(D Horn 2)&P6(D Trumpet 2)&P6(D, A Timpani)&P6(Viola)&P4(Violoncello)&P4(Contrabass)","P3(D Horn 1)&P3(D Horn 2)&P6(D Trumpet 1)&P8(D, A Timpani)&P8(Viola)&P3(Violoncello)&P3(Contrabass)",P3(D Horn 1)&P3(D Horn 2)&P6(D Trumpet 1)&P8(D Trumpet 2)&P8(Viola)&P3(Violoncello)&P3(Contrabass),Main Part,P6(Flute 2)&U(Oboe 1)&P6(Oboe 2)&U(Main),"P3(D Horn 1)&P3(D Horn 2)&P6(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)&P3(Violoncello)&P3(Contrabass)","U(D Horn 1)&U(D Horn 2)&P4(D Trumpet 1)&P3(D Trumpet 2)&P3(D, A Timpani)&P3(Viola)&P8(Contrabass)","P8(D Horn 1)&P8(D Horn 2)&P4(D Trumpet 1)&P3(D Trumpet 2)&P3(D, A Timpani)&P3(Viola)&P8(Violoncello)"
190.0,192.25,,,,,Main Part,P8(Main),P8(Bassoon 2),P8(Bassoon 1),,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,P8(Viola),,P8(Violin 1),,
192.25,194.25,,P8(Oboe 1)&P8(Oboe 2)&P8(D Horn 1)&P8(D Horn 2),P8(Flute 2)&P8(Oboe 2)&P8(D Horn 1)&P8(D Horn 2),P8(Flute 2)&P8(Oboe 1)&U(D Horn 1)&U(D Horn 2),P8(Bb Clarinet 2),P8(Bb Clarinet 1),P8(Bassoon 2),P8(Bassoon 1),P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&U(D Horn 2),P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&U(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,Main Part,,P8(Main),,
194.25,196.25,P8(Oboe 1)&P8(Oboe 2)&P8(D Horn 1)&P8(D Horn 2),P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Oboe 2)&P8(D Horn 1)&P8(D Horn 2),P8(Flute 1)&P8(Oboe 1)&U(D Horn 1)&U(D Horn 2),P8(Flute 2)&P8(Bb Clarinet 2),P8(Flute 2)&P8(Bb Clarinet 1),P8(Bassoon 2),P8(Bassoon 1),P8(Flute 1)&P8(Oboe 1)&U(Oboe 2)&U(D Horn 2),P8(Flute 1)&P8(Oboe 1)&U(Oboe 2)&U(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,P8(Viola),Main Part,P8(Violin 1),P8(Main),
196.25,198.25,P8(Oboe 1)&P8(Oboe 2),P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Oboe 2),P8(Flute 1)&P8(Oboe 1),P8(Flute 2)&P8(Bb Clarinet 2),P8(Flute 2)&P8(Bb Clarinet 1),P8(Bassoon 2),P8(Bassoon 1),U(D Horn 2),U(D Horn 1),P8(Bb (basso) Horn 4)&P4(Contrabass),P8(Bb (basso) Horn 3)&P4(Contrabass),,,,Main Part,,P8(Main),,P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)
198.25,202.0,Main Part,P8(Oboe 2)&P8(Bb Clarinet 2),P8(Main)&P8(Bb Clarinet 1),P8(Flute 2)&P8(Bb Clarinet 2),P8(Main)&P8(Oboe 1),P8(Flute 2)&P8(Oboe 2),P8(Bassoon 2),P8(Bassoon 1),U(D Horn 2),U(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
202.0,206.0,Main Part,P8(Oboe 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Violin 2)&P8(Viola),P8(Main)&P8(D Horn 1)&P8(D Horn 2)&U(Violin 1),P8(Flute 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Violin 2)&P8(Viola),,,P8(Bassoon 2),P8(Bassoon 1),P8(Main)&P8(Oboe 1)&U(D Horn 2)&P8(Violin 1),P8(Main)&P8(Oboe 1)&U(D Horn 1)&P8(Violin 1),P8(Flute 2)&P8(Oboe 2)&P8(Bb (basso) Horn 4)&P8(Violin 2)&P8(Viola),P8(Flute 2)&P8(Oboe 2)&P8(Bb (basso) Horn 3)&P8(Violin 2)&P8(Viola),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),P8(Main)&U(Oboe 1)&P8(D Horn 1)&P8(D Horn 2),P8(Flute 2)&P8(Oboe 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Viola),P8(Flute 2)&P8(Oboe 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Violin 2),P8(Contrabass),P8(Violoncello)
206.0,208.0,,,,,Main Part,,P8(Bassoon 2),P8(Bassoon 1),,,,,,,,,,,,
208.0,210.0,Main Part,"P4(Oboe 1)&P8(Oboe 2)&P4(D Horn 1)&P4(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(D, A Timpani)&U(Violin 2)&P6(Viola)&P6(Violoncello)&P6(Contrabass)","P4(Flute 2)&P4(Oboe 2)&P8(D Horn 1)&P8(D Horn 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P3(D Trumpet 1)&P3(D Trumpet 2)&P3(D, A Timpani)&P4(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass)","P8(Flute 2)&P4(Oboe 1)&P4(D Horn 1)&P4(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(D, A Timpani)&P8(Violin 2)&P6(Viola)&P6(Violoncello)&P6(Contrabass)",,,P8(Bassoon 2),P8(Bassoon 1),"P4(Flute 2)&P8(Oboe 1)&P4(Oboe 2)&U(D Horn 2)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P3(D Trumpet 1)&P3(D Trumpet 2)&P3(D, A Timpani)&P4(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass)","P4(Flute 2)&P8(Oboe 1)&P4(Oboe 2)&U(D Horn 1)&P4(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P3(D Trumpet 1)&P3(D Trumpet 2)&P3(D, A Timpani)&P4(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass)","P8(Flute 2)&P4(Oboe 1)&P8(Oboe 2)&P4(D Horn 1)&P4(D Horn 2)&P8(Bb (basso) Horn 4)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(D, A Timpani)&P8(Violin 2)&P6(Viola)&P6(Violoncello)&P6(Contrabass)","P8(Flute 2)&P4(Oboe 1)&P8(Oboe 2)&P4(D Horn 1)&P4(D Horn 2)&P8(Bb (basso) Horn 3)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(D, A Timpani)&P8(Violin 2)&P6(Viola)&P6(Violoncello)&P6(Contrabass)","P6(Flute 2)&P3(Oboe 1)&P6(Oboe 2)&P3(D Horn 1)&P3(D Horn 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&P8(D Trumpet 2)&P8(D, A Timpani)&P6(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass)","P6(Flute 2)&P3(Oboe 1)&P6(Oboe 2)&P3(D Horn 1)&P3(D Horn 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D, A Timpani)&P6(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass)",P6(Flute 2)&P3(Oboe 1)&P6(Oboe 2)&P3(D Horn 1)&P3(D Horn 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2)&P6(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),,"U(Flute 2)&P4(Oboe 1)&P8(Oboe 2)&P4(D Horn 1)&P4(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(D, A Timpani)&P6(Viola)&P6(Violoncello)&P6(Contrabass)","P6(Flute 2)&P3(Oboe 1)&P6(Oboe 2)&P3(D Horn 1)&P3(D Horn 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)&P6(Violin 2)&P8(Violoncello)&P8(Contrabass)","P6(Flute 2)&P3(Oboe 1)&P6(Oboe 2)&P3(D Horn 1)&P3(D Horn 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(D, A Timpani)&P6(Violin 2)&P8(Viola)&P8(Contrabass)","P6(Flute 2)&P3(Oboe 1)&P6(Oboe 2)&P3(D Horn 1)&P3(D Horn 2)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(D, A Timpani)&P6(Violin 2)&P8(Viola)&P8(Violoncello)"
210.0,214.0,Main Part,P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Main)&U(Bb Clarinet 1)&P8(D Horn 1)&P8(D Horn 2),P8(Flute 2)&U(Bb Clarinet 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Main)&U(Oboe 1)&P8(D Horn 1)&P8(D Horn 2),P8(Flute 2)&U(Oboe 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&U(Contrabass),P8(Main)&P8(Oboe 1)&P8(Bb Clarinet 1)&U(D Horn 2),P8(Main)&P8(Oboe 1)&P8(Bb Clarinet 1)&U(D Horn 1),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bb (basso) Horn 4),P8(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 2)&P8(Bb (basso) Horn 3),"P8(D Trumpet 2)&P8(D, A Timpani)","P8(D Trumpet 1)&P8(D, A Timpani)",P8(D Trumpet 1)&P8(D Trumpet 2),,,,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Violoncello)
214.0,218.0,,,,,,,,,,,,,,,,Main Part,,,,
218.0,222.0,,,,,,,,,,,,,,,,Main Part,,,,
222.0,226.25,,,,,,,,,,,,,,,,Main Part,,,,
226.25,230.0,P8(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2),,P8(Flute 1)&P8(Bassoon 1)&P8(Bassoon 2),,,,P8(Flute 1)&P8(Oboe 1)&P8(Bassoon 2),P8(Flute 1)&P8(Oboe 1)&P8(Bassoon 1),,,,,,,,Main Part,P8(Main)&P8(Viola)&P8(Violoncello),P8(Main)&P8(Violin 2)&P8(Violoncello),P8(Main)&P8(Violin 2)&P8(Viola),
230.0,238.0,,,,,,,,,,,,,,,,Main Part,U(Main)&P8(Violoncello),,P8(Main)&P8(Violin 2),
238.0,240.0,,,,,,,P8(Main),,,,,,,,,Main Part,,,,
240.0,242.0,,,,,P8(Main),,P8(Violin 1),,P8(Bb (basso) Horn 4),,,P8(D Horn 1),,,,P8(Bassoon 1),Main Part,,P8(Contrabass),P8(Violoncello)
242.0,244.0,,,,,P8(Violin 2),,P8(Main),,P3(Bb (basso) Horn 3),,P3(D Horn 1),,,,,Main Part,P8(Bb Clarinet 1),,P8(Contrabass),P8(Violoncello)
244.0,246.0,,,,,P8(Main),,P4(D Horn 2)&P8(Violin 1),,,P4(Bassoon 1)&P4(Violin 1),,,,,,P8(Bassoon 1)&P4(D Horn 2),Main Part,,P8(Contrabass),P8(Violoncello)
246.0,248.0,,,,,P8(Violin 2),,P8(Main),,P4(D Horn 2)&P4(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P4(D Horn 1)&U(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4),P4(D Horn 1)&U(D Horn 2)&P4(Bb (basso) Horn 4),P8(D Horn 1)&P4(D Horn 2)&P4(Bb (basso) Horn 3),,,,Main Part,P8(Bb Clarinet 1),,P8(Contrabass),P8(Violoncello)
248.0,250.0,,,,,P8(Main),,P8(Violin 1),,P4(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),,P4(D Horn 1)&P4(Bb (basso) Horn 4),P8(D Horn 1)&P4(Bb (basso) Horn 3),,,,P8(Bassoon 1),Main Part,,P8(Contrabass),P8(Violoncello)
250.0,252.0,,,,,P8(Violin 2),,P8(Main),,P3(D Horn 2)&P4(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P3(D Horn 1)&P6(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4),P4(D Horn 1)&P6(D Horn 2)&P4(Bb (basso) Horn 4),P8(D Horn 1)&P3(D Horn 2)&P4(Bb (basso) Horn 3),,,,Main Part,P8(Bb Clarinet 1),,P8(Contrabass),P8(Violoncello)
252.0,254.0,,,,,P8(Main),,P8(Violin 1),,P4(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),,P4(D Horn 1)&P4(Bb (basso) Horn 4),P8(D Horn 1)&P4(Bb (basso) Horn 3),,,,P8(Bassoon 1),Main Part,,P8(Contrabass),P8(Violoncello)
254.0,255.0,,,,,P8(Violin 2),,P8(Main),,"P4(D Horn 2)&P4(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P3(D, A Timpani)","P4(D Horn 1)&U(Bb (basso) Horn 3)&P4(Bb (basso) Horn 4)&P6(D, A Timpani)","P4(D Horn 1)&U(D Horn 2)&P4(Bb (basso) Horn 4)&P6(D, A Timpani)","P8(D Horn 1)&P4(D Horn 2)&P4(Bb (basso) Horn 3)&P3(D, A Timpani)",,,P3(D Horn 1)&P6(D Horn 2)&P6(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4),Main Part,P8(Bb Clarinet 1),,P8(Contrabass),P8(Violoncello)
255.0,256.0,,,,,P8(Main),,P8(Violin 1),,P4(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),U(Viola),P4(D Horn 1)&P4(Bb (basso) Horn 4),P8(D Horn 1)&P4(Bb (basso) Horn 3),,,,P8(Bassoon 1),Main Part,U(D Horn 2),P8(Contrabass),P8(Violoncello)
256.0,257.0,,,,,P8(Violin 2),,P8(Main),,"P3(D Horn 2)&P4(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P3(D, A Timpani)","P3(D Horn 1)&P6(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4)&P8(D, A Timpani)","P4(D Horn 1)&P6(D Horn 2)&P4(Bb (basso) Horn 4)&P6(D, A Timpani)","P8(D Horn 1)&P3(D Horn 2)&P4(Bb (basso) Horn 3)&P3(D, A Timpani)",,,P3(D Horn 1)&P8(D Horn 2)&P6(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4),Main Part,P8(Bb Clarinet 1),,P8(Contrabass),P8(Violoncello)
257.0,258.0,,,,P8(Violin 1),,,U(Bassoon 2),U(Bassoon 1),P4(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),U(Viola),P4(D Horn 1)&P4(Bb (basso) Horn 4),P8(D Horn 1)&P4(Bb (basso) Horn 3),,,,P8(Oboe 2),Main Part,U(D Horn 2),P8(Contrabass),P8(Violoncello)
258.0,262.125,P8(Bb Clarinet 1)&P8(Bb Clarinet 2),,,,P8(Flute 1)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Bb Clarinet 1),P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&P8(Contrabass),P8(Bb (basso) Horn 4),U(Bb (basso) Horn 3),U(D Horn 2),P8(D Horn 1),,,,Main Part,,,U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
