qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,C Horn 1,C Horn 2,E Horn 3,E Horn 4,C Trumpet 1,C Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1391.6667,660.0503,350,1.6667,r,r,r,r,G4,E-4,G3,E-3,r,r,r,r,r,r,r,r,r,r,r,B-4,E-4,B-3,B-3,B-2
1392.0,660.1892,350,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
1392.3333,660.3281,350,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r
1392.5,660.3975,350,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,G3,E-3,E-2
1392.6667,660.467,350,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,G3,E-3,E-2
1393.0,660.6059,350,3.0,r,r,r,r,F4,D4,F3,D3,r,r,r,r,r,r,r,r,r,r,r,B4,D4,G#3,G#3,G#2
1393.3333,660.7447,350,3.3333,r,r,r,r,F4,D4,F3,D3,r,r,r,r,r,r,r,r,r,r,r,B4,D4,B-3,G#3,G#2
1393.6667,660.8836,350,3.6667,r,r,r,r,F4,D4,F3,D3,r,r,r,r,r,r,r,r,r,r,r,B4,D4,B3,G#3,G#2
1394.0,661.0225,350,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,r,r
1394.3333,661.1614,350,4.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,r,r
1394.5,661.2309,350,4.5,r,r,r,r,F4,D4,F3,D3,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,B-3,E-3,E-2
1394.6667,661.3003,350,4.6667,r,r,r,r,F4,D4,F3,D3,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,B3,E-3,E-2
1395.0,661.4392,351,1.0,r,r,r,r,G4,E4,G3,E3,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,B-3,B-3,B-2
1395.3333,661.5781,351,1.3333,r,r,r,r,G4,E4,G3,E3,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,C4,B-3,B-2
1395.6667,661.717,351,1.6667,r,r,r,r,G4,E4,G3,E3,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,C#4,B-3,B-2
1396.0,661.8559,351,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,r,r
1396.3333,661.9947,351,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,r
1396.5,662.0642,351,2.5,r,r,r,r,G4,E4,G3,E3,r,r,r,r,r,r,r,r,r,r,r,B-4,G4,C4,E-3,E-2
1396.6667,662.1336,351,2.6667,r,r,r,r,G4,E4,G3,E3,r,r,r,r,r,r,r,r,r,r,r,B-4,G4,C#4,E-3,E-2
1397.0,662.2725,351,3.0,r,r,r,r,A4,F#4,A3,F#3,r,r,r,r,r,r,r,r,r,r,r,E-5,F#4,C4,C4,C3
1397.3333,662.4114,351,3.3333,r,r,r,r,A4,F#4,A3,F#3,r,r,r,r,r,r,r,r,r,r,r,E-5,F#4,D4,C4,C3
1397.6667,662.5503,351,3.6667,r,r,r,r,A4,F#4,A3,F#3,r,r,r,r,r,r,r,r,r,r,r,E-5,F#4,E-4,C4,C3
1398.0,662.6892,351,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,r,r
1398.3333,662.8281,351,4.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r
1398.5,662.8975,351,4.5,r,r,r,r,A4,F#4,A3,F#3,r,r,r,r,r,r,r,r,r,r,r,C5,A4,D4,E-3,E-2
1398.6667,662.967,351,4.6667,r,r,r,r,A4,F#4,A3,F#3,r,r,r,r,r,r,r,r,r,r,r,C5,A4,E-4,E-3,E-2
1399.0,663.1059,352,1.0,r,r,r,r,B4,G#4,B3,G#3,r,r,r,r,r,r,r,r,r,r,r,F5,G#4,D4,D4,D3
1399.3333,663.2447,352,1.3333,r,r,r,r,B4,G#4,B3,G#3,r,r,r,r,r,r,r,r,r,r,r,F5,G#4,E-4,D4,D3
1399.6667,663.3836,352,1.6667,r,r,r,r,B4,G#4,B3,G#3,r,r,r,r,r,r,r,r,r,r,r,F5,G#4,F4,D4,D3
1400.0,663.5225,352,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,r
1400.3333,663.6614,352,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,r
1400.5,663.7309,352,2.5,r,r,r,r,B4,G#4,B3,G#3,r,r,r,r,r,r,r,r,r,r,r,D5,B4,E-4,E-3,E-2
1400.6667,663.8003,352,2.6667,r,r,r,r,B4,G#4,B3,G#3,r,r,r,r,r,r,r,r,r,r,r,D5,B4,F4,E-3,E-2
1401.0,663.9392,352,3.0,r,r,r,r,C#5,B-4,C#4,B-3,r,r,r,r,r,r,r,r,r,r,r,G5,B-4,E-4,E-4,E-3
1401.3333,664.0781,352,3.3333,r,r,r,r,C#5,B-4,C#4,B-3,r,r,r,r,r,r,r,r,r,r,r,G5,B-4,F4,E-4,E-3
1401.6667,664.217,352,3.6667,r,r,r,r,C#5,B-4,C#4,B-3,r,r,r,r,r,r,r,r,r,r,r,G5,B-4,G4,E-4,E-3
1402.0,664.3559,352,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,r
1402.3333,664.4947,352,4.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r
1402.5,664.5642,352,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-4,F4,E-3,E-2
1402.6667,664.6336,352,4.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-4,G4,E-3,E-2
1403.0,664.7725,353,1.0,C6,G#5,C5,G#4,C5,G#4,C4,G#3,G#2,C5,C4,E-4,E-3,C5,C4,r,r,r,r,G#5,G#4,C4,G#3,G#2
1403.3333,664.9114,353,1.3333,D6,B5,D5,B4,D5,B4,D4,B3,G#2,C5,C4,E-4,E-3,C5,C4,r,r,r,r,G#5,G#4,D4,G#3,G#2
1403.6667,665.0503,353,1.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G#2,C5,C4,E-4,E-3,C5,C4,r,r,r,r,G#5,G#4,E-4,G#3,G#2
1404.0,665.1892,353,2.0,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G#2,C5,C4,E-4,E-3,C5,C4,r,r,r,r,G#5,G#4,E-4,G#3,G#2
1404.3333,665.3281,353,2.3333,D6,B5,D5,B4,D5,B4,D4,B3,G#2,C5,C4,E-4,E-3,C5,C4,r,r,r,r,G#5,G#4,D4,G#3,G#2
1404.5,665.3975,353,2.5,D6,B5,D5,B4,D5,B4,D4,B3,E-2,C5,C4,E-4,E-3,C5,C4,r,r,r,r,E-5,E-4,D4,E-3,E-2
1404.6667,665.467,353,2.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,E-2,C5,C4,E-4,E-3,C5,C4,r,r,r,r,E-5,E-4,E-4,E-3,E-2
1405.0,665.6059,353,3.0,C6,G#5,C5,G#4,C5,G#4,C4,G#3,G#2,C5,C4,E-4,E-3,C5,C4,r,r,r,r,G#5,G#4,C4,G#3,G#2
1405.3333,665.7447,353,3.3333,D6,B5,D5,B4,D5,B4,D4,B3,G#2,C5,C4,E-4,E-3,C5,C4,r,r,r,r,G#5,G#4,D4,G#3,G#2
1405.6667,665.8836,353,3.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G#2,C5,C4,E-4,E-3,C5,C4,r,r,r,r,G#5,G#4,E-4,G#3,G#2
1406.0,666.0225,353,4.0,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G#2,C5,C4,E-4,E-3,C5,C4,r,r,r,r,G#5,G#4,E-4,G#3,G#2
1406.3333,666.1614,353,4.3333,D6,B5,D5,B4,D5,B4,D4,B3,G#2,C5,C4,E-4,E-3,C5,C4,r,r,r,r,G#5,G#4,D4,G#3,G#2
1406.5,666.2309,353,4.5,D6,B5,D5,B4,D5,B4,D4,B3,E-2,C5,C4,E-4,E-3,C5,C4,r,r,r,r,E-5,E-4,D4,E-3,E-2
1406.6667,666.3003,353,4.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,E-2,C5,C4,E-4,E-3,C5,C4,r,r,r,r,E-5,E-4,E-4,E-3,E-2
1407.0,666.4392,354,1.0,C6,G#5,C5,G#4,C5,G#4,C4,G#3,G#2,C5,C4,E-4,E-3,C5,C4,r,r,r,r,G#5,G#4,C4,G#3,G#2
1407.3333,666.5781,354,1.3333,D6,B5,D5,B4,D5,B4,D4,B3,G#2,C5,C4,E-4,E-3,C5,C4,r,r,r,r,G#5,G#4,D4,G#3,G#2
1407.6667,666.717,354,1.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G#2,C5,C4,E-4,E-3,C5,C4,r,r,r,r,G#5,G#4,E-4,G#3,G#2
1408.0,666.8559,354,2.0,E-6,C6,E-5,C5,E-5,C5,E-4,C4,E-2,E-5,C5,r,r,E-5,C5,r,r,r,r,E-5,E-4,E-4,E-3,E-2
1408.3333,666.9947,354,2.3333,D6,B5,D5,B4,D5,B4,D4,B3,E-2,D5,B4,r,r,E-5,C5,r,r,r,r,E-5,E-4,D4,E-3,E-2
1408.6667,667.1336,354,2.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,E-2,E-5,C5,r,r,E-5,C5,r,r,r,r,E-5,E-4,E-4,E-3,E-2
1409.0,667.2725,354,3.0,E-6,C6,E-5,C5,E-5,C5,E-4,C4,F2,E-5,C5,r,r,E-5,C5,r,r,r,r,F5,F4,E-4,F3,F2
1409.3333,667.4114,354,3.3333,D6,B5,D5,B4,D5,B4,D4,B3,F2,D5,B4,r,r,E-5,C5,r,r,r,r,F5,F4,D4,F3,F2
1409.6667,667.5503,354,3.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,F2,E-5,C5,r,r,E-5,C5,r,r,r,r,F5,F4,E-4,F3,F2
1410.0,667.6892,354,4.0,E-6,C6,E-5,C5,E-5,C5,E-4,C4,F#2,E-5,C5,r,r,E-5,C5,r,r,r,r,F#5,F#4,E-4,F#3,F#2
1410.3333,667.8281,354,4.3333,D6,B5,D5,B4,D5,B4,D4,B3,F#2,D5,B4,r,r,E-5,C5,r,r,r,r,F#5,F#4,D4,F#3,F#2
1410.6667,667.967,354,4.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,F#2,E-5,C5,r,r,E-5,C5,r,r,r,r,F#5,F#4,E-4,F#3,F#2
1411.0,668.1059,355,1.0,G6,E-6,G5,E-5,G5,E-5,G4,E-4,G2,G5,E-5,r,r,r,r,r,r,r,r,G5,G4,G4,G3,G2
1411.3333,668.2447,355,1.3333,G6,E-6,G5,E-5,G5,E-5,G4,E-4,G2,G5,E-5,r,r,r,r,r,r,r,r,A5,A4,G4,G3,G2
1411.6667,668.3836,355,1.6667,G6,E-6,G5,E-5,G5,E-5,G4,E-4,G2,G5,E-5,r,r,r,r,r,r,r,r,B5,B4,G4,G3,G2
1412.0,668.5225,355,2.0,F6,D6,F5,D5,F5,D5,F4,D4,G2,F5,D5,r,r,r,r,r,r,r,r,G5,G4,F4,G3,G2
1412.3333,668.6614,355,2.3333,F6,D6,F5,D5,F5,D5,F4,D4,A2,F5,D5,r,r,r,r,r,r,r,r,G5,G4,F4,A3,A2
1412.6667,668.8003,355,2.6667,F6,D6,F5,D5,F5,D5,F4,D4,B2,F5,D5,r,r,r,r,r,r,r,r,G5,G4,F4,B3,B2
1413.0,668.9392,355,3.0,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G2,E-5,C5,r,r,r,r,r,r,r,r,G5,G4,E-4,G3,G2
1413.3333,669.0781,355,3.3333,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G2,E-5,C5,r,r,r,r,r,r,r,r,F5,F4,E-4,G3,G2
1413.6667,669.217,355,3.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G2,E-5,C5,r,r,r,r,r,r,r,r,E-5,E-4,E-4,G3,G2
1414.0,669.3559,355,4.0,D6,B5,D5,B4,D5,B4,D4,B3,G2,D5,B4,r,r,r,r,r,r,r,r,G5,G4,D4,G3,G2
1414.3333,669.4947,355,4.3333,D6,B5,D5,B4,D5,B4,D4,B3,F2,D5,B4,r,r,r,r,r,r,r,r,G5,G4,D4,F3,F2
1414.6667,669.6336,355,4.6667,D6,B5,D5,B4,D5,B4,D4,B3,E-2,D5,B4,r,r,r,r,r,r,r,r,G5,G4,D4,E-3,E-2
1415.0,669.7725,356,1.0,G6,E-6,G5,E-5,G5,E-5,G4,E-4,G2,G5,E-5,r,r,r,r,r,r,r,r,G5,G4,G4,G3,G2
1415.3333,669.9114,356,1.3333,G6,E-6,G5,E-5,G5,E-5,G4,E-4,G2,G5,E-5,r,r,r,r,r,r,r,r,A5,A4,G4,G3,G2
1415.6667,670.0503,356,1.6667,G6,E-6,G5,E-5,G5,E-5,G4,E-4,G2,G5,E-5,r,r,r,r,r,r,r,r,B5,B4,G4,G3,G2
1416.0,670.1892,356,2.0,F6,D6,F5,D5,F5,D5,F4,D4,G2,F5,D5,r,r,r,r,r,r,r,r,G5,G4,F4,G3,G2
1416.3333,670.3281,356,2.3333,F6,D6,F5,D5,F5,D5,F4,D4,A2,F5,D5,r,r,r,r,r,r,r,r,G5,G4,F4,A3,A2
1416.6667,670.467,356,2.6667,F6,D6,F5,D5,F5,D5,F4,D4,B2,F5,D5,r,r,r,r,r,r,r,r,G5,G4,F4,B3,B2
1417.0,670.6059,356,3.0,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G2,E-5,C5,r,r,r,r,r,r,r,r,G5,G4,E-4,G3,G2
1417.3333,670.7447,356,3.3333,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G2,E-5,C5,r,r,r,r,r,r,r,r,F5,F4,E-4,G3,G2
1417.6667,670.8836,356,3.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G2,E-5,C5,r,r,r,r,r,r,r,r,E-5,E-4,E-4,G3,G2
1418.0,671.0225,356,4.0,D6,B5,D5,B4,D5,B4,D4,B3,G2,D5,B4,r,r,r,r,r,r,r,r,G5,G4,D4,G3,G2
1418.3333,671.1614,356,4.3333,D6,B5,D5,B4,D5,B4,D4,B3,F2,D5,B4,r,r,r,r,r,r,r,r,G5,G4,D4,F3,F2
1418.5,671.2309,356,4.5,D6,B5,D5,B4,D5,B4,D4,B3,F2,D5,B4,r,r,r,r,r,r,r,r,E-5,E-4,D4,F3,F2
1418.6667,671.3003,356,4.6667,D6,B5,D5,B4,D5,B4,D4,B3,E-2,D5,B4,r,r,r,r,r,r,r,r,E-5,E-4,D4,E-3,E-2
1419.0,671.4392,357,1.0,C6,G#5,C5,G#4,C5,G#4,C4,G#3,G#2,C5,C4,E-4,E-3,E-5,C5,r,r,r,r,C6,C5,C4,G#3,G#2
1419.3333,671.5781,357,1.3333,D6,B5,D5,B4,D5,B4,D4,B3,G#2,C5,C4,E-4,E-3,E-5,C5,r,r,r,r,C6,C5,D4,G#3,G#2
1419.6667,671.717,357,1.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G#2,C5,C4,E-4,E-3,E-5,C5,r,r,r,r,C6,C5,E-4,G#3,G#2
1420.0,671.8559,357,2.0,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G#2,C5,C4,E-4,E-3,E-5,C5,r,r,r,r,C6,C5,E-4,G#3,G#2
1420.3333,671.9947,357,2.3333,D6,B5,D5,B4,D5,B4,D4,B3,G#2,C5,C4,E-4,E-3,E-5,C5,r,r,r,r,C6,C5,D4,G#3,G#2
1420.5,672.0642,357,2.5,D6,B5,D5,B4,D5,B4,D4,B3,E-2,C5,C4,E-4,E-3,E-5,C5,r,r,r,r,E-5,E-4,D4,E-3,E-2
1420.6667,672.1336,357,2.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,E-2,C5,C4,E-4,E-3,E-5,C5,r,r,r,r,E-5,E-4,E-4,E-3,E-2
1421.0,672.2725,357,3.0,C6,G#5,C5,G#4,C5,G#4,C4,G#3,G#2,C5,C4,E-4,E-3,E-5,C5,r,r,r,r,C6,C5,C4,G#3,G#2
1421.3333,672.4114,357,3.3333,D6,B5,D5,B4,D5,B4,D4,B3,G#2,C5,C4,E-4,E-3,E-5,C5,r,r,r,r,C6,C5,D4,G#3,G#2
1421.6667,672.5503,357,3.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G#2,C5,C4,E-4,E-3,E-5,C5,r,r,r,r,C6,C5,E-4,G#3,G#2
1422.0,672.6892,357,4.0,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G#2,C5,C4,E-4,E-3,E-5,C5,r,r,r,r,C6,C5,E-4,G#3,G#2
1422.3333,672.8281,357,4.3333,D6,B5,D5,B4,D5,B4,D4,B3,G#2,C5,C4,E-4,E-3,E-5,C5,r,r,r,r,C6,C5,D4,G#3,G#2
1422.5,672.8975,357,4.5,D6,B5,D5,B4,D5,B4,D4,B3,E-2,C5,C4,E-4,E-3,E-5,C5,r,r,r,r,E-5,E-4,D4,E-3,E-2
1422.6667,672.967,357,4.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,E-2,C5,C4,E-4,E-3,E-5,C5,r,r,r,r,E-5,E-4,E-4,E-3,E-2
1423.0,673.1059,358,1.0,C6,G#5,C5,G#4,C5,G#4,C4,G#3,G#2,C5,C4,E-4,E-3,E-5,C5,r,r,r,r,C6,C5,C4,G#3,G#2
1423.3333,673.2447,358,1.3333,D6,B5,D5,B4,D5,B4,D4,B3,G#2,C5,C4,E-4,E-3,E-5,C5,r,r,r,r,C6,C5,D4,G#3,G#2
1423.6667,673.3836,358,1.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G#2,C5,C4,E-4,E-3,E-5,C5,r,r,r,r,C6,C5,E-4,G#3,G#2
1424.0,673.5225,358,2.0,E-6,C6,E-5,C5,E-5,C5,E-4,C4,E-2,E-5,C5,r,r,E-5,C5,r,r,r,r,E-5,E-4,E-4,E-3,E-2
1424.3333,673.6614,358,2.3333,D6,B5,D5,B4,D5,B4,D4,B3,E-2,D5,B4,r,r,E-5,C5,r,r,r,r,E-5,E-4,D4,E-3,E-2
1424.6667,673.8003,358,2.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,E-2,E-5,C5,r,r,E-5,C5,r,r,r,r,E-5,E-4,E-4,E-3,E-2
1425.0,673.9392,358,3.0,E-6,C6,E-5,C5,E-5,C5,E-4,C4,F2,E-5,C5,r,r,E-5,C5,r,r,r,r,G#5,G#4,E-4,F3,F2
1425.3333,674.0781,358,3.3333,D6,B5,D5,B4,D5,B4,D4,B3,F2,D5,B4,r,r,E-5,C5,r,r,r,r,G#5,G#4,D4,F3,F2
1425.6667,674.217,358,3.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,F2,E-5,C5,r,r,E-5,C5,r,r,r,r,G#5,G#4,E-4,F3,F2
1426.0,674.3559,358,4.0,E-6,C6,E-5,C5,E-5,C5,E-4,C4,F#2,E-5,C5,r,r,E-5,C5,r,r,r,r,C6,C5,E-4,F#3,F#2
1426.3333,674.4947,358,4.3333,D6,B5,D5,B4,D5,B4,D4,B3,F#2,D5,B4,r,r,E-5,C5,r,r,r,r,C6,C5,D4,F#3,F#2
1426.6667,674.6336,358,4.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,F#2,E-5,C5,r,r,E-5,C5,r,r,r,r,C6,C5,E-4,F#3,F#2
1427.0,674.7725,359,1.0,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G2,G5,G4,r,r,r,r,r,r,r,r,E-6,E-5,E-5,G3,G2
1427.3333,674.9114,359,1.3333,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G2,G5,G4,r,r,r,r,r,r,r,r,F6,F5,E-5,G3,G2
1427.6667,675.0503,359,1.6667,E-6,C6,E-5,C5,E-5,C5,E-4,C4,G2,G5,G4,r,r,r,r,r,r,r,r,G6,G5,E-5,G3,G2
1428.0,675.1892,359,2.0,D6,B-5,D5,B-4,D5,B-4,D4,B-3,G2,G5,G4,r,r,r,r,r,r,r,r,D6,D5,D5,G3,G2
1428.3333,675.3281,359,2.3333,D6,B-5,D5,B-4,D5,B-4,D4,B-3,G#2,G5,G4,r,r,r,r,r,r,r,r,D6,D5,D5,G#3,G#2
1428.6667,675.467,359,2.6667,D6,B-5,D5,B-4,D5,B-4,D4,B-3,B-2,G5,G4,r,r,r,r,r,r,r,r,D6,D5,D5,B-3,B-2
1429.0,675.6059,359,3.0,C6,G#5,C6,G#5,C5,G#4,C4,G#3,E-2,E-5,E-4,r,r,r,r,r,r,r,r,C6,C5,C5,E-3,E-2
1429.3333,675.7447,359,3.3333,C6,G#5,C6,G#5,C5,G#4,C4,G#3,E-2,E-5,E-4,r,r,r,r,r,r,r,r,D6,D5,C5,E-3,E-2
1429.6667,675.8836,359,3.6667,C6,G#5,C6,G#5,C5,G#4,C4,G#3,E-2,E-5,E-4,r,r,r,r,r,r,r,r,E-6,E-5,C5,E-3,E-2
1430.0,676.0225,359,4.0,B-5,G5,B-5,G5,B-4,G4,B-3,G3,E-2,E-5,E-4,r,r,r,r,r,r,r,r,B-5,B-4,B-4,E-3,E-2
1430.3333,676.1614,359,4.3333,B-5,G5,B-5,G5,B-4,G4,B-3,G3,F2,E-5,E-4,r,r,r,r,r,r,r,r,B-5,B-4,B-4,F3,F2
1430.6667,676.3003,359,4.6667,B-5,G5,B-5,G5,B-4,G4,B-3,G3,G2,E-5,E-4,r,r,r,r,r,r,r,r,B-5,B-4,B-4,G3,G2
1431.0,676.4392,360,1.0,G#6,F6,G#5,F5,G#5,F5,G#4,F4,C2,C5,C4,r,r,r,r,r,r,r,r,G#5,G#4,G#4,C3,C2
1431.3333,676.5781,360,1.3333,G#6,F6,G#5,F5,G#5,F5,G#4,F4,C2,C5,C4,r,r,r,r,r,r,r,r,B-5,B-4,G#4,C3,C2
1431.6667,676.717,360,1.6667,G#6,F6,G#5,F5,G#5,F5,G#4,F4,C2,C5,C4,r,r,r,r,r,r,r,r,C6,C5,G#4,C3,C2
1432.0,676.8559,360,2.0,G6,E-6,G5,E-5,G5,E-5,G4,E-4,C2,C5,C4,r,r,r,r,r,r,r,r,G5,G4,G4,C3,C2
1432.3333,676.9947,360,2.3333,G6,E-6,G5,E-5,G5,E-5,G4,E-4,D2,C5,C4,r,r,r,r,r,r,r,r,G5,G4,G4,D3,D2
1432.6667,677.1336,360,2.6667,G6,E-6,G5,E-5,G5,E-5,G4,E-4,E-2,C5,C4,r,r,r,r,r,r,r,r,G5,G4,G4,E-3,E-2
1433.0,677.2725,360,3.0,F6,C#6,F5,C#5,F5,C#5,F4,C#4,F2,F5,F5,r,r,r,r,r,r,r,r,F5,F4,F4,F3,F2
1433.3333,677.4114,360,3.3333,F6,C#6,F5,C#5,F5,C#5,F4,C#4,F2,F5,F5,r,r,r,r,r,r,r,r,G5,G4,F4,F3,F2
1433.6667,677.5503,360,3.6667,F6,C#6,F5,C#5,F5,C#5,F4,C#4,F2,F5,F5,r,r,r,r,r,r,r,r,G#5,G#4,F4,F3,F2
1434.0,677.6892,360,4.0,G6,B5,G5,B4,G5,B4,G4,B3,G2,G5,G4,r,r,r,r,r,r,r,r,G5,G4,G4,G3,G2
1434.3333,677.8281,360,4.3333,G6,B5,G5,B4,G5,B4,G4,B3,G2,G5,G4,r,r,r,r,r,r,r,r,A5,A4,G4,G3,G2
1434.6667,677.967,360,4.6667,G6,B5,G5,B4,G5,B4,G4,B3,G2,G5,G4,r,r,r,r,r,r,r,r,B5,B4,G4,G3,G2
1435.0,678.1059,361,1.0,C6,C6,C5,C5,C5,C5,C4,C4,C2,C5,C4,r,r,r,r,r,r,r,r,C6,C5,C4,C3,C2
1436.0,678.5225,361,2.0,F5,F5,F5,F4,F5,F4,F3,F3,G#1,r,r,F4,C#4,r,r,r,r,r,r,G#3,G#3,C#5,G#2,G#1
1436.3333,678.6614,361,2.3333,G5,G5,G5,G4,G5,G4,G3,G3,G#1,r,r,F4,C#4,r,r,r,r,r,r,G#3,G#3,C#5,G#2,G#1
1436.6667,678.8003,361,2.6667,G#5,G#5,G#5,G#4,G#5,G#4,G#3,G#3,G#1,r,r,F4,C#4,r,r,r,r,r,r,G#3,G#3,C#5,G#2,G#1
1437.0,678.9392,361,3.0,G5,G5,G5,G4,G5,G4,G3,G3,G#1,r,r,E4,C#4,r,r,r,r,r,r,G#3,G#3,C#5,G#2,G#1
1437.3333,679.0781,361,3.3333,G#5,G#5,G#5,G#4,G#5,G#4,G#3,G#3,G#1,r,r,E4,C#4,r,r,r,r,r,r,G#3,G#3,C#5,G#2,G#1
1437.6667,679.217,361,3.6667,B-5,B-5,B-5,B-4,B-5,B-4,B-3,B-3,G#1,r,r,E4,C#4,r,r,r,r,r,r,G#3,G#3,C#5,G#2,G#1
1438.0,679.3559,361,4.0,C6,C6,C6,C5,C6,C5,C4,C4,G#2,r,r,E-4,C4,r,r,r,r,r,r,C6,C5,C5,G#3,G#2
1440.0,680.1892,362,2.0,F#6,C6,F#5,C5,E-5,F#4,G#3,G#2,G#2,C5,C4,r,r,C5,C4,r,r,r,r,C6,F#5,C5,G#3,G#2
1441.0,680.6059,362,3.0,G6,C6,G5,C5,E-5,G4,E-3,E-2,E-2,E-5,C5,r,r,C5,C4,r,r,r,r,G6,G5,C5,E-3,E-2
1442.0,681.0225,362,4.0,G6,B5,G5,B4,D5,B4,G3,G2,G2,D5,G4,r,r,G4,G3,r,r,r,r,B5,G5,B4,G3,G2
1443.0,681.4392,363,1.0,r,r,r,r,r,r,r,r,C2,C5,C4,r,r,C5,C4,r,r,r,r,C6,E-5,C5,C3,C2
1444.0,681.8559,363,2.0,F5,F5,F5,F4,F5,F4,F3,F3,G#1,r,r,F4,C#4,r,r,r,r,r,r,G#3,G#3,C#5,G#2,G#1
1444.3333,681.9947,363,2.3333,G5,G5,G5,G4,G5,G4,G3,G3,G#1,r,r,F4,C#4,r,r,r,r,r,r,G#3,G#3,C#5,G#2,G#1
1444.6667,682.1336,363,2.6667,G#5,G#5,G#5,G#4,G#5,G#4,G#3,G#3,G#1,r,r,F4,C#4,r,r,r,r,r,r,G#3,G#3,C#5,G#2,G#1
1445.0,682.2725,363,3.0,G5,G5,G5,G4,G5,G4,G3,G3,G#1,r,r,E4,C#4,r,r,r,r,r,r,G#3,G#3,C#5,G#2,G#1
1445.3333,682.4114,363,3.3333,G#5,G#5,G#5,G#4,G#5,G#4,G#3,G#3,G#1,r,r,E4,C#4,r,r,r,r,r,r,G#3,G#3,C#5,G#2,G#1
1445.6667,682.5503,363,3.6667,B-5,B-5,B-5,B-4,B-5,B-4,B-3,B-3,G#1,r,r,E4,C#4,r,r,r,r,r,r,G#3,G#3,C#5,G#2,G#1
1446.0,682.6892,363,4.0,C6,C6,C6,C5,C6,C5,C4,C4,G#2,r,r,E-4,C4,r,r,r,r,r,r,C6,C5,C5,G#3,G#2
