qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,C Trumpet 1,C Trumpet 2,"C, G Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
694.0,696.0,P6(Oboe 1)&P8(Bb Clarinet)&P6(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2),,P6(Flute 1)&P6(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),,P8(Flute 1)&P6(Oboe 1)&P6(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2),P6(Flute 1)&P8(Oboe 1)&P6(Bb Clarinet)&U(Bassoon 1)&P3(Bassoon 2),P6(Flute 1)&P8(Oboe 1)&P6(Bb Clarinet)&U(Bb Clarinet 2)&P3(Bassoon 2),P4(Flute 1)&P3(Oboe 1)&P4(Bb Clarinet)&P3(Bb Clarinet 2)&P3(Bassoon 1),,,,,,Main Part,P6(Main)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P4(Main)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P4(Main)&P3(Violin 2)&P8(Viola)&P8(Contrabass),P4(Main)&P3(Violin 2)&P8(Viola)&P8(Violoncello)
696.0,698.0,Main Part,,P6(Main)&P6(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),,P8(Main)&P6(Oboe 1)&P6(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2),P6(Main)&P8(Oboe 1)&P6(Bb Clarinet)&U(Bassoon 1)&P3(Bassoon 2),P6(Main)&P8(Oboe 1)&P6(Bb Clarinet)&U(Bb Clarinet 2)&P3(Bassoon 2),P4(Main)&P3(Oboe 1)&P4(Bb Clarinet)&P3(Bb Clarinet 2)&P3(Bassoon 1),,,,,,P6(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P6(Violin 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P4(Violin 1)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P4(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Contrabass),P4(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello)
698.0,700.0,P6(Oboe 1)&P8(Bb Clarinet)&P6(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2),,P6(Flute 1)&P6(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),,P8(Flute 1)&P6(Oboe 1)&P6(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2),P6(Flute 1)&P8(Oboe 1)&P6(Bb Clarinet)&U(Bassoon 1)&P3(Bassoon 2),P6(Flute 1)&P8(Oboe 1)&P6(Bb Clarinet)&U(Bb Clarinet 2)&P3(Bassoon 2),P4(Flute 1)&P3(Oboe 1)&P4(Bb Clarinet)&P3(Bb Clarinet 2)&P3(Bassoon 1),,,,,,Main Part,P6(Main)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P4(Main)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P4(Main)&P3(Violin 2)&P8(Viola)&P8(Contrabass),P4(Main)&P3(Violin 2)&P8(Viola)&P8(Violoncello)
700.0,702.0,Main Part,,P6(Main)&P6(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),,P8(Main)&P6(Oboe 1)&P6(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2),P6(Main)&P8(Oboe 1)&P6(Bb Clarinet)&U(Bassoon 1)&P3(Bassoon 2),P6(Main)&P8(Oboe 1)&P6(Bb Clarinet)&U(Bb Clarinet 2)&P3(Bassoon 2),P4(Main)&P3(Oboe 1)&P4(Bb Clarinet)&P3(Bb Clarinet 2)&P3(Bassoon 1),,,,,,P6(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P6(Violin 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P4(Violin 1)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P4(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Contrabass),P4(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello)
702.0,704.0,P5(Oboe 1)&P8(Bb Clarinet)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2),,P5(Flute 1)&P5(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),,P8(Flute 1)&P5(Oboe 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2),P5(Flute 1)&P8(Oboe 1)&P5(Bb Clarinet)&U(Bassoon 1)&P3(Bassoon 2),P5(Flute 1)&P8(Oboe 1)&P5(Bb Clarinet)&U(Bb Clarinet 2)&P3(Bassoon 2),P3(Flute 1)&P3(Oboe 1)&P3(Bb Clarinet)&P3(Bb Clarinet 2)&P3(Bassoon 1),,,,,,Main Part,P6(Main)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P4(Main)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P4(Main)&P3(Violin 2)&P8(Viola)&P8(Contrabass),P4(Main)&P3(Violin 2)&P8(Viola)&P8(Violoncello)
704.0,706.0,Main Part,,P5(Main)&P5(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),,P8(Main)&P5(Oboe 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2),P5(Main)&P8(Oboe 1)&P5(Bb Clarinet)&U(Bassoon 1)&P3(Bassoon 2),P5(Main)&P8(Oboe 1)&P5(Bb Clarinet)&U(Bb Clarinet 2)&P3(Bassoon 2),P3(Main)&P3(Oboe 1)&P3(Bb Clarinet)&P3(Bb Clarinet 2)&P3(Bassoon 1),,,,,,P5(Violin 2)&P8(Viola)&P3(Violoncello)&P3(Contrabass),P5(Violin 1)&P5(Viola)&P3(Violoncello)&P3(Contrabass),P8(Violin 1)&P5(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Violin 1)&P3(Violin 2)&P3(Viola)&P8(Contrabass),P3(Violin 1)&P3(Violin 2)&P3(Viola)&P8(Violoncello)
706.0,708.0,P5(Oboe 1)&P8(Bb Clarinet)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2),,P5(Flute 1)&P5(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),,P8(Flute 1)&P5(Oboe 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2),P5(Flute 1)&P8(Oboe 1)&P5(Bb Clarinet)&U(Bassoon 1)&P3(Bassoon 2),P5(Flute 1)&P8(Oboe 1)&P5(Bb Clarinet)&U(Bb Clarinet 2)&P3(Bassoon 2),P3(Flute 1)&P3(Oboe 1)&P3(Bb Clarinet)&P3(Bb Clarinet 2)&P3(Bassoon 1),,,,,,Main Part,P5(Main)&P5(Viola)&P3(Violoncello)&P3(Contrabass),P8(Main)&P5(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Main)&P3(Violin 2)&P3(Viola)&P8(Contrabass),P3(Main)&P3(Violin 2)&P3(Viola)&P8(Violoncello)
708.0,710.0,Main Part,,P5(Main)&P5(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),,P8(Main)&P5(Oboe 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2),P5(Main)&P8(Oboe 1)&P5(Bb Clarinet)&U(Bassoon 1)&P3(Bassoon 2),P5(Main)&P8(Oboe 1)&P5(Bb Clarinet)&U(Bb Clarinet 2)&P3(Bassoon 2),P3(Main)&P3(Oboe 1)&P3(Bb Clarinet)&P3(Bb Clarinet 2)&P3(Bassoon 1),,,,,,P5(Violin 2)&P8(Viola)&P3(Violoncello)&P3(Contrabass),P5(Violin 1)&P5(Viola)&P3(Violoncello)&P3(Contrabass),P8(Violin 1)&P5(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Violin 1)&P3(Violin 2)&P3(Viola)&P8(Contrabass),P3(Violin 1)&P3(Violin 2)&P3(Viola)&P8(Violoncello)
710.0,712.0,P5(Oboe 1)&P8(Bb Clarinet)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2),,P5(Flute 1)&P5(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),,P8(Flute 1)&P5(Oboe 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2),P5(Flute 1)&P8(Oboe 1)&P5(Bb Clarinet)&U(Bassoon 1)&P3(Bassoon 2),P5(Flute 1)&P8(Oboe 1)&P5(Bb Clarinet)&U(Bb Clarinet 2)&P3(Bassoon 2),P3(Flute 1)&P3(Oboe 1)&P3(Bb Clarinet)&P3(Bb Clarinet 2)&P3(Bassoon 1),,,,,,Main Part,P5(Main)&P5(Viola)&P3(Violoncello)&P3(Contrabass),P8(Main)&P5(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Main)&P3(Violin 2)&P3(Viola)&P8(Contrabass),P3(Main)&P3(Violin 2)&P3(Viola)&P8(Violoncello)
712.0,714.0,Main Part,,P5(Main)&P5(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),,P8(Main)&P5(Oboe 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2),P5(Main)&P8(Oboe 1)&P5(Bb Clarinet)&U(Bassoon 1)&P3(Bassoon 2),P5(Main)&P8(Oboe 1)&P5(Bb Clarinet)&U(Bb Clarinet 2)&P3(Bassoon 2),P3(Main)&P3(Oboe 1)&P3(Bb Clarinet)&P3(Bb Clarinet 2)&P3(Bassoon 1),,,,,,P5(Violin 2)&P8(Viola)&P3(Violoncello)&P3(Contrabass),P5(Violin 1)&P5(Viola)&P3(Violoncello)&P3(Contrabass),P8(Violin 1)&P5(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Violin 1)&P3(Violin 2)&P3(Viola)&P8(Contrabass),P3(Violin 1)&P3(Violin 2)&P3(Viola)&P8(Violoncello)
714.0,716.0,P5(Oboe 1)&P8(Bb Clarinet)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2),,P5(Flute 1)&P5(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),,P8(Flute 1)&P5(Oboe 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2),P5(Flute 1)&P8(Oboe 1)&P5(Bb Clarinet)&U(Bassoon 1)&P3(Bassoon 2),P5(Flute 1)&P8(Oboe 1)&P5(Bb Clarinet)&U(Bb Clarinet 2)&P3(Bassoon 2),P3(Flute 1)&P3(Oboe 1)&P3(Bb Clarinet)&P3(Bb Clarinet 2)&P3(Bassoon 1),,,,,,Main Part,P5(Main)&P5(Viola)&P3(Violoncello)&P3(Contrabass),P8(Main)&P5(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Main)&P3(Violin 2)&P3(Viola)&P8(Contrabass),P3(Main)&P3(Violin 2)&P3(Viola)&P8(Violoncello)
716.0,718.0,Main Part,,P5(Main)&P5(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),,P8(Main)&P5(Oboe 1)&P5(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2),P5(Main)&P8(Oboe 1)&P5(Bb Clarinet)&U(Bassoon 1)&P3(Bassoon 2),P5(Main)&P8(Oboe 1)&P5(Bb Clarinet)&U(Bb Clarinet 2)&P3(Bassoon 2),P3(Main)&P3(Oboe 1)&P3(Bb Clarinet)&P3(Bb Clarinet 2)&P3(Bassoon 1),,,,,,P5(Violin 2)&P8(Viola)&P3(Violoncello)&P3(Contrabass),P5(Violin 1)&P5(Viola)&P3(Violoncello)&P3(Contrabass),P8(Violin 1)&P5(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Violin 1)&P3(Violin 2)&P3(Viola)&P8(Contrabass),P3(Violin 1)&P3(Violin 2)&P3(Viola)&P8(Violoncello)
718.0,728.0,,P8(Oboe 2),P8(Bb Clarinet 2),P8(Flute 2),,P8(Oboe 1),,,,,U(C Trumpet 2),U(C Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
728.0,730.0,Main Part,,P4(Main)&P4(Bb Clarinet)&P8(Bb Clarinet 2)&P2(Bassoon 1)&P3(Bassoon 2),,P8(Main)&P4(Oboe 1)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2),P4(Main)&P8(Oboe 1)&P4(Bb Clarinet)&P2(Bassoon 1)&P3(Bassoon 2),P3(Main)&P2(Oboe 1)&P3(Bb Clarinet)&P2(Bb Clarinet 2)&P4(Bassoon 2),P6(Main)&P3(Oboe 1)&P6(Bb Clarinet)&P3(Bb Clarinet 2)&P4(Bassoon 1),P2(Eb Horn 2)&P4(Violin 1)&P8(Violin 2)&P2(Viola)&P3(Violoncello)&P3(Contrabass),P2(Eb Horn 1)&P3(Violin 1)&P2(Violin 2)&P8(Viola)&P4(Violoncello)&P4(Contrabass),,,,P4(Eb Horn 1)&P3(Eb Horn 2)&P4(Violin 2)&P3(Viola)&P6(Violoncello)&P6(Contrabass),P8(Eb Horn 1)&P2(Eb Horn 2)&P4(Violin 1)&P2(Viola)&P3(Violoncello)&P3(Contrabass),P2(Eb Horn 1)&P8(Eb Horn 2)&P3(Violin 1)&P2(Violin 2)&P4(Violoncello)&P4(Contrabass),P3(Eb Horn 1)&P4(Eb Horn 2)&P6(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Contrabass),P3(Eb Horn 1)&P4(Eb Horn 2)&P6(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Violoncello)
730.0,732.0,P4(Oboe 1)&P8(Bb Clarinet)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2),,P4(Flute 1)&P4(Bb Clarinet)&P8(Bb Clarinet 2)&P2(Bassoon 1)&P3(Bassoon 2),,P8(Flute 1)&P4(Oboe 1)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2),P4(Flute 1)&P8(Oboe 1)&P4(Bb Clarinet)&P2(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P2(Oboe 1)&P3(Bb Clarinet)&P2(Bb Clarinet 2)&P4(Bassoon 2),P6(Flute 1)&P3(Oboe 1)&P6(Bb Clarinet)&P3(Bb Clarinet 2)&P4(Bassoon 1),P2(Eb Horn 2)&P4(Main)&P8(Violin 2)&P2(Viola)&P3(Violoncello)&P3(Contrabass),P2(Eb Horn 1)&P3(Main)&P2(Violin 2)&P8(Viola)&P4(Violoncello)&P4(Contrabass),,,,Main Part,P8(Eb Horn 1)&P2(Eb Horn 2)&P4(Main)&P2(Viola)&P3(Violoncello)&P3(Contrabass),P2(Eb Horn 1)&P8(Eb Horn 2)&P3(Main)&P2(Violin 2)&P4(Violoncello)&P4(Contrabass),P3(Eb Horn 1)&P4(Eb Horn 2)&P6(Main)&P3(Violin 2)&P4(Viola)&P8(Contrabass),P3(Eb Horn 1)&P4(Eb Horn 2)&P6(Main)&P3(Violin 2)&P4(Viola)&P8(Violoncello)
732.0,734.0,Main Part,,P4(Main)&P4(Bb Clarinet)&P8(Bb Clarinet 2)&P2(Bassoon 1)&P3(Bassoon 2),,P8(Main)&P4(Oboe 1)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2),P4(Main)&P8(Oboe 1)&P4(Bb Clarinet)&P2(Bassoon 1)&P3(Bassoon 2),P3(Main)&P2(Oboe 1)&P3(Bb Clarinet)&P2(Bb Clarinet 2)&P4(Bassoon 2),P6(Main)&P3(Oboe 1)&P6(Bb Clarinet)&P3(Bb Clarinet 2)&P4(Bassoon 1),P2(Eb Horn 2)&P4(Violin 1)&P8(Violin 2)&P2(Viola)&P3(Violoncello)&P3(Contrabass),P2(Eb Horn 1)&P3(Violin 1)&P2(Violin 2)&P8(Viola)&P4(Violoncello)&P4(Contrabass),,,,P4(Eb Horn 1)&P3(Eb Horn 2)&P4(Violin 2)&P3(Viola)&P6(Violoncello)&P6(Contrabass),P8(Eb Horn 1)&P2(Eb Horn 2)&P4(Violin 1)&P2(Viola)&P3(Violoncello)&P3(Contrabass),P2(Eb Horn 1)&P8(Eb Horn 2)&P3(Violin 1)&P2(Violin 2)&P4(Violoncello)&P4(Contrabass),P3(Eb Horn 1)&P4(Eb Horn 2)&P6(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Contrabass),P3(Eb Horn 1)&P4(Eb Horn 2)&P6(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Violoncello)
734.0,736.0,P4(Oboe 1)&P8(Bb Clarinet)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2),,P4(Flute 1)&P4(Bb Clarinet)&P8(Bb Clarinet 2)&P2(Bassoon 1)&P3(Bassoon 2),,P8(Flute 1)&P4(Oboe 1)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2),P4(Flute 1)&P8(Oboe 1)&P4(Bb Clarinet)&P2(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P2(Oboe 1)&P3(Bb Clarinet)&P2(Bb Clarinet 2)&P4(Bassoon 2),P6(Flute 1)&P3(Oboe 1)&P6(Bb Clarinet)&P3(Bb Clarinet 2)&P4(Bassoon 1),P2(Eb Horn 2)&P4(Main)&P8(Violin 2)&P2(Viola)&P3(Violoncello)&P3(Contrabass),P2(Eb Horn 1)&P3(Main)&P2(Violin 2)&P8(Viola)&P4(Violoncello)&P4(Contrabass),,,,Main Part,P8(Eb Horn 1)&P2(Eb Horn 2)&P4(Main)&P2(Viola)&P3(Violoncello)&P3(Contrabass),P2(Eb Horn 1)&P8(Eb Horn 2)&P3(Main)&P2(Violin 2)&P4(Violoncello)&P4(Contrabass),P3(Eb Horn 1)&P4(Eb Horn 2)&P6(Main)&P3(Violin 2)&P4(Viola)&P8(Contrabass),P3(Eb Horn 1)&P4(Eb Horn 2)&P6(Main)&P3(Violin 2)&P4(Viola)&P8(Violoncello)
736.0,738.0,Main Part,,P4(Main)&P4(Bb Clarinet)&P8(Bb Clarinet 2)&P2(Bassoon 1)&P3(Bassoon 2),,P8(Main)&P4(Oboe 1)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2),P4(Main)&P8(Oboe 1)&P4(Bb Clarinet)&P2(Bassoon 1)&P3(Bassoon 2),P3(Main)&P2(Oboe 1)&P3(Bb Clarinet)&P2(Bb Clarinet 2)&P4(Bassoon 2),P6(Main)&P3(Oboe 1)&P6(Bb Clarinet)&P3(Bb Clarinet 2)&P4(Bassoon 1),P2(Eb Horn 2)&P4(Violin 1)&P8(Violin 2)&P2(Viola)&P3(Violoncello)&P3(Contrabass),P2(Eb Horn 1)&P3(Violin 1)&P2(Violin 2)&P8(Viola)&P4(Violoncello)&P4(Contrabass),,,,P4(Eb Horn 1)&P3(Eb Horn 2)&P4(Violin 2)&P3(Viola)&P6(Violoncello)&P6(Contrabass),P8(Eb Horn 1)&P2(Eb Horn 2)&P4(Violin 1)&P2(Viola)&P3(Violoncello)&P3(Contrabass),P2(Eb Horn 1)&P8(Eb Horn 2)&P3(Violin 1)&P2(Violin 2)&P4(Violoncello)&P4(Contrabass),P3(Eb Horn 1)&P4(Eb Horn 2)&P6(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Contrabass),P3(Eb Horn 1)&P4(Eb Horn 2)&P6(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Violoncello)
738.0,740.0,P4(Oboe 1)&P8(Bb Clarinet)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2),,P4(Flute 1)&P4(Bb Clarinet)&P8(Bb Clarinet 2)&P2(Bassoon 1)&P3(Bassoon 2),,P8(Flute 1)&P4(Oboe 1)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2),P4(Flute 1)&P8(Oboe 1)&P4(Bb Clarinet)&P2(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P2(Oboe 1)&P3(Bb Clarinet)&P2(Bb Clarinet 2)&P4(Bassoon 2),P6(Flute 1)&P3(Oboe 1)&P6(Bb Clarinet)&P3(Bb Clarinet 2)&P4(Bassoon 1),P2(Eb Horn 2)&P4(Main)&P8(Violin 2)&P2(Viola)&P3(Violoncello)&P3(Contrabass),P2(Eb Horn 1)&P3(Main)&P2(Violin 2)&P8(Viola)&P4(Violoncello)&P4(Contrabass),,,,Main Part,P8(Eb Horn 1)&P2(Eb Horn 2)&P4(Main)&P2(Viola)&P3(Violoncello)&P3(Contrabass),P2(Eb Horn 1)&P8(Eb Horn 2)&P3(Main)&P2(Violin 2)&P4(Violoncello)&P4(Contrabass),P3(Eb Horn 1)&P4(Eb Horn 2)&P6(Main)&P3(Violin 2)&P4(Viola)&P8(Contrabass),P3(Eb Horn 1)&P4(Eb Horn 2)&P6(Main)&P3(Violin 2)&P4(Viola)&P8(Violoncello)
740.0,742.0,Main Part,,P4(Main)&P4(Bb Clarinet)&P8(Bb Clarinet 2)&P2(Bassoon 1)&P3(Bassoon 2),,P8(Main)&P4(Oboe 1)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P6(Bassoon 2),P4(Main)&P8(Oboe 1)&P4(Bb Clarinet)&P2(Bassoon 1)&P3(Bassoon 2),P3(Main)&P2(Oboe 1)&P3(Bb Clarinet)&P2(Bb Clarinet 2)&P4(Bassoon 2),P6(Main)&P3(Oboe 1)&P6(Bb Clarinet)&P3(Bb Clarinet 2)&P4(Bassoon 1),,,,,,P4(Violin 2)&P3(Viola)&P6(Violoncello)&P6(Contrabass),P4(Violin 1)&P2(Viola)&P3(Violoncello)&P3(Contrabass),P3(Violin 1)&P2(Violin 2)&P4(Violoncello)&P4(Contrabass),P6(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Contrabass),P6(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Violoncello)
742.0,742.5,,,,,,,P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2),P8(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2),P8(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 2),P8(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 1),,,,Main Part,P4(Main)&P2(Viola),P3(Main)&P2(Violin 2),P8(Contrabass),P8(Violoncello)
742.5,744.5,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2),P8(Flute 1)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2),P8(Flute 1)&U(Flute 2)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2),P8(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Bb Clarinet)&P8(Bb Clarinet 2),P8(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet),P8(Bassoon 2)&P8(Main)&P8(Eb Horn 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Main)&P8(Eb Horn 2)&U(Violoncello)&U(Contrabass),Main Part,P8(Bassoon 1)&P8(Bassoon 2)&U(Main)&P8(Violoncello)&P8(Contrabass),,,,,,,P8(Bassoon 1)&U(Bassoon 2)&P8(Main)&P8(Eb Horn 2)&U(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Main)&P8(Eb Horn 2)&U(Violoncello)
744.5,746.5,Main Part,P8(Main)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2)&P8(Viola),P8(Main)&U(Flute 2)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2)&P8(Viola),P8(Main)&U(Flute 2)&U(Oboe 1)&U(Bb Clarinet)&P8(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2)&P8(Viola),P8(Main)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 2)&U(Violin 1)&P8(Violin 2)&P8(Viola),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Violin 1)&U(Violin 2)&P8(Viola),P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Eb Horn 1)&P8(Eb Horn 2)&U(Violoncello)&U(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 1)&P8(Violoncello)&P8(Contrabass),,,,P8(Main)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Violin 2)&P8(Viola),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&U(Bb Clarinet 2)&P8(Violin 1)&P8(Viola),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet)&P8(Bb Clarinet 2)&P8(Violin 1)&P8(Violin 2),P8(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&U(Contrabass),P8(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&U(Violoncello)
