qstamp,tstamp,measure,beat,Principal Violin,Flute 1,Flute 2,Violin 1,Violin 2,Viola,Violoncello,Violone,Continuo
279.625,172.0769,187,1.4167,A5,B5,D5,r,r,r,r,r,r
279.75,172.1538,187,1.5,G#5,B5,D5,r,r,r,r,r,r
279.875,172.2308,187,1.5833,F#5,B5,D5,r,r,r,r,r,r
280.0,172.3077,187,1.6667,E5,A5,C5,r,r,r,r,r,r
280.125,172.3846,187,1.75,D5,A5,C5,r,r,r,r,r,r
280.25,172.4615,187,1.8333,C5,A5,C5,r,r,r,r,r,r
280.375,172.5385,187,1.9167,B4,A5,C5,r,r,r,r,r,r
280.5,172.6154,188,1.0,A4,r,r,r,r,A3,r,r,B3
280.625,172.6923,188,1.0833,B4,r,r,r,r,A3,r,r,B3
280.75,172.7692,188,1.1667,C5,r,r,r,r,A3,r,r,B3
280.875,172.8462,188,1.25,D5,r,r,r,r,A3,r,r,B3
281.0,172.9231,188,1.3333,E5,A5,C5,r,r,A3,r,r,r
281.125,173.0,188,1.4167,F#5,A5,C5,r,r,A3,r,r,r
281.25,173.0769,188,1.5,G#5,B5,D5,r,r,A3,r,r,r
281.375,173.1538,188,1.5833,E5,B5,D5,r,r,A3,r,r,r
281.5,173.2308,188,1.6667,A5,C6,E5,r,r,A3,r,r,r
281.625,173.3077,188,1.75,G5,C6,E5,r,r,A3,r,r,r
281.75,173.3846,188,1.8333,F5,C6,E5,r,r,A3,r,r,r
281.875,173.4615,188,1.9167,E5,C6,E5,r,r,A3,r,r,r
282.0,173.5385,189,1.0,F5,B5,D5,r,r,D4,r,r,D4
282.125,173.6154,189,1.0833,E5,B5,D5,r,r,D4,r,r,D4
282.25,173.6923,189,1.1667,D5,B5,D5,r,r,D4,r,r,D4
282.375,173.7692,189,1.25,C5,B5,D5,r,r,D4,r,r,D4
282.5,173.8462,189,1.3333,E5,A5,C5,r,r,D4,r,r,r
282.625,173.9231,189,1.4167,D5,A5,C5,r,r,D4,r,r,r
282.75,174.0,189,1.5,C5,A5,C5,r,r,D4,r,r,r
282.875,174.0769,189,1.5833,B4,A5,C5,r,r,D4,r,r,r
283.0,174.1538,189,1.6667,D5,G#5,B4,r,r,D4,r,r,r
283.125,174.2308,189,1.75,C5,G#5,B4,r,r,D4,r,r,r
283.25,174.3077,189,1.8333,B4,G#5,B4,r,r,D4,r,r,r
283.375,174.3846,189,1.9167,A4,G#5,B4,r,r,D4,r,r,r
283.5,174.4615,190,1.0,G#4,r,r,r,r,E4,r,r,E4
283.625,174.5385,190,1.0833,A4,r,r,r,r,E4,r,r,E4
283.75,174.6154,190,1.1667,B4,r,r,r,r,E4,r,r,E4
283.875,174.6923,190,1.25,C5,r,r,r,r,E4,r,r,E4
284.0,174.7692,190,1.3333,D5,G#5,B4,r,r,E4,r,r,r
284.125,174.8462,190,1.4167,C5,G#5,B4,r,r,E4,r,r,r
284.25,174.9231,190,1.5,B4,A5,C5,r,r,E4,r,r,r
284.375,175.0,190,1.5833,A4,A5,C5,r,r,E4,r,r,r
284.5,175.0769,190,1.6667,G#4,B5,D5,r,r,E4,r,r,r
284.625,175.1538,190,1.75,F#4,B5,D5,r,r,E4,r,r,r
284.75,175.2308,190,1.8333,E4,B5,D5,r,r,E4,r,r,r
284.875,175.3077,190,1.9167,D4,B5,D5,r,r,E4,r,r,r
285.0,175.3846,191,1.0,C4,r,r,E5,C5,A4,A2,A1,A3
285.125,175.4615,191,1.0833,A3,r,r,E5,C5,A4,A2,A1,A3
285.25,175.5385,191,1.1667,B3,r,r,E5,C5,A4,A2,A1,A3
285.375,175.6154,191,1.25,C4,r,r,E5,C5,A4,A2,A1,A3
285.5,175.6923,191,1.3333,D4,E5,C5,E5,A4,E4,r,r,r
285.625,175.7692,191,1.4167,E4,E5,C5,E5,A4,E4,r,r,r
285.75,175.8462,191,1.5,F#4,D5,B4,E5,A4,E4,r,r,r
285.875,175.9231,191,1.5833,G#4,D5,B4,E5,A4,E4,r,r,r
286.0,176.0,191,1.6667,A4,E5,C5,E5,E4,C4,r,r,r
286.125,176.0769,191,1.75,B4,E5,C5,E5,E4,C4,r,r,r
286.25,176.1538,191,1.8333,C5,E5,C5,E5,E4,C4,r,r,r
286.375,176.2308,191,1.9167,A4,E5,C5,E5,E4,C4,r,r,r
286.5,176.3077,192,1.0,G#4,r,r,E5,B4,G#4,E3,E2,E3
286.625,176.3846,192,1.0833,E4,r,r,E5,B4,G#4,E3,E2,E3
286.75,176.4615,192,1.1667,F#4,r,r,E5,B4,G#4,E3,E2,E3
286.875,176.5385,192,1.25,G#4,r,r,E5,B4,G#4,E3,E2,E3
287.0,176.6154,192,1.3333,A4,D5,B4,E5,A4,E4,r,r,r
287.125,176.6923,192,1.4167,B4,D5,B4,E5,A4,E4,r,r,r
287.25,176.7692,192,1.5,C5,C5,A4,E5,A4,E4,r,r,r
287.375,176.8462,192,1.5833,D5,C5,A4,E5,A4,E4,r,r,r
287.5,176.9231,192,1.6667,E5,D5,B4,E5,G#4,B3,r,r,r
287.625,177.0,192,1.75,D5,D5,B4,E5,G#4,B3,r,r,r
287.75,177.0769,192,1.8333,C5,D5,B4,E5,G#4,B3,r,r,r
287.875,177.1538,192,1.9167,B4,D5,B4,E5,G#4,B3,r,r,r
288.0,177.2308,193,1.0,C5,C5,A4,E5,C5,A4,A3,A2,A2
288.125,177.3077,193,1.0833,A4,C5,A4,E5,C5,A4,A3,A2,A2
288.25,177.3846,193,1.1667,B4,C5,A4,E5,C5,A4,A3,A2,A2
288.375,177.4615,193,1.25,C5,C5,A4,E5,C5,A4,A3,A2,A2
288.5,177.5385,193,1.3333,D5,r,r,D5,B4,r,r,r,r
288.625,177.6154,193,1.4167,E5,r,r,D5,B4,r,r,r,r
288.75,177.6923,193,1.5,F#5,r,r,D5,B4,r,r,r,r
288.875,177.7692,193,1.5833,G#5,r,r,D5,B4,r,r,r,r
289.0,177.8462,193,1.6667,A5,r,r,C5,A4,r,r,r,r
289.125,177.9231,193,1.75,E5,r,r,C5,A4,r,r,r,r
289.25,178.0,193,1.8333,F#5,r,r,C5,A4,r,r,r,r
289.375,178.0769,193,1.9167,G#5,r,r,C5,A4,r,r,r,r
289.5,178.1538,194,1.0,A5,E5,C5,r,r,E4,A2,A1,A3
289.625,178.2308,194,1.0833,B5,E5,C5,r,r,E4,A2,A1,A3
289.75,178.3077,194,1.1667,C6,E5,C5,r,r,E4,A2,A1,A3
289.875,178.3846,194,1.25,D6,E5,C5,r,r,E4,A2,A1,A3
290.0,178.4615,194,1.3333,E6,r,r,C5,A4,r,r,r,r
290.125,178.5385,194,1.4167,D6,r,r,C5,A4,r,r,r,r
290.25,178.6154,194,1.5,C6,r,r,D5,B4,r,r,r,r
290.375,178.6923,194,1.5833,B5,r,r,D5,B4,r,r,r,r
290.5,178.7692,194,1.6667,A5,r,r,E5,C5,r,r,r,r
290.625,178.8462,194,1.75,G5,r,r,E5,C5,r,r,r,r
290.75,178.9231,194,1.8333,F5,r,r,E5,C5,r,r,r,r
290.875,179.0,194,1.9167,E5,r,r,E5,C5,r,r,r,r
291.0,179.0769,195,1.0,F5,G#5,B4,D5,B4,B4,D3,D2,D3
291.125,179.1538,195,1.0833,E5,G#5,B4,D5,B4,B4,D3,D2,D3
291.25,179.2308,195,1.1667,D5,G#5,B4,D5,B4,B4,D3,D2,D3
291.375,179.3077,195,1.25,E5,G#5,B4,D5,B4,B4,D3,D2,D3
291.5,179.3846,195,1.3333,F5,r,r,C5,A4,r,r,r,r
291.625,179.4615,195,1.4167,G5,r,r,C5,A4,r,r,r,r
291.75,179.5385,195,1.5,A5,r,r,C5,A4,r,r,r,r
291.875,179.6154,195,1.5833,G5,r,r,C5,A4,r,r,r,r
292.0,179.6923,195,1.6667,F5,r,r,B4,G#4,r,r,r,r
292.125,179.7692,195,1.75,E5,r,r,B4,G#4,r,r,r,r
292.25,179.8462,195,1.8333,D5,r,r,B4,G#4,r,r,r,r
292.375,179.9231,195,1.9167,C5,r,r,B4,G#4,r,r,r,r
292.5,180.0,196,1.0,B4,B5,D5,r,r,G#4,E3,E2,E3
292.625,180.0769,196,1.0833,C5,B5,D5,r,r,G#4,E3,E2,E3
292.75,180.1538,196,1.1667,D5,B5,D5,r,r,G#4,E3,E2,E3
292.875,180.2308,196,1.25,C5,B5,D5,r,r,G#4,E3,E2,E3
293.0,180.3077,196,1.3333,B4,r,r,B4,G#4,r,r,r,r
293.125,180.3846,196,1.4167,A4,r,r,B4,G#4,r,r,r,r
293.25,180.4615,196,1.5,G#4,r,r,C5,A4,r,r,r,r
293.375,180.5385,196,1.5833,F#4,r,r,C5,A4,r,r,r,r
293.5,180.6154,196,1.6667,E4,r,E5,D5,B4,r,r,r,r
293.625,180.6923,196,1.75,D4,r,E5,D5,B4,r,r,r,r
293.75,180.7692,196,1.8333,C4,r,E5,D5,B4,r,r,r,r
293.875,180.8462,196,1.9167,B3,r,E5,D5,B4,r,r,r,r
294.0,180.9231,197,1.0,A3,E5,E5,D5,B4,E4,A2,A1,A2
294.125,181.0,197,1.0833,C4,E5,E5,D5,B4,E4,A2,A1,A2
294.25,181.0769,197,1.1667,B3,E5,E5,D5,B4,E4,A2,A1,A2
294.375,181.1538,197,1.25,A3,E5,E5,D5,B4,E4,A2,A1,A2
294.5,181.2308,197,1.3333,E4,r,r,C5,A4,r,r,r,r
294.625,181.3077,197,1.4167,D4,r,r,C5,A4,r,r,r,r
294.75,181.3846,197,1.5,C4,r,r,B4,G#4,r,r,r,r
294.875,181.4615,197,1.5833,B3,r,r,B4,G#4,r,r,r,r
295.0,181.5385,197,1.6667,A3,C5,A4,C5,A4,r,r,r,r
295.125,181.6154,197,1.75,B3,C5,A4,C5,A4,r,r,r,r
295.25,181.6923,197,1.8333,C4,B4,G#4,C5,A4,r,r,r,r
295.375,181.7692,197,1.9167,D4,B4,G#4,C5,A4,r,r,r,r
295.5,181.8462,198,1.0,E4,C5,A4,r,r,r,r,r,r
295.625,181.9231,198,1.0833,F#4,C5,A4,r,r,r,r,r,r
295.75,182.0,198,1.1667,G#4,C5,A4,r,r,r,r,r,r
295.875,182.0769,198,1.25,E4,C5,A4,r,r,r,r,r,r
296.0,182.1538,198,1.3333,A4,r,r,E5,C5,A4,A3,A2,A3
296.125,182.2308,198,1.4167,B4,r,r,E5,C5,A4,A3,A2,A3
296.25,182.3077,198,1.5,C5,r,r,E5,C5,A4,A3,A2,A3
296.375,182.3846,198,1.5833,B4,r,r,E5,C5,A4,A3,A2,A3
296.5,182.4615,198,1.6667,A4,E5,C#5,A5,C#5,A4,A2,A1,A2
296.625,182.5385,198,1.75,G4,E5,C#5,A5,C#5,A4,A2,A1,A2
296.75,182.6154,198,1.8333,F4,E5,C#5,A5,C#5,A4,A2,A1,A2
296.875,182.6923,198,1.9167,E4,E5,C#5,A5,C#5,A4,A2,A1,A2
297.0,182.7692,199,1.0,D4,A5,F5,F5,D5,A4,D2,D1,D2
297.125,182.8462,199,1.0833,F4,A5,F5,F5,D5,A4,D2,D1,D2
297.25,182.9231,199,1.1667,E4,A5,F5,F5,D5,A4,D2,D1,D2
297.375,183.0,199,1.25,D4,A5,F5,F5,D5,A4,D2,D1,D2
297.5,183.0769,199,1.3333,A4,F5,D5,F5,D5,r,r,r,r
297.625,183.1538,199,1.4167,G4,F5,D5,F5,D5,r,r,r,r
297.75,183.2308,199,1.5,F4,F5,D5,E5,C#5,r,r,r,r
297.875,183.3077,199,1.5833,E4,F5,D5,E5,C#5,r,r,r,r
298.0,183.3846,199,1.6667,D4,F5,D5,F5,D5,r,r,r,r
298.125,183.4615,199,1.75,E4,F5,D5,F5,D5,r,r,r,r
298.25,183.5385,199,1.8333,F4,E5,C#5,F5,D5,r,r,r,r
298.375,183.6154,199,1.9167,G4,E5,C#5,F5,D5,r,r,r,r
298.5,183.6923,200,1.0,A4,F5,D5,r,r,r,r,r,r
298.625,183.7692,200,1.0833,B4,F5,D5,r,r,r,r,r,r
298.75,183.8462,200,1.1667,C#5,F5,D5,r,r,r,r,r,r
298.875,183.9231,200,1.25,A4,F5,D5,r,r,r,r,r,r
299.0,184.0,200,1.3333,D5,r,r,A4,F4,D4,D4,D3,D4
299.125,184.0769,200,1.4167,E5,r,r,A4,F4,D4,D4,D3,D4
299.25,184.1538,200,1.5,F5,r,r,A4,F4,D4,D4,D3,D4
299.375,184.2308,200,1.5833,E5,r,r,A4,F4,D4,D4,D3,D4
299.5,184.3077,200,1.6667,D5,A4,C5,D5,F#4,D4,D3,D2,D3
299.625,184.3846,200,1.75,C5,A4,C5,D5,F#4,D4,D3,D2,D3
299.75,184.4615,200,1.8333,B4,A4,C5,D5,F#4,D4,D3,D2,D3
299.875,184.5385,200,1.9167,A4,A4,C5,D5,F#4,D4,D3,D2,D3
300.0,184.6154,201,1.0,G3,D5,B4,B4,G4,D4,G2,G1,G2
300.125,184.6923,201,1.0833,B3,D5,B4,B4,G4,D4,G2,G1,G2
300.25,184.7692,201,1.1667,A3,D5,B4,B4,G4,D4,G2,G1,G2
300.375,184.8462,201,1.25,G3,D5,B4,B4,G4,D4,G2,G1,G2
300.5,184.9231,201,1.3333,D4,B4,B4,B4,G4,r,r,r,r
300.625,185.0,201,1.4167,C4,B4,B4,B4,G4,r,r,r,r
300.75,185.0769,201,1.5,B3,B4,A4,A4,F#4,r,r,r,r
300.875,185.1538,201,1.5833,A3,B4,A4,A4,F#4,r,r,r,r
301.0,185.2308,201,1.6667,G3,B4,B4,B4,G4,r,r,r,r
301.125,185.3077,201,1.75,A3,B4,B4,B4,G4,r,r,r,r
301.25,185.3846,201,1.8333,B3,A4,B4,B4,G4,r,r,r,r
301.375,185.4615,201,1.9167,C4,A4,B4,B4,G4,r,r,r,r
301.5,185.5385,202,1.0,D4,B4,r,r,r,r,r,r,r
301.625,185.6154,202,1.0833,E4,B4,r,r,r,r,r,r,r
301.75,185.6923,202,1.1667,F4,B4,r,r,r,r,r,r,r
301.875,185.7692,202,1.25,D4,B4,r,r,r,r,r,r,r
302.0,185.8462,202,1.3333,G4,r,D5,D5,B4,G4,G2,G1,G3
302.125,185.9231,202,1.4167,A4,r,D5,D5,B4,G4,G2,G1,G3
302.25,186.0,202,1.5,B4,r,D5,D5,B4,G4,G2,G1,G3
302.375,186.0769,202,1.5833,A4,r,D5,D5,B4,G4,G2,G1,G3
302.5,186.1538,202,1.6667,G4,D5,G5,G5,B4,G4,G3,G2,G2
302.625,186.2308,202,1.75,F4,D5,G5,G5,B4,G4,G3,G2,G2
302.75,186.3077,202,1.8333,E4,D5,G5,G5,B4,G4,G3,G2,G2
302.875,186.3846,202,1.9167,D4,D5,G5,G5,B4,G4,G3,G2,G2
303.0,186.4615,203,1.0,C4,G5,E5,E5,C5,G4,C2,C2,C2
303.125,186.5385,203,1.0833,E4,G5,E5,E5,C5,G4,C2,C2,C2
303.25,186.6154,203,1.1667,D4,G5,E5,E5,C5,G4,C2,C2,C2
303.375,186.6923,203,1.25,C4,G5,E5,E5,C5,G4,C2,C2,C2
303.5,186.7692,203,1.3333,G4,E5,C5,E5,C5,r,r,r,r
303.625,186.8462,203,1.4167,F4,E5,C5,E5,C5,r,r,r,r
303.75,186.9231,203,1.5,E4,E5,C5,D5,B4,r,r,r,r
303.875,187.0,203,1.5833,D4,E5,C5,D5,B4,r,r,r,r
304.0,187.0769,203,1.6667,C4,E5,C5,E5,C5,r,r,r,r
304.125,187.1538,203,1.75,D4,E5,C5,E5,C5,r,r,r,r
304.25,187.2308,203,1.8333,E4,D5,B4,E5,C5,r,r,r,r
304.375,187.3077,203,1.9167,F4,D5,B4,E5,C5,r,r,r,r
304.5,187.3846,204,1.0,G4,E5,C5,r,r,r,r,r,r
304.625,187.4615,204,1.0833,A4,E5,C5,r,r,r,r,r,r
304.75,187.5385,204,1.1667,B4,E5,C5,r,r,r,r,r,r
304.875,187.6154,204,1.25,G4,E5,C5,r,r,r,r,r,r
305.0,187.6923,204,1.3333,C5,r,r,G5,E5,C5,C4,C3,C4
305.125,187.7692,204,1.4167,D5,r,r,G5,E5,C5,C4,C3,C4
305.25,187.8462,204,1.5,E5,r,r,G5,E5,C5,C4,C3,C4
305.375,187.9231,204,1.5833,D5,r,r,G5,E5,C5,C4,C3,C4
305.5,188.0,204,1.6667,C5,G5,E5,C6,E5,C5,C3,C2,C3
305.625,188.0769,204,1.75,B4,G5,E5,C6,E5,C5,C3,C2,C3
305.75,188.1538,204,1.8333,A4,G5,E5,C6,E5,C5,C3,C2,C3
305.875,188.2308,204,1.9167,G4,G5,E5,C6,E5,C5,C3,C2,C3
306.0,188.3077,205,1.0,F4,C6,A5,A5,F5,C5,F2,F1,F2
306.125,188.3846,205,1.0833,A4,C6,A5,A5,F5,C5,F2,F1,F2
306.25,188.4615,205,1.1667,B4,C6,A5,A5,F5,C5,F2,F1,F2
306.375,188.5385,205,1.25,C5,C6,A5,A5,F5,C5,F2,F1,F2
306.5,188.6154,205,1.3333,D5,A5,F5,F5,A4,A4,F3,F2,F3
306.625,188.6923,205,1.4167,E5,A5,F5,F5,A4,A4,F3,F2,F3
306.75,188.7692,205,1.5,F5,A5,F5,F5,A4,A4,F3,F2,F3
306.875,188.8462,205,1.5833,E5,A5,F5,F5,A4,A4,F3,F2,F3
307.0,188.9231,205,1.6667,D5,F5,A4,r,r,r,r,r,r
307.125,189.0,205,1.75,C5,F5,A4,r,r,r,r,r,r
307.25,189.0769,205,1.8333,B4,F5,A4,r,r,r,r,r,r
307.375,189.1538,205,1.9167,A4,F5,A4,r,r,r,r,r,r
307.5,189.2308,206,1.0,G4,r,r,B5,D5,G4,G2,G1,G2
307.625,189.3077,206,1.0833,B4,r,r,B5,D5,G4,G2,G1,G2
307.75,189.3846,206,1.1667,C5,r,r,B5,D5,G4,G2,G1,G2
307.875,189.4615,206,1.25,D5,r,r,B5,D5,G4,G2,G1,G2
308.0,189.5385,206,1.3333,E5,B5,G5,G5,B4,B4,G3,G2,G3
308.125,189.6154,206,1.4167,F5,B5,G5,G5,B4,B4,G3,G2,G3
308.25,189.6923,206,1.5,G5,B5,G5,G5,B4,B4,G3,G2,G3
308.375,189.7692,206,1.5833,F5,B5,G5,G5,B4,B4,G3,G2,G3
308.5,189.8462,206,1.6667,E5,G5,B4,r,r,r,r,r,r
308.625,189.9231,206,1.75,D5,G5,B4,r,r,r,r,r,r
308.75,190.0,206,1.8333,C5,G5,B4,r,r,r,r,r,r
308.875,190.0769,206,1.9167,B4,G5,B4,r,r,r,r,r,r
309.0,190.1538,207,1.0,A4,r,r,C6,E5,A4,A2,A1,A2
309.125,190.2308,207,1.0833,C5,r,r,C6,E5,A4,A2,A1,A2
309.25,190.3077,207,1.1667,D5,r,r,C6,E5,A4,A2,A1,A2
309.375,190.3846,207,1.25,E5,r,r,C6,E5,A4,A2,A1,A2
309.5,190.4615,207,1.3333,F5,C6,A5,A5,C5,C5,A3,A2,A3
309.625,190.5385,207,1.4167,G5,C6,A5,A5,C5,C5,A3,A2,A3
309.75,190.6154,207,1.5,A5,C6,A5,A5,C5,C5,A3,A2,A3
309.875,190.6923,207,1.5833,G5,C6,A5,A5,C5,C5,A3,A2,A3
310.0,190.7692,207,1.6667,F5,A5,C5,r,r,r,r,r,r
310.125,190.8462,207,1.75,E5,A5,C5,r,r,r,r,r,r
310.25,190.9231,207,1.8333,D5,A5,C5,r,r,r,r,r,r
310.375,191.0,207,1.9167,C5,A5,C5,r,r,r,r,r,r
310.5,191.0769,208,1.0,B4,r,r,D6,G5,B4,B2,B1,B2
310.625,191.1538,208,1.0833,D5,r,r,D6,G5,B4,B2,B1,B2
310.75,191.2308,208,1.1667,E5,r,r,D6,G5,B4,B2,B1,B2
310.875,191.3077,208,1.25,F5,r,r,D6,G5,B4,B2,B1,B2
311.0,191.3846,208,1.3333,G5,D6,G5,B5,D5,D5,B3,B2,B3
311.125,191.4615,208,1.4167,A5,D6,G5,B5,D5,D5,B3,B2,B3
311.25,191.5385,208,1.5,B5,D6,G5,B5,D5,D5,B3,B2,B3
311.375,191.6154,208,1.5833,A5,D6,G5,B5,D5,D5,B3,B2,B3
311.5,191.6923,208,1.6667,G5,B5,D5,r,r,r,r,r,r
311.625,191.7692,208,1.75,F5,B5,D5,r,r,r,r,r,r
311.75,191.8462,208,1.8333,E5,B5,D5,r,r,r,r,r,r
311.875,191.9231,208,1.9167,D5,B5,D5,r,r,r,r,r,r
312.0,192.0,209,1.0,C5,G5,E5,G5,E5,C5,C3,C2,C3
312.25,192.1538,209,1.1667,C5,G5,G5,G5,E5,C5,C3,C2,C3
312.5,192.3077,209,1.3333,r,G5,C6,E5,C5,G4,r,r,r
312.75,192.4615,209,1.5,r,G5,G5,E5,C5,G4,r,r,r
313.0,192.6154,209,1.6667,r,G5,E5,r,r,r,r,r,r
313.25,192.7692,209,1.8333,r,G5,C5,r,r,r,r,r,r
313.5,192.9231,210,1.0,D5,G5,B4,F5,D5,B4,G3,G2,G3
313.75,193.0769,210,1.1667,D5,G5,D5,F5,D5,B4,G3,G2,G3
314.0,193.2308,210,1.3333,r,G5,G5,D5,B4,D4,r,r,r
314.25,193.3846,210,1.5,r,G5,D5,D5,B4,D4,r,r,r
314.5,193.5385,210,1.6667,r,G5,B4,r,r,r,r,r,r
314.75,193.6923,210,1.8333,r,G5,G4,r,r,r,r,r,r
315.0,193.8462,211,1.0,E5,G5,E5,G3,G3,G3,C4,C3,C4
315.5,194.1538,211,1.3333,r,F5,D5,G3,G3,G3,r,r,r
316.0,194.4615,211,1.6667,r,E5,C5,G3,G3,G3,r,r,r
316.5,194.7692,212,1.0,r,r,r,G3,G3,G3,C3,r,C3
317.0,195.0769,212,1.3333,r,E5,C5,G3,G3,G3,r,r,r
317.25,195.2308,212,1.5,r,F5,D5,G3,G3,G3,r,r,r
317.5,195.3846,212,1.6667,r,G5,E5,G3,G3,G3,r,r,r
318.0,195.6923,213,1.0,r,F5,D5,G3,G3,G3,G3,r,G3
318.5,196.0,213,1.3333,r,E5,C5,G3,G3,G3,r,r,r
319.0,196.3077,213,1.6667,r,D5,B4,G3,G3,G3,r,r,r
319.5,196.6154,214,1.0,r,r,r,G3,G3,G3,G2,r,G2
320.0,196.9231,214,1.3333,r,D5,B4,G3,G3,G3,r,r,r
320.25,197.0769,214,1.5,r,E5,C5,G3,G3,G3,r,r,r
320.5,197.2308,214,1.6667,r,F5,D5,G3,G3,G3,r,r,r
321.0,197.5385,215,1.0,C5,E5,C5,G3,G3,G3,C3,C3,C3
321.25,197.6923,215,1.1667,C5,G5,E5,G3,G3,G3,C3,C3,C3
321.5,197.8462,215,1.3333,r,C6,G5,G3,G3,G3,r,r,r
321.75,198.0,215,1.5,r,G5,E5,G3,G3,G3,r,r,r
322.0,198.1538,215,1.6667,r,E5,C5,G3,G3,G3,r,r,r
322.25,198.3077,215,1.8333,r,C5,E5,G3,G3,G3,r,r,r
322.5,198.4615,216,1.0,D5,B4,D5,G3,G3,G3,G2,G2,G2
322.75,198.6154,216,1.1667,D5,D5,B4,G3,G3,G3,G2,G2,G2
323.0,198.7692,216,1.3333,r,G5,G4,G3,G3,G3,r,r,r
323.25,198.9231,216,1.5,r,D5,B4,G3,G3,G3,r,r,r
323.5,199.0769,216,1.6667,r,B4,D5,G3,G3,G3,r,r,r
323.75,199.2308,216,1.8333,r,G4,F5,G3,G3,G3,r,r,r
324.0,199.3846,217,1.0,E5,C5,E5,G3,G3,G3,C2,C2,C2
324.5,199.6923,217,1.3333,D5,r,r,G3,G3,G3,r,r,r
325.0,200.0,217,1.6667,C5,r,r,G3,G3,G3,r,r,r
325.5,200.3077,218,1.0,C5,E5,C5,G3,G3,G3,C3,C3,C3
326.0,200.6154,218,1.3333,C5,r,r,G3,G3,G3,r,r,r
326.25,200.7692,218,1.5,D5,r,r,G3,G3,G3,r,r,r
326.5,200.9231,218,1.6667,E5,r,r,G3,G3,G3,r,r,r
327.0,201.2308,219,1.0,D5,D5,B4,G3,G3,G3,G2,G2,G2
327.5,201.5385,219,1.3333,C5,r,r,G3,G3,G3,r,r,r
328.0,201.8462,219,1.6667,B4,r,r,G3,G3,G3,r,r,r
328.5,202.1538,220,1.0,B4,F5,D5,G3,G3,G3,G3,G1,G3
329.0,202.4615,220,1.3333,B4,r,r,G3,G3,G3,r,r,r
329.25,202.6154,220,1.5,C5,r,r,G3,G3,G3,r,r,r
329.5,202.7692,220,1.6667,D5,r,r,G3,G3,G3,r,r,r
330.0,203.0769,221,1.0,C5,E5,r,G3,G3,G3,C3,C2,C3
330.25,203.2308,221,1.1667,C5,G5,C5,G3,G3,G3,C3,C2,C3
330.5,203.3846,221,1.3333,E4,G5,E5,r,r,r,r,r,r
330.75,203.5385,221,1.5,E4,F5,G5,r,r,r,r,r,r
331.0,203.6923,221,1.6667,G4,E5,C6,C5,G4,E4,C2,C2,C2
331.25,203.8462,221,1.8333,G4,D5,C6,C5,G4,E4,C2,C2,C2
331.5,204.0,222,1.0,G4,C5,r,C5,F4,C4,F2,F2,F2
331.75,204.1538,222,1.1667,G4,A5,C5,C5,F4,C4,F2,F2,F2
332.0,204.3077,222,1.3333,F4,A5,F5,r,r,r,r,r,r
332.25,204.4615,222,1.5,F4,G5,A5,r,r,r,r,r,r
332.5,204.6154,222,1.6667,A4,F#5,D6,D5,A4,F#4,D2,D2,D2
332.75,204.7692,222,1.8333,A4,E5,D6,D5,A4,F#4,D2,D2,D2
333.0,204.9231,223,1.0,A4,D5,r,D5,G4,D4,G2,G2,G2
333.25,205.0769,223,1.1667,A4,B5,D5,D5,G4,D4,G2,G2,G2
333.5,205.2308,223,1.3333,G4,B5,G5,r,r,r,r,r,r
333.75,205.3846,223,1.5,G4,A5,B5,r,r,r,r,r,r
334.0,205.5385,223,1.6667,B4,G#5,E6,E5,B4,G#4,E2,E2,E2
334.25,205.6923,223,1.8333,B4,F#5,E6,E5,B4,G#4,E2,E2,E2
334.5,205.8462,224,1.0,B4,E5,r,E5,A4,E4,A2,A2,A2
334.75,206.0,224,1.1667,B4,C6,E5,E5,A4,E4,A2,A2,A2
335.0,206.1538,224,1.3333,A4,C6,A5,r,r,r,r,r,r
335.25,206.3077,224,1.5,A4,A5,C6,r,r,r,r,r,r
335.5,206.4615,224,1.6667,C5,A5,C6,E5,C5,A4,G2,G2,G2
335.75,206.6154,224,1.8333,C5,C6,A5,E5,C5,A4,G2,G2,G2
336.0,206.7692,225,1.0,C5,C6,A5,A5,F5,C5,F2,F2,F2
336.25,206.9231,225,1.1667,C5,F5,D5,A5,G5,C5,F2,F2,F2
336.5,207.0769,225,1.3333,B4,F5,D5,D5,F5,G4,G2,G2,G2
336.75,207.2308,225,1.5,B4,B5,G5,D5,E5,G4,F2,G2,F2
337.0,207.3846,225,1.6667,D5,B5,G5,G5,D5,B4,G2,G1,G2
337.25,207.5385,225,1.8333,D5,D5,G4,G5,D5,B4,G2,G1,G2
337.5,207.6923,226,1.0,D5,E5,G4,G5,C5,E4,C2,C2,C2
337.75,207.8462,226,1.1667,D5,F5,G4,F5,C5,E4,C2,C2,C2
338.0,208.0,226,1.3333,C5,G5,G4,E5,G4,C5,C3,C2,C3
338.25,208.1538,226,1.5,C5,F5,G4,D5,G4,C5,C3,C2,C3
338.5,208.3077,226,1.6667,E5,E5,G4,C5,C5,A4,B-2,B-1,B-2
338.75,208.4615,226,1.8333,E5,D5,G4,C5,C5,A4,B-2,B-1,B-2
339.0,208.6154,227,1.0,E5,C5,G4,C5,E5,A4,A2,A1,A2
339.25,208.7692,227,1.1667,E5,A4,F4,C5,E5,A4,A2,A1,A2
339.5,208.9231,227,1.3333,E5,B-4,G4,E5,C5,C5,A2,A1,A2
339.75,209.0769,227,1.5,E5,C5,A4,E5,C5,C5,A2,A1,A2
