qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,F Trumpet 3,Alto Trombone,Tenor Trombone,Bass Trombone,Bass Tuba,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
693.0,701.0,,,,,Main Part,,P8(Main)&P8(Bassoon 2),P8(Main)&P8(Bassoon 1),P8(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 2)&U(F Trumpet 3)&P4(Alto Trombone)&P4(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P8(F Horn 1)&P4(F Horn 3)&P4(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P4(Alto Trombone)&P4(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 4)&P4(F Trumpet 1)&P4(F Trumpet 2)&P4(F Trumpet 3)&P7(Alto Trombone)&U(Tenor Trombone)&P4(Bass Trombone)&P4(Bass Tuba),P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 3)&P4(F Trumpet 1)&P4(F Trumpet 2)&P4(F Trumpet 3)&P8(Alto Trombone)&P7(Tenor Trombone)&P4(Bass Trombone)&P4(Bass Tuba),U(F Horn 1)&P8(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&U(F Trumpet 2)&U(F Trumpet 3)&P4(Alto Trombone)&P4(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),U(F Horn 1)&P8(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 3)&P4(Alto Trombone)&P4(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),U(F Horn 1)&P8(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 2)&P4(Alto Trombone)&P4(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P4(F Horn 1)&P4(F Horn 2)&P7(F Horn 3)&P8(F Horn 4)&P4(F Trumpet 1)&P4(F Trumpet 2)&P4(F Trumpet 3)&P7(Tenor Trombone)&P4(Bass Trombone)&P4(Bass Tuba),P4(F Horn 1)&P4(F Horn 2)&U(F Horn 3)&P7(F Horn 4)&P4(F Trumpet 1)&P4(F Trumpet 2)&P4(F Trumpet 3)&P7(Alto Trombone)&P4(Bass Trombone)&P4(Bass Tuba),P8(F Horn 1)&P8(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P4(Alto Trombone)&P4(Tenor Trombone)&U(Bass Tuba),P8(F Horn 1)&P8(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P4(Alto Trombone)&P4(Tenor Trombone)&U(Bass Trombone),,,,,,
701.0,713.0,,,,,,,,,U(Main)&U(F Trumpet 2)&U(F Trumpet 3),,,,Main Part,U(F Horn 1)&U(Main)&U(F Trumpet 3),U(F Horn 1)&U(Main)&U(F Trumpet 2),,,P8(Bass Tuba),P8(Bass Trombone),,P4(Violin 2)&P4(Viola),P4(Violin 1)&P7(Viola),P4(Violin 1)&P7(Violin 2),,
713.0,725.0,,,,,,,,,P5(F Horn 2)&P5(F Horn 3)&P5(F Horn 4)&P5(F Trumpet 1)&U(F Trumpet 2)&P5(F Trumpet 3)&P2(Alto Trombone)&P8(Tenor Trombone)&P5(Bass Trombone)&P5(Bass Tuba),P5(F Horn 1)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P5(F Trumpet 2)&U(F Trumpet 3)&P4(Alto Trombone)&P5(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P5(F Horn 1)&P8(F Horn 2)&U(F Horn 4)&P8(F Trumpet 1)&P5(F Trumpet 2)&P8(F Trumpet 3)&P4(Alto Trombone)&P5(Tenor Trombone)&U(Bass Trombone)&P8(Bass Tuba),P5(F Horn 1)&P8(F Horn 2)&U(F Horn 3)&P8(F Trumpet 1)&P5(F Trumpet 2)&P8(F Trumpet 3)&P4(Alto Trombone)&P5(Tenor Trombone)&U(Bass Trombone)&P8(Bass Tuba),P5(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P5(F Trumpet 2)&P8(F Trumpet 3)&P4(Alto Trombone)&P5(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),U(F Horn 1)&P5(F Horn 2)&P5(F Horn 3)&P5(F Horn 4)&P5(F Trumpet 1)&P5(F Trumpet 3)&P2(Alto Trombone)&P8(Tenor Trombone)&P5(Bass Trombone)&P5(Bass Tuba),P5(F Horn 1)&U(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P5(F Trumpet 2)&P4(Alto Trombone)&P5(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P2(F Horn 1)&P4(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P4(F Trumpet 1)&P2(F Trumpet 2)&P4(F Trumpet 3)&P2(Tenor Trombone)&P4(Bass Trombone)&P4(Bass Tuba),P8(F Horn 1)&P5(F Horn 2)&P5(F Horn 3)&P5(F Horn 4)&P5(F Trumpet 1)&P8(F Trumpet 2)&P5(F Trumpet 3)&P2(Alto Trombone)&P5(Bass Trombone)&P5(Bass Tuba),P5(F Horn 1)&P8(F Horn 2)&U(F Horn 3)&U(F Horn 4)&P8(F Trumpet 1)&P5(F Trumpet 2)&P8(F Trumpet 3)&P4(Alto Trombone)&P5(Tenor Trombone)&P8(Bass Tuba),P5(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P5(F Trumpet 2)&P8(F Trumpet 3)&P4(Alto Trombone)&P5(Tenor Trombone)&P8(Bass Trombone),,Main Part,,,,
725.0,737.0,,,,,,,,,,,U(F Horn 4),U(F Horn 3),Main Part,,,,,,,,P5(Violin 2)&P5(Viola)&P4(Violoncello)&P4(Contrabass),P5(Violin 1)&U(Viola)&P2(Violoncello)&P2(Contrabass),P5(Violin 1)&U(Violin 2)&P2(Violoncello)&P2(Contrabass),P4(Violin 1)&P2(Violin 2)&P2(Viola)&P8(Contrabass),P4(Violin 1)&P2(Violin 2)&P2(Viola)&P8(Violoncello)
737.0,745.0,,,,,,,,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
745.0,757.0,,,,,,,,,,,,,P4(Alto Trombone)&P3(Tenor Trombone)&P4(Bass Trombone),,,P4(F Trumpet 1)&P6(Tenor Trombone)&P8(Bass Trombone),P3(F Trumpet 1)&P6(Alto Trombone)&P6(Bass Trombone),P4(F Trumpet 1)&P8(Alto Trombone)&P6(Tenor Trombone),,,Main Part,,,P8(Contrabass),P8(Violoncello)
757.0,773.0,,,,,,,,,P3(F Horn 2)&P3(F Horn 3)&P3(F Horn 4)&P3(F Trumpet 2)&P3(F Trumpet 3)&P3(Bass Tuba),P3(F Horn 1)&P8(F Horn 3)&P8(F Horn 4)&P5(F Trumpet 2)&U(F Trumpet 3)&P8(Bass Tuba),P3(F Horn 1)&P8(F Horn 2)&U(F Horn 4)&P5(F Trumpet 2)&P8(F Trumpet 3)&U(Bass Tuba),P3(F Horn 1)&P8(F Horn 2)&U(F Horn 3)&P5(F Trumpet 2)&P8(F Trumpet 3)&U(Bass Tuba),Main Part,P3(F Horn 1)&P5(F Horn 2)&P5(F Horn 3)&P5(F Horn 4)&P5(F Trumpet 3)&P5(Bass Tuba),P3(F Horn 1)&U(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P5(F Trumpet 2)&P8(Bass Tuba),,,,P3(F Horn 1)&P8(F Horn 2)&U(F Horn 3)&U(F Horn 4)&P5(F Trumpet 2)&P8(F Trumpet 3),,U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
773.0,789.0,,,,,,,,,,,U(F Horn 4),U(F Horn 3),Main Part,,,,,,,,,P8(Violoncello),,P8(Violin 2),
789.0,791.0,,,,,,,,,,,,,,,,,,,,,,U(Violoncello)&P4(Contrabass),Main Part,U(Violin 2)&P4(Contrabass),P4(Violin 2)&P4(Violoncello)
791.0,849.0,,,,,,,,,,,,,,,,,,,,,Main Part,,,,
849.0,862.0,P3(Flute 2)&P4(Oboe 1)&P2(Oboe 2),P3(Flute 1)&P6(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2),P4(Flute 1)&P6(Flute 2)&P3(Oboe 2)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2),P2(Flute 1)&P4(Flute 2)&P3(Oboe 1)&P2(Bb Clarinet 1)&P2(Bb Clarinet 2),P3(Flute 2)&P4(Oboe 1)&P2(Oboe 2)&P8(Bb Clarinet 2),P3(Flute 2)&P4(Oboe 1)&P2(Oboe 2)&P8(Bb Clarinet 1),,,Main Part,,,,,,,,,,,,,,,,
862.0,866.0,Main Part,,P3(Oboe 2),P3(Oboe 1),P8(Bb Clarinet 2),P8(Bb Clarinet 1),,,,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
866.0,873.0,,,U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 2),P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1),,,,,,,,,,,,,,,,,,Main Part,P8(Main)
873.0,886.0,,,Main Part,U(Main),U(Bb Clarinet 2),U(Bb Clarinet 1),,,,,,,,,,,,,,,P5(Violin 2)&P2(Viola)&P5(Violoncello),P5(Violin 1)&P4(Viola)&P8(Violoncello),P2(Violin 1)&P4(Violin 2)&P4(Violoncello),P5(Violin 1)&P8(Violin 2)&P4(Viola),
886.0,890.0,,,,,,,,,,,,,,,,,,,,,P5(Violin 2),P5(Violin 1),Main Part,,
890.0,897.0,,,,,,,,,,,,,,,,,,,,,P5(Violin 2),P5(Violin 1),Main Part,P8(Contrabass),P8(Violoncello)
897.0,899.5,,,,,,,,,,,,,,,,,,,,,,,Main Part,,
899.5,901.5,,,,,Main Part,,,,,,,,,,,,,,,,,,,,
901.5,907.5,,,Main Part,,,,,,,,,,,,,,,,,,,,,,
907.5,910.0,Main Part,,,,,,,,,,,,,,,,,,,,,,,,
910.0,915.0,,,Main Part,,,,,,,,,,,,,,,,,,,,,,
915.0,921.0,,,,,,,,,,,,,,,,,,,,,,Main Part,,,
921.0,925.0,,,,,,,,,,,,,,,,,,,,,,Main Part,,,
925.0,929.0,,,,,,,,,,,,,,,,,,,,,,Main Part,,,
929.0,941.0,U(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Flute 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),,,P8(Flute 1)&P8(Flute 2)&U(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&U(Bb Clarinet 1),,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
941.0,951.0,,,,,,,,,,,,,,,,,,,,,,,,Main Part,P8(Main)
951.0,959.0,,,,,,,,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
959.0,967.5,,,,,,,,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
967.5,973.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&U(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&U(Flute 2)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1),,,,,,,,,,,,,,,,,,Main Part,P8(Main)
973.0,985.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2),P8(Flute 1)&U(Oboe 1)&P8(Oboe 2),P8(Flute 1)&U(Flute 2)&P8(Oboe 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1),Main Part,U(Main)&U(Viola),U(Bassoon 2),U(Bassoon 1),,,,,,,,,,,,,,,U(Main)&U(Bb Clarinet 2),P8(Contrabass),P8(Violoncello)
985.0,989.0,,,,,Main Part,U(Main)&U(Viola),U(Bassoon 2),U(Bassoon 1),,,,,,,,,,,,,,,U(Main)&U(Bb Clarinet 2),P8(Contrabass),P8(Violoncello)
989.0,993.0,U(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Violin 1),U(Flute 1)&U(Oboe 1)&U(Oboe 2)&U(Violin 1),U(Flute 1)&U(Flute 2)&U(Oboe 2)&U(Violin 1),U(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Violin 1),Main Part,U(Main),U(Bassoon 2),U(Bassoon 1),,,,,,,,,,,,,U(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Oboe 2),,,P8(Contrabass),P8(Violoncello)
993.0,1001.0,Main Part,U(Main)&U(Oboe 1)&U(Oboe 2)&U(Violin 1),U(Main)&U(Flute 2)&U(Oboe 2)&U(Violin 1),U(Main)&U(Flute 2)&U(Oboe 1)&U(Violin 1),U(Bb Clarinet 2),U(Bb Clarinet 1),,,,,,,,,,,,,,,U(Main)&U(Flute 2)&U(Oboe 1)&U(Oboe 2),,,P8(Contrabass),P8(Violoncello)
1001.0,1013.0,U(Flute 2),U(Flute 1),U(Oboe 2),U(Oboe 1),Main Part,U(Main),,,,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1013.0,1017.0,,,Main Part,U(Main)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&U(Viola),U(Main)&U(Oboe 2)&U(Bb Clarinet 2)&U(Viola),U(Main)&U(Oboe 2)&U(Bb Clarinet 1)&U(Viola),U(Bassoon 2)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Violoncello)&P8(Contrabass),,,,,,,,,,,,,,,U(Main)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2),U(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
1017.0,1037.0,,,U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2),U(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2),U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2),U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1),Main Part,U(Main)&U(Violoncello)&P8(Contrabass),,,,,,,,,,,,,,,,U(Main)&U(Bassoon 2)&P8(Contrabass),P8(Main)&P8(Bassoon 2)&P8(Violoncello)
1037.0,1039.0,U(Flute 2)&U(Violin 1),U(Flute 1)&U(Violin 1),U(Oboe 2)&P8(Bb Clarinet 1)&P8(Main)&P8(Violin 2),U(Oboe 1)&P8(Bb Clarinet 1)&P8(Main)&P8(Violin 2),P8(Oboe 1)&P8(Oboe 2)&U(Main)&U(Violin 2),Main Part,,,,,,,,,,,,,,,U(Flute 1)&U(Flute 2),P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1)&U(Main),,,
1039.0,1049.0,Main Part,U(Main),,,,,U(Bassoon 2)&U(Violoncello),U(Bassoon 1)&U(Violoncello),,,,,,,,,,,,,,,,U(Bassoon 1)&U(Bassoon 2),
1049.0,1062.0,,,P8(Oboe 2),P8(Oboe 1),U(Bb Clarinet 2),U(Bb Clarinet 1),Main Part,U(Main),,,,,,,,,,,,,,,,,
1062.0,1085.0,U(Flute 2),U(Flute 1),Main Part,,,,P8(Bassoon 2),P8(Bassoon 1),U(F Horn 2),U(F Horn 1),,,,,,,,,,,,,,,
1085.0,1095.0,U(Flute 2)&U(Oboe 1)&U(Oboe 2),U(Flute 1)&U(Oboe 1)&U(Oboe 2),U(Flute 1)&U(Flute 2)&U(Oboe 2),U(Flute 1)&U(Flute 2)&U(Oboe 1),,,,,Main Part,U(Main),,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1095.0,1110.0,P8(Flute 2),P8(Flute 1),,,Main Part,,,,U(F Horn 2),U(F Horn 1),,,U(F Trumpet 2),U(F Trumpet 1),,,,,,,,,,P8(Contrabass),P8(Violoncello)
1110.0,1115.0,Main Part,P8(Main)&U(Oboe 1),P8(Main)&U(Flute 2),P8(Violin 1),U(Bb Clarinet 2),U(Bb Clarinet 1),,,,,,,,,,,,,,,P8(Oboe 2),,,P8(Contrabass),P8(Violoncello)
1115.0,1127.0,P8(Flute 2)&P8(Oboe 1),P8(Flute 1)&P8(Oboe 1),P8(Flute 1)&P8(Flute 2),,Main Part,U(Main)&U(Violin 2),U(Bassoon 2)&U(Bass Trombone),U(Bassoon 1)&U(Bass Trombone),,,,,,,,,,U(Bassoon 1)&U(Bassoon 2),,,,U(Main)&U(Bb Clarinet 2),,P8(Contrabass),P8(Violoncello)
1127.0,1139.0,Main Part,U(Main),U(Oboe 2)&U(Violin 1),U(Oboe 1)&U(Violin 1),U(Bb Clarinet 2),U(Bb Clarinet 1),U(Bassoon 2)&P4(F Horn 1)&P6(F Horn 2)&P6(F Horn 3)&U(F Horn 4)&U(Bass Trombone),U(Bassoon 1)&P4(F Horn 1)&P6(F Horn 2)&P6(F Horn 3)&U(F Horn 4)&U(Bass Trombone),P4(Bassoon 1)&P4(Bassoon 2)&P3(F Horn 2)&P3(F Horn 3)&P4(F Horn 4)&P4(Bass Trombone),P6(Bassoon 1)&P6(Bassoon 2)&P3(F Horn 1)&U(F Horn 3)&P6(F Horn 4)&P6(Bass Trombone),P6(Bassoon 1)&P6(Bassoon 2)&P3(F Horn 1)&U(F Horn 2)&P6(F Horn 4)&P6(Bass Trombone),U(Bassoon 1)&U(Bassoon 2)&P4(F Horn 1)&P6(F Horn 2)&P6(F Horn 3)&U(Bass Trombone),,,,U(Tenor Trombone),U(Alto Trombone),U(Bassoon 1)&U(Bassoon 2)&P4(F Horn 1)&P6(F Horn 2)&P6(F Horn 3)&U(F Horn 4),,,U(Oboe 1)&U(Oboe 2),,,,
1139.0,1142.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P4(F Trumpet 1)&P3(F Trumpet 2)&P3(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P4(F Trumpet 1)&P3(F Trumpet 2)&P3(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P4(F Trumpet 1)&P3(F Trumpet 2)&P3(F Trumpet 3)&U(Alto Trombone)&U(Tenor Trombone),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P4(F Trumpet 1)&P3(F Trumpet 2)&P3(F Trumpet 3)&U(Alto Trombone)&U(Tenor Trombone),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2)&P4(F Trumpet 1)&P3(F Trumpet 2)&P3(F Trumpet 3)&U(Alto Trombone)&U(Tenor Trombone),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P4(F Trumpet 1)&P3(F Trumpet 2)&P3(F Trumpet 3)&U(Alto Trombone)&U(Tenor Trombone),,,,,,,P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P6(F Trumpet 2)&P6(F Trumpet 3)&P4(Alto Trombone)&P4(Tenor Trombone),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P6(F Trumpet 1)&U(F Trumpet 3)&P3(Alto Trombone)&P3(Tenor Trombone),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P6(F Trumpet 1)&U(F Trumpet 2)&P3(Alto Trombone)&P3(Tenor Trombone),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P4(F Trumpet 1)&P3(F Trumpet 2)&P3(F Trumpet 3)&U(Tenor Trombone),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P4(F Trumpet 1)&P3(F Trumpet 2)&P3(F Trumpet 3)&U(Alto Trombone),,,,,,Main Part,,
1142.0,1149.0,,,,,,,,,U(F Horn 2)&U(F Horn 3)&U(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 2)&U(F Trumpet 3),U(F Horn 1)&U(F Horn 3)&U(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 2)&U(F Trumpet 3),U(F Horn 1)&U(F Horn 2)&U(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 2)&U(F Trumpet 3),U(F Horn 1)&U(F Horn 2)&U(F Horn 3)&U(F Trumpet 1)&U(F Trumpet 2)&U(F Trumpet 3),U(F Horn 1)&U(F Horn 2)&U(F Horn 3)&U(F Horn 4)&U(F Trumpet 2)&U(F Trumpet 3),U(F Horn 1)&U(F Horn 2)&U(F Horn 3)&U(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 3),U(F Horn 1)&U(F Horn 2)&U(F Horn 3)&U(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 2),,,,,,Main Part,,,,
1149.0,1150.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Violin 1)&P4(Violoncello)&P4(Contrabass),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Violin 1)&P4(Violoncello)&P4(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&U(Violin 1)&P4(Violoncello)&P4(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&U(Violin 1)&P4(Violoncello)&P4(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2)&U(Violin 1)&P4(Violoncello)&P4(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&U(Violin 1)&P4(Violoncello)&P4(Contrabass),,,Main Part,U(Main)&U(F Horn 3)&U(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 2)&U(F Trumpet 3)&P5(Viola),U(Main)&U(F Horn 2)&U(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 2)&U(F Trumpet 3)&P5(Viola),U(Main)&U(F Horn 2)&U(F Horn 3)&U(F Trumpet 1)&U(F Trumpet 2)&U(F Trumpet 3)&P5(Viola),U(Main)&U(F Horn 2)&U(F Horn 3)&U(F Horn 4)&U(F Trumpet 2)&U(F Trumpet 3)&P5(Viola),U(Main)&U(F Horn 2)&U(F Horn 3)&U(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 3)&P5(Viola),U(Main)&U(F Horn 2)&U(F Horn 3)&U(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 2)&P5(Viola),,,,,,P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P4(Violoncello)&P4(Contrabass),,P5(Main)&P5(F Horn 2)&P5(F Horn 3)&P5(F Horn 4)&P5(F Trumpet 1)&P5(F Trumpet 2)&P5(F Trumpet 3),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P4(Violin 1)&P8(Contrabass),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P4(Violin 1)&P8(Violoncello)
1150.0,1158.0,Main Part,U(Main)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Main)&P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2),P8(Main)&P8(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2),P8(Main)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2),P8(Main)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1),,,U(F Horn 2)&U(F Horn 3)&U(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 2)&U(F Trumpet 3),U(F Horn 1)&U(F Horn 3)&U(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 2)&U(F Trumpet 3),U(F Horn 1)&U(F Horn 2)&U(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 2)&U(F Trumpet 3),U(F Horn 1)&U(F Horn 2)&U(F Horn 3)&U(F Trumpet 1)&U(F Trumpet 2)&U(F Trumpet 3),U(F Horn 1)&U(F Horn 2)&U(F Horn 3)&U(F Horn 4)&U(F Trumpet 2)&U(F Trumpet 3),U(F Horn 1)&U(F Horn 2)&U(F Horn 3)&U(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 3),U(F Horn 1)&U(F Horn 2)&U(F Horn 3)&U(F Horn 4)&U(F Trumpet 1)&U(F Trumpet 2),U(Tenor Trombone),U(Alto Trombone),,,,,,,P8(Contrabass),P8(Violoncello)
