qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,C Trumpet 1,C Trumpet 2,"C, G Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
123.25,160.7609,83,1.8333,r,r,C5,E4,r,r,r,r,C4,E3,C5,E4,C3,C5,C5,C4,C3,C2
123.375,160.9239,83,1.9167,r,r,D5,G4,r,r,r,r,D4,G3,D5,G4,C3,D5,D5,D4,C3,C2
123.5,161.087,84,1.0,r,r,E5,C5,r,r,r,r,E4,C4,E5,C5,C3,G4,G4,G3,C3,C2
123.625,161.25,84,1.0833,r,r,E5,C5,r,r,r,r,E4,C4,E5,C5,C3,C5,C5,C4,C3,C2
123.75,161.413,84,1.1667,r,r,E5,C5,r,r,r,r,E4,C4,E5,C5,C3,E5,E5,E4,C3,C2
123.875,161.5761,84,1.25,r,r,E5,C5,r,r,r,r,E4,C4,E5,C5,C3,C5,C5,C4,C3,C2
124.0,161.7391,84,1.3333,r,r,E5,C5,r,r,r,r,E4,C4,E5,C5,C3,G4,G4,G3,C3,C2
124.125,161.9022,84,1.4167,r,r,E5,C5,r,r,r,r,E4,C4,E5,C5,C3,C5,C5,C4,C3,C2
124.25,162.0652,84,1.5,r,r,E5,C5,r,r,r,r,E4,C4,E5,C5,C3,E5,E5,E4,C3,C2
124.375,162.2283,84,1.5833,r,r,E5,C5,r,r,r,r,E4,C4,E5,C5,C3,C5,C5,C4,C3,C2
124.5,162.3913,84,1.6667,r,r,F5,D5,r,r,r,r,F4,D4,F5,D5,C3,G4,G4,G3,C3,C2
124.625,162.5543,84,1.75,r,r,F5,D5,r,r,r,r,F4,D4,F5,D5,C3,D5,D5,D4,C3,C2
124.75,162.7174,84,1.8333,r,r,F5,D5,r,r,r,r,F4,D4,F5,D5,C3,F5,F5,F4,C3,C2
124.875,162.8804,84,1.9167,r,r,F5,D5,r,r,r,r,F4,D4,F5,D5,C3,D5,D5,D4,C3,C2
125.0,163.0435,85,1.0,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,C3,G4,G4,G3,C3,C2
125.125,163.2065,85,1.0833,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,C3,E5,E5,E4,C3,C2
125.25,163.3696,85,1.1667,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,C3,G5,G5,G4,C3,C2
125.375,163.5326,85,1.25,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,C3,E5,E5,E4,C3,C2
125.5,163.6957,85,1.3333,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,C3,C5,C5,C4,C3,C2
125.625,163.8587,85,1.4167,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,C3,G4,G4,G3,C3,C2
125.75,164.0217,85,1.5,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,C3,E4,E4,E3,C3,C2
125.875,164.1848,85,1.5833,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,C3,G4,G4,G3,C3,C2
126.0,164.3478,85,1.6667,r,r,E5,C5,r,r,r,r,E4,C4,E5,C5,C3,C4,C4,C3,C3,C2
126.125,164.5109,85,1.75,r,r,E5,C5,r,r,r,r,E4,C4,E5,C5,C3,C5,C5,C4,C3,C2
126.25,164.6739,85,1.8333,r,r,E5,C5,r,r,r,r,E4,C4,E5,C5,C3,E5,E5,E4,C3,C2
126.375,164.837,85,1.9167,r,r,F5,D5,r,r,r,r,F4,D4,F5,D5,C3,F5,F5,F4,C3,C2
126.5,165.0,86,1.0,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,C3,G4,G4,G3,C3,C2
126.625,165.163,86,1.0833,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,C3,E5,E5,E4,C3,C2
126.75,165.3261,86,1.1667,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,C3,G5,G5,G4,C3,C2
126.875,165.4891,86,1.25,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,C3,E5,E5,E4,C3,C2
127.0,165.6522,86,1.3333,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,C3,C5,C5,C4,C3,C2
127.125,165.8152,86,1.4167,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,C3,G4,G4,G3,C3,C2
127.25,165.9783,86,1.5,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,C3,E4,E4,E3,C3,C2
127.375,166.1413,86,1.5833,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,C3,G4,G4,G3,C3,C2
127.5,166.3043,86,1.6667,r,r,E5,C5,r,r,r,r,E4,C4,E5,C5,C3,C4,C4,C3,C3,C2
127.625,166.4674,86,1.75,r,r,E5,C5,r,r,r,r,E4,C4,E5,C5,C3,C5,C5,C4,C3,C2
127.75,166.6304,86,1.8333,r,r,E5,C5,r,r,r,r,E4,C4,E5,C5,C3,E5,C5,E4,C3,C2
127.875,166.7935,86,1.9167,r,r,F5,D5,r,r,r,r,F4,D4,F5,D5,C3,F5,D5,F4,C3,C2
128.0,166.9565,87,1.0,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,C3,G5,E5,G4,C3,C2
129.5,168.913,88,1.0,r,r,G5,E5,r,r,r,r,G4,E4,G5,E5,r,r,r,r,r,r
130.5,170.2174,88,1.6667,r,r,r,r,r,r,r,r,G4,E4,r,r,r,B-4,B-4,G4,r,r
130.875,170.7065,88,1.9167,r,r,r,r,r,r,r,r,G4,E4,r,r,r,C5,B-4,G4,r,r
131.0,170.8696,89,1.0,r,r,r,r,r,r,G3,E3,G4,E4,r,r,r,C#5,B-4,G4,r,r
131.125,171.0326,89,1.0833,r,r,r,r,r,r,G3,E3,G4,E4,r,r,r,C#5,B-4,G4,E2,r
131.25,171.1957,89,1.1667,r,r,r,r,r,r,G3,E3,G4,E4,r,r,r,C#5,B-4,G4,E2,r
131.375,171.3587,89,1.25,r,r,r,r,r,r,G3,E3,G4,E4,r,r,r,C#5,B-4,G4,E2,r
131.5,171.5217,89,1.3333,r,r,r,r,r,r,G3,E3,r,r,r,r,r,C#5,B-4,G4,E2,r
131.75,171.8478,89,1.5,r,r,r,r,r,r,G3,E3,r,r,r,r,r,C#5,B-4,G4,E2,r
132.0,172.1739,89,1.6667,r,r,r,r,r,r,G3,E3,r,r,r,r,r,B-4,B-4,G4,E2,r
132.375,172.663,89,1.9167,r,r,r,r,r,r,G3,E3,r,r,r,r,r,C5,B-4,G4,r,r
132.5,172.8261,90,1.0,r,r,r,r,r,r,G3,E3,r,r,r,r,r,C#5,B-4,G4,r,r
132.625,172.9891,90,1.0833,r,r,r,r,r,r,G3,E3,r,r,r,r,r,C#5,B-4,G4,E2,r
132.75,173.1522,90,1.1667,r,r,r,r,r,r,G3,E3,r,r,r,r,r,C#5,B-4,G4,E2,r
132.875,173.3152,90,1.25,r,r,r,r,r,r,G3,E3,r,r,r,r,r,C#5,B-4,G4,E2,r
133.0,173.4783,90,1.3333,r,r,r,r,r,r,G3,E3,r,r,r,r,r,C#5,B-4,G4,E2,r
133.25,173.8043,90,1.5,r,r,r,r,r,r,G3,E3,r,r,r,r,r,C#5,B-4,G4,E2,r
133.5,174.1304,90,1.6667,r,r,r,r,r,r,G3,E3,r,r,r,r,r,B-4,B-4,G4,E2,r
133.875,174.6196,90,1.9167,r,r,r,r,r,r,G3,E3,r,r,r,r,r,C5,B-4,G4,r,r
134.0,174.7826,91,1.0,r,r,r,r,r,r,G3,E3,r,r,r,r,r,C#5,B-4,G4,r,r
134.125,174.9457,91,1.0833,r,r,r,r,r,r,G3,E3,r,r,r,r,r,C#5,B-4,G4,E2,r
134.25,175.1087,91,1.1667,r,r,r,r,r,r,G3,E3,r,r,r,r,r,C#5,B-4,G4,E2,r
134.375,175.2717,91,1.25,r,r,r,r,r,r,G3,E3,r,r,r,r,r,C#5,B-4,G4,E2,r
134.5,175.4348,91,1.3333,r,r,r,r,r,r,B-3,E3,r,r,r,r,r,C#5,B-4,G4,E2,r
135.5,176.7391,92,1.0,r,r,r,r,r,r,B3,E3,r,r,r,r,r,D5,B4,G#4,r,r
135.625,176.9022,92,1.0833,r,r,r,r,r,r,B3,E3,r,r,r,r,r,D5,B4,G#4,E2,r
135.75,177.0652,92,1.1667,r,r,r,r,r,r,B3,E3,r,r,r,r,r,D5,B4,G#4,E2,r
135.875,177.2283,92,1.25,r,r,r,r,r,r,B3,E3,r,r,r,r,r,D5,B4,G#4,E2,r
136.0,177.3913,92,1.3333,r,r,r,r,r,r,B3,E3,r,r,r,r,r,D5,B4,G#4,E2,r
137.0,178.6957,93,1.0,r,r,r,r,r,r,B3,E-3,r,r,r,r,r,E-5,B4,G#4,r,r
137.125,178.8587,93,1.0833,r,r,r,r,r,r,B3,E-3,r,r,r,r,r,E-5,B4,G#4,E-2,r
137.25,179.0217,93,1.1667,r,r,r,r,r,r,B3,E-3,r,r,r,r,r,E-5,B4,G#4,E-2,r
137.375,179.1848,93,1.25,r,r,r,r,r,r,B3,E-3,r,r,r,r,r,E-5,B4,G#4,E-2,r
137.5,179.3478,93,1.3333,r,r,r,r,r,r,B3,E-3,r,r,r,r,r,E-5,B4,G#4,E-2,r
138.5,180.6522,94,1.0,r,r,r,r,r,r,B3,D3,r,r,r,r,r,F5,B4,G#4,r,r
138.625,180.8152,94,1.0833,r,r,r,r,r,r,B3,D3,r,r,r,r,r,F5,B4,G#4,D2,r
138.75,180.9783,94,1.1667,r,r,r,r,r,r,B3,D3,r,r,r,r,r,F5,B4,G#4,D2,r
138.875,181.1413,94,1.25,r,r,r,r,r,r,B3,D3,r,r,r,r,r,F5,B4,G#4,D2,r
139.0,181.3043,94,1.3333,r,r,r,r,r,r,B3,D3,r,r,r,r,r,F5,B4,G#4,D2,r
140.0,182.6087,95,1.0,r,r,r,r,r,r,E4,C#3,r,r,r,r,r,G5,B-4,E4,r,r
140.125,182.7717,95,1.0833,r,r,r,r,r,r,E4,C#3,r,r,r,r,r,G5,B-4,E4,C#2,r
140.25,182.9348,95,1.1667,r,r,r,r,r,r,E4,C#3,r,r,r,r,r,G5,B-4,E4,C#2,r
140.375,183.0978,95,1.25,r,r,r,r,r,r,E4,C#3,r,r,r,r,r,G5,B-4,E4,C#2,r
140.5,183.2609,95,1.3333,r,r,r,r,r,r,E4,C#3,r,r,r,r,r,G5,B-4,E4,C#2,r
141.5,184.5652,96,1.0,r,r,r,r,r,r,E-4,C3,r,r,r,r,r,G#5,G#4,E-4,r,r
141.625,184.7283,96,1.0833,r,r,r,r,r,r,E-4,C3,r,r,r,r,r,G#5,G#4,E-4,C2,r
141.75,184.8913,96,1.1667,r,r,r,r,r,r,E-4,C3,r,r,r,r,r,G#5,G#4,E-4,C2,r
141.875,185.0543,96,1.25,r,r,r,r,r,r,E-4,C3,r,r,r,r,r,G#5,G#4,E-4,C2,r
142.0,185.2174,96,1.3333,r,r,r,r,r,r,E-4,C3,r,r,r,r,r,G#5,G#4,E-4,C2,r
143.0,186.5217,97,1.0,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,F5,G#4,C#4,r,r
143.125,186.6848,97,1.0833,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,F5,G#4,C#4,C#2,r
143.25,186.8478,97,1.1667,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,F5,G#4,C#4,C#2,r
143.375,187.0109,97,1.25,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,F5,G#4,C#4,C#2,r
143.5,187.1739,97,1.3333,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,F5,G#4,C#4,C#2,r
144.5,188.4783,98,1.0,r,r,r,r,r,r,B-3,E-3,r,r,r,r,r,E-5,G4,B-3,E-2,E-2
144.75,188.8043,98,1.1667,r,r,r,r,r,r,E-3,E-3,r,r,r,r,r,E-5,G4,E-3,E-3,E-2
145.0,189.1304,98,1.3333,r,r,r,r,r,r,E-4,E-4,r,r,r,r,r,r,r,E-4,E-4,r
145.25,189.4565,98,1.5,r,r,r,r,E-4,E-4,r,r,r,r,r,r,r,r,r,r,r,r
145.5,189.7826,98,1.6667,r,r,r,r,E-5,E-5,r,r,r,r,r,r,r,r,r,r,r,r
145.75,190.1087,98,1.8333,E-5,r,E-5,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r
146.0,190.4348,99,1.0,E-6,r,E-5,E-5,r,r,E-4,r,r,r,r,r,r,r,r,r,r,r
147.0,191.7391,99,1.6667,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,C4,E-3,E-3,G#1
147.125,191.9022,99,1.75,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,C4,G3,G3,G#1
147.25,192.0652,99,1.8333,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,C4,G#3,G#3,G#1
147.375,192.2283,99,1.9167,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,C4,B-3,B-3,G#1
147.5,192.3913,100,1.0,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,C4,C4,C4,G#1
147.625,192.5543,100,1.0833,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,C4,B-3,B-3,G#1
147.75,192.7174,100,1.1667,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,C4,G#3,G#3,G#1
147.875,192.8804,100,1.25,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,C4,G3,G3,G#1
148.0,193.0435,100,1.3333,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,C4,G#3,G#3,G#1
148.125,193.2065,100,1.4167,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,C4,B-3,B-3,G#1
148.25,193.3696,100,1.5,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,C4,G#3,G#3,G#1
148.375,193.5326,100,1.5833,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,C4,G3,G3,G#1
148.5,193.6957,100,1.6667,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,r,r,G#3,G#3,r
148.625,193.8587,100,1.75,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,r,r,B-3,B-3,r
148.75,194.0217,100,1.8333,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,C4,C4,C4,G#1
148.875,194.1848,100,1.9167,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,C4,G#3,G#3,G#1
149.0,194.3478,101,1.0,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,F4,F4,F3,F3,C#2
149.125,194.5109,101,1.0833,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,F4,F4,G3,G3,C#2
149.25,194.6739,101,1.1667,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,F4,F4,F3,F3,C#2
149.375,194.837,101,1.25,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,F4,F4,E3,E3,C#2
149.5,195.0,101,1.3333,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,F4,F4,F3,F3,C#2
149.625,195.163,101,1.4167,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,F4,F4,A3,A3,C#2
149.75,195.3261,101,1.5,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,F4,F4,B-3,B-3,C#2
149.875,195.4891,101,1.5833,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,F4,F4,A3,A3,C#2
150.0,195.6522,101,1.6667,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,r,r,B-3,B-3,r
150.125,195.8152,101,1.75,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,r,r,C4,C4,r
150.25,195.9783,101,1.8333,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,F4,F4,C#4,C#4,C#2
150.375,196.1413,101,1.9167,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,F4,F4,C4,C4,C#2
150.5,196.3043,102,1.0,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C#5,C#4,C#4,C#4,B-1
150.625,196.4674,102,1.0833,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C#5,C#4,C4,C4,B-1
150.75,196.6304,102,1.1667,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C#5,C#4,C#4,C#4,B-1
150.875,196.7935,102,1.25,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C#5,C#4,C4,C4,B-1
151.0,196.9565,102,1.3333,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C#5,C#4,B-3,B-3,B-1
151.125,197.1196,102,1.4167,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C#5,C#4,C#4,C#4,B-1
151.25,197.2826,102,1.5,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C#5,C#4,G#3,G#3,B-1
151.375,197.4457,102,1.5833,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C#5,C#4,C#4,C#4,B-1
151.5,197.6087,102,1.6667,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,r,r,G3,G3,r
151.625,197.7717,102,1.75,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,r,r,C#4,C#4,r
151.75,197.9348,102,1.8333,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C#5,C#4,F3,F3,B-1
151.875,198.0978,102,1.9167,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C#5,C#4,C#4,C#4,B-1
152.0,198.2609,103,1.0,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,C5,C4,E3,E3,C2
152.125,198.4239,103,1.0833,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,C5,C4,G3,G3,C2
152.25,198.587,103,1.1667,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,C5,C4,A3,A3,C2
152.375,198.75,103,1.25,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,C5,C4,B3,B3,C2
152.5,198.913,103,1.3333,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,C5,C4,C4,C4,C2
152.625,199.0761,103,1.4167,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,C5,C4,G3,G3,C2
152.75,199.2391,103,1.5,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,C5,C4,A3,A3,C2
152.875,199.4022,103,1.5833,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,C5,C4,B3,B3,C2
153.0,199.5652,103,1.6667,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,r,r,C4,C4,r
153.125,199.7283,103,1.75,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,r,r,G3,G3,r
153.25,199.8913,103,1.8333,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,C5,C4,C4,C4,C2
153.375,200.0543,103,1.9167,E6,r,E5,r,r,r,E4,r,r,r,r,r,r,C5,C4,B-3,B-3,C2
153.5,200.2174,104,1.0,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,C5,A4,A3,A3,F2
153.625,200.3804,104,1.0833,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,C5,A4,C4,C4,F2
153.75,200.5435,104,1.1667,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,C5,A4,F3,F3,F2
153.875,200.7065,104,1.25,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,C5,A4,C4,C4,F2
154.0,200.8696,104,1.3333,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,C#5,B-4,B-3,B-3,B-1
154.125,201.0326,104,1.4167,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,C#5,B-4,C#4,C#4,B-1
154.25,201.1957,104,1.5,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,C#5,B-4,F3,F3,B-1
154.375,201.3587,104,1.5833,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,C#5,B-4,C#4,C#4,B-1
154.5,201.5217,104,1.6667,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,r,r,B-3,B-3,r
154.625,201.6848,104,1.75,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,r,r,C#4,C#4,r
154.75,201.8478,104,1.8333,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,C#5,B-4,G#3,G#3,B-1
154.875,202.0109,104,1.9167,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,C#5,B-4,C#4,C#4,B-1
155.0,202.1739,105,1.0,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,B-4,G4,G3,G3,E-2
155.125,202.337,105,1.0833,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,B-4,G4,B-3,B-3,E-2
155.25,202.5,105,1.1667,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,B-4,G4,E-3,E-3,E-2
155.375,202.663,105,1.25,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,B-4,G4,B-3,B-3,E-2
155.5,202.8261,105,1.3333,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,G#4,G#3,G#3,G#1
155.625,202.9891,105,1.4167,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,G#4,C4,C4,G#1
155.75,203.1522,105,1.5,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,G#4,E-3,E-3,G#1
155.875,203.3152,105,1.5833,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,G#4,C4,C4,G#1
156.0,203.4783,105,1.6667,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,r,r,G#3,G#3,r
156.125,203.6413,105,1.75,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,r,r,C4,C4,r
156.25,203.8043,105,1.8333,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,G#4,E-3,E-3,G#1
156.375,203.9674,105,1.9167,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,C5,G#4,C4,C4,G#1
156.5,204.1304,106,1.0,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,B-4,G4,G3,G3,E-1
156.625,204.2935,106,1.0833,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,B-4,G4,E-4,E-4,E-1
156.75,204.4565,106,1.1667,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,B-4,G4,B-3,B-3,E-1
156.875,204.6196,106,1.25,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,B-4,G4,E-4,E-4,E-1
157.0,204.7826,106,1.3333,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,B-4,B-4,G3,G3,E-1
157.125,204.9457,106,1.4167,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,B-4,B-4,E-4,E-4,E-1
157.25,205.1087,106,1.5,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,B-4,B-4,B-3,B-3,E-1
157.375,205.2717,106,1.5833,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,B-4,B-4,E-4,E-4,E-1
157.5,205.4348,106,1.6667,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,B-4,B-4,G3,G3,E-1
157.625,205.5978,106,1.75,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,B-4,B-4,E-4,E-4,E-1
157.75,205.7609,106,1.8333,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,B-4,B-4,B-3,B-3,E-1
157.875,205.9239,106,1.9167,E-6,r,E-5,r,r,r,E-4,r,r,r,r,r,r,B-4,B-4,E-4,E-4,E-1
158.0,206.087,107,1.0,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,C5,C5,C4,C4,G#1
158.125,206.25,107,1.0833,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,E-4,C5,C4,C4,G#1
158.25,206.413,107,1.1667,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,C#4,C5,C4,C4,G#1
158.375,206.5761,107,1.25,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,C4,C5,C4,C4,G#1
158.5,206.7391,107,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r,r,r
158.625,206.9022,107,1.4167,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,r,r,r
158.75,207.0652,107,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r,r,r
158.875,207.2283,107,1.5833,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
159.0,207.3913,107,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r
159.125,207.5543,107,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
159.25,207.7174,107,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r
159.375,207.8804,107,1.9167,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r
159.5,208.0435,108,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G#4,E-3,C3,G#1
159.625,208.2065,108,1.0833,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,G#4,E-3,C3,G#1
159.75,208.3696,108,1.1667,r,r,r,r,r,r,C3,r,r,r,r,r,r,G#4,G#4,G#3,E-3,G#1
159.875,208.5326,108,1.25,r,r,r,r,r,r,C3,r,r,r,r,r,r,G4,G#4,G#3,E-3,G#1
160.0,208.6957,108,1.3333,r,r,r,r,r,r,C4,r,r,r,r,r,r,G#4,G#4,E-3,C3,G#1
160.125,208.8587,108,1.4167,r,r,r,r,r,r,C4,r,r,r,r,r,r,B-4,G#4,E-3,C3,G#1
160.25,209.0217,108,1.5,r,r,r,r,C4,r,r,r,r,r,r,r,r,G#4,G#4,G#3,E-3,G#1
160.375,209.1848,108,1.5833,r,r,r,r,C4,r,r,r,r,r,r,r,r,G4,G#4,G#3,E-3,G#1
160.5,209.3478,108,1.6667,r,r,r,r,C5,r,r,r,r,r,r,r,r,G#4,G#4,E-3,C3,G#1
160.625,209.5109,108,1.75,r,r,r,r,C5,r,r,r,r,r,r,r,r,B-4,G#4,E-3,C3,G#1
160.75,209.6739,108,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G#4,G#3,E-3,G#1
160.875,209.837,108,1.9167,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#4,G#3,E-3,G#1
161.0,210.0,109,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,G#4,F3,C#3,C#2
161.125,210.163,109,1.0833,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G#4,F3,C#3,C#2
161.25,210.3261,109,1.1667,r,r,r,r,r,r,F3,r,r,r,r,r,r,F4,G#4,G#3,F3,C#2
161.375,210.4891,109,1.25,r,r,r,r,r,r,F3,r,r,r,r,r,r,E4,G#4,G#3,F3,C#2
161.5,210.6522,109,1.3333,r,r,r,r,r,r,F4,r,r,r,r,r,r,F4,B-4,F3,C#3,C#2
161.625,210.8152,109,1.4167,r,r,r,r,r,r,F4,r,r,r,r,r,r,A4,B-4,F3,C#3,C#2
161.75,210.9783,109,1.5,r,r,r,r,F4,r,r,r,r,r,r,r,r,B-4,B-4,B-3,F3,C#2
161.875,211.1413,109,1.5833,r,r,r,r,F4,r,r,r,r,r,r,r,r,A4,B-4,B-3,F3,C#2
162.0,211.3043,109,1.6667,r,r,r,r,F5,r,r,r,r,r,r,r,r,B-4,B-4,F3,C#3,C#2
162.125,211.4674,109,1.75,r,r,r,r,F5,r,r,r,r,r,r,r,r,C5,B-4,F3,C#3,C#2
162.25,211.6304,109,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,B-4,B-3,F3,C#2
