qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,C Trumpet 1,C Trumpet 2,"C, G Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
356.5,435.205,239,1.3333,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,G#3,G#2,G#2
357.0,435.455,239,1.6667,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,C3,C2,C2
357.375,435.6425,239,1.9167,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,E-3,E-2,E-2
357.5,435.705,240,1.0,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,G#3,G#2,G#2
357.6667,435.7884,240,1.1111,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,C3,C2,C2
357.8333,435.8717,240,1.2222,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,C3,C2,C2
358.0,435.955,240,1.3333,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,G#3,G#2,G#2
358.1667,436.0384,240,1.4444,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,C3,C2,C2
358.3333,436.1217,240,1.5556,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,C3,C2,C2
358.5,436.205,240,1.6667,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,G#3,G#2,G#2
358.6667,436.2884,240,1.7778,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,C3,C2,C2
358.8333,436.3717,240,1.8889,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,C3,C2,C2
359.0,436.455,241,1.0,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,G#3,G#2,G#2
359.1667,436.5384,241,1.1111,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,C3,C2,C2
359.3333,436.6217,241,1.2222,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,C3,C2,C2
359.5,436.705,241,1.3333,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,G#3,G#2,G#1
359.6667,436.7884,241,1.4444,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,C4,C3,C2
359.8333,436.8717,241,1.5556,r,r,r,r,G#5,C5,E-4,G#3,r,r,r,r,r,r,r,C4,C3,C2
360.0,436.955,241,1.6667,G#5,G#5,E-5,C5,G#5,C5,E-4,G#3,C4,C4,C5,C4,C3,G#4,G#4,G#4,G#3,G#2
360.1667,437.0384,241,1.7778,G#5,G#5,E-5,C5,G#5,C5,E-4,G#3,C4,C4,C5,C4,C3,C4,C4,E-4,G#3,G#2
360.3333,437.1217,241,1.8889,G#5,G#5,E-5,C5,G#5,C5,E-4,G#3,C4,C4,C5,C4,C3,C4,C4,E-4,G#3,G#2
360.5,437.205,242,1.0,G#5,G#5,E-5,C5,G#5,C5,E-4,r,C4,C4,C5,C4,C3,G#4,G#4,E-4,G#3,G#2
360.6667,437.2884,242,1.1111,G#5,G#5,E-5,C5,G#5,C5,E-4,r,C4,C4,C5,C4,C3,C4,C5,E-4,G#3,G#2
360.8333,437.3717,242,1.2222,G#5,G#5,E-5,C5,G#5,C5,E-4,r,C4,C4,C5,C4,C3,C4,C5,E-4,G#3,G#2
361.0,437.455,242,1.3333,G#5,G#5,E-5,C5,G#5,C5,E-4,r,C4,C4,C5,C4,C3,G#4,C5,E-4,E-3,E-2
361.1667,437.5384,242,1.4444,G#5,G#5,E-5,C5,G#5,C5,E-4,r,C4,C4,C5,C4,C3,C5,C5,E-4,E-3,E-2
361.3333,437.6217,242,1.5556,G#5,G#5,E-5,C5,G#5,C5,E-4,r,C4,C4,C5,C4,C3,C5,C5,E-4,E-3,E-2
361.5,437.705,242,1.6667,G#5,G#5,E-5,C5,G#4,G#4,G#3,G#3,C4,C4,C5,C4,C3,G#5,C5,E-4,C3,C2
361.6667,437.7884,242,1.7778,C6,C5,E-5,C5,C5,C5,C4,C4,C4,C4,C5,C4,C3,G#5,C5,E-4,C3,C2
361.8333,437.8717,242,1.8889,C6,C5,E-5,C5,C5,C5,C4,C4,C4,C4,C5,C4,C3,G#5,C5,E-4,C3,C2
362.0,437.955,243,1.0,G#6,G#5,E-5,C5,G#5,G#4,G#4,G#3,C4,C4,C5,C4,C3,G#5,C5,E-4,G#2,G#1
363.0,438.455,243,1.6667,G#5,r,r,r,G#4,G#4,G#3,G#3,r,r,r,r,r,r,r,r,r,r
363.375,438.6425,243,1.9167,C6,r,r,r,C5,C5,C4,C4,r,r,r,r,r,r,r,r,r,r
363.5,438.705,244,1.0,E-6,E-5,E-5,E-5,E-5,E-5,E-4,E-4,r,r,r,r,r,B-5,G5,E-4,E-3,E-2
365.0,439.455,245,1.0,C6,C5,C5,C5,C5,C5,C4,C4,C4,C4,C5,C4,C3,C6,G#5,G#4,G#3,G#2
366.0,439.955,245,1.6667,E-6,G5,E-5,G4,B-4,G4,E-4,G3,r,r,r,r,r,B-5,G5,E-4,E-3,E-2
366.5,440.205,246,1.0,C6,G#5,C5,G#4,C5,G#4,C4,G#3,r,r,r,r,r,C6,G#5,G#4,G#3,G#2
367.5,440.705,246,1.6667,G#5,G#5,G#4,G#4,G#4,G#4,G#3,G#3,r,r,r,r,r,r,r,r,r,r
367.875,440.8925,246,1.9167,C6,C6,C5,C5,C5,C5,C4,C4,r,r,r,r,r,r,r,r,r,r
368.0,440.955,247,1.0,E-6,E-5,E-5,E-5,E-5,E-5,E-4,E-4,r,r,r,r,r,G5,G5,E-4,E-3,E-2
369.5,441.705,248,1.0,C6,G#4,G#5,C5,G#4,G#4,G#3,G#3,C4,C4,C5,C4,C3,G#5,G#5,G#3,G#2,G#1
