score_qstamp,qstamp,measure,beat,726696_tstamp,728534_tstamp,729214_tstamp,726691_tstamp,729227_tstamp,726680_tstamp,726652_tstamp,726628_tstamp,726688_tstamp,726641_tstamp
204.75,204.75,138,1.1667,375.6964,337.9956,301.7252,373.6252,336.2652,545.0652,249.9252,538.3652,390.0416,298.1852
205.0,205.0,138,1.3333,376.1226,338.3513,302.0626,374.0513,336.6313,545.3913,250.1513,538.7113,390.5165,298.5113
205.25,205.25,138,1.5,376.4574,338.7548,302.4574,374.3774,337.0374,545.8948,250.3774,539.0374,390.8774,298.8574
205.5,205.5,138,1.6667,376.7835,339.1235,302.8035,374.7235,337.3835,546.2635,250.7035,539.3635,391.2375,299.1835
205.75,205.75,138,1.8333,377.1096,339.4496,303.1296,375.0496,337.7096,546.5896,251.0096,539.7096,391.776,299.5096
206.0,206.0,139,1.0,377.4514,339.7757,303.4557,375.3957,338.1157,546.9157,251.1757,540.0357,392.1957,299.8157
206.25,206.25,139,1.1667,377.7817,340.1617,303.7817,375.7217,338.4417,547.3617,251.4217,540.3617,392.5417,300.0817
206.5,206.5,139,1.3333,378.2478,340.4878,304.1078,376.1478,338.8078,547.6878,251.7478,540.6878,392.8678,300.3878
206.75,206.75,139,1.5,378.5739,340.8139,304.4939,376.4739,339.1339,548.0139,251.9739,541.0139,393.2939,300.6339
207.0,207.0,139,1.6667,378.9,341.14,304.82,376.82,339.46,548.34,252.22,541.34,393.64,300.92
207.25,207.25,139,1.8333,379.2261,341.4905,305.1461,377.1461,339.7861,548.6661,252.4661,541.6661,394.0861,301.2461
207.5,207.5,140,1.0,379.5522,341.8722,305.4522,377.4722,340.1322,549.0288,252.7922,541.9922,394.4122,301.5322
207.75,207.75,140,1.1667,379.8783,342.2383,305.7583,377.8383,340.4583,549.3966,253.1183,542.3183,394.7983,301.8583
208.0,208.0,140,1.3333,380.2043,342.6043,306.0843,378.1643,340.8043,549.7643,253.3043,542.6443,395.1843,302.0643
208.25,208.25,140,1.5,380.5304,343.0208,306.4912,378.4304,341.2008,550.1104,253.5704,542.9704,395.6712,302.3904
208.5,208.5,140,1.6667,380.8565,343.3565,306.8365,378.7565,341.5565,550.4365,253.8165,543.2965,396.0365,302.7165
208.75,208.75,140,1.8333,381.2026,343.6982,307.1626,379.1226,341.8852,550.8478,254.0426,543.6226,396.4478,302.8826
209.0,209.0,141,1.0,381.5948,344.1374,307.4887,379.5148,342.3487,551.3087,254.3487,543.9487,396.8348,303.2087
209.5,209.5,141,1.3333,382.3209,344.8209,308.1409,380.2209,343.0609,551.9809,254.8381,544.6209,397.5836,303.8609
209.75,209.75,141,1.5,382.682,345.147,308.487,380.547,343.387,552.327,255.147,544.967,398.022,304.087
210.0,210.0,141,1.6667,383.073,345.493,308.813,380.873,343.733,552.673,255.413,545.293,398.413,304.413
210.25,210.25,141,1.8333,383.2991,345.8391,309.1791,381.2191,344.0591,553.0791,255.6391,545.6391,398.7791,304.5791
210.5,210.5,142,1.0,383.6252,346.2452,309.5052,381.5452,344.3852,553.4052,255.9652,545.9652,399.2304,304.9052
210.75,210.75,142,1.1667,383.9513,346.5713,309.8313,381.8713,344.7113,553.7313,256.1313,546.2713,399.5713,305.2313
211.0,211.0,142,1.3333,384.2774,346.8974,310.1574,382.1974,345.0374,554.0574,256.4174,546.5574,399.9574,305.5174
211.25,211.25,142,1.5,384.647,347.2235,310.4835,382.5435,345.387,554.4035,256.5635,546.8835,400.3635,305.7235
211.5,211.5,142,1.6667,385.0496,347.5696,310.8096,382.9496,345.7496,554.7296,256.7896,547.2096,400.7184,306.0096
211.75,211.75,142,1.8333,385.3757,347.8957,311.1357,383.2957,346.0957,555.0557,257.0557,547.5157,401.1357,306.2757
212.0,212.0,143,1.0,385.8034,348.2434,311.4685,383.7017,346.4617,555.3817,257.3617,547.8417,401.5434,306.6017
212.25,212.25,143,1.1667,386.1478,348.5956,311.8678,384.0278,346.7956,555.7878,257.5878,548.2112,401.9034,306.8478
212.5,212.5,143,1.3333,386.4939,348.9539,312.1939,384.3739,347.1539,556.1139,257.9139,548.5739,402.2539,307.1739
212.75,212.75,143,1.5,386.82,349.34,312.52,384.7,347.54,556.46,258.04,548.9,402.7,307.465
213.0,213.0,143,1.6667,387.1461,349.6661,312.7661,385.0261,347.8661,556.7861,258.3061,549.2261,403.0261,307.6861
213.25,213.25,143,1.8333,387.4722,350.0122,313.0922,385.3522,348.2122,557.1122,258.5522,549.5522,403.3922,307.9522
213.5,213.5,144,1.0,387.8383,350.3383,313.4383,385.7183,348.5383,557.4783,258.7783,549.8966,403.7383,308.2383
213.75,213.75,144,1.1667,388.1686,350.7243,313.7843,386.0486,348.8929,557.8443,259.0243,550.2243,404.1529,308.5043
214.0,214.0,144,1.3333,388.5104,351.0704,314.1104,386.3904,349.2504,558.1704,259.3104,550.5504,404.5104,308.8104
214.25,214.25,144,1.5,388.8565,351.3965,314.4365,386.7165,349.5765,558.5165,259.5365,550.8765,404.8765,309.0565
214.5,214.5,144,1.6667,389.2078,351.7852,314.7826,387.0878,349.9426,558.8626,259.8026,551.2026,405.2452,309.3426
214.75,214.75,144,1.8333,389.5687,352.2287,315.1087,387.4487,350.2687,559.2487,260.0687,551.6287,405.6287,309.6687
215.0,215.0,145,1.0,389.8948,352.5548,315.4348,387.7748,350.6244,559.5748,260.3148,551.9548,405.9844,309.9548
215.25,215.25,145,1.1667,390.2209,352.8809,315.7609,388.1009,351.0009,559.9209,260.5809,552.2809,406.3209,310.1809
215.5,215.5,145,1.3333,390.594,353.247,316.087,388.447,351.367,560.247,260.747,552.607,406.707,310.507
215.75,215.75,145,1.5,390.973,353.633,316.413,388.873,351.706,560.666,261.053,552.933,407.133,310.8219
216.0,216.0,145,1.6667,391.2991,353.9591,316.7391,389.1991,352.0991,560.9991,261.2791,553.2591,407.5191,311.0391
216.25,216.25,145,1.8333,391.6452,354.3052,317.0652,389.5504,352.4452,561.3252,261.5452,553.7252,407.8652,311.3052
216.5,216.5,146,1.0,392.0052,354.6913,317.3913,389.8913,352.8226,561.6713,261.7913,554.0513,408.1913,311.6113
218.0,218.0,147,1.0,394.1112,356.739,319.3278,391.9712,354.959,563.8312,263.1878,556.2278,410.3678,313.3278
219.0,219.0,147,1.6667,395.4922,358.1522,320.5522,393.3722,356.3922,565.2922,264.1922,557.6122,411.7922,314.5722
219.25,219.25,147,1.8333,395.8183,358.6783,321.0366,393.8983,356.7983,565.8583,264.3398,558.0183,412.3383,314.8983
219.5,219.5,148,1.0,396.2245,359.063,321.4043,394.3043,357.1929,566.2086,264.6643,558.4544,412.7043,315.2243
220.5,220.5,148,1.6667,397.8287,360.6661,322.7487,395.7661,358.7287,567.7087,265.7287,559.9887,414.1974,316.5087
220.75,220.75,148,1.8333,398.3148,361.0748,323.0748,396.1748,359.0548,568.0948,266.0548,560.3748,414.6748,316.8348
220.875,220.875,148,1.9167,398.4778,361.2378,323.2378,396.3378,359.3378,568.3778,266.2178,560.5378,414.8378,316.9978
221.0,221.0,149,1.0,398.7418,361.4009,323.4609,396.5609,359.5618,568.8409,266.3809,560.9618,415.0818,317.1609
221.5,221.5,149,1.3333,399.433,362.273,324.113,397.333,360.353,569.533,266.833,561.773,415.773,317.773
222.0,222.0,149,1.6667,400.5652,363.1052,324.7652,398.3652,361.1904,570.3704,267.4452,562.5852,416.6052,318.4252
222.5,222.5,150,1.0,401.6174,364.0574,325.5374,399.5174,362.0174,571.4374,268.1374,563.6174,417.5174,319.0774
224.0,224.0,151,1.0,404.6339,366.0339,327.4939,401.5739,364.1339,574.1739,270.1339,565.6939,420.6939,321.0339
225.0,225.0,151,1.6667,405.9583,367.6983,328.7783,403.6983,365.6783,575.4583,270.7383,567.6983,421.9983,322.0983
225.375,225.375,151,1.9167,406.5274,368.8874,329.2874,404.297,366.2074,575.9474,271.1674,568.1874,422.4874,322.5674
225.5,225.5,152,1.0,406.7624,369.172,329.4608,404.5416,366.3704,576.1208,271.2904,568.3608,422.7632,322.7304
226.0,226.0,152,1.3333,407.7426,370.0226,330.1426,405.6426,367.2626,577.0426,271.9426,569.2826,423.7626,323.3826
226.5,226.5,152,1.6667,408.5348,370.8296,330.8148,406.3148,367.9548,577.8748,272.5148,570.1148,424.4548,324.0348
227.0,227.0,153,1.0,409.527,371.827,331.487,407.267,368.667,578.867,273.187,571.147,425.347,324.687
228.5,228.5,154,1.0,411.9235,373.9835,333.4035,409.314,370.8835,581.1435,275.1435,573.4235,428.6035,326.6435
229.5,229.5,154,1.6667,413.8078,376.0678,334.6678,411.4834,372.2278,582.9078,275.9278,574.8478,429.8078,327.7478
229.875,229.875,154,1.9167,414.297,376.817,335.177,412.037,372.757,583.617,276.357,575.597,430.417,328.237
230.0,230.0,155,1.0,414.46,376.98,335.34,412.32,372.94,583.86,276.52,575.82,430.6,328.38
230.5,230.5,155,1.3333,415.6122,378.3522,336.2122,413.3122,373.8722,584.9122,277.1922,576.8722,431.8722,329.0322
231.0,231.0,155,1.6667,416.2858,379.0043,336.8643,413.9643,374.5243,585.5643,277.7043,577.5243,432.5243,329.6643
231.375,231.375,155,1.9167,416.8535,379.4735,337.2535,414.5335,375.0535,586.2535,278.0735,578.0335,433.0135,330.1735
231.5,231.5,156,1.0,417.066,379.7295,337.4365,414.6965,375.2165,586.473,278.1965,578.2295,433.1765,330.3365
232.0,232.0,156,1.3333,418.1887,380.9087,338.1887,415.9887,376.2087,587.6287,278.8487,579.3487,434.4287,331.0287
232.5,232.5,156,1.6667,418.8472,381.5609,338.8209,416.6409,376.8609,588.2809,279.4809,580.0009,435.1009,331.6809
232.875,232.875,156,1.9167,419.47,382.25,339.31,417.15,377.37,588.93,279.87,580.63,435.63,332.31
233.0,233.0,157,1.0,419.724,382.498,339.526,417.391,377.65,589.159,280.013,580.845,435.866,332.486
234.5,234.5,158,1.0,423.0496,385.6096,341.9896,420.6896,379.8296,592.0096,281.9096,582.8296,438.7896,334.5296
235.5,235.5,158,1.6667,424.3539,386.9539,343.3539,421.9939,381.3539,593.3139,283.119,584.1339,440.3939,335.8139
235.875,235.875,158,1.9167,424.843,387.443,343.843,422.483,381.883,593.803,283.603,584.623,440.883,336.303
236.0,236.0,159,1.0,425.0122,387.6061,344.0061,422.6522,382.0522,594.021,283.7661,584.7861,441.0461,336.4661
237.0,237.0,159,1.6667,426.8808,389.4648,345.3104,424.4424,383.6544,595.5608,284.8504,585.5116,443.0128,337.7704
237.375,237.375,159,1.9167,427.3796,390.1596,345.7996,425.0196,384.2788,596.1968,285.3796,585.5796,443.7396,338.2596
237.5,237.5,160,1.0,427.7026,390.3834,345.9626,425.3226,384.5226,596.4478,285.5478,585.7426,444.0216,338.4426
238.5,238.5,160,1.6667,429.407,391.907,347.507,427.087,385.987,598.007,286.847,586.767,445.707,339.627
238.875,238.875,160,1.9167,430.9361,392.4761,347.8361,428.5561,386.5805,598.6166,287.3561,587.2561,446.2161,340.1161
239.0,239.0,161,1.0,431.0991,392.7191,347.9991,428.7191,386.7591,598.7991,287.5191,587.4191,446.4991,340.2991
239.1667,239.1667,161,1.1111,431.3166,393.0966,348.2166,428.9366,386.9766,599.0966,287.7366,587.6366,447.1766,340.5166
239.3333,239.3333,161,1.2222,431.5756,393.3139,348.5034,429.1817,387.3312,599.3973,287.9539,587.8539,447.4139,340.7339
239.5,239.5,161,1.3333,431.8452,393.5313,348.7513,429.4452,387.5913,599.6739,288.1557,588.0713,447.6313,340.9513
239.6667,239.6667,161,1.4444,432.1148,393.7487,348.9687,429.6887,387.8087,599.9374,288.3687,588.2887,447.8487,341.1687
239.8333,239.8333,161,1.5556,432.366,393.966,349.186,429.946,388.038,600.206,288.526,588.746,448.066,341.386
240.0,240.0,161,1.6667,432.5835,394.2235,349.4035,430.1635,388.3235,600.4635,288.7435,588.9635,448.3905,341.5835
240.1667,240.1667,161,1.7778,432.8009,394.4409,349.6418,430.3809,388.6209,600.7809,288.9409,589.2809,448.6409,341.8009
240.3333,240.3333,161,1.8889,433.0182,394.6582,349.8782,430.5982,388.8382,600.9982,289.1582,589.4982,448.8382,342.0182
240.5,240.5,162,1.0,433.3927,394.9228,350.0957,430.8157,389.0714,601.3256,289.3757,589.7157,449.2828,342.2357
240.6667,240.6667,162,1.1111,433.6531,395.1531,350.3131,431.0331,389.3331,601.6131,289.5931,590.0662,449.5131,342.4531
240.8333,240.8333,162,1.2222,433.8704,395.464,350.5304,431.3648,389.5504,601.8512,289.7304,590.2904,449.7304,342.6504
241.0,241.0,162,1.3333,434.0878,395.7678,350.7478,431.6878,389.799,602.0878,289.9478,590.5078,450.1278,342.8678
241.1667,241.1667,162,1.4444,434.3053,395.9853,350.9653,431.9053,390.0653,602.3253,290.1653,590.8653,450.3253,343.0853
241.3333,241.3333,162,1.5556,434.5226,396.2026,351.1826,432.1226,390.3226,602.7626,290.3626,591.0826,450.5426,343.2626
241.5,241.5,162,1.6667,434.74,396.42,351.4,432.34,390.56,602.98,290.52,591.3,451.18,343.48
241.6667,241.6667,162,1.7778,434.9574,396.6374,351.6174,432.5574,390.8522,603.1974,290.7174,591.5174,451.3974,343.6974
241.8333,241.8333,162,1.8889,435.1747,396.8694,351.8347,432.7747,391.0747,603.5029,290.9347,591.8547,451.6147,343.9147
242.0,242.0,163,1.0,435.3922,397.1532,352.1254,432.9922,391.3044,603.8864,291.1522,592.0722,451.9888,344.1322
242.125,242.125,163,1.0833,435.5552,397.4008,352.4056,433.1552,391.5712,604.1808,291.3152,592.6552,452.1752,344.3256
242.25,242.25,163,1.1667,435.7183,397.5783,352.5783,433.3183,391.7583,604.3583,291.4783,592.7383,452.5098,344.4983
242.375,242.375,163,1.25,435.8826,397.7413,352.7413,433.4813,391.9213,604.5213,291.6413,592.9013,452.6813,344.6613
242.5,242.5,163,1.3333,436.1243,397.9043,352.9043,433.6615,392.0843,604.6843,291.7643,593.0643,452.9443,344.8243
242.625,242.625,163,1.4167,436.317,398.0674,353.0674,433.9022,392.2474,604.8474,291.8874,593.2274,453.1074,344.9874
242.75,242.75,163,1.5,436.5304,398.2512,353.272,434.1008,392.4104,605.0624,292.0504,593.3904,453.3904,345.1504
242.875,242.875,163,1.5833,436.6935,398.4335,353.487,434.2735,392.5735,605.2735,292.1535,593.5535,453.5535,345.2935
243.0,243.0,163,1.6667,436.933,398.712,353.6565,434.4965,392.8025,605.4365,292.3165,593.7165,453.7495,345.4565
243.125,243.125,163,1.75,437.0996,398.8996,353.8196,434.6596,392.9796,605.5996,292.4396,593.9972,453.9196,345.6196
243.25,243.25,163,1.8333,437.3278,399.0626,353.9826,434.9226,393.2026,605.8226,292.6026,594.1626,454.1226,345.7826
243.375,243.375,163,1.9167,437.5257,399.2257,354.1457,435.0857,393.3657,605.9857,292.7257,594.3257,454.2857,345.9257
243.5,243.5,164,1.0,437.7087,399.3887,354.3087,435.2487,393.5487,606.1487,292.8887,594.4887,454.6261,346.0887
243.625,243.625,164,1.0833,437.8717,399.5517,354.4717,435.4117,393.7717,606.4117,293.0317,594.6834,454.8117,346.2517
243.75,243.75,164,1.1667,438.094,399.7148,354.6496,435.6932,393.9348,606.6348,293.1948,594.8548,454.9748,346.4148
243.875,243.875,164,1.25,438.2778,399.8778,354.8178,435.8978,394.0978,606.7978,293.3578,595.0178,455.1378,346.5578
244.0,244.0,164,1.3333,438.5409,400.0409,354.9809,436.0609,394.3409,607.1609,293.5209,595.1809,455.5609,346.7209
244.125,244.125,164,1.4167,438.7273,400.2039,355.1439,436.2239,394.5078,607.3239,293.5839,595.3478,455.7239,346.8839
244.25,244.25,164,1.5,439.082,400.367,355.307,436.487,394.727,607.514,293.747,595.527,455.894,347.027
244.375,244.375,164,1.5833,439.33,400.53,355.51,436.77,394.89,607.71,293.89,595.69,456.07,347.19
244.5,244.5,164,1.6667,439.513,400.693,355.713,437.053,395.113,607.919,294.053,595.853,456.446,347.353
244.625,244.625,164,1.75,439.6761,400.8561,355.8761,437.2161,395.2761,608.0961,294.2161,596.1127,456.6161,347.5161
244.75,244.75,164,1.8333,439.8391,401.0191,356.0391,437.3791,395.5555,608.2591,294.3791,596.2991,456.8191,347.6791
244.875,244.875,164,1.9167,440.0022,401.1822,356.2422,437.5422,395.7222,608.5222,294.4622,596.4622,457.0666,347.8422
245.0,245.0,165,1.0,440.1912,401.3452,356.4052,437.726,395.9052,608.7704,294.6252,596.646,457.2652,348.0052
245.125,245.125,165,1.0833,440.4283,401.5083,356.7283,437.9483,396.0683,608.9483,294.7883,596.8683,457.4283,348.2083
245.25,245.25,165,1.1667,440.6513,401.6713,356.8913,438.1339,396.2313,609.1113,294.9513,597.0313,457.5913,348.3713
245.375,245.375,165,1.25,440.8858,402.4743,357.0543,439.2143,396.3943,610.1543,295.1143,597.1943,457.7543,348.5343
245.5,245.5,165,1.3333,441.7974,402.6374,357.2174,439.3774,396.6548,610.3174,295.2774,597.3774,458.074,348.6974
245.625,245.625,165,1.4167,441.9604,402.8004,357.3804,439.5404,396.8204,610.4804,295.3604,598.4404,458.2604,348.8604
245.75,245.75,165,1.5,442.1235,402.9635,357.5435,439.7035,396.9835,610.6435,295.4918,598.6035,458.5635,349.0235
245.875,245.875,165,1.5833,442.2865,403.1265,357.7065,439.8665,397.1265,610.8065,295.6465,598.7665,458.7265,349.1065
246.0,246.0,165,1.6667,442.4496,403.2896,357.8696,440.0296,397.2896,610.9696,295.7696,598.9296,458.9096,349.2696
246.125,246.125,165,1.75,442.6126,403.4526,358.0326,440.1926,397.503,611.1326,295.9126,599.1852,459.0526,349.4726
246.25,246.25,165,1.8333,442.7757,403.6157,358.1957,440.3557,397.7157,611.2957,296.0757,599.3557,459.2757,349.6357
246.375,246.375,165,1.9167,442.9387,403.7787,358.3587,440.5187,397.8787,611.4587,296.1787,599.5187,459.4387,349.7387
246.5,246.5,166,1.0,443.1017,403.9417,358.5217,440.6817,398.0468,611.6217,296.3217,599.6817,459.7817,349.9017
246.625,246.625,166,1.0833,443.2648,404.1048,358.6848,440.8448,398.2648,611.7848,296.4448,599.9248,459.9448,350.0648
246.75,246.75,166,1.1667,443.4278,404.2678,358.8478,441.0078,398.4678,611.9478,296.5478,600.0878,460.1478,350.2278
246.875,246.875,166,1.25,443.5909,404.4636,359.0109,441.1709,398.6309,612.1109,296.7109,600.2509,460.3109,350.3709
247.0,247.0,166,1.3333,443.7539,404.6539,359.1739,441.3339,398.7939,612.2739,296.8739,600.4139,460.6417,350.5339
247.125,247.125,166,1.4167,443.917,404.817,359.337,441.497,398.957,612.437,296.997,601.597,460.817,350.697
247.25,247.25,166,1.5,444.08,404.98,359.5,441.66,399.12,612.6,297.08,601.76,460.98,350.86
247.375,247.375,166,1.5833,444.243,405.183,359.663,441.823,399.295,612.763,297.243,601.923,461.146,351.003
247.5,247.5,166,1.6667,444.4061,405.3461,359.8261,441.9861,399.5261,612.9261,297.3861,602.0461,461.4722,351.1661
247.625,247.625,166,1.75,444.5691,405.5091,359.9891,442.1491,399.6891,613.0891,297.5491,602.2091,461.6491,351.3291
247.75,247.75,166,1.8333,444.7322,405.6722,360.1522,442.3122,399.8722,613.2522,297.6722,602.3722,461.8922,351.4922
247.875,247.875,166,1.9167,444.8952,405.8352,360.3152,442.4752,400.0656,613.4152,297.8152,602.4952,462.0352,351.6352
248.0,248.0,167,1.0,445.0583,405.9983,360.4783,442.6383,400.2566,613.5783,297.8983,602.6583,462.2349,351.7983
248.125,248.125,167,1.0833,445.2213,406.1613,360.6413,442.8013,400.4813,613.7413,298.0613,602.8213,462.4013,351.9613
248.25,248.25,167,1.1667,445.3843,406.3243,360.8043,442.9643,400.6643,613.9043,298.2043,602.9843,462.7643,352.1243
248.375,248.375,167,1.25,445.5474,406.4874,361.0118,443.1274,400.8274,614.0674,298.3474,603.0147,462.9274,352.2874
248.5,248.5,167,1.3333,445.752,406.7752,361.2808,443.2904,401.0304,614.2304,298.4304,603.1304,463.0904,352.4104
248.625,248.625,167,1.4167,445.9535,407.1075,361.4535,443.4535,401.1935,614.3935,298.5935,603.2935,463.2535,352.5735
248.75,248.75,167,1.5,446.1165,407.2965,361.6165,443.6165,401.3565,614.5565,298.7165,603.4565,463.4965,352.7165
248.875,248.875,167,1.5833,446.2796,407.4596,361.7796,443.7796,401.5196,614.7196,298.8796,603.6196,463.6596,352.8796
249.0,249.0,167,1.6667,446.5626,407.6226,361.9426,444.0226,401.8826,614.9026,299.0426,603.7826,463.8304,353.0626
249.125,249.125,167,1.75,446.7257,407.7857,362.2257,444.2457,402.0457,615.0657,299.2057,603.9457,464.0457,353.2257
249.25,249.25,167,1.8333,446.9148,408.1087,362.3887,444.4487,402.3487,615.4287,299.3687,604.1087,464.2687,353.3887
249.375,249.375,167,1.9167,447.1117,408.3117,362.5517,444.6117,402.5117,615.5917,299.5317,604.2517,464.5317,353.5517
249.5,249.5,168,1.0,447.2748,408.4748,362.7348,444.7748,402.6948,615.7548,299.6948,604.4148,464.6948,353.7548
249.625,249.625,168,1.0833,447.5578,408.7178,362.9578,445.0978,402.9578,616.1378,299.8578,604.5778,464.9846,354.0356
249.75,249.75,168,1.1667,447.7209,408.8809,363.1409,445.2609,403.1209,616.3009,300.0104,604.7409,465.1609,354.2009
249.875,249.875,168,1.25,447.8839,409.0439,363.3039,445.4239,403.2839,616.4639,300.1039,604.9039,465.3239,354.3639
250.0,250.0,168,1.3333,448.167,409.207,363.509,445.608,403.488,616.676,300.267,605.067,465.529,354.527
250.125,250.125,168,1.4167,448.33,409.37,363.75,445.81,403.69,616.93,300.43,605.23,465.81,354.69
250.25,250.25,168,1.5,448.493,409.579,363.913,445.973,403.853,617.093,300.593,605.393,465.973,354.853
250.375,250.375,168,1.5833,448.6561,409.7561,364.0761,446.1361,404.0161,617.2561,300.7161,605.5561,466.1361,355.0161
250.5,250.5,168,1.6667,448.8791,410.0991,364.2391,446.3591,404.1991,617.4391,300.8791,605.8591,466.3382,355.1791
250.625,250.625,168,1.75,449.0622,410.2622,364.4422,446.5622,404.4422,617.6622,301.0422,606.0222,466.5022,355.3422
250.75,250.75,168,1.8333,449.2252,410.4252,364.6052,446.7252,404.6052,617.8252,301.2007,606.1852,466.7852,355.4322
250.875,250.875,168,1.9167,449.3883,410.5883,364.7683,446.8883,404.7683,618.0083,301.2442,606.3483,466.9483,355.5483
251.0,251.0,169,1.0,449.6113,410.7513,364.9313,447.1113,404.9313,618.2313,301.3913,606.5426,467.1904,355.7113
251.125,251.125,169,1.0833,449.7943,410.9143,365.0943,447.2943,405.1343,618.5087,301.5543,606.7343,467.5343,355.8743
251.25,251.25,169,1.1667,449.9774,411.0774,365.2574,447.4574,405.2974,618.9244,301.7174,606.8974,467.7174,356.0374
251.375,251.375,169,1.25,450.1608,411.2404,365.4204,447.6812,405.4804,619.1004,301.8804,607.0604,467.8804,356.2004
251.5,251.5,169,1.3333,450.387,411.4235,365.5835,447.9035,405.687,619.2635,302.0435,607.2435,468.0435,356.3635
251.625,251.625,169,1.4167,450.5865,411.5865,365.7465,448.1265,405.8665,619.4265,302.2065,607.4865,468.2065,356.5265
251.75,251.75,169,1.5,450.7496,411.8592,365.9096,448.2896,406.0296,619.5896,302.3696,607.7496,468.4096,356.6896
251.875,251.875,169,1.5833,450.9126,412.0326,366.1526,448.4526,406.1926,619.7526,302.4666,607.9126,468.5726,356.8326
252.0,252.0,169,1.6667,451.0757,412.1957,366.3157,448.6157,406.3957,619.9157,302.4957,608.0757,468.8613,356.9957
252.125,252.125,169,1.75,451.3787,412.5387,366.5587,448.8587,406.6587,620.1587,302.6587,608.2987,469.0587,357.1587
252.25,252.25,169,1.8333,451.5417,412.7017,366.7217,449.0217,406.8217,620.3217,302.8217,608.4617,469.3817,357.3217
252.375,252.375,169,1.9167,451.7048,412.8648,366.8848,449.1848,406.9848,620.5448,302.9648,608.6248,469.5448,357.4648
252.5,252.5,170,1.0,451.899,413.0278,367.0478,449.379,407.2078,620.7078,303.0878,608.7956,469.7078,357.6278
252.625,252.625,170,1.0833,452.1109,413.3509,367.2709,449.6909,407.4509,621.1109,303.2509,609.0709,469.9309,357.7909
252.75,252.75,170,1.1667,452.3339,413.5139,367.4339,449.8539,407.6139,621.2739,303.4139,609.2339,470.0939,357.9539
252.875,252.875,170,1.25,452.497,413.677,367.617,450.017,407.777,621.437,303.577,609.397,470.257,358.117
253.0,253.0,170,1.3333,452.66,413.84,367.78,450.18,407.96,621.6,303.68,609.56,470.56,358.26
253.125,253.125,170,1.4167,452.883,414.003,367.943,450.343,408.163,621.863,303.843,609.743,470.803,358.423
253.25,253.25,170,1.5,453.0461,414.1661,368.1061,450.5061,408.3261,622.0661,304.0061,609.9061,470.9661,358.5861
253.375,253.375,170,1.5833,453.2091,414.3091,368.2691,450.6691,408.4891,622.2291,304.0978,610.0691,471.1291,358.7491
253.5,253.5,170,1.6667,453.3722,414.4722,368.4722,450.8922,408.6722,622.3922,304.2522,610.3122,471.3044,358.9122
253.625,253.625,170,1.75,453.6352,414.6952,368.6352,451.0952,408.8552,622.6152,304.4152,610.5752,471.4752,359.0752
253.75,253.75,170,1.8333,453.7983,414.8583,368.7983,451.2583,409.0732,622.7783,304.5464,610.7383,471.6932,359.2383
253.875,253.875,170,1.9167,453.9613,415.0213,368.9613,451.4213,409.2413,622.9413,304.6413,610.9013,471.8613,359.3613
254.0,254.0,171,1.0,454.1243,415.1972,369.1243,451.5643,409.4086,623.1043,304.8043,611.0686,472.0286,359.5243
254.125,254.125,171,1.0833,454.3674,415.4074,369.2874,451.8274,409.6274,623.6874,304.9674,611.2674,472.2674,359.6874
254.25,254.25,171,1.1667,454.5304,415.5704,369.4704,451.9904,409.7904,623.8504,305.1304,611.4304,472.5016,359.8504
254.375,254.375,171,1.25,454.6935,415.7335,369.6335,452.1535,409.9535,624.0335,305.2935,611.5935,472.6935,360.0135
254.5,254.5,171,1.3333,454.9165,415.9165,369.8165,452.3165,410.1165,624.1965,305.4565,611.7565,472.8565,360.1765
254.625,254.625,171,1.4167,455.1396,416.2796,370.0196,452.5596,410.3596,624.3596,305.6196,612.0796,473.1196,360.3396
254.75,254.75,171,1.5,455.3026,416.4426,370.1826,452.7426,410.5226,624.5226,305.6826,612.2426,473.2826,360.5026
254.875,254.875,171,1.5833,455.4657,416.6257,370.3657,452.9057,410.6857,624.6857,305.8414,612.4057,473.4657,360.5657
255.0,255.0,171,1.6667,455.6287,416.7887,370.5574,453.0687,410.8922,624.8487,305.9487,612.5687,473.6948,360.7287
255.125,255.125,171,1.75,455.8717,416.9868,370.7717,453.3117,411.1634,625.1117,306.1117,612.8317,474.0317,360.8917
255.25,255.25,171,1.8333,456.0348,417.1748,370.9348,453.4748,411.3348,625.2748,306.2574,612.9948,474.1948,361.0548
255.375,255.375,171,1.9167,456.1978,417.3378,371.0978,453.6378,411.4978,625.4378,306.3778,613.1578,474.3578,361.1778
255.5,255.5,172,1.0,456.3609,417.5009,371.2609,453.8009,411.6627,625.6409,306.5209,613.3209,474.5209,361.3409
255.625,255.625,172,1.0833,456.5239,417.7639,371.4239,454.1039,411.8639,625.9639,306.6839,613.6439,474.6839,361.5039
255.75,255.75,172,1.1667,456.727,417.927,371.607,454.267,412.027,626.127,306.847,613.807,474.947,361.667
255.875,255.875,172,1.25,456.89,418.09,371.77,454.43,412.19,626.29,306.97,613.97,475.11,361.815
256.0,256.0,172,1.3333,457.106,418.253,371.933,454.593,412.353,626.453,307.133,614.213,475.353,361.973
256.125,256.125,172,1.4167,457.3161,418.4161,372.1761,454.7761,412.6361,626.7761,307.2961,614.3761,475.6161,362.1361
256.25,256.25,172,1.5,457.4991,418.5791,372.3391,454.9391,412.7991,626.9391,307.4256,614.5191,475.8191,362.2795
