score_qstamp,qstamp,measure,beat,726696_tstamp,728534_tstamp,729214_tstamp,726691_tstamp,729227_tstamp,726680_tstamp,726652_tstamp,726628_tstamp,726688_tstamp,726641_tstamp
123.125,123.125,83,1.75,231.4378,204.4178,184.4978,230.4978,207.2378,392.0578,154.2778,396.5578,239.2778,183.1778
123.25,123.25,83,1.8333,231.8609,204.6427,184.6104,230.7418,207.4409,392.3427,154.4409,396.8609,239.4809,183.3409
123.375,123.375,83,1.9167,232.0239,204.8878,184.7639,230.9239,207.6039,392.5439,154.5839,397.0317,239.6478,183.5039
123.5,123.5,84,1.0,232.247,205.107,184.974,231.141,207.821,392.807,154.747,397.227,239.854,183.687
123.625,123.625,84,1.0833,232.63,205.43,185.15,231.57,208.01,393.29,154.91,397.73,240.19,183.85
123.75,123.75,84,1.1667,232.793,205.593,185.313,231.733,208.193,393.453,155.073,397.893,240.353,184.013
123.875,123.875,84,1.25,232.9761,205.7561,185.4761,231.8961,208.3561,393.6161,155.2361,398.0561,240.5161,184.1761
124.0,124.0,84,1.3333,233.1391,205.9191,185.6391,232.0591,208.5791,393.7791,155.3191,398.2191,240.7191,184.3391
124.125,124.125,84,1.4167,233.6022,206.0866,185.8022,232.4822,208.9022,394.2422,155.4822,398.4022,241.1822,184.5022
124.25,124.25,84,1.5,233.7652,206.2852,185.9652,232.6452,209.0652,394.4052,155.6452,398.5652,241.3452,184.6652
124.375,124.375,84,1.5833,233.9283,206.4815,186.1283,232.8083,209.2366,394.5683,155.7821,398.7283,241.5083,184.8283
124.5,124.5,84,1.6667,234.0913,206.6913,186.2913,232.9713,209.4113,394.7313,155.8913,398.8913,241.6713,184.9913
124.625,124.625,84,1.75,234.4943,206.9343,186.5543,233.3943,209.6743,394.9543,156.0543,399.1943,241.8943,185.1743
124.75,124.75,84,1.8333,234.6974,207.1374,186.7174,233.5774,209.8374,395.1574,156.2174,399.4174,242.0774,185.3374
124.875,124.875,84,1.9167,234.8604,207.3012,186.8804,233.7404,210.0004,395.5412,156.3804,399.5804,242.3008,185.5004
125.0,125.0,85,1.0,235.027,207.514,187.0435,233.907,210.1705,395.768,156.5435,399.7505,242.5235,185.6635
125.125,125.125,85,1.0833,235.3595,207.833,187.2465,234.233,210.3795,396.466,156.7065,400.1665,243.4665,185.8265
125.25,125.25,85,1.1667,235.5496,208.0096,187.4096,234.4192,210.5696,396.6696,156.8696,400.3296,243.6296,185.9896
125.375,125.375,85,1.25,235.7326,208.1726,187.5726,234.6126,210.7326,396.8326,157.0326,400.4926,243.7926,186.1726
125.5,125.5,85,1.3333,235.9557,208.3357,187.7357,234.8357,210.9557,397.0957,157.1957,400.6557,243.9557,186.3357
125.625,125.625,85,1.4167,236.1187,208.5387,187.8987,235.0187,211.1187,397.2587,157.2987,400.8187,244.1187,186.4987
125.75,125.75,85,1.5,236.3434,208.7234,188.0617,235.2285,211.2817,397.4617,157.4617,400.9817,244.2817,186.6617
125.875,125.875,85,1.5833,236.5248,208.9048,188.2248,235.5048,211.4544,397.6248,157.5448,401.1448,244.4448,186.8248
126.0,126.0,85,1.6667,236.9556,209.2156,188.4078,235.8078,211.7478,397.7878,157.7078,401.3478,244.6078,186.9878
126.125,126.125,85,1.75,237.2309,209.3909,188.6309,236.1109,211.9818,397.9509,157.8709,401.6509,244.7709,187.1509
126.25,126.25,85,1.8333,237.3939,209.5539,188.7939,236.2739,212.1939,398.1139,158.0139,401.8139,244.9139,187.3139
126.375,126.375,85,1.9167,237.577,209.777,188.957,236.437,212.357,398.417,158.137,401.977,245.077,187.477
126.5,126.5,86,1.0,237.76,209.98,189.14,236.6,212.52,398.72,158.3,402.22,245.24,187.64
126.625,126.625,86,1.0833,238.103,210.283,189.443,237.303,212.783,399.423,158.463,402.583,246.123,187.803
126.75,126.75,86,1.1667,238.2722,210.4783,189.6061,237.4661,212.9461,399.5861,158.6261,402.7461,246.2861,187.9661
126.875,126.875,86,1.25,238.4946,210.6873,189.7691,237.6291,213.1091,399.7491,158.7691,402.9091,246.4491,188.1291
127.0,127.0,86,1.3333,238.7122,210.8722,189.9322,237.7922,213.2722,399.9122,158.9322,403.0722,246.6122,188.2922
127.125,127.125,86,1.4167,238.8752,211.0552,190.0952,237.9552,213.4352,400.0752,159.0952,403.2352,246.7752,188.4552
127.25,127.25,86,1.5,239.1983,211.2183,190.2583,238.1183,213.5983,400.2383,159.2383,403.4583,246.9383,188.6183
127.375,127.375,86,1.5833,239.3826,211.5213,190.4213,238.2813,213.8413,400.4078,159.3213,403.6413,247.1039,188.8013
127.5,127.5,86,1.6667,239.7729,211.6843,190.6043,238.6329,214.0243,400.6843,159.4843,403.9643,247.3043,188.9643
127.625,127.625,86,1.75,239.9674,211.9874,190.7874,238.8274,214.3274,400.8474,159.6474,404.1874,247.4674,189.1474
127.75,127.75,86,1.8333,240.1304,212.1504,190.9504,238.9904,214.4904,401.0104,159.8104,404.3504,247.6304,189.3104
127.875,127.875,86,1.9167,240.2935,212.3135,191.1135,239.1535,214.667,401.4135,159.9535,404.5135,247.7935,189.4735
128.0,128.0,87,1.0,240.513,212.533,191.3165,239.373,214.8365,401.7295,160.1165,404.7565,247.9565,189.7165
129.5,129.5,88,1.0,244.153,215.893,193.653,242.973,217.013,405.753,162.0865,407.513,252.293,192.033
130.5,130.5,88,1.6667,245.4574,217.1974,194.9574,244.2774,218.5774,407.0574,163.2174,409.2374,253.8174,193.3374
130.875,130.875,88,1.9167,245.9465,217.6865,195.5265,244.7665,219.0665,407.5465,163.6265,409.7265,254.3265,193.8665
131.0,131.0,89,1.0,246.1096,217.8496,195.7496,244.9296,219.2296,407.7096,163.7896,409.928,254.4896,194.0296
131.125,131.125,89,1.0833,246.2726,218.0126,195.9126,245.0926,219.3926,407.8726,163.8926,410.1526,254.8726,194.2326
131.25,131.25,89,1.1667,246.4357,218.1757,196.0757,245.2557,219.6957,408.0357,164.0557,410.4157,255.0357,194.3957
131.375,131.375,89,1.25,246.5987,218.3387,196.2387,245.4187,220.0187,408.1987,164.2187,410.5787,255.1987,194.5587
131.5,131.5,89,1.3333,246.7617,218.5017,196.4017,245.5817,220.1817,408.3617,164.3817,410.7417,255.3617,194.7217
131.75,131.75,89,1.5,247.5278,218.8278,196.7278,245.9878,220.5078,408.8478,164.7078,411.0678,255.6878,195.1478
132.0,132.0,89,1.6667,247.9773,219.1539,197.0939,246.7936,220.8339,409.1939,165.0339,411.3939,256.0139,195.4739
132.375,132.375,89,1.9167,248.703,219.643,197.763,247.523,221.638,410.523,165.523,412.118,256.523,196.063
132.5,132.5,90,1.0,248.9061,219.8061,197.9261,247.9061,221.8861,410.8861,165.6861,412.4261,256.9661,196.2461
132.625,132.625,90,1.0833,249.4091,220.3491,198.0891,248.3091,222.1691,411.1091,165.8491,412.5891,257.1291,196.4291
132.75,132.75,90,1.1667,249.5722,220.5122,198.2722,248.5454,222.3322,411.3722,166.0122,412.7522,257.2922,196.6522
132.875,132.875,90,1.25,249.7352,220.6752,198.4352,248.7552,222.5104,411.5352,166.1752,413.1152,257.4552,196.8152
133.0,133.0,90,1.3333,249.8983,220.8383,198.6383,248.9183,222.6983,411.6983,166.2946,413.3383,257.6183,197.0183
133.25,133.25,90,1.5,250.4243,221.1843,198.9643,249.4443,223.0615,412.0243,166.6043,413.7843,258.3243,197.5243
133.5,133.5,90,1.6667,251.0016,221.5104,199.3704,249.8408,223.4704,412.3504,166.9304,414.1904,258.7504,197.8608
133.875,133.875,90,1.9167,251.7196,222.1784,199.8596,250.4596,224.3396,414.1796,167.4196,415.0996,259.4396,198.3596
134.0,134.0,91,1.0,252.0426,222.5226,200.0226,250.8026,224.5026,414.3426,167.5826,415.2626,259.6626,198.5252
134.125,134.125,91,1.0833,252.2057,222.7057,200.1857,250.9657,224.8257,414.5057,167.7457,415.4257,260.1857,198.7257
134.25,134.25,91,1.1667,252.3687,222.8687,200.3487,251.1287,224.9887,414.7087,167.9087,415.5887,260.3487,198.8887
134.375,134.375,91,1.25,252.5517,223.0317,200.5117,251.3517,225.1917,414.8834,168.0717,415.7517,260.5117,199.0517
134.5,134.5,91,1.3333,252.774,223.1948,200.6748,251.5592,225.3548,415.174,168.2348,415.9148,260.6748,199.2148
135.5,135.5,92,1.0,254.5191,224.7382,202.1791,253.2791,226.8991,417.1191,169.3791,417.9182,262.4791,200.5791
135.625,135.625,92,1.0833,254.8222,225.0422,202.4622,253.5622,227.1422,417.4622,169.5422,418.4222,262.8622,200.7422
135.75,135.75,92,1.1667,255.0052,225.2052,202.6252,253.7252,227.4052,417.7652,169.7052,418.5852,263.0252,200.9052
135.875,135.875,92,1.25,255.2483,225.4683,202.7883,253.8883,227.5683,418.2483,169.8683,418.7483,263.2083,201.0683
136.0,136.0,92,1.3333,255.5243,225.6913,203.0313,254.3713,227.7313,418.4313,170.0313,418.9113,263.3713,201.2313
137.0,137.0,93,1.0,257.2699,227.3099,204.4314,256.0957,229.3357,420.3557,171.2557,420.4157,265.2469,202.7357
137.125,137.125,93,1.0833,257.5587,227.5187,204.6387,256.2987,229.4987,420.7187,171.4187,420.8044,265.9987,202.9187
137.25,137.25,93,1.1667,257.7217,227.6817,204.8017,256.4617,229.6617,421.0017,171.5817,421.0617,266.2017,203.0817
137.375,137.375,93,1.25,257.8848,227.8448,204.9648,256.6248,230.0248,421.1648,171.7448,421.2248,266.3648,203.2648
137.5,137.5,93,1.3333,258.0478,228.0278,205.1278,256.7878,230.1878,421.3278,171.9078,421.5156,266.5278,203.4278
138.5,138.5,94,1.0,260.0874,229.661,206.5732,258.7952,231.7922,423.3722,173.0522,422.9922,268.1966,204.7522
138.625,138.625,94,1.0833,260.3752,229.9152,206.7752,259.0752,232.0952,423.5552,173.2152,423.2152,268.4352,204.9152
138.75,138.75,94,1.1667,260.5383,230.0783,206.9983,259.2383,232.3983,423.7183,173.3783,423.3783,268.6749,205.0783
138.875,138.875,94,1.25,260.7013,230.2413,207.1613,259.4213,232.5613,423.9813,173.5413,423.8013,269.1613,205.2413
139.0,139.0,94,1.3333,260.8643,230.4043,207.3243,259.5843,232.7329,424.1443,173.7043,423.9643,269.3443,205.4043
140.0,140.0,95,1.0,262.7487,232.0261,208.7487,261.4887,234.0887,426.4487,174.9087,425.5887,270.9687,206.7487
140.125,140.125,95,1.0833,262.9117,232.3117,208.9117,261.6517,234.3317,426.7117,175.0717,425.8317,271.1317,206.9117
140.25,140.25,95,1.1667,263.0748,232.4748,209.0748,261.8148,234.4948,426.8748,175.2348,425.9948,271.3148,207.0748
140.375,140.375,95,1.25,263.369,232.6378,209.2378,262.069,234.6578,427.2224,175.2715,426.1934,271.7982,207.2378
140.5,140.5,95,1.3333,263.5409,232.8009,209.4009,262.2409,235.0609,427.4409,175.3409,426.3609,272.1009,207.4009
141.5,141.5,96,1.0,265.3904,234.6492,210.766,264.0504,236.4452,429.4452,176.6452,428.1564,273.626,208.7652
141.625,141.625,96,1.0833,265.5883,235.1083,211.0049,264.3083,236.6083,429.7083,176.8083,428.4083,273.8483,208.9883
141.75,141.75,96,1.1667,265.7513,235.2713,211.1913,264.4713,236.8513,429.8713,176.9713,428.6113,274.0313,209.1513
141.875,141.875,96,1.25,265.9143,235.4343,211.3543,264.6543,237.0143,430.0743,177.1343,428.7743,274.1943,209.3343
142.0,142.0,96,1.3333,266.3192,235.5974,211.5174,265.0018,237.1774,430.2374,177.2974,428.9374,274.3574,209.5174
143.0,143.0,97,1.0,268.1017,236.9817,212.8617,266.7617,238.8817,432.6268,178.5817,430.7702,276.2987,210.8634
143.125,143.125,97,1.0833,268.2648,237.1448,213.0248,266.9248,239.0448,432.8448,178.7448,431.0248,277.1448,211.0448
143.25,143.25,97,1.1667,268.4278,237.3078,213.1878,267.0878,239.2078,433.0078,178.9004,431.1878,277.3078,211.2078
143.375,143.375,97,1.25,268.5909,237.4709,213.3509,267.2509,239.3927,433.1709,178.9085,431.3509,277.4709,211.3709
143.5,143.5,97,1.3333,268.8139,237.6339,213.5139,267.4339,239.5739,433.3339,178.9167,431.5139,277.6339,211.5339
144.5,144.5,98,1.0,270.8349,239.2766,214.9549,269.5332,241.1166,435.5783,180.1583,433.0932,278.9766,212.8983
144.75,144.75,98,1.1667,271.8815,239.8215,215.6443,270.5473,241.9643,436.8387,180.4843,435.0387,280.4843,213.7073
145.0,145.0,98,1.3333,272.3704,240.2104,215.9704,271.0304,242.2904,437.4104,180.7904,435.4904,280.8104,214.3304
145.25,145.25,98,1.5,272.7495,240.8165,216.2965,271.3965,242.8565,437.7365,181.1165,435.8165,281.2565,214.7365
145.5,145.5,98,1.6667,273.3782,241.1426,216.6226,272.0026,243.266,438.0626,181.4426,436.1452,281.5826,215.1226
145.75,145.75,98,1.8333,273.8487,241.6079,216.9574,272.3287,243.7748,438.4496,181.7441,436.5757,282.1175,215.4487
146.0,146.0,99,1.0,274.1748,242.1148,217.2948,272.6548,244.1348,439.0644,181.9748,437.0148,282.7148,215.7748
147.0,147.0,99,1.6667,275.7555,244.0391,218.8591,274.5391,245.5391,441.7391,183.1991,438.3191,284.0191,217.0791
147.125,147.125,99,1.75,275.9222,244.2022,219.0222,274.7022,245.7022,441.9022,183.3622,438.4822,284.3022,217.2422
147.25,147.25,99,1.8333,276.2704,244.3652,219.1852,274.8756,245.8652,442.0652,183.5252,438.6452,284.5252,217.4652
147.375,147.375,99,1.9167,276.4566,244.5283,219.3483,275.0932,246.0283,442.2283,183.6883,438.8615,284.6883,217.6483
147.5,147.5,100,1.0,276.7513,244.7313,219.5313,275.3513,246.2513,442.4026,183.8438,439.1313,285.0913,217.8113
147.625,147.625,100,1.0833,276.9143,244.8943,219.7143,275.5143,246.4143,442.5743,183.9743,439.2943,285.2543,217.9743
147.75,147.75,100,1.1667,277.1574,245.1496,219.9574,275.7696,246.5974,442.7374,184.1174,439.4748,285.487,218.1374
147.875,147.875,100,1.25,277.3804,245.3204,220.1204,275.9804,246.8004,442.9004,184.1804,439.7816,285.6604,218.3004
148.0,148.0,100,1.3333,277.614,245.5435,220.2835,276.2835,246.974,443.0635,184.3435,440.0835,285.8445,218.5035
148.125,148.125,100,1.4167,277.8865,245.7595,220.4465,276.4465,247.1865,443.2265,184.5065,440.253,286.1065,218.6665
148.25,148.25,100,1.5,278.0792,245.9496,220.6096,276.6096,247.3592,443.4096,184.6496,440.4296,286.3688,218.8296
148.375,148.375,100,1.5833,278.2526,246.1126,220.7726,276.8326,247.5526,443.6126,184.7726,440.6126,286.5526,218.9926
148.5,148.5,100,1.6667,278.4157,246.3957,220.9357,276.9957,247.7757,443.7757,184.9357,440.7757,286.7157,219.1557
148.625,148.625,100,1.75,278.6748,246.6187,221.0987,277.2774,247.9574,444.0587,185.0987,440.9387,286.9161,219.3187
148.75,148.75,100,1.8333,278.8417,246.7817,221.3017,277.4451,248.2017,444.2817,185.1817,441.2519,287.2017,219.4817
148.875,148.875,100,1.9167,279.0648,246.9448,221.4648,277.6448,248.3648,444.4448,185.3248,441.5248,287.3992,219.6448
149.0,149.0,101,1.0,279.3078,247.1278,221.6278,277.9078,248.5512,444.6746,185.4878,441.6878,287.6312,219.8356
149.125,149.125,101,1.0833,279.5309,247.3309,221.8109,278.0909,248.7709,444.9909,185.6509,441.9109,287.9109,220.0109
149.25,149.25,101,1.1667,279.7739,247.4939,221.9939,278.3739,248.9539,445.2156,185.8139,442.0939,288.1739,220.1739
149.375,149.375,101,1.25,279.937,247.757,222.157,278.537,249.137,445.434,185.8795,442.297,288.417,220.337
149.5,149.5,101,1.3333,280.18,248.0,222.32,278.76,249.32,445.7,186.04,442.52,288.62,220.5
149.625,149.625,101,1.4167,280.403,248.183,222.523,279.003,249.563,445.983,186.203,442.803,288.783,220.683
149.75,149.75,101,1.5,280.5722,248.3861,222.6861,279.1661,249.7322,446.1661,186.3061,442.9661,288.9661,220.8461
149.875,149.875,101,1.5833,280.7891,248.5782,222.8491,279.3582,249.9182,446.3691,186.4646,443.1291,289.2273,221.0091
150.0,150.0,101,1.6667,280.9888,248.7844,223.0122,279.6722,250.1522,446.6498,186.6122,443.2922,289.4966,221.1722
150.125,150.125,101,1.75,281.2752,248.9552,223.1752,279.8552,250.3152,446.9704,186.7752,443.7152,289.6752,221.3552
150.25,150.25,101,1.8333,281.4383,249.1783,223.3583,280.0183,250.4783,447.1383,186.8796,443.8783,289.8383,221.5183
150.375,150.375,101,1.9167,281.6613,249.3613,223.5213,280.2413,250.7413,447.3813,187.0013,444.0413,290.0691,221.6813
150.5,150.5,102,1.0,281.8843,249.5643,223.6886,280.4443,250.9172,447.5787,187.1643,444.2043,290.3486,221.8529
150.625,150.625,102,1.0833,282.1274,249.8474,223.9074,280.7474,251.1274,447.8674,187.3074,444.3874,290.5474,222.0674
150.75,150.75,102,1.1667,282.3304,250.0104,224.0704,280.9104,251.3304,448.0304,187.4704,444.7304,290.7504,222.2304
150.875,150.875,102,1.25,282.5735,250.1935,224.2335,281.1335,251.4935,448.3135,187.5535,444.8935,290.9735,222.3935
151.0,151.0,102,1.3333,282.7365,250.3565,224.433,281.2965,251.7365,448.4765,187.7165,445.0565,291.2165,222.5565
151.125,151.125,102,1.4167,283.0588,250.6192,224.6196,281.7196,251.8996,448.8196,187.8598,445.3596,291.4996,222.7396
151.25,151.25,102,1.5,283.3026,250.7826,224.7826,281.8826,252.0826,449.0226,187.9826,445.533,291.6826,222.9426
151.375,151.375,102,1.5833,283.5257,251.0257,224.9457,282.0628,252.3057,449.3114,188.1251,445.8657,291.8856,223.1057
151.5,151.5,102,1.6667,283.6887,251.2287,225.1087,282.2687,252.4774,449.4887,188.2287,446.0287,292.1487,223.2687
151.625,151.625,102,1.75,283.8517,251.3917,225.2717,282.4317,252.7117,449.6717,188.3917,446.2317,292.3434,223.4317
151.75,151.75,102,1.8333,284.0148,251.5748,225.4348,282.5948,252.8748,449.9488,188.5548,446.4148,292.5148,223.6148
151.875,151.875,102,1.9167,284.2778,251.8178,225.6578,282.8378,253.0578,450.1978,188.7178,446.6778,292.7978,223.7778
152.0,152.0,103,1.0,284.4454,251.9818,225.8209,283.0454,253.2209,450.3809,188.8409,446.8436,292.9609,223.9409
152.125,152.125,103,1.0833,284.7039,252.2039,225.9839,283.3039,253.4239,450.6639,188.9839,447.0839,293.2639,224.1039
152.25,152.25,103,1.1667,284.881,252.367,226.147,283.467,253.594,450.881,189.147,447.307,293.447,224.267
152.375,152.375,103,1.25,285.13,252.55,226.31,283.69,253.77,451.13,189.1986,447.47,293.61,224.43
152.5,152.5,103,1.3333,285.373,252.753,226.493,283.913,253.933,451.373,189.353,447.793,293.853,224.593
152.625,152.625,103,1.4167,285.5361,252.9761,226.6561,284.0761,254.1844,451.5361,189.4761,447.9561,294.0161,224.7561
152.75,152.75,103,1.5,285.6991,253.1391,226.8191,284.2391,254.3591,451.7391,189.6391,448.1573,294.2791,224.9391
152.875,152.875,103,1.5833,285.9622,253.3044,226.9844,284.5022,254.5222,452.0932,189.8022,448.3666,294.4666,225.1022
153.0,153.0,103,1.6667,286.1356,253.5052,227.1852,284.686,254.6852,452.3452,189.913,448.6052,294.6852,225.2652
153.125,153.125,103,1.75,286.3283,253.6683,227.3483,284.9083,254.8883,452.5083,190.0483,448.7683,294.8483,225.4283
153.25,153.25,103,1.8333,286.4913,253.8313,227.5113,285.0713,255.1026,452.7165,190.1713,448.9313,295.0113,225.5913
153.375,153.375,103,1.9167,286.7343,254.1286,227.6743,285.2943,255.2743,452.9286,190.2943,449.1943,295.3543,225.7543
153.5,153.5,104,1.0,286.8974,254.3174,227.8374,285.4574,255.4574,453.167,190.4574,449.3774,295.5174,225.9548
153.625,153.625,104,1.0833,287.2204,254.5804,228.0408,285.7604,255.6604,453.5004,190.6204,449.6204,295.8804,226.1604
153.75,153.75,104,1.1667,287.407,254.7505,228.227,285.947,255.834,453.7435,190.7435,449.815,296.061,226.3235
153.875,153.875,104,1.25,287.6465,254.9465,228.4065,286.1465,256.0465,453.9065,190.8324,450.1265,296.3065,226.4865
154.0,154.0,104,1.3333,287.8296,255.1096,228.5696,286.3296,256.2096,454.0984,190.9496,450.2896,296.4696,226.6984
154.125,154.125,104,1.4167,288.2526,255.4304,228.7526,286.7778,256.4726,454.4082,191.1126,450.5526,296.6526,226.9126
154.25,154.25,104,1.5,288.4157,255.6157,228.9157,286.9557,256.6357,454.6157,191.2557,450.7757,296.8357,227.0757
154.375,154.375,104,1.5833,288.5987,255.8187,229.1161,287.1187,256.8787,454.8787,191.4187,451.0187,297.1587,227.2387
154.5,154.5,104,1.6667,288.7617,255.9817,229.2817,287.2817,257.0417,455.0468,191.5817,451.1817,297.3617,227.4017
154.625,154.625,104,1.75,288.9296,256.1448,229.4448,287.4448,257.2048,455.3648,191.6648,451.3448,297.5248,227.5648
154.75,154.75,104,1.8333,289.1078,256.3078,229.6278,287.6278,257.3678,455.5512,191.8278,451.5678,297.7478,227.7278
154.875,154.875,104,1.9167,289.3709,256.6109,229.7909,287.9109,257.5509,455.8309,191.9527,451.8309,297.9945,227.8909
155.0,155.0,105,1.0,289.5339,256.7739,229.9539,288.0739,257.7139,455.9939,192.0739,451.9939,298.1939,228.0539
155.125,155.125,105,1.0833,289.757,256.957,230.157,288.277,257.917,456.157,192.237,452.157,298.357,228.217
155.25,155.25,105,1.1667,289.92,257.16,230.34,288.44,258.08,456.32,192.4,452.5,298.54,228.38
155.375,155.375,105,1.25,290.283,257.403,230.503,288.621,258.343,456.763,192.543,452.683,298.883,228.563
155.5,155.5,105,1.3333,290.4461,257.5661,230.6661,288.9661,258.5061,456.9261,192.6461,452.8522,299.0461,228.7261
155.625,155.625,105,1.4167,290.6891,257.7691,230.8691,289.2291,258.7491,457.2491,192.8091,453.0291,299.2291,228.9091
155.75,155.75,105,1.5,290.8522,257.9322,231.0322,289.3922,258.9122,457.4122,192.9322,453.1061,299.3922,229.0844
155.875,155.875,105,1.5833,291.0752,258.1952,231.2152,289.6152,259.1056,457.836,193.0952,453.2552,299.6816,229.2552
156.0,156.0,105,1.6667,291.2966,258.3583,231.3783,289.7983,259.2783,458.0183,193.2583,453.4183,299.8783,229.4183
156.125,156.125,105,1.75,291.5426,258.5613,231.5413,290.0413,259.4413,458.1813,193.4213,453.5813,300.0613,229.5813
156.25,156.25,105,1.8333,291.7443,258.7243,231.7043,290.2443,259.6415,458.3443,193.5169,453.7572,300.2243,229.7443
156.375,156.375,105,1.9167,291.9874,258.9874,231.8874,290.5074,259.8674,458.7074,193.5779,453.9674,300.6474,229.9074
156.5,156.5,106,1.0,292.1504,259.1504,232.0504,290.6704,260.0304,458.8704,193.7304,454.1304,300.8208,230.0704
156.625,156.625,106,1.0833,292.3935,259.3135,232.2135,290.8935,260.2735,459.0335,193.8935,454.2935,300.9935,230.3135
156.75,156.75,106,1.1667,292.5965,259.573,232.3765,291.0765,260.4365,459.4165,194.0565,454.4565,301.325,230.4765
156.875,156.875,106,1.25,292.7988,259.7396,232.5396,291.2792,260.6192,459.6188,194.2196,454.6196,301.5196,230.6396
157.0,157.0,106,1.3333,293.2026,260.1026,232.7026,291.7026,260.9026,460.2826,194.3826,454.9104,301.6826,230.8026
157.125,157.125,106,1.4167,293.3657,260.2657,232.8657,291.8657,261.0657,460.4457,194.4743,455.1257,301.8457,230.9657
157.25,157.25,106,1.5,293.5287,260.4287,233.0287,292.0287,261.2487,460.6087,194.6014,455.3087,302.2087,231.1487
157.375,157.375,106,1.5833,293.6917,260.5917,233.1917,292.1917,261.4117,460.7717,194.6717,455.4951,302.3717,231.3117
157.5,157.5,106,1.6667,293.9348,260.7748,233.3948,292.4348,261.6348,461.1148,194.8348,455.8348,302.5792,231.4748
157.625,157.625,106,1.75,294.0978,260.9378,233.5578,292.5978,261.8378,461.2778,194.9978,456.0778,302.9178,231.6378
157.75,157.75,106,1.8333,294.3009,261.1009,233.7209,292.8209,262.0027,461.4409,195.1452,456.2409,303.0809,231.8009
157.875,157.875,106,1.9167,294.6039,261.2639,233.939,293.1239,262.2039,461.6039,195.2639,456.8839,303.2439,231.9639
158.0,158.0,107,1.0,294.887,261.507,234.247,293.367,262.387,461.767,195.427,457.287,303.467,232.127
158.125,158.125,107,1.0833,295.05,261.67,234.41,293.53,262.55,461.93,195.57,457.45,303.63,232.29
158.25,158.25,107,1.1667,295.213,261.833,234.573,293.693,262.773,462.093,195.713,457.613,303.793,232.453
158.375,158.375,107,1.25,295.5361,262.1844,234.7683,294.0361,263.0327,462.5522,195.8761,457.9961,304.0161,232.6761
158.5,158.5,107,1.3333,295.6991,262.3591,234.9391,294.1991,263.2191,462.7191,196.0391,458.1591,304.3319,232.8391
158.625,158.625,107,1.4167,295.9866,262.6222,235.1422,294.4132,263.4022,462.9622,196.2022,458.5332,304.6022,233.0222
158.75,158.75,107,1.5,296.1852,262.7852,235.3052,294.6652,263.5652,463.1252,196.2652,458.7852,304.7652,233.1852
158.875,158.875,107,1.5833,296.3483,262.9483,235.4683,294.8283,263.7483,463.3566,196.4083,458.9483,304.9283,233.3483
159.0,159.0,107,1.6667,296.5113,263.2113,235.6426,295.0026,263.9626,463.5626,196.5513,459.1452,305.2965,233.5113
159.125,159.125,107,1.75,296.7601,263.4572,235.8286,295.2601,264.1772,463.8629,196.7143,459.3772,305.5543,233.6943
159.25,159.25,107,1.8333,296.9574,263.6374,235.9974,295.4574,264.3574,464.0374,196.7995,459.5574,305.7174,233.8774
159.375,159.375,107,1.9167,297.2408,263.8012,236.1608,295.7212,264.5412,464.3008,196.9604,459.7212,305.9804,234.0604
159.5,159.5,108,1.0,297.4375,264.0105,236.3835,295.9305,264.7435,464.4835,197.1035,460.108,306.1435,234.2435
159.625,159.625,108,1.0833,297.6665,264.2065,236.5465,296.1265,264.9465,464.6465,197.1665,460.3865,306.3265,234.4065
159.75,159.75,108,1.1667,297.8296,264.4096,236.7096,296.2896,265.1096,464.8696,197.3296,460.7432,306.4896,234.5696
159.875,159.875,108,1.25,297.9926,264.5726,236.8726,296.4526,265.2726,465.0326,197.4926,461.0726,306.6526,234.7326
160.0,160.0,108,1.3333,298.3757,264.8357,237.0757,296.8557,265.5357,465.3213,197.6557,461.2357,307.0557,234.8957
160.125,160.125,108,1.4167,298.5387,265.0761,237.2387,297.0187,265.6987,465.5187,197.7187,461.4187,307.2187,235.0787
160.25,160.25,108,1.5,298.7017,265.2417,237.4017,297.1817,265.8617,465.7153,197.8817,461.5817,307.3817,235.2417
160.375,160.375,108,1.5833,299.0248,265.4648,237.5648,297.5048,266.0248,466.0848,198.0448,461.7448,307.7448,235.4248
160.5,160.5,108,1.6667,299.2078,265.6278,237.8312,297.7478,266.2912,466.4078,198.2026,461.9078,307.9078,235.5878
160.625,160.625,108,1.75,299.4909,265.8509,238.0309,297.9709,266.4909,466.7109,198.3309,462.0709,308.0709,235.7509
160.75,160.75,108,1.8333,299.6739,266.0739,238.1939,298.1339,266.6739,466.8739,198.4939,462.2339,308.2539,235.9139
160.875,160.875,108,1.9167,299.877,266.237,238.357,298.337,266.857,467.137,198.657,462.437,308.717,236.077
161.0,161.0,109,1.0,300.24,266.54,238.54,298.68,267.02,467.4,198.7367,462.66,308.96,236.24
161.125,161.125,109,1.0833,300.403,266.703,238.703,298.843,267.223,467.603,198.8543,462.903,309.143,236.403
161.25,161.25,109,1.1667,300.5661,266.9061,238.8661,299.0261,267.4105,467.7661,198.9861,463.0661,309.3061,236.5861
161.375,161.375,109,1.25,300.7291,267.0691,239.0291,299.2091,267.6291,467.9691,199.0691,463.3746,309.5691,236.7691
161.5,161.5,109,1.3333,300.981,267.3522,239.2654,299.4644,267.7922,468.3122,199.2322,463.6722,309.7844,236.9322
161.625,161.625,109,1.4167,301.2152,267.5152,239.4752,299.6952,267.9952,468.4752,199.3752,463.9416,309.9552,237.0952
