qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,A Horn 1,A Horn 2,D Trumpet 1,D Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
576.0,590.0,U(Flute 2),U(Flute 1),P8(A Clarinet 1)&P8(Bassoon 1),P8(A Clarinet 2)&P8(Bassoon 2),P8(Oboe 1)&P8(Bassoon 1),P8(Oboe 2)&P8(Bassoon 2),P8(Oboe 1)&P8(A Clarinet 1),P8(Oboe 2)&P8(A Clarinet 2),P8(A Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(A Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(A Horn 1)&P8(A Horn 2)&P8(D Trumpet 2),P8(A Horn 1)&P8(A Horn 2)&P8(D Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
590.0,602.0,P4(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P4(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P8(A Horn 1)&P8(A Horn 2)&P8(D Trumpet 1)&P4(D Trumpet 2),P4(Flute 1)&P6(Oboe 1)&P4(Oboe 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P4(A Horn 1)&P4(A Horn 2)&P4(D Trumpet 1)&P8(D Trumpet 2),P3(Flute 1)&P6(Flute 2)&P3(Oboe 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P3(A Horn 1)&P3(A Horn 2)&P3(D Trumpet 1)&P6(D Trumpet 2),P8(Flute 1)&P4(Flute 2)&P3(Oboe 1)&P4(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P8(A Horn 1)&P8(A Horn 2)&U(D Trumpet 1)&P4(D Trumpet 2),P4(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P4(Oboe 2)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P4(A Horn 1)&P4(A Horn 2)&P4(D Trumpet 1)&U(D Trumpet 2),P3(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P6(A Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2)&P3(A Horn 1)&P3(A Horn 2)&P3(D Trumpet 1)&P6(D Trumpet 2),P4(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P4(Oboe 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P6(Bassoon 2)&P4(A Horn 1)&P4(A Horn 2)&P4(D Trumpet 1)&P8(D Trumpet 2),P3(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P3(A Horn 1)&P3(A Horn 2)&P3(D Trumpet 1)&P6(D Trumpet 2),P8(Flute 1)&P4(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P4(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&U(A Horn 2)&P8(D Trumpet 1)&P4(D Trumpet 2),P8(Flute 1)&P4(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P4(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&U(A Horn 1)&P8(D Trumpet 1)&P4(D Trumpet 2),P8(Flute 1)&P4(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P4(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P8(A Horn 1)&P8(A Horn 2)&P4(D Trumpet 2),P4(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P4(Oboe 2)&U(A Clarinet 1)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P4(A Horn 1)&P4(A Horn 2)&P4(D Trumpet 1),,Main Part,P8(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
602.0,634.0,,,P8(A Clarinet 2),,,P8(Oboe 1),,,P8(A Horn 2),P8(A Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
634.0,650.0,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
650.0,665.0,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
665.0,673.0,P8(Oboe 1)&P8(Bassoon 1),P8(Oboe 2)&P8(Bassoon 2),P8(Flute 1)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),,,P8(Flute 1)&P8(Oboe 1),P8(Flute 2)&P8(Oboe 2),P8(A Horn 2),P8(A Horn 1),P8(D Trumpet 2),P8(D Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
673.0,681.0,Main Part,P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main),P8(Flute 2)&P8(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 2),P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 1),,,,,,,,,P8(Contrabass),P8(Violoncello)
681.0,688.5,P3(Bassoon 2),,,,,,,P3(Flute 1),,,P8(D Trumpet 2),P8(D Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
688.5,693.0,P8(Flute 2),P8(Flute 1),U(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),U(Oboe 1)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&U(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&U(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 1)&U(Violoncello)&P8(Contrabass),,,P8(D Trumpet 2),P8(D Trumpet 1),,Main Part,,,P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
693.0,738.5,Main Part,P8(Main)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1),P8(Oboe 2)&P8(Bassoon 2),P8(Oboe 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(A Clarinet 2)&P8(Bassoon 1),P8(Main)&P8(Flute 2)&P8(A Clarinet 1)&P8(Bassoon 1),P8(Main)&P8(Flute 2)&P8(A Clarinet 1)&P8(A Clarinet 2),P8(Oboe 1)&P8(Oboe 2),,,P8(D Trumpet 2),P8(D Trumpet 1),,,,,P8(Contrabass),P8(Violoncello)
738.5,740.0,P3(Oboe 1)&P4(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2),,P3(Flute 1)&P6(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2),,P4(Flute 1)&P6(Oboe 1)&P4(Bassoon 1)&P4(Bassoon 2),,P8(Flute 1)&P3(Oboe 1)&P4(A Clarinet 1)&U(Bassoon 2),P8(Flute 1)&P3(Oboe 1)&P4(A Clarinet 1)&U(Bassoon 1),,,,,,Main Part,P3(Main)&P6(Viola)&P3(Violoncello)&P3(Contrabass),P4(Main)&P6(Violin 2)&P4(Violoncello)&P4(Contrabass),P8(Main)&P3(Violin 2)&P4(Viola)&P8(Contrabass),P8(Main)&P3(Violin 2)&P4(Viola)&P8(Violoncello)
740.0,742.0,Main Part,,P3(Main)&P6(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2),,P4(Main)&P6(Oboe 1)&P4(Bassoon 1)&P4(Bassoon 2),,P8(Main)&P3(Oboe 1)&P4(A Clarinet 1)&U(Bassoon 2),P8(Main)&P3(Oboe 1)&P4(A Clarinet 1)&U(Bassoon 1),,,,,P4(Violin 1)&P8(Violin 2)&P6(Viola)&P3(Violoncello)&P3(Contrabass),P4(Timpani)&P4(Violin 2)&P3(Viola)&P2(Violoncello)&P2(Contrabass),P8(Timpani)&P4(Violin 1)&P6(Viola)&P3(Violoncello)&P3(Contrabass),P6(Timpani)&P3(Violin 1)&P6(Violin 2)&P4(Violoncello)&P4(Contrabass),P3(Timpani)&P2(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Contrabass),P3(Timpani)&P2(Violin 1)&P3(Violin 2)&P4(Viola)&P8(Violoncello)
742.0,744.0,U(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P2(Bassoon 1)&P2(Bassoon 2),U(Flute 1)&P4(Oboe 1)&P4(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P2(Bassoon 1)&P2(Bassoon 2),P4(Flute 1)&P4(Flute 2)&U(Oboe 2)&P6(A Clarinet 1)&P6(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P4(Flute 1)&P4(Flute 2)&U(Oboe 1)&P6(A Clarinet 1)&P6(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 1)&P4(Bassoon 1)&P4(Bassoon 2),P2(Flute 1)&P2(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P4(A Clarinet 2)&U(Bassoon 2),P2(Flute 1)&P2(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P4(A Clarinet 2)&U(Bassoon 1),,,,,,Main Part,P4(Main)&P6(Viola)&P3(Violoncello)&P3(Contrabass),P3(Main)&P6(Violin 2)&P4(Violoncello)&P4(Contrabass),P2(Main)&P3(Violin 2)&P4(Viola)&P8(Contrabass),P2(Main)&P3(Violin 2)&P4(Viola)&P8(Violoncello)
744.0,746.5,Main Part,U(Main),U(Oboe 2)&P6(A Clarinet 1)&P6(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),U(Oboe 1)&P6(A Clarinet 1)&P6(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 1)&P4(Bassoon 1)&P4(Bassoon 2),P3(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P4(A Clarinet 2)&U(Bassoon 2),P3(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P4(A Clarinet 2)&U(Bassoon 1),,,,,,,,,,
746.5,755.0,Main Part,U(Main),U(Oboe 2)&P6(A Clarinet 1)&P6(A Clarinet 2),U(Oboe 1)&P6(A Clarinet 1)&P6(A Clarinet 2),P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 2),P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 1),U(Bassoon 2),U(Bassoon 1),,,,,,,,,,
755.0,757.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P6(A Clarinet 1)&P6(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P6(A Clarinet 1)&P6(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&P6(A Clarinet 1)&P6(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&P6(A Clarinet 1)&P6(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P6(Flute 1)&P6(Flute 2)&P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P6(Flute 1)&P6(Flute 2)&P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&U(Bassoon 2),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&U(Bassoon 1),,,,,,Main Part,,,,
757.0,758.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P6(A Clarinet 1)&P6(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P6(A Clarinet 1)&P6(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&P6(A Clarinet 1)&P6(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&P6(A Clarinet 1)&P6(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P6(Flute 1)&P6(Flute 2)&P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P6(Flute 1)&P6(Flute 2)&P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&U(Bassoon 2),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&U(Bassoon 1),,,,,,,Main Part,,,
758.0,760.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P6(A Clarinet 1)&P6(A Clarinet 2),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P6(A Clarinet 1)&P6(A Clarinet 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&P6(A Clarinet 1)&P6(A Clarinet 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&P6(A Clarinet 1)&P6(A Clarinet 2),P6(Flute 1)&P6(Flute 2)&P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 2),P6(Flute 1)&P6(Flute 2)&P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 1),U(Bassoon 2),U(Bassoon 1),,,,,P3(Violin 1)&P3(Contrabass),P3(Timpani)&P8(Contrabass),,Main Part,,P3(Timpani)&P8(Violin 1)
760.0,762.0,U(Flute 2),U(Flute 1),U(Oboe 2)&P6(A Clarinet 1)&P6(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),U(Oboe 1)&P6(A Clarinet 1)&P6(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 1)&P4(Bassoon 1)&P4(Bassoon 2),P3(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P4(A Clarinet 2)&U(Bassoon 2),P3(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P4(A Clarinet 2)&U(Bassoon 1),,,,,,Main Part,P6(Viola),P6(Violin 2),P8(Main)&P8(Contrabass),P8(Main)&P8(Violoncello)
762.0,764.0,Main Part,U(Main)&P3(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P4(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P3(Main)&P3(Flute 2)&U(Oboe 2)&P6(A Clarinet 1)&P6(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P3(Main)&P3(Flute 2)&U(Oboe 1)&P6(A Clarinet 1)&P6(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P4(Main)&P4(Flute 2)&P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P4(Main)&P4(Flute 2)&P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 1)&P4(Bassoon 1)&P4(Bassoon 2),P8(Main)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P4(A Clarinet 2)&U(Bassoon 2),P8(Main)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P4(A Clarinet 2)&U(Bassoon 1),,,,,P4(Violin 1)&P6(Violin 2)&P8(Viola)&P3(Violoncello)&P3(Contrabass),P4(Timpani)&P3(Violin 2)&P4(Viola)&P2(Violoncello)&P2(Contrabass),P6(Timpani)&P3(Violin 1)&P6(Viola)&P4(Violoncello)&P4(Contrabass),P8(Timpani)&P4(Violin 1)&P6(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Timpani)&P2(Violin 1)&P4(Violin 2)&P3(Viola)&P8(Contrabass),P3(Timpani)&P2(Violin 1)&P4(Violin 2)&P3(Viola)&P8(Violoncello)
764.0,766.0,U(Flute 2)&P4(Oboe 1)&P4(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P2(Bassoon 1)&P2(Bassoon 2),U(Flute 1)&P4(Oboe 1)&P4(Oboe 2)&P3(A Clarinet 1)&P3(A Clarinet 2)&P2(Bassoon 1)&P2(Bassoon 2),P4(Flute 1)&P4(Flute 2)&U(Oboe 2)&P6(A Clarinet 1)&P6(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P4(Flute 1)&P4(Flute 2)&U(Oboe 1)&P6(A Clarinet 1)&P6(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 1)&P4(Bassoon 1)&P4(Bassoon 2),P2(Flute 1)&P2(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P4(A Clarinet 2)&U(Bassoon 2),P2(Flute 1)&P2(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P4(A Clarinet 2)&U(Bassoon 1),,,,,,Main Part,P3(Main)&P6(Viola)&P4(Violoncello)&P4(Contrabass),P4(Main)&P6(Violin 2)&P3(Violoncello)&P3(Contrabass),P2(Main)&P4(Violin 2)&P3(Viola)&P8(Contrabass),P2(Main)&P4(Violin 2)&P3(Viola)&P8(Violoncello)
766.0,768.0,Main Part,U(Main),U(Oboe 2)&P6(A Clarinet 1)&P6(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),U(Oboe 1)&P6(A Clarinet 1)&P6(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P6(Oboe 1)&P6(Oboe 2)&U(A Clarinet 1)&P4(Bassoon 1)&P4(Bassoon 2),P3(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P4(A Clarinet 2)&U(Bassoon 2),P3(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P4(A Clarinet 2)&U(Bassoon 1),,,,,,,,,,
768.0,777.0,Main Part,U(Main),,,,,U(Bassoon 2),U(Bassoon 1),,,,,,,,,,
777.0,779.0,U(Flute 2)&P3(Oboe 1)&P6(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),U(Flute 1)&P3(Oboe 1)&P6(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P4(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P2(Bassoon 1)&P2(Bassoon 2),P6(Flute 1)&P6(Flute 2)&P4(Oboe 1)&P6(A Clarinet 1)&P4(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P6(Oboe 2)&P3(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P4(Oboe 2)&P3(A Clarinet 1)&P2(Bassoon 1)&P2(Bassoon 2),P4(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P2(A Clarinet 2)&U(Bassoon 2),P4(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P2(A Clarinet 2)&U(Bassoon 1),,,,,,Main Part,,,,
779.0,780.0,U(Flute 2)&P3(Oboe 1)&P6(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),U(Flute 1)&P3(Oboe 1)&P6(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P4(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P2(Bassoon 1)&P2(Bassoon 2),P6(Flute 1)&P6(Flute 2)&P4(Oboe 1)&P6(A Clarinet 1)&P4(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P6(Oboe 2)&P3(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P4(Oboe 2)&P3(A Clarinet 1)&P2(Bassoon 1)&P2(Bassoon 2),P4(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P2(A Clarinet 2)&U(Bassoon 2),P4(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P2(A Clarinet 2)&U(Bassoon 1),,,,,,,Main Part,,,
780.0,781.0,U(Flute 2)&P3(Oboe 1)&P6(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),U(Flute 1)&P3(Oboe 1)&P6(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P4(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P2(Bassoon 1)&P2(Bassoon 2),P6(Flute 1)&P6(Flute 2)&P4(Oboe 1)&P6(A Clarinet 1)&P4(A Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P6(Oboe 2)&P3(A Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P4(Oboe 2)&P3(A Clarinet 1)&P2(Bassoon 1)&P2(Bassoon 2),P4(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P2(A Clarinet 2)&U(Bassoon 2),P4(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P3(Oboe 2)&P4(A Clarinet 1)&P2(A Clarinet 2)&U(Bassoon 1),,,,,,,,Main Part,,
781.0,782.0,U(Flute 2)&P3(Oboe 1)&P8(A Clarinet 1)&P3(A Clarinet 2),U(Flute 1)&P3(Oboe 1)&P8(A Clarinet 1)&P3(A Clarinet 2),P3(Flute 1)&P3(Flute 2)&P3(A Clarinet 1)&P8(A Clarinet 2),,P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(A Clarinet 2),P3(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(A Clarinet 1),U(Bassoon 2),U(Bassoon 1),P8(A Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violin 2)&P8(Contrabass),P8(A Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Timpani)&P8(Violin 1)&P8(Violin 2)&P8(Contrabass),P8(A Horn 1)&P8(A Horn 2)&U(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&U(Violin 2)&P8(Contrabass),P8(A Horn 1)&P8(A Horn 2)&U(D Trumpet 1)&P8(Timpani)&P8(Violin 1)&U(Violin 2)&P8(Contrabass),P8(A Horn 1)&U(A Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 1)&P8(Violin 2)&P8(Contrabass),P8(A Horn 1)&P8(A Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violin 2)&P8(Contrabass),P8(A Horn 1)&P8(A Horn 2)&U(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Contrabass),P8(Main),Main Part,P8(A Horn 1)&P8(A Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violin 2)
782.0,792.0,Main Part,,,P8(Bassoon 2),,,,P8(Oboe 2),P8(A Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P8(A Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Timpani),P8(A Horn 1)&P8(A Horn 2)&U(D Trumpet 2)&P8(Timpani),P8(A Horn 1)&P8(A Horn 2)&U(D Trumpet 1)&P8(Timpani),P8(A Horn 1)&U(A Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
792.0,808.0,,,P8(A Clarinet 1),P8(A Clarinet 2),P8(Oboe 1),P8(Oboe 2),,,,P8(D Trumpet 1)&P8(D Trumpet 2),P8(A Horn 2)&U(D Trumpet 2),P8(A Horn 2)&U(D Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
808.0,830.0,,,,,,,,,,P8(D Trumpet 1)&P8(D Trumpet 2),P8(A Horn 2)&P8(D Trumpet 2),P8(A Horn 2)&P8(D Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
830.0,838.0,Main Part,P8(Oboe 2),P8(Main),P8(Flute 2),P8(Bassoon 1),P8(Bassoon 2),P8(A Clarinet 1),P8(A Clarinet 2),,,P8(D Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(D Trumpet 1)&P8(Timpani)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,,P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Contrabass),P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)
