qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,E Horn 1,E Horn 2,D Trumpet 1,D Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello 1,Violoncello 2,Contrabass
416.25,328.6184,209,1.25,r,r,D5,D5,r,r,D4,D4,r,r,r,r,r,G5,G4,D4,E3,E3,E2
416.5,328.8158,209,1.5,r,r,D5,D5,r,r,D4,D4,r,r,r,r,r,F5,A4,D4,F3,F3,F2
416.75,329.0132,209,1.75,r,r,D5,D5,r,r,D4,D4,r,r,r,r,r,F5,B4,D4,G3,G3,G2
417.0,329.2105,209,2.0,r,r,D5,D5,r,r,D4,D4,r,r,r,r,r,F5,C#5,D4,A3,A3,A2
417.25,329.4079,209,2.25,r,r,D5,D5,r,r,D4,D4,r,r,r,r,r,F5,D5,D4,B3,B3,B2
417.5,329.6053,209,2.5,r,r,E5,E5,r,r,E4,E4,r,r,r,r,r,F5,E5,D4,C#4,C#4,C#3
417.75,329.8026,209,2.75,r,r,E5,E5,r,r,E4,E4,r,r,r,r,r,F5,F5,D4,D4,D4,D3
418.0,330.0,210,1.0,G#5,r,F5,F5,G#4,G#4,F4,F4,r,r,r,r,r,F5,F5,D4,D4,D4,D3
418.25,330.1974,210,1.25,G#5,r,F5,F5,G#4,G#4,F4,F4,r,r,r,r,r,D5,F4,D4,D3,D3,D2
418.5,330.3947,210,1.5,G#5,r,F5,F5,G#4,G#4,F4,F4,r,r,r,r,r,E5,F4,D4,D3,D3,D2
418.75,330.5921,210,1.75,G#5,r,F5,F5,G#4,G#4,F4,F4,r,r,r,r,r,F5,F4,D4,D3,D3,D2
419.0,330.7895,210,2.0,G#5,r,F5,F5,G#4,G#4,F4,F4,r,r,r,r,r,D5,F4,D4,D3,D3,D2
419.25,330.9868,210,2.25,G#5,r,F5,F5,G#4,G#4,F4,F4,r,r,r,r,r,B4,F4,D4,D3,D3,D2
419.5,331.1842,210,2.5,A5,r,F5,F5,A4,A4,F4,F4,r,r,r,r,r,C5,F4,D4,D3,D3,D2
419.75,331.3816,210,2.75,A5,r,F5,F5,A4,A4,F4,F4,r,r,r,r,r,D5,F4,D4,D3,D3,D2
420.0,331.5789,211,1.0,B5,r,F5,F5,B4,B4,F4,F4,r,r,r,r,r,B4,F4,D4,D3,D3,D2
420.25,331.7763,211,1.25,B5,r,F5,F5,B4,B4,F4,F4,r,r,r,r,r,G#4,F4,D4,D3,D3,D2
420.5,331.9737,211,1.5,B5,r,F5,F5,B4,B4,F4,F4,r,r,r,r,r,A4,F4,D4,D3,D3,D2
420.75,332.1711,211,1.75,B5,r,F5,F5,B4,B4,F4,F4,r,r,r,r,r,B4,F4,D4,D3,D3,D2
421.0,332.3684,211,2.0,B5,r,F5,F5,B4,B4,F4,F4,r,r,r,r,r,G#4,F4,D4,D3,D3,D2
421.25,332.5658,211,2.25,B5,r,F5,F5,B4,B4,F4,F4,r,r,r,r,r,A4,F4,D4,D3,D3,D2
421.5,332.7632,211,2.5,C6,r,F5,F5,C5,C5,F4,F4,r,r,r,r,r,B4,F4,D4,D3,D3,D2
421.75,332.9605,211,2.75,C6,r,F5,F5,C5,C5,F4,F4,r,r,r,r,r,C5,F4,D4,D3,D3,D2
422.0,333.1579,212,1.0,D6,r,F5,F5,D5,D5,F4,F4,r,r,r,r,r,D5,F4,D4,D3,D3,D2
422.25,333.3553,212,1.25,D6,r,F5,F5,D5,D5,F4,F4,r,r,r,r,r,E5,F4,D4,D3,D3,D2
422.5,333.5526,212,1.5,D6,r,F5,F5,D5,D5,F4,F4,r,r,r,r,r,F5,F4,D4,D3,D3,D2
422.75,333.75,212,1.75,D6,r,F5,F5,D5,D5,F4,F4,r,r,r,r,r,G#5,F4,D4,D3,D3,D2
423.0,333.9474,212,2.0,D6,r,F5,F5,D5,D5,F4,F4,r,r,r,r,r,A5,F4,D4,D3,D3,D2
423.25,334.1447,212,2.25,D6,r,F5,F5,D5,D5,F4,F4,r,r,r,r,r,B5,F4,D4,D3,D3,D2
423.5,334.3421,212,2.5,E6,r,F5,F5,E5,E5,F4,F4,r,r,r,r,r,C6,F4,D4,D3,D3,D2
423.75,334.5395,212,2.75,E6,r,F5,F5,E5,E5,F4,F4,r,r,r,r,r,C#6,F4,D4,D3,D3,D2
424.0,334.7368,213,1.0,F6,r,F5,F5,F5,F5,F4,F4,r,r,r,r,r,D6,F4,D4,D3,D3,D2
424.25,334.9342,213,1.25,F6,r,F5,F5,F5,F5,F4,F4,r,r,r,r,r,E6,B4,B3,D3,D3,D2
424.5,335.1316,213,1.5,E6,r,E5,E5,E5,E5,E4,E4,E4,E-3,E5,E5,E3,E6,B4,B3,D3,D3,D2
424.75,335.3289,213,1.75,E-6,r,E-5,E-5,E-5,E-5,E-4,E-4,E4,E-3,E5,E5,E3,E6,B4,B3,D3,D3,D2
425.0,335.5263,213,2.0,E6,r,E5,E5,E5,E5,E4,E4,E4,E-3,E5,E5,E3,E6,B4,B3,D3,D3,D2
425.25,335.7237,213,2.25,E5,r,E5,E4,E4,E4,E3,E3,E4,E-3,E5,E5,E3,E6,B4,B3,D3,D3,D2
425.5,335.9211,213,2.5,F#5,r,F#5,F#4,F#4,F#4,F#3,F#3,E4,E-3,E5,E5,E3,E6,E5,E4,C3,C3,C2
425.75,336.1184,213,2.75,G#5,r,G#5,G#4,G#4,G#4,G#3,G#3,E4,E-3,E5,E5,E3,E6,D5,D4,B2,B2,B1
426.0,336.3158,214,1.0,A5,A5,A5,A4,A4,A4,A3,A3,E4,E4,E5,E5,E3,E6,C5,C4,A2,A2,A1
426.25,336.5132,214,1.25,B5,B5,B5,B4,B4,B4,B3,B3,E4,E4,E5,E5,E3,E6,C5,C4,A2,A2,A1
426.5,336.7105,214,1.5,C6,C6,C6,C5,C5,C5,C4,C4,E4,E4,E5,E5,E3,E6,C5,C4,A2,A2,A1
426.75,336.9079,214,1.75,B5,B5,B5,B4,B4,B4,B3,B3,E4,E4,E5,E5,E3,E6,C5,C4,A2,A2,A1
427.0,337.1053,214,2.0,A5,A5,A5,A4,A4,A4,A3,A3,E4,E4,E5,E5,E3,E6,C5,C4,A2,A2,A1
427.25,337.3026,214,2.25,C6,C6,C6,C5,C5,C5,C4,C4,E4,E4,E5,E5,E3,E6,C5,C4,A2,A2,A1
427.5,337.5,214,2.5,B5,B5,B5,B4,B4,B4,B3,B3,E4,E4,E5,E5,E3,E6,C5,C4,A2,A2,A1
427.75,337.6974,214,2.75,A5,A5,A5,A4,A4,A4,A3,A3,E4,E4,E5,E5,E3,E6,C5,C4,A2,A2,A1
428.0,337.8947,215,1.0,E5,E5,E5,E4,E4,E4,E3,E3,E4,E4,E5,E5,E3,E6,B4,B3,G#2,G#2,G#1
428.25,338.0921,215,1.25,F#5,F#5,F#5,F#4,F#4,F#4,F#3,F#3,E4,E4,E5,E5,E3,E6,B4,B3,G#2,G#2,G#1
428.5,338.2895,215,1.5,G#5,G#5,G#5,G#4,G#4,G#4,G#3,G#3,E4,E4,E5,E5,E3,E6,B4,B3,G#2,G#2,G#1
428.75,338.4868,215,1.75,A5,A5,A5,A4,A4,A4,A3,A3,E4,E4,E5,E5,E3,E6,B4,B3,G#2,G#2,G#1
429.0,338.6842,215,2.0,B5,B5,B5,B4,B4,B4,B3,B3,E4,E4,E5,E5,E3,E6,B4,B3,G#2,G#2,G#1
429.25,338.8816,215,2.25,C6,C6,C5,C5,C5,C5,C4,C4,E4,E4,E5,E5,E3,E6,B4,B3,G#2,G#2,G#1
429.5,339.0789,215,2.5,D6,D6,D5,D5,D5,D5,D4,D4,E4,E4,E5,E5,E3,E6,B4,B3,G#2,G#2,G#1
429.75,339.2763,215,2.75,E6,E6,E5,E5,E5,E5,E4,E4,E4,E4,E5,E5,E3,E6,B4,B3,G#2,G#2,G#1
430.0,339.4737,216,1.0,D6,D6,D5,D5,D5,D5,D4,D4,E4,E4,E5,E5,E3,E6,G#5,B3,E2,E2,E1
430.25,339.6711,216,1.25,B5,B5,B4,B4,B4,B4,B3,B3,E4,E4,E5,E5,E3,E6,G#5,B3,E2,E2,E1
430.5,339.8684,216,1.5,C6,C6,C5,C5,C5,C5,C4,C4,E4,E4,E5,E5,E3,E6,G#5,B3,E2,E2,E1
430.75,340.0658,216,1.75,D6,D6,D5,D5,D5,D5,D4,D4,E4,E4,E5,E5,E3,E6,G#5,B3,E2,E2,E1
431.0,340.2632,216,2.0,E6,E6,E5,E5,E5,E5,E4,E4,E4,E4,E5,E5,E3,E6,G#5,B3,E2,E2,E1
431.25,340.4605,216,2.25,D6,D6,D5,D5,D5,D5,D4,D4,E4,E4,E5,E5,E3,E6,G#5,B3,E2,E2,E1
431.5,340.6579,216,2.5,C6,C6,C5,C5,C5,C5,C4,C4,E4,E4,E5,E5,E3,E6,G#5,B3,E2,E2,E1
431.75,340.8553,216,2.75,B5,B5,B4,B4,B4,B4,B3,B3,E4,E4,E5,E5,E3,E6,G#5,B3,E2,E2,E1
432.0,341.0526,217,1.0,C6,C6,C5,C5,C5,C5,C4,C4,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
432.25,341.25,217,1.25,B5,B5,B4,B4,B4,B4,B3,B3,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
432.5,341.4474,217,1.5,C6,C6,C5,C5,C5,C5,C4,C4,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
432.75,341.6447,217,1.75,D6,D6,D5,D5,D5,D5,D4,D4,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
433.0,341.8421,217,2.0,E6,E6,E5,E5,E5,E5,E4,E4,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
433.25,342.0395,217,2.25,E5,E5,E5,E4,E4,E4,E3,E3,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
433.5,342.2368,217,2.5,F#5,F#5,F#5,F#4,F#4,F#4,F#3,F#3,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
433.75,342.4342,217,2.75,G#5,G#5,G#5,G#4,G#4,G#4,G#3,G#3,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
434.0,342.6316,218,1.0,A5,A5,A5,A4,A4,A4,A3,A3,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
434.25,342.8289,218,1.25,B5,B5,B5,B4,B4,B4,B3,B3,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
434.5,343.0263,218,1.5,C6,C6,C6,C5,C5,C5,C4,C4,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
434.75,343.2237,218,1.75,B5,B5,B5,B4,B4,B4,B3,B3,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
435.0,343.4211,218,2.0,A5,A5,A5,A4,A4,A4,A3,A3,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
435.25,343.6184,218,2.25,C6,C6,C6,C5,C5,C5,C4,C4,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
435.5,343.8158,218,2.5,B5,B5,B5,B4,B4,B4,B3,B3,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
435.75,344.0132,218,2.75,A5,A5,A5,A4,A4,A4,A3,A3,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
436.0,344.2105,219,1.0,E5,E5,E5,E4,E4,E4,E3,E3,E4,E4,E5,E5,E3,E6,B5,D4,G#2,G#2,G#1
436.25,344.4079,219,1.25,F#5,F#5,F#5,F#4,F#4,F#4,F#3,F#3,E4,E4,E5,E5,E3,E6,B5,D4,G#2,G#2,G#1
436.5,344.6053,219,1.5,G#5,G#5,G#5,G#4,G#4,G#4,G#3,G#3,E4,E4,E5,E5,E3,E6,B5,D4,G#2,G#2,G#1
436.75,344.8026,219,1.75,A5,A5,A5,A4,A4,A4,A3,A3,E4,E4,E5,E5,E3,E6,B5,D4,G#2,G#2,G#1
437.0,345.0,219,2.0,B5,B5,B5,B4,B4,B4,B3,B3,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
437.25,345.1974,219,2.25,C6,C6,C5,C5,C5,C5,C4,C4,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
437.5,345.3947,219,2.5,D6,D6,D5,D5,D5,D5,D4,D4,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
437.75,345.5921,219,2.75,E6,E6,E5,E5,E5,E5,E4,E4,E4,E4,E5,E5,E3,E6,A5,C4,A2,A2,A1
438.0,345.7895,220,1.0,D6,D6,D5,D5,D5,D5,D4,D4,E4,E4,E5,E5,E3,E6,G#5,B3,E2,E2,E1
438.25,345.9868,220,1.25,B5,B5,B4,B4,B4,B4,B3,B3,E4,E4,E5,E5,E3,E6,G#5,B3,E2,E2,E1
438.5,346.1842,220,1.5,C6,C6,C5,C5,C5,C5,C4,C4,E4,E4,E5,E5,E3,E6,G#5,B3,E2,E2,E1
438.75,346.3816,220,1.75,D6,D6,D5,D5,D5,D5,D4,D4,E4,E4,E5,E5,E3,E6,G#5,B3,E2,E2,E1
439.0,346.5789,220,2.0,E6,E6,E5,E5,E5,E5,E4,E4,F#4,F#4,E5,E5,E3,F#5,F#5,A3,E3,E3,E2
439.25,346.7763,220,2.25,D6,D6,D5,D5,D5,D5,D4,D4,F#4,F#4,E5,E5,E3,F#5,F#5,A3,E3,E3,E2
439.5,346.9737,220,2.5,C6,C6,C5,C5,C5,C5,C4,C4,G#4,G#4,E5,E5,E3,G#5,G#5,B3,E3,E3,E2
439.75,347.1711,220,2.75,B5,B5,B4,B4,B4,B4,B3,B3,G#4,G#4,E5,E5,E3,G#5,G#5,B3,E3,E3,E2
440.0,347.3684,221,1.0,A5,A5,A4,A4,A4,A4,A3,A3,A4,A4,A4,A3,A2,A5,A5,C4,A2,A2,A1
442.0,348.9474,222,1.0,r,r,E5,E5,D5,B4,D4,B3,E4,E3,r,r,r,D5,r,r,r,r,r
442.25,349.1447,222,1.25,r,r,E5,E5,D5,B4,D4,B3,E4,E3,r,r,r,B4,r,r,r,r,r
442.5,349.3421,222,1.5,r,r,E5,E5,D5,B4,D4,B3,E4,E3,r,r,r,C5,r,r,r,r,r
442.75,349.5395,222,1.75,r,r,E5,E5,D5,B4,D4,B3,E4,E3,r,r,r,D5,r,r,r,r,r
443.0,349.7368,222,2.0,r,r,F#5,E5,D5,B4,D4,B3,E4,E3,r,r,r,E5,r,r,r,r,r
443.25,349.9342,222,2.25,r,r,F#5,E5,D5,B4,D4,B3,E4,E3,r,r,r,D5,r,r,r,r,r
443.5,350.1316,222,2.5,r,r,G#5,E5,D5,B4,D4,B3,E4,E3,r,r,r,C5,r,r,r,r,r
443.75,350.3289,222,2.75,r,r,G#5,E5,D5,B4,D4,B3,E4,E3,r,r,r,B4,r,r,r,r,r
444.0,350.5263,223,1.0,r,r,A5,E5,C5,A4,C4,A3,E4,E4,r,r,r,A4,r,r,r,r,r
446.0,352.1053,224,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,E2,E2,E1
446.25,352.3026,224,1.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,E2,E2,E1
446.5,352.5,224,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,E2,E2,E1
446.75,352.6974,224,1.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r,E2,E2,E1
447.0,352.8947,224,2.0,r,r,r,r,E5,r,E4,r,r,r,r,r,r,E5,E4,r,F#2,F#2,F#1
447.25,353.0921,224,2.25,r,r,r,r,E5,r,E4,r,r,r,r,r,r,E5,D4,r,F#2,F#2,F#1
447.3333,353.1579,224,2.3333,r,r,r,r,E5,r,E4,r,r,r,r,r,r,D5,D4,r,F#2,F#2,F#1
447.5,353.2895,224,2.5,r,r,r,r,E5,r,E4,r,r,r,r,r,r,D5,C#4,r,G#2,G#2,G#1
447.6667,353.4211,224,2.6667,r,r,r,r,E5,r,E4,r,r,r,r,r,r,B4,C#4,r,G#2,G#2,G#1
447.75,353.4868,224,2.75,r,r,r,r,E5,r,E4,r,r,r,r,r,r,B4,B3,r,G#2,G#2,G#1
448.0,353.6842,225,1.0,r,r,r,r,E5,r,E4,r,r,r,r,r,r,E5,A3,E3,A2,A2,A1
448.3333,353.9473,225,1.3333,r,r,r,r,E5,r,E4,r,r,r,r,r,r,C#5,A3,E3,A2,A2,A1
448.6667,354.2106,225,1.6667,r,r,r,r,E5,r,E4,r,r,r,r,r,r,A4,A3,E3,A2,A2,A1
449.0,354.4737,225,2.0,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,C#5,A3,E3,A3,A3,A2
449.3333,354.7368,225,2.3333,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,A4,A3,E3,A3,A3,A2
449.5,354.8684,225,2.5,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,A4,A3,E3,A3,A3,A2
449.6667,355.0,225,2.6667,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,E4,A3,E3,A3,A3,A2
450.0,355.2632,226,1.0,r,r,r,r,A4,r,A3,r,r,r,r,r,r,A4,A3,E3,A2,A2,A1
450.3333,355.5263,226,1.3333,r,r,r,r,A4,r,A3,r,r,r,r,r,r,E4,A3,E3,A2,A2,A1
450.6667,355.7895,226,1.6667,r,r,r,r,A4,r,A3,r,r,r,r,r,r,C#4,A3,E3,A2,A2,A1
451.0,356.0526,226,2.0,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,C#5,A3,E3,A3,A3,A2
451.3333,356.3158,226,2.3333,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,A4,A3,E3,A3,A3,A2
451.5,356.4474,226,2.5,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,A4,A3,E3,A3,A3,A2
451.6667,356.579,226,2.6667,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,E4,A3,E3,A3,A3,A2
452.0,356.8421,227,1.0,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,C#5,B3,F#3,A2,A2,A1
452.3333,357.1052,227,1.3333,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,F#4,B3,F#3,A2,A2,A1
452.6667,357.3684,227,1.6667,r,r,r,r,C#5,r,C#4,r,r,r,r,r,r,D4,B3,F#3,A2,A2,A1
453.0,357.6316,227,2.0,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,B4,B3,F#3,A3,A3,A2
453.3333,357.8947,227,2.3333,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,F#4,B3,F#3,A3,A3,A2
453.5,358.0263,227,2.5,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,F#4,B3,F#3,A3,A3,A2
453.6667,358.1579,227,2.6667,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,D4,B3,F#3,A3,A3,A2
454.0,358.4211,228,1.0,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,B4,B3,F#3,A2,A2,A1
454.3333,358.6842,228,1.3333,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,F#4,B3,F#3,A2,A2,A1
454.6667,358.9474,228,1.6667,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,D4,B3,F#3,A2,A2,A1
455.0,359.2105,228,2.0,r,r,r,r,A4,C#4,A3,C#3,r,r,r,r,r,A4,A3,E3,A3,A3,A2
455.3333,359.4737,228,2.3333,r,r,r,r,A4,C#4,A3,C#3,r,r,r,r,r,C#4,A3,E3,A3,A3,A2
455.5,359.6053,228,2.5,r,r,r,r,A4,C#4,A3,C#3,r,r,r,r,r,C#4,A3,C#4,A3,A3,A2
455.6667,359.7369,228,2.6667,r,r,r,r,A4,C#4,A3,C#3,r,r,r,r,r,A4,A3,C#4,A3,A3,A2
456.0,360.0,229,1.0,r,r,r,r,G#4,B3,G#3,B2,r,r,r,r,r,B3,G#3,D4,A2,A2,A1
456.3333,360.2631,229,1.3333,r,r,r,r,G#4,B3,G#3,B2,r,r,r,r,r,D4,G#3,D4,A2,A2,A1
456.6667,360.5263,229,1.6667,r,r,r,r,G#4,B3,G#3,B2,r,r,r,r,r,G#4,G#3,D4,A2,A2,A1
457.0,360.7895,229,2.0,r,r,r,r,A4,C#4,A3,C#3,r,r,r,r,r,A4,A3,C#4,A3,A3,A2
457.3333,361.0526,229,2.3333,r,r,r,r,A4,C#4,A3,C#3,r,r,r,r,r,C#4,A3,C#4,A3,A3,A2
457.5,361.1842,229,2.5,r,r,r,r,A4,C#4,A3,C#3,r,r,r,r,r,C#4,A3,E3,A3,A3,A2
457.6667,361.3158,229,2.6667,r,r,r,r,A4,C#4,A3,C#3,r,r,r,r,r,A4,A3,E3,A3,A3,A2
458.0,361.5789,230,1.0,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,D4,A3,F#3,A2,A2,A1
458.3333,361.8421,230,1.3333,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,F#4,A3,F#3,A2,A2,A1
458.6667,362.1053,230,1.6667,r,r,r,r,B4,D4,B3,D3,r,r,r,r,r,B4,A3,F#3,A2,A2,A1
459.0,362.3684,230,2.0,r,r,r,r,C#5,E4,C#4,E3,r,r,r,r,r,C#5,G3,E3,A3,A3,A2
459.3333,362.6316,230,2.3333,r,r,r,r,C#5,E4,C#4,E3,r,r,r,r,r,E4,G3,E3,A3,A3,A2
459.5,362.7632,230,2.5,r,r,r,r,C#5,E4,C#4,E3,r,r,r,r,r,E4,G3,E3,A3,A3,A2
459.6667,362.8948,230,2.6667,r,r,r,r,C#5,E4,C#4,E3,r,r,r,r,r,C#5,G3,E3,A3,A3,A2
460.0,363.1579,231,1.0,r,r,r,r,D5,F#4,D4,F#3,r,r,r,r,r,F#4,A3,F#3,A2,A2,A1
460.3333,363.421,231,1.3333,r,r,r,r,D5,F#4,D4,F#3,r,r,r,r,r,A4,A3,F#3,A2,A2,A1
460.6667,363.6842,231,1.6667,r,r,r,r,D5,F#4,D4,F#3,r,r,r,r,r,D5,A3,F#3,A2,A2,A1
461.0,363.9474,231,2.0,r,r,r,r,E5,G#4,E4,G#3,r,r,r,r,r,E5,B3,G#3,A3,A3,A2
461.3333,364.2105,231,2.3333,r,r,r,r,E5,G#4,E4,G#3,r,r,r,r,r,G#4,B3,G#3,A3,A3,A2
461.5,364.3421,231,2.5,r,r,r,r,E5,G#4,E4,G#3,r,r,r,r,r,G#4,B3,G#3,A3,A3,A2
461.6667,364.4737,231,2.6667,r,r,r,r,E5,G#4,E4,G#3,r,r,r,r,r,E5,B3,G#3,A3,A3,A2
462.0,364.7368,232,1.0,r,r,r,r,D5,B4,D4,B3,r,r,r,r,r,D5,B3,G#3,A2,A2,A1
462.3333,365.0,232,1.3333,r,r,r,r,D5,B4,D4,B3,r,r,r,r,r,G#4,B3,G#3,A2,A2,A1
462.6667,365.2632,232,1.6667,r,r,r,r,D5,B4,D4,B3,r,r,r,r,r,B4,B3,G#3,A2,A2,A1
463.0,365.5263,232,2.0,r,r,r,r,C#5,A4,C#4,A3,r,r,r,r,r,A4,A3,E3,A3,A3,A2
463.3333,365.7894,232,2.3333,r,r,r,r,C#5,A4,C#4,A3,r,r,r,r,r,C#5,A3,E3,A3,A3,A2
463.5,365.9211,232,2.5,r,r,r,r,A5,C#5,E4,C#4,r,r,r,r,r,C#5,G4,E3,A3,A3,A2
463.6667,366.0527,232,2.6667,r,r,r,r,A5,C#5,E4,C#4,r,r,r,r,r,A5,G4,E3,A3,A3,A2
464.0,366.3158,233,1.0,r,r,r,r,A5,C#5,E4,C#4,r,r,r,r,r,A5,G4,E3,A2,A2,A1
464.3333,366.5789,233,1.3333,r,r,r,r,A5,C#5,E4,C#4,r,r,r,r,r,C#5,G4,E3,A2,A2,A1
464.6667,366.8421,233,1.6667,r,r,r,r,A5,C#5,E4,C#4,r,r,r,r,r,A4,G4,E3,A2,A2,A1
465.0,367.1053,233,2.0,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,E5,G4,C#3,A3,A3,A2
465.3333,367.3684,233,2.3333,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,C#5,G4,C#3,A3,A3,A2
465.5,367.5,233,2.5,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,C#5,G4,C#3,A3,A3,A2
465.6667,367.6316,233,2.6667,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,G4,G4,C#3,A3,A3,A2
466.0,367.8947,234,1.0,G6,E6,G5,E5,C#5,A4,C#4,A3,r,r,A4,A3,r,C#5,G4,C#3,A2,A2,A1
466.3333,368.1579,234,1.3333,G6,E6,G5,E5,C#5,A4,C#4,A3,r,r,A4,A3,r,G4,G4,C#3,A2,A2,A1
466.6667,368.4211,234,1.6667,G6,E6,G5,E5,C#5,A4,C#4,A3,r,r,A4,A3,r,E4,G4,C#3,A2,A2,A1
467.0,368.6842,234,2.0,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,E5,G4,C#3,A3,A3,A2
467.3333,368.9473,234,2.3333,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,C#5,G4,C#3,A3,A3,A2
467.5,369.0789,234,2.5,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,C#5,G4,C#3,A3,A3,A2
467.6667,369.2106,234,2.6667,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,G4,G4,C#3,A3,A3,A2
468.0,369.4737,235,1.0,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,E5,G4,C#3,A2,A2,A1
468.3333,369.7368,235,1.3333,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,C#5,G4,C#3,A2,A2,A1
468.5,369.8684,235,1.5,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,C#5,G4,C#3,A2,A2,A1
468.6667,370.0,235,1.6667,G6,E6,G5,E5,E5,C#5,E4,C#4,r,r,A4,A3,r,G4,G4,C#3,A2,A2,A1
469.0,370.2632,235,2.0,F#6,D6,F#5,D5,F#5,D5,F#4,D4,r,r,A4,A3,r,F#4,F#4,D3,A3,A3,A2
469.3333,370.5263,235,2.3333,F#6,D6,F#5,D5,F#5,D5,F#4,D4,r,r,A4,A3,r,D5,F#4,D3,A3,A3,A2
469.5,370.6579,235,2.5,F#6,D6,r,r,F#5,D5,F#4,D4,r,r,A4,A3,r,D5,F#4,D3,A3,A3,A2
469.6667,370.7895,235,2.6667,F#6,D6,r,r,F#5,D5,F#4,D4,r,r,A4,A3,r,E5,F#4,D3,A3,A3,A2
470.0,371.0526,236,1.0,F#6,D6,r,r,F#5,D5,F#4,D4,r,r,A4,A3,r,F#5,F#4,D3,A2,A2,A1
470.3333,371.3158,236,1.3333,F#6,D6,r,r,F#5,D5,F#4,D4,r,r,A4,A3,r,D5,F#4,D3,A2,A2,A1
470.6667,371.579,236,1.6667,F#6,D6,r,r,F#5,D5,F#4,D4,r,r,A4,A3,r,F#4,F#4,D3,A2,A2,A1
471.0,371.8421,236,2.0,E6,C#6,r,r,E5,C#5,E4,C#4,r,r,A4,A3,r,E4,A3,E3,A3,A3,A2
471.3333,372.1052,236,2.3333,E6,C#6,r,r,E5,C#5,E4,C#4,r,r,A4,A3,r,C#5,A3,E3,A3,A3,A2
471.5,372.2368,236,2.5,E6,C#6,r,r,E5,C#5,E4,C#4,r,r,A4,A3,r,C#5,A3,E3,A3,A3,A2
471.6667,372.3684,236,2.6667,E6,C#6,r,r,E5,C#5,E4,C#4,r,r,A4,A3,r,E5,A3,E3,A3,A3,A2
