qstamp_start,qstamp_end,Flute,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Bb (basso) Horn 1,Bb (basso) Horn 2,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
352.0,361.0,U(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P6(Bb Trumpet 1)&P6(Bb Trumpet 2)&P4(Timpani),U(Flute)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P6(Bb Trumpet 1)&P6(Bb Trumpet 2)&P4(Timpani),P6(Flute)&P6(Oboe 1)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P3(Timpani),P3(Flute)&P3(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P2(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P2(Timpani),P8(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P4(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P6(Bb Trumpet 1)&P6(Bb Trumpet 2)&P4(Timpani),P3(Flute)&P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P2(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P2(Timpani),P4(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P8(Timpani),P4(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P8(Timpani),P4(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&U(Bassoon 2)&P8(Bb (basso) Horn 1)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P8(Timpani),P6(Flute)&P6(Oboe 1)&U(Oboe 2)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P3(Timpani),P6(Flute)&P6(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P3(Timpani),P4(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2),Main Part,,,,
361.0,373.0,,Main Part,P3(Main),,,P8(Bassoon 2),P8(Bassoon 1),,,,,,,,,,
373.0,376.0,U(Violin 1),Main Part,,P3(Bb Clarinet 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P8(Contrabass),P3(Bb Clarinet 1)&U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P3(Contrabass),P8(Bassoon 2)&U(Violoncello),P8(Bassoon 1)&P8(Violoncello),P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P3(Contrabass),P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P3(Contrabass),P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani)&P3(Contrabass),P3(Bb Clarinet 1)&U(Bb Clarinet 2)&U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani)&P3(Contrabass),P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P3(Contrabass),U(Flute),,,U(Bassoon 1)&P8(Bassoon 2),P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)
376.0,380.0,P8(Viola),,,,,P8(Bassoon 2)&U(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&P8(Contrabass),,P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2),P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1),,Main Part,,P8(Flute),U(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
380.0,384.0,P8(Oboe 1)&P8(Bassoon 1)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Flute)&P8(Bassoon 1)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 2),P3(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 2),U(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 2),P8(Flute)&P8(Oboe 1)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2),P4(Flute)&P4(Oboe 1)&P4(Bassoon 1)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P8(Flute)&P8(Oboe 1)&P8(Bassoon 1)&P4(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Flute)&P8(Oboe 1)&P8(Bassoon 1)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani),P8(Flute)&P8(Oboe 1)&P8(Bassoon 1)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani),P8(Flute)&P8(Oboe 1)&P8(Bassoon 1)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),Main Part,,,,
384.0,388.5,P8(Main)&P8(Bassoon 1),Main Part,P8(Bassoon 2),,,P8(Flute)&P8(Main),P8(Oboe 2),P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P4(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani),P4(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani),P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,P8(Viola)&P8(Violoncello),P8(Violin 2)&U(Violoncello),P8(Violin 2)&U(Viola),
388.5,392.0,P8(Main)&P8(Bassoon 1)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),Main Part,,,,P8(Flute)&P8(Main)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),,P4(Flute)&P4(Main)&P4(Bassoon 1)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P8(Flute)&P8(Main)&P8(Bassoon 1)&P4(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P8(Flute)&P8(Main)&U(Bassoon 1)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani),P8(Flute)&P8(Main)&P8(Bassoon 1)&P4(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani),P8(Flute)&P8(Main)&P8(Bassoon 1)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,P8(Viola),P8(Violin 2),,
392.0,404.0,,P8(Bassoon 1),P8(Bassoon 2),,,P8(Oboe 1),P8(Oboe 2),P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P4(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani),P4(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani),P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),Main Part,P8(Viola),P8(Violin 2),,
404.0,420.0,P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P3(Flute)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),P8(Flute)&P3(Oboe 1)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Flute)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P3(Flute)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bassoon 1)&P3(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),P3(Flute)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),P8(Flute)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P4(Flute)&P6(Oboe 1)&P4(Oboe 2)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P6(Bassoon 1)&P4(Bassoon 2)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P8(Flute)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&U(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P8(Flute)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani),P8(Flute)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&U(Bassoon 2)&P4(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani),P8(Flute)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),Main Part,,,,
420.0,432.0,,,,,,,,,,,,,Main Part,,,,
432.0,440.0,U(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),U(Flute)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),,,P8(Flute)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 2)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Contrabass),,,,,,Main Part,,,,P8(Flute)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)
440.0,444.0,U(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Main)&U(Violin 2)&P8(Viola),U(Flute)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Main)&U(Violin 2)&P8(Viola),P8(Flute)&P8(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&P8(Viola),,,P8(Flute)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 2)&P8(Main)&P8(Violin 2)&U(Viola),P8(Flute)&P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Main)&P8(Violin 2)&P8(Viola),,,,,,Main Part,U(Flute)&U(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Main)&P8(Viola),P8(Flute)&P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 1)&P8(Bassoon 2)&P8(Main)&P8(Violin 2),P8(Contrabass),P8(Violoncello)
444.0,448.0,,,,,,,,,,,,,P6(Violin 2)&P4(Viola),P6(Violin 1)&P3(Viola),P4(Violin 1)&P3(Violin 2),Main Part,P8(Main)
448.0,452.0,P8(Bb Clarinet 1)&P8(Bassoon 1),,,P8(Flute)&P8(Bassoon 1),,P8(Flute)&P8(Bb Clarinet 1),,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
452.0,460.0,Main Part,P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),,P8(Main)&P8(Bassoon 1),,P8(Main)&P8(Bb Clarinet 1),,P8(Oboe 1)&P8(Bb (basso) Horn 2),P8(Oboe 1)&P8(Bb (basso) Horn 1),,,,,,,P8(Contrabass),P8(Violoncello)
460.0,464.0,,Main Part,,,,,,P8(Main)&P8(Bb (basso) Horn 2),P8(Main)&P8(Bb (basso) Horn 1),,,,,,,P8(Contrabass),P8(Violoncello)
464.0,468.0,,,,,,,,,,,,,Main Part,U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 2)&P8(Viola)&P8(Violoncello)
468.0,470.0,,,,,,,,,,,,,,Main Part,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
470.0,472.0,,,,,,Main Part,,,,,,,,,,P8(Contrabass),P8(Violoncello)
472.0,474.0,,,,Main Part,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
474.0,476.0,,P6(Oboe 2)&P6(Bb Clarinet 2),P6(Oboe 1)&P8(Bb Clarinet 2),,P6(Oboe 1)&P8(Oboe 2),Main Part,,,,,,,,,,P8(Contrabass),P8(Violoncello)
476.0,477.0,,Main Part,P8(Bb Clarinet 2),P8(Main),P8(Oboe 2),,,,,,,,P8(Violin 2),P8(Violin 1),,P8(Contrabass),P8(Violoncello)
477.0,482.0,,P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2),P3(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2),P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2),P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1),,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
482.0,484.0,,,,,,Main Part,,,,,,,,,,P8(Contrabass),P8(Violoncello)
484.0,486.0,,Main Part,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
486.0,488.0,,,,P3(Bb Clarinet 2),P3(Bb Clarinet 1),Main Part,,,,,,,,,,P8(Contrabass),P8(Violoncello)
488.0,490.0,,Main Part,,P8(Main)&P3(Bb Clarinet 2),P3(Main)&P3(Bb Clarinet 1),,,,,,,,,,,P8(Contrabass),P8(Violoncello)
490.0,494.0,,,,P3(Bb Clarinet 2),P3(Bb Clarinet 1),,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
494.0,496.0,,Main Part,,P8(Bassoon 1),,P8(Bb Clarinet 1),,,,,,,,,,P8(Contrabass),P8(Violoncello)
496.0,498.0,,,,Main Part,,P8(Main),,,,,,,,,,P8(Contrabass),P8(Violoncello)
498.0,502.0,,Main Part,,,,,,,,,,,,,,,
502.0,510.0,,,P8(Bassoon 1),,,P8(Oboe 2),,,,,,,Main Part,,,,
510.0,518.0,P8(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Bb Clarinet 1),P8(Flute)&P3(Bassoon 1)&P3(Bassoon 2),P8(Oboe 1),,P3(Flute)&P3(Oboe 2)&U(Bassoon 2),P3(Flute)&P3(Oboe 2)&U(Bassoon 1),,,,,,Main Part,,,,
518.0,526.0,P3(Oboe 1)&P8(Oboe 2)&P3(Bassoon 2),P3(Flute)&P3(Oboe 2),P8(Flute)&P3(Oboe 1)&P3(Bassoon 2),,,,P3(Flute)&P3(Oboe 2),P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P4(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P4(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani)&P8(Contrabass),P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Contrabass),Main Part,,,,P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)
526.0,534.0,P3(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani)&P4(Viola)&P2(Violoncello)&P2(Contrabass),P3(Flute)&P3(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani)&P6(Viola)&P4(Violoncello)&P4(Contrabass),P8(Flute)&P3(Oboe 1)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani)&P4(Viola)&P2(Violoncello)&P2(Contrabass),P4(Flute)&P6(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P8(Viola)&P3(Violoncello)&P3(Contrabass),P4(Flute)&P6(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P4(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P8(Viola)&P3(Violoncello)&P3(Contrabass),P8(Flute)&P3(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani)&P4(Viola)&P2(Violoncello)&P2(Contrabass),P3(Flute)&P8(Oboe 1)&P3(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P3(Bassoon 1)&U(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani)&P6(Viola)&P4(Violoncello)&P4(Contrabass),P3(Flute)&P8(Oboe 1)&P3(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P3(Bassoon 1)&U(Bassoon 2)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani)&P6(Viola)&P4(Violoncello)&P4(Contrabass),P2(Flute)&P4(Oboe 1)&P2(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P3(Viola)&P8(Violoncello)&P8(Contrabass),P2(Flute)&P4(Oboe 1)&P2(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani)&P3(Viola)&P8(Violoncello)&P8(Contrabass),P2(Flute)&P4(Oboe 1)&P2(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P4(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani)&P3(Viola)&P8(Violoncello)&P8(Contrabass),P2(Flute)&P4(Oboe 1)&P2(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P3(Viola)&U(Violoncello)&P8(Contrabass),Main Part,U(Main),P4(Flute)&P6(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Violoncello)&P3(Contrabass),P2(Flute)&P4(Oboe 1)&P2(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)&P3(Viola)&P8(Contrabass),P2(Flute)&P4(Oboe 1)&P2(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P3(Viola)&P8(Violoncello)
534.0,542.0,P3(Oboe 1)&P8(Oboe 2)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P2(Timpani),P3(Flute)&P3(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P4(Timpani),P8(Flute)&P3(Oboe 1)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P2(Timpani),P4(Flute)&P6(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Timpani),P4(Flute)&P6(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Timpani),,,P3(Flute)&P8(Oboe 1)&P3(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bb (basso) Horn 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P2(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bb (basso) Horn 1)&P8(Timpani),P8(Bb Trumpet 2),P8(Bb Trumpet 1),P2(Flute)&P4(Oboe 1)&P2(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),Main Part,,,P8(Contrabass),P8(Violoncello)
