qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,Eb Horn 3,Eb Trumpet 1,Eb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
839.3333,387.4317,393,1.3333,F6,B-5,F5,F5,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,B-5,B-4,B-3,G#3,G#2
839.5,387.617,393,1.5,D6,B-5,D5,D5,F4,F4,F3,F3,F4,B-2,B-3,B-4,B-3,B-2,B-5,B-4,B-3,F3,F2
839.75,387.8947,393,1.75,D6,B-5,D5,D5,F4,F4,F3,F3,F4,B-2,B-3,B-4,B-3,B-2,B-5,B-4,B-3,F3,F2
840.0,388.1725,393,2.0,E-6,B-5,E-5,E-5,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,B-5,B-4,B-3,G#3,G#2
840.25,388.4503,393,2.25,E-6,B-5,E-5,E-5,G4,G4,G3,G3,G4,B-2,B-3,B-4,B-3,B-2,B-5,B-4,B-3,G3,G2
840.5,388.7281,393,2.5,A5,A5,F#5,A4,E-4,E-4,E-3,E-3,E-4,B-2,B-3,B-4,B-3,B-2,B-5,F#4,B-3,E-3,E-2
840.75,389.0058,393,2.75,A5,A5,F#5,A4,E-4,E-4,E-3,E-3,E-4,B-2,B-3,B-4,B-3,B-2,B-5,F#4,B-3,E-3,E-2
841.0,389.2836,394,1.0,B-5,B-5,E-5,B-4,G4,G4,G3,G3,G4,B-2,B-3,B-4,B-3,B-2,B-5,B-4,B-3,G3,G2
841.25,389.5614,394,1.25,E-6,B-5,B-5,E-5,G4,G4,G3,G3,G4,B-2,B-3,B-4,B-3,B-2,B-5,B-4,B-3,G3,G2
841.5,389.8392,394,1.5,E-6,B-5,B-5,E-5,G4,G4,G3,G3,G4,B-2,B-3,B-4,B-3,B-2,B-5,B-4,B-3,G3,G2
841.75,390.117,394,1.75,E-6,B-5,B-5,E-5,G4,G4,G3,G3,G4,B-2,B-3,B-4,B-3,B-2,B-5,B-4,B-3,G3,G2
842.0,390.3947,394,2.0,D6,B-5,B-5,D5,F4,F4,F3,F3,F4,B-2,B-3,B-4,B-3,B-2,B-5,B-4,B-3,F3,F2
842.5,390.9503,394,2.5,r,r,r,r,B-3,B-3,B-2,B-2,B-3,r,r,r,r,r,B-5,B-4,B-3,B-2,B-1
842.6667,391.1355,394,2.6667,r,r,r,r,B-3,B-3,B-2,B-2,B-3,r,r,r,r,r,B-5,B-4,B-3,B-2,B-1
842.75,391.2281,394,2.75,r,r,r,r,A3,A3,B-2,B-2,A3,r,r,r,r,r,B-5,B-4,B-3,B-2,B-1
842.8333,391.3206,394,2.8333,r,r,r,r,A3,A3,B-2,B-2,A3,r,r,r,r,r,B-5,B-4,B-3,B-2,B-1
843.0,391.5058,395,1.0,r,r,r,r,B-3,B-3,B-2,B-2,B-3,r,r,r,r,B-2,B-5,B-4,B-3,B-2,B-1
843.1667,391.6911,395,1.1667,r,r,r,r,B-3,B-3,B-2,B-2,B-3,r,r,r,r,B-2,B-5,B-4,B-3,B-2,B-1
843.25,391.7836,395,1.25,r,r,r,r,C4,C4,B-2,B-2,C4,r,r,r,r,B-2,B-5,B-4,B-3,B-2,B-1
843.3333,391.8762,395,1.3333,r,r,r,r,C4,C4,B-2,B-2,C4,r,r,r,r,B-2,B-5,B-4,B-3,B-2,B-1
843.5,392.0614,395,1.5,B-5,B-5,B-5,B-4,D4,D4,B-2,B-2,D4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,B-2,B-1
843.6667,392.2466,395,1.6667,B-5,B-5,B-5,B-4,D4,D4,B-2,B-2,D4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,B-2,B-1
843.75,392.3392,395,1.75,B-5,B-5,B-5,B-4,E-4,E-4,B-2,B-2,E-4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,B-2,B-1
843.8333,392.4317,395,1.8333,B-5,B-5,B-5,B-4,E-4,E-4,B-2,B-2,E-4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,B-2,B-1
844.0,392.617,395,2.0,B-5,B-5,B-5,B-4,F4,F4,D3,D3,F4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,D3,D2
844.1667,392.8022,395,2.1667,B-5,B-5,B-5,B-4,F4,F4,D3,D3,F4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,D3,D2
844.25,392.8947,395,2.25,B-5,B-5,B-5,B-4,G4,G4,D3,D3,G4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,D3,D2
844.3333,392.9873,395,2.3333,B-5,B-5,B-5,B-4,G4,G4,D3,D3,G4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,D3,D2
844.5,393.1725,395,2.5,B-5,B-5,B-5,B-4,G#4,G#4,F3,F3,G#4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,F3,F2
844.6667,393.3577,395,2.6667,B-5,B-5,B-5,B-4,G#4,G#4,F3,F3,G#4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,F3,F2
844.75,393.4503,395,2.75,B-5,B-5,B-5,B-4,G4,G4,F3,F3,G4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,F3,F2
844.8333,393.5428,395,2.8333,B-5,B-5,B-5,B-4,G4,G4,F3,F3,G4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,F3,F2
845.0,393.7281,396,1.0,B-5,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,B-5,F5,F4,G#3,G#2
845.1667,393.9133,396,1.1667,B-5,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,F5,F5,F4,G#3,G#2
845.3333,394.0984,396,1.3333,B-5,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,F5,F5,F4,G#3,G#2
845.5,394.2836,396,1.5,F6,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,B-4,G#5,G#4,G#3,G#2
845.6667,394.4688,396,1.6667,F6,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,F4,G#5,G#4,G#3,G#2
845.8333,394.654,396,1.8333,F6,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,F4,G#5,G#4,G#3,G#2
846.0,394.8392,396,2.0,F6,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,B-3,F5,F4,G#3,G#2
846.1667,395.0244,396,2.1667,F6,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,D4,F5,F4,G#3,G#2
846.3333,395.2095,396,2.3333,F6,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,D4,F5,F4,G#3,G#2
846.5,395.3947,396,2.5,F6,B-5,B-5,B-4,B-3,B-3,B-2,B-2,B-3,B-2,B-3,B-4,B-3,r,B-4,D5,D4,B-2,B-1
846.6667,395.58,396,2.6667,F6,B-5,B-5,B-4,B-3,B-3,B-2,B-2,B-3,B-2,B-3,B-4,B-3,r,D5,D5,D4,B-2,B-1
846.75,395.6725,396,2.75,F6,B-5,B-5,B-4,A3,A3,B-2,B-2,A3,B-2,B-3,B-4,B-3,r,D5,D5,D4,B-2,B-1
846.8333,395.7651,396,2.8333,F6,B-5,B-5,B-4,A3,A3,B-2,B-2,A3,B-2,B-3,B-4,B-3,r,D5,D5,D4,B-2,B-1
847.0,395.9503,397,1.0,F6,B-5,B-5,B-4,B-3,B-3,B-2,B-2,B-3,B-2,B-3,B-4,B-3,B-2,B-5,B-4,B-3,B-2,B-1
847.1667,396.1355,397,1.1667,F6,B-5,B-5,B-4,B-3,B-3,B-2,B-2,B-3,B-2,B-3,B-4,B-3,B-2,B-5,B-4,B-3,B-2,B-1
847.25,396.2281,397,1.25,F6,B-5,B-5,B-4,C4,C4,B-2,B-2,C4,B-2,B-3,B-4,B-3,B-2,B-5,B-4,B-3,B-2,B-1
847.3333,396.3206,397,1.3333,F6,B-5,B-5,B-4,C4,C4,B-2,B-2,C4,B-2,B-3,B-4,B-3,B-2,B-5,B-4,B-3,B-2,B-1
847.5,396.5058,397,1.5,F6,B-5,B-5,B-4,D4,D4,C3,C3,D4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,C3,C2
847.6667,396.6911,397,1.6667,F6,B-5,B-5,B-4,D4,D4,D3,D3,D4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,D3,D2
847.75,396.7836,397,1.75,F6,B-5,B-5,B-4,E-4,E-4,D3,D3,E-4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,D3,D2
847.8333,396.8762,397,1.8333,F6,B-5,B-5,B-4,E-4,E-4,D3,D3,E-4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,D3,D2
848.0,397.0614,397,2.0,F6,B-5,B-5,B-4,F4,F4,E-3,E-3,F4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,E-3,E-2
848.1667,397.2466,397,2.1667,F6,B-5,B-5,B-4,F4,F4,F3,F3,F4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,F3,F2
848.25,397.3392,397,2.25,F6,B-5,B-5,B-4,G4,G4,F3,F3,G4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,F3,F2
848.3333,397.4317,397,2.3333,F6,B-5,B-5,B-4,G4,G4,F3,F3,G4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,F3,F2
848.5,397.617,397,2.5,F6,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,G#3,G#2
848.6667,397.8022,397,2.6667,F6,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,G#3,G#2
848.75,397.8947,397,2.75,F6,B-5,B-5,B-4,G4,G4,G#3,G#3,G4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,G#3,G#2
848.8333,397.9873,397,2.8333,F6,B-5,B-5,B-4,G4,G4,G#3,G#3,G4,B-2,B-3,B-4,B-3,r,B-5,B-4,B-3,G#3,G#2
849.0,398.1725,398,1.0,F6,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,B-5,B-4,B-3,G#3,G#2
849.1667,398.3577,398,1.1667,F6,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,B-5,F5,F4,G#3,G#2
849.3333,398.5428,398,1.3333,F6,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,B-5,F5,F4,G#3,G#2
849.5,398.7281,398,1.5,F6,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,B-5,B-4,B-3,G#3,G#2
849.6667,398.9133,398,1.6667,F6,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,B-5,F5,F4,G#3,G#2
849.8333,399.0984,398,1.8333,F6,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,B-5,F5,F4,G#3,G#2
850.0,399.2836,398,2.0,F6,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,B-5,B-4,B-3,G#3,G#2
850.1667,399.4688,398,2.1667,F6,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,B-5,F5,F4,G#3,G#2
850.3333,399.654,398,2.3333,F6,B-5,B-5,B-4,G#4,G#4,G#3,G#3,G#4,B-2,B-3,B-4,B-3,B-2,B-5,F5,F4,G#3,G#2
850.5,399.8392,398,2.5,F#6,B-5,B-5,B-4,A4,A4,A3,A3,A4,B-2,B-3,B-4,B-3,r,B-5,F#5,F#4,A3,A2
850.6667,400.0244,398,2.6667,F#6,B-5,B-5,B-4,A4,A4,A3,A3,A4,B-2,B-3,B-4,B-3,r,B-5,F#5,F#4,A3,A2
850.8333,400.2095,398,2.8333,F#6,B-5,B-5,B-4,A4,A4,A3,A3,A4,B-2,B-3,B-4,B-3,r,B-5,F#5,F#4,A3,A2
851.0,400.3947,399,1.0,G6,B-5,B-5,B-4,B-4,B-4,B-3,B-3,B-4,B-2,B-3,B-4,B-3,E-3,B-5,G5,G4,B-3,B-2
851.1667,400.58,399,1.1667,G6,B-5,B-5,B-4,B-4,B-4,B-3,B-3,B-4,B-2,B-3,B-4,B-3,E-3,E-4,G5,E-4,B-3,B-2
851.3333,400.7651,399,1.3333,G6,B-5,B-5,B-4,B-4,B-4,B-3,B-3,B-4,B-2,B-3,B-4,B-3,E-3,E-4,G5,E-4,B-3,B-2
851.5,400.9503,399,1.5,E-6,B-5,G5,E-5,B-4,B-4,B-3,B-3,B-4,E-3,E-4,E-5,E-4,E-3,B-4,G5,E-4,B-3,B-2
851.6667,401.1355,399,1.6667,E-6,B-5,G5,E-5,B-4,B-4,B-3,B-3,B-4,E-3,E-4,E-5,E-4,E-3,E-5,G5,E-4,B-3,B-2
851.8333,401.3206,399,1.8333,E-6,B-5,G5,E-5,B-4,B-4,B-3,B-3,B-4,E-3,E-4,E-5,E-4,E-3,E-5,G5,E-4,B-3,B-2
852.0,401.5058,399,2.0,E-6,B-5,G5,E-5,B-4,B-4,B-3,B-3,B-4,E-3,E-4,E-5,E-4,E-3,B-5,G5,E-4,B-3,B-2
852.1667,401.6911,399,2.1667,E-6,B-5,G5,E-5,B-4,B-4,B-3,B-3,B-4,E-3,E-4,E-5,E-4,E-3,E-6,G5,E-4,B-3,B-2
852.3333,401.8762,399,2.3333,E-6,B-5,G5,E-5,B-4,B-4,B-3,B-3,B-4,E-3,E-4,E-5,E-4,E-3,E-6,G5,E-4,B-3,B-2
852.5,402.0614,399,2.5,E-6,B-5,G5,E-5,G4,G4,G3,G3,G4,E-3,E-4,E-5,E-4,r,E-6,E-5,B-3,G3,G2
852.6667,402.2466,399,2.6667,E-6,B-5,G5,E-5,G4,G4,G3,G3,G4,E-3,E-4,E-5,E-4,r,E-6,E-5,B-3,G3,G2
852.8333,402.4317,399,2.8333,E-6,B-5,G5,E-5,G4,G4,G3,G3,G4,E-3,E-4,E-5,E-4,r,E-6,E-5,B-3,G3,G2
853.0,402.617,400,1.0,E-6,C6,G#5,E-5,F4,F4,F3,F3,F4,E-3,E-4,E-5,E-4,r,E-6,E-5,G#3,F3,F2
853.1667,402.8022,400,1.1667,E-6,C6,G#5,E-5,F4,F4,F3,F3,F4,E-3,E-4,E-5,E-4,r,E-4,E-5,G#3,F3,F2
853.3333,402.9873,400,1.3333,E-6,C6,G#5,E-5,F4,F4,F3,F3,F4,E-3,E-4,E-5,E-4,r,E-4,E-5,G#3,F3,F2
853.5,403.1725,400,1.5,E-6,G#5,G#5,E-5,F4,F4,F3,F3,F4,E-3,E-4,E-5,E-4,E-3,C5,E-5,G#3,F3,F2
853.6667,403.3577,400,1.6667,E-6,G#5,G#5,E-5,F4,F4,F3,F3,F4,E-3,E-4,E-5,E-4,E-3,E-5,E-5,G#3,F3,F2
853.8333,403.5428,400,1.8333,E-6,G#5,G#5,E-5,F4,F4,F3,F3,F4,E-3,E-4,E-5,E-4,E-3,E-5,E-5,G#3,F3,F2
854.0,403.7281,400,2.0,E-6,G#5,G#5,E-5,F4,F4,F3,F3,F4,E-3,E-4,E-5,E-4,E-3,C6,E-5,G#3,F3,F2
854.1667,403.9133,400,2.1667,E-6,G#5,G#5,E-5,F4,F4,F3,F3,F4,E-3,E-4,E-5,E-4,E-3,E-6,G#5,C4,F3,F2
854.3333,404.0984,400,2.3333,E-6,G#5,G#5,E-5,F4,F4,F3,F3,F4,E-3,E-4,E-5,E-4,E-3,E-6,G#5,C4,F3,F2
854.5,404.2836,400,2.5,E-6,G#5,F5,E-5,C5,C5,C4,C4,C5,E-3,E-4,E-5,E-4,r,E-6,F5,G#3,C4,C3
854.6667,404.4688,400,2.6667,E-6,G#5,F5,E-5,C5,C5,C4,C4,C5,E-3,E-4,E-5,E-4,r,E-6,F5,G#3,C4,C3
854.8333,404.654,400,2.8333,E-6,G#5,F5,E-5,C5,C5,C4,C4,C5,E-3,E-4,E-5,E-4,r,E-6,F5,G#3,C4,C3
855.0,404.8392,401,1.0,E-6,B-5,G5,E-5,E-4,E-4,E-3,E-3,E-4,E-3,E-4,E-5,E-4,E-3,E-6,G5,G3,E-3,E-2
855.1667,405.0244,401,1.1667,E-6,B-5,G5,E-5,E-4,E-4,E-3,E-3,E-4,E-3,E-4,E-5,E-4,E-3,B-5,B-4,E-4,E-3,E-2
855.25,405.117,401,1.25,E-6,B-5,G5,E-5,E-4,E-4,E-3,E-3,E-4,B-2,B-3,B-4,B-3,E-3,B-5,B-4,E-4,E-3,E-2
855.3333,405.2095,401,1.3333,E-6,B-5,G5,E-5,E-4,E-4,E-3,E-3,E-4,B-2,B-3,B-4,B-3,E-3,B-5,B-4,E-4,E-3,E-2
855.5,405.3947,401,1.5,E-6,B-5,G5,E-5,E-4,E-4,E-3,E-3,E-4,B-2,B-3,B-4,B-3,r,B-5,B-4,E-4,E-3,E-2
855.6667,405.58,401,1.6667,E-6,B-5,G5,E-5,E-4,E-4,E-3,E-3,E-4,B-2,B-3,B-4,B-3,r,B-5,B-4,F4,E-3,E-2
855.75,405.6725,401,1.75,E-6,B-5,G5,E-5,E-4,E-4,E-3,E-3,E-4,B-2,B-3,B-4,B-3,r,B-5,B-4,F4,E-3,E-2
855.8333,405.7651,401,1.8333,E-6,B-5,G5,E-5,E-4,E-4,E-3,E-3,E-4,B-2,B-3,B-4,B-3,r,B-5,B-4,F4,E-3,E-2
856.0,405.9503,401,2.0,r,r,r,r,G4,G4,G3,G3,G4,r,r,r,r,B-2,B-5,B-4,D4,G3,G2
856.25,406.2281,401,2.25,D6,B-5,G#5,D5,G4,G4,G3,G3,G4,B-2,B-3,B-4,B-3,B-2,B-5,B-4,D4,G3,G2
856.5,406.5058,401,2.5,D6,B-5,G#5,D5,G4,G4,G3,G3,G4,B-2,B-3,B-4,B-3,r,B-5,B-4,D4,G3,G2
856.75,406.7836,401,2.75,D6,B-5,G#5,D5,F4,F4,F3,F3,F4,B-2,B-3,B-4,B-3,r,B-5,B-4,D4,F3,F2
857.0,407.0614,402,1.0,E-6,B-5,G5,E-5,E-4,G3,E-3,E-3,E-4,E-3,B-3,G4,E-4,E-3,B-5,B-4,E-4,E-3,E-2
857.1667,407.2466,402,1.1667,E-6,B-5,G5,E-5,E-4,B-3,E-3,E-3,E-4,E-3,B-3,G4,E-4,E-3,B-5,B-4,E-4,E-3,E-2
857.3333,407.4317,402,1.3333,E-6,B-5,G5,E-5,E-4,B-3,E-3,E-3,E-4,E-3,B-3,G4,E-4,E-3,B-5,B-4,E-4,E-3,E-2
857.5,407.617,402,1.5,r,r,r,r,r,G4,r,r,r,r,r,r,r,r,E-6,G4,E-3,r,r
857.6667,407.8022,402,1.6667,r,r,r,r,r,E-4,r,r,r,r,r,r,r,r,E-6,G4,E-3,r,r
857.8333,407.9873,402,1.8333,r,r,r,r,r,E-4,r,r,r,r,r,r,r,r,E-6,G4,E-3,r,r
858.0,408.1725,402,2.0,r,r,B-4,r,G4,G3,B-3,G3,r,r,r,r,r,r,r,r,r,r,r
858.1667,408.3577,402,2.1667,r,r,B-4,r,G4,B-3,B-3,G3,r,r,r,r,r,r,r,r,r,r,r
858.3333,408.5428,402,2.3333,r,r,B-4,r,G4,B-3,B-3,G3,r,r,r,r,r,r,r,r,r,r,r
858.5,408.7281,402,2.5,r,r,B-4,r,G4,G4,B-3,G3,r,r,r,r,r,r,B-5,B-4,G3,r,r
858.6667,408.9133,402,2.6667,r,r,B-4,r,G4,E-4,B-3,G3,r,r,r,r,r,r,B-5,B-4,G3,r,r
858.8333,409.0984,402,2.8333,r,r,B-4,r,G4,E-4,B-3,G3,r,r,r,r,r,r,B-5,B-4,G3,r,r
859.0,409.2836,403,1.0,r,r,E-5,r,B-4,G3,E-4,B-3,r,r,r,r,r,r,r,r,r,E-3,E-2
859.1667,409.4688,403,1.1667,r,r,E-5,r,B-4,B-3,E-4,B-3,r,r,r,r,r,r,r,r,r,E-3,E-2
859.3333,409.654,403,1.3333,r,r,E-5,r,B-4,B-3,E-4,B-3,r,r,r,r,r,r,r,r,r,E-3,E-2
859.5,409.8392,403,1.5,r,r,E-5,r,B-4,G4,E-4,B-3,B-4,B-3,r,r,r,r,G5,E-5,B-3,r,r
859.6667,410.0244,403,1.6667,r,r,E-5,r,B-4,E-4,E-4,B-3,B-4,B-3,r,r,r,r,G5,E-5,B-3,r,r
859.8333,410.2095,403,1.8333,r,r,E-5,r,B-4,E-4,E-4,B-3,B-4,B-3,r,r,r,r,G5,E-5,B-3,r,r
860.0,410.3947,403,2.0,r,r,G5,r,E-5,G3,G4,E-4,B-4,B-3,r,r,r,r,r,r,r,r,r
860.1667,410.58,403,2.1667,r,r,G5,r,E-5,B-3,G4,E-4,B-4,B-3,r,r,r,r,r,r,r,r,r
860.3333,410.7651,403,2.3333,r,r,G5,r,E-5,B-3,G4,E-4,B-4,B-3,r,r,r,r,r,r,r,r,r
860.5,410.9503,403,2.5,r,r,G5,r,E-5,G4,G4,E-4,G4,G3,r,r,r,r,E-5,G5,E-4,r,r
860.6667,411.1355,403,2.6667,r,r,G5,r,E-5,E-4,G4,E-4,G4,G3,r,r,r,r,E-5,G5,E-4,r,r
860.75,411.2281,403,2.75,r,r,G5,r,E-5,E-4,G4,E-4,E-4,E-3,r,r,r,r,E-5,G5,E-4,r,r
860.8333,411.3206,403,2.8333,r,r,G5,r,E-5,E-4,G4,E-4,E-4,E-3,r,r,r,r,E-5,G5,E-4,r,r
861.0,411.5058,404,1.0,r,r,G#5,r,D5,G#3,F4,B-3,B-3,B-2,r,r,r,r,D5,G#5,F4,B-2,B-1
861.1667,411.6911,404,1.1667,r,r,G#5,r,D5,D4,F4,B-3,B-3,B-2,r,r,r,r,D5,B-5,F4,B-2,B-1
861.3333,411.8762,404,1.3333,r,r,G#5,r,D5,D4,F4,B-3,B-3,B-2,r,r,r,r,D5,B-5,F4,B-2,B-1
861.5,412.0614,404,1.5,r,r,G#5,r,D5,G#4,F4,B-3,B-3,B-2,r,r,r,r,r,B-5,r,r,r
861.6667,412.2466,404,1.6667,r,r,G#5,r,D5,F4,F4,B-3,B-3,B-2,r,r,r,r,r,G#5,r,r,r
861.8333,412.4317,404,1.8333,r,r,G#5,r,D5,F4,F4,B-3,B-3,B-2,r,r,r,r,r,G#5,r,r,r
862.0,412.617,404,2.0,D6,r,G#5,r,D5,G#3,F4,B-3,B-3,B-2,r,r,r,r,F5,F5,F4,F3,F2
862.1667,412.8022,404,2.1667,D6,r,G#5,r,D5,G#3,F4,B-3,B-3,B-2,r,r,r,r,G5,G5,G4,G3,G2
862.3333,412.9873,404,2.3333,D6,r,G#5,r,D5,G#3,F4,B-3,B-3,B-2,r,r,r,r,G5,G5,G4,G3,G2
862.5,413.1725,404,2.5,D6,r,G#5,r,D5,r,F4,B-3,B-3,B-2,r,r,r,r,G5,G5,G4,G3,G2
862.6667,413.3577,404,2.6667,D6,r,G#5,r,D5,r,F4,B-3,B-3,B-2,r,r,r,r,F5,F5,F4,F3,F2
862.8333,413.5428,404,2.8333,D6,r,G#5,r,D5,r,F4,B-3,B-3,B-2,r,r,r,r,F5,F5,F4,F3,F2
863.0,413.7281,405,1.0,D6,r,G#5,r,D5,D5,F4,B-3,F4,B-3,r,r,r,r,D5,D5,D4,D3,D2
863.1667,413.9133,405,1.1667,E-6,r,G#5,r,D5,D5,F4,B-3,F4,B-3,r,r,r,r,E-5,E-5,E-4,E-3,E-2
863.3333,414.0984,405,1.3333,E-6,r,G#5,r,D5,D5,F4,B-3,F4,B-3,r,r,r,r,E-5,E-5,E-4,E-3,E-2
863.5,414.2836,405,1.5,E-6,r,G#5,r,D5,D5,B-3,B-2,F4,B-3,r,r,r,r,E-5,E-5,E-4,E-3,E-2
863.6667,414.4688,405,1.6667,D6,r,G#5,r,D5,D5,B-3,B-2,F4,B-3,r,r,r,r,D5,D5,D4,D3,D2
863.8333,414.654,405,1.8333,D6,r,G#5,r,D5,D5,B-3,B-2,F4,B-3,r,r,r,r,D5,D5,D4,D3,D2
864.0,414.8392,405,2.0,B-5,r,G#5,r,D5,D5,B-3,B-2,F4,B-3,r,r,r,r,B-4,B-4,B-3,B-2,B-2
864.1667,415.0244,405,2.1667,C6,r,G#5,r,D5,D5,B-3,B-2,F4,B-3,r,r,r,r,C5,C5,C4,C3,C3
864.3333,415.2095,405,2.3333,C6,r,G#5,r,D5,D5,B-3,B-2,F4,B-3,r,r,r,r,C5,C5,C4,C3,C3
864.5,415.3947,405,2.5,G#5,r,G#5,r,D5,D5,B-3,B-2,F4,B-3,r,r,r,r,G#4,G#4,G#3,G#2,G#2
864.6667,415.58,405,2.6667,G5,r,G#5,r,D5,D5,B-3,B-2,F4,B-3,r,r,r,r,G4,G4,G3,G2,G2
864.8333,415.7651,405,2.8333,G5,r,G#5,r,D5,D5,B-3,B-2,F4,B-3,r,r,r,r,G4,G4,G3,G2,G2
865.0,415.9503,406,1.0,E-5,r,G5,r,E-5,G3,E-4,E-3,E-4,G3,r,r,r,r,E-4,E-4,E-3,E-2,E-2
865.1667,416.1355,406,1.1667,E-5,r,G5,r,E-5,B-3,E-4,E-3,E-4,G3,r,r,r,r,E-4,E-4,E-3,E-2,E-2
865.25,416.2281,406,1.25,E-5,r,G4,r,E-4,B-3,G3,E-3,E-4,G3,r,r,r,r,E-4,E-4,E-3,E-2,E-2
865.3333,416.3206,406,1.3333,E-5,r,G4,r,E-4,B-3,G3,E-3,E-4,G3,r,r,r,r,E-4,E-4,E-3,E-2,E-2
865.5,416.5058,406,1.5,r,r,G4,r,E-4,G4,G3,E-3,E-4,G3,r,r,r,r,E-6,G4,E-3,E-2,E-2
865.6667,416.6911,406,1.6667,r,r,G4,r,E-4,E-4,G3,E-3,E-4,G3,r,r,r,r,E-6,G4,E-3,E-2,E-2
865.75,416.7836,406,1.75,r,r,G4,r,E-4,E-4,G3,E-3,E-4,G3,r,r,r,r,E-6,G4,E-3,E-2,E-2
865.8333,416.8762,406,1.8333,r,r,G4,r,E-4,E-4,G3,E-3,E-4,G3,r,r,r,r,E-6,G4,E-3,E-2,E-2
866.0,417.0614,406,2.0,r,r,G4,r,E-4,G3,G3,E-3,r,r,r,r,r,r,r,r,r,r,r
866.1667,417.2466,406,2.1667,r,r,G4,r,E-4,B-3,G3,E-3,r,r,r,r,r,r,r,r,r,r,r
866.25,417.3392,406,2.25,r,r,B-4,r,G4,B-3,B-3,G3,r,r,r,r,r,r,r,r,r,r,r
866.3333,417.4317,406,2.3333,r,r,B-4,r,G4,B-3,B-3,G3,r,r,r,r,r,r,r,r,r,r,r
866.5,417.617,406,2.5,r,r,B-4,r,G4,G4,B-3,G3,r,r,r,r,r,r,B-5,B-4,G3,r,r
866.6667,417.8022,406,2.6667,r,r,B-4,r,G4,E-4,B-3,G3,r,r,r,r,r,r,B-5,B-4,G3,r,r
866.75,417.8947,406,2.75,r,r,B-4,r,G4,E-4,B-3,G3,r,r,r,r,r,r,B-5,B-4,G3,r,r
