qstamp_start,qstamp_end,Flute,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Bb (basso) Horn 1,Bb (basso) Horn 2,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
777.0,780.0,P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute)&P3(Oboe 2)&U(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Flute)&P3(Oboe 1)&P3(Main)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),Main Part,P3(Flute)&P3(Oboe 1)&U(Oboe 2)&P3(Main)&P3(Bassoon 1)&P8(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Flute)&P3(Oboe 1)&P8(Oboe 2)&P3(Main)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P4(Flute)&P4(Oboe 1)&P6(Oboe 2)&P4(Main)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Contrabass),,P8(Viola)&P8(Violoncello),P8(Violin 2)&U(Violoncello),P8(Violin 2)&U(Viola),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Main)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)
780.0,794.0,P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bb (basso) Horn 2),P8(Flute)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bb (basso) Horn 2),U(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute)&U(Oboe 1)&P8(Bassoon 1)&P8(Bb (basso) Horn 2),U(Oboe 2)&P8(Bassoon 2),P8(Flute)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb (basso) Horn 2),P8(Oboe 2)&P8(Bb Clarinet 2),P4(Bb Trumpet 1)&P4(Bb Trumpet 2),P8(Flute)&P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 1),P4(Bb (basso) Horn 1)&P8(Bb Trumpet 2),P4(Bb (basso) Horn 1)&P8(Bb Trumpet 1),P8(Contrabass),Main Part,P8(Violoncello),,P8(Violin 2),P8(Timpani)
794.0,804.0,P4(Oboe 1)&P6(Oboe 2)&P8(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),P4(Flute)&P3(Oboe 2)&P4(Bb Clarinet 1)&P8(Bb Clarinet 2)&P2(Bassoon 1)&P2(Bassoon 2)&P3(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P6(Flute)&P3(Oboe 1)&P6(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P8(Flute)&P4(Oboe 1)&P6(Oboe 2)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),P4(Flute)&P8(Oboe 1)&P3(Oboe 2)&P4(Bb Clarinet 1)&P2(Bassoon 1)&P2(Bassoon 2)&P3(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P2(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&P2(Bb Clarinet 2)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P3(Flute)&P2(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&P2(Bb Clarinet 2)&P8(Bassoon 1)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani),P6(Flute)&P3(Oboe 1)&P8(Oboe 2)&P6(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P3(Flute)&P2(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&P2(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P3(Flute)&P2(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&P2(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani),P3(Flute)&P2(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&P2(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani),P3(Flute)&P2(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&P2(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),Main Part,,,P8(Contrabass),P8(Violoncello)
804.0,816.0,,P8(Violin 2),P8(Bb (basso) Horn 1),,,,U(Violoncello)&P8(Contrabass),P8(Oboe 2),,P8(Bb Trumpet 2)&P8(Timpani),P8(Bb Trumpet 1)&P8(Timpani),P8(Bb Trumpet 1)&P8(Bb Trumpet 2),Main Part,P8(Oboe 1),,U(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
816.0,822.0,,,,P8(Bassoon 1),,P8(Bb Clarinet 1),,,,,,,Main Part,P8(Main)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
822.0,828.0,,,,P8(Bassoon 1),,P8(Bb Clarinet 1),,,,,,,Main Part,P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
828.0,834.0,,,,P8(Bassoon 1),,P8(Bb Clarinet 1),,,,,,,Main Part,P8(Main)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
834.0,840.0,,Main Part,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
840.0,848.0,,Main Part,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
848.0,864.0,,,,,,,P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,P8(Bassoon 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Bassoon 2)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2),P8(Bassoon 2)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
864.0,875.0,U(Main),,P8(Viola),,,,,,,,,,Main Part,,P8(Oboe 2),,
875.0,879.0,,Main Part,,,,,,,,,,,,,,,
879.0,881.0,U(Main)&P2(Oboe 2)&U(Violin 1)&P8(Violin 2)&P2(Violoncello),Main Part,P2(Flute)&P2(Main)&P2(Violin 1)&P2(Violin 2)&P3(Violoncello),,,,,,,,,,U(Flute)&U(Main)&P2(Oboe 2)&P8(Violin 2)&P2(Violoncello),P8(Flute)&P8(Main)&P2(Oboe 2)&P8(Violin 1)&P2(Violoncello),,P2(Flute)&P2(Main)&P3(Oboe 2)&P2(Violin 1)&P2(Violin 2),
881.0,887.0,U(Main),P2(Oboe 2),P2(Oboe 1),,,,,,,,,,Main Part,,,,
887.0,891.0,,,,,,,,,,,,,Main Part,,,,
891.0,893.0,U(Main)&P2(Oboe 2)&U(Violin 1)&P2(Violin 2)&P5(Violoncello),Main Part,P2(Flute)&P2(Main)&P2(Violin 1)&P8(Violin 2)&P4(Violoncello),,,,,,,,,,U(Flute)&U(Main)&P2(Oboe 2)&P2(Violin 2)&P5(Violoncello),P2(Flute)&P2(Main)&P8(Oboe 2)&P2(Violin 1)&P4(Violoncello),,P5(Flute)&P5(Main)&P4(Oboe 2)&P5(Violin 1)&P4(Violin 2),
893.0,899.0,U(Violin 1),Main Part,P2(Main)&P4(Violoncello),,,,,,,,,,U(Flute),,,P4(Oboe 2),
899.0,903.0,,,,,,,,,,,,,Main Part,,,,
903.0,905.0,U(Oboe 1)&P2(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(Main)&P3(Violoncello),U(Flute)&P2(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(Main)&P3(Violoncello),P2(Flute)&P2(Oboe 1)&P4(Bassoon 1)&P4(Bassoon 2)&P2(Main)&P4(Violoncello),,,P3(Flute)&P3(Oboe 1)&P4(Oboe 2)&U(Bassoon 2)&P3(Main)&U(Violoncello),P3(Flute)&P3(Oboe 1)&P4(Oboe 2)&U(Bassoon 1)&P3(Main)&U(Violoncello),,,,,,Main Part,,,P3(Flute)&P3(Oboe 1)&P4(Oboe 2)&U(Bassoon 1)&U(Bassoon 2)&P3(Main),
905.0,914.0,,Main Part,P2(Main),,,U(Bassoon 2)&U(Violoncello),U(Bassoon 1)&U(Violoncello),,,,,,,,,U(Bassoon 1)&U(Bassoon 2),
914.0,920.0,P8(Violin 2),Main Part,,,,U(Bassoon 2)&U(Violoncello),U(Bassoon 1)&U(Violoncello),,,,,,,P8(Flute),,U(Bassoon 1)&U(Bassoon 2),
920.0,926.0,P8(Violin 2)&P3(Viola),,,,,U(Bassoon 2)&U(Violoncello),U(Bassoon 1)&U(Violoncello),,,,,,Main Part,P8(Flute)&P3(Viola),P3(Flute)&P3(Violin 2),U(Bassoon 1)&U(Bassoon 2),
926.0,932.0,P8(Violin 2),,,,,U(Bassoon 2)&U(Violoncello),U(Bassoon 1)&U(Violoncello),,,,,,Main Part,P8(Flute),,U(Bassoon 1)&U(Bassoon 2),
932.0,935.0,,Main Part,,,,U(Bassoon 2)&U(Violoncello),U(Bassoon 1)&U(Violoncello),,,,,,,P8(Main)&P6(Viola),P6(Main)&P6(Violin 2),U(Bassoon 1)&U(Bassoon 2),
935.0,938.0,,Main Part,P3(Bb Clarinet 1)&U(Bb Clarinet 2),P3(Oboe 2)&P3(Bb Clarinet 2),U(Oboe 2)&P3(Bb Clarinet 1),U(Bassoon 2)&U(Violoncello),U(Bassoon 1)&U(Violoncello),,,,,,,P8(Main),,U(Bassoon 1)&U(Bassoon 2),
938.0,941.0,P8(Violin 2)&P3(Viola),,,,,U(Bassoon 2)&U(Violoncello),U(Bassoon 1)&U(Violoncello),,,,,,Main Part,P8(Flute)&P3(Viola),P3(Flute)&P3(Violin 2),U(Bassoon 1)&U(Bassoon 2),
941.0,944.0,P8(Violin 2),,,,,U(Bassoon 2)&U(Violoncello),U(Bassoon 1)&U(Violoncello),,,,,,Main Part,P8(Flute),,U(Bassoon 1)&U(Bassoon 2),
944.0,947.0,,Main Part,,,,U(Bassoon 2)&U(Violoncello),U(Bassoon 1)&U(Violoncello),,,,,,,P8(Main)&P3(Viola),P3(Main)&P3(Violin 2),U(Bassoon 1)&U(Bassoon 2),
947.0,950.0,,Main Part,,,,U(Bassoon 2),U(Bassoon 1),,,,,,,,,,
950.0,960.0,P4(Oboe 1)&P6(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P4(Flute)&P3(Oboe 2)&P4(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani)&P2(Contrabass),P6(Flute)&P3(Oboe 1)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P8(Flute)&P4(Oboe 1)&P6(Oboe 2)&U(Bb Clarinet 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P8(Flute)&P4(Oboe 1)&P6(Oboe 2)&U(Bb Clarinet 1)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),Main Part,P8(Main),P6(Flute)&P3(Oboe 1)&P8(Oboe 2)&P6(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P3(Flute)&P2(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Flute)&P2(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Flute)&P2(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani)&P8(Contrabass),P3(Flute)&P2(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Contrabass),,,,,P3(Flute)&P2(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)
960.0,972.0,P8(Bb Clarinet 2)&U(Violin 1),,,,P8(Flute)&P8(Violin 1),Main Part,U(Violoncello)&P8(Contrabass),,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,U(Flute)&P8(Bb Clarinet 2),,,U(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
972.0,978.0,Main Part,,,P8(Bassoon 1),,P8(Bb Clarinet 1),,,,,,,P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
978.0,984.0,Main Part,,,P8(Bassoon 1),,P8(Bb Clarinet 1),,,,,,,P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
984.0,990.0,,,,P8(Main),,Main Part,,,,,,,P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
990.0,996.0,P8(Bb Clarinet 1)&P8(Main),,,P8(Flute)&P8(Main),,Main Part,,,,,,,P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
996.0,1003.0,Main Part,,,P8(Main)&P8(Bassoon 1)&U(Violin 1)&U(Violin 2)&P8(Viola),,P8(Main)&P8(Bb Clarinet 1)&P8(Violin 1)&P8(Violin 2)&U(Viola),,,,,,,P8(Main)&U(Bb Clarinet 1)&P8(Bassoon 1)&U(Violin 2)&P8(Viola),P8(Main)&U(Bb Clarinet 1)&P8(Bassoon 1)&U(Violin 1)&P8(Viola),P8(Main)&P8(Bb Clarinet 1)&U(Bassoon 1)&P8(Violin 1)&P8(Violin 2),P8(Contrabass),P8(Violoncello)
1003.0,1014.0,Main Part,P3(Oboe 2),P3(Oboe 1),P8(Main)&P8(Bassoon 1),,P8(Main)&P8(Bb Clarinet 1),,,,,,,P8(Viola),,P8(Violin 1),P8(Contrabass),P8(Violoncello)
1014.0,1028.0,P8(Bb Clarinet 1),,,P8(Flute),P4(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),Main Part,P4(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P4(Bb Clarinet 2)&P8(Bassoon 2)&U(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),,P4(Bb Clarinet 2)&P8(Bassoon 2)&U(Bb (basso) Horn 1)&U(Bb Trumpet 2)&P8(Timpani),P4(Bb Clarinet 2)&P8(Bassoon 2)&U(Bb (basso) Horn 1)&U(Bb Trumpet 1)&P8(Timpani),P4(Bb Clarinet 2)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
1028.0,1045.0,,U(Violin 1),,,,Main Part,,,,P8(Bb Trumpet 2)&P8(Timpani),P8(Bb Trumpet 1)&P8(Timpani),P8(Bb Trumpet 1)&P8(Bb Trumpet 2),U(Oboe 1),,,P8(Contrabass),P8(Violoncello)
1045.0,1074.0,U(Main),,,,,,,,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1074.0,1082.0,,P8(Bassoon 1),,P8(Bassoon 2),P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Oboe 1),P8(Bb Clarinet 1),P8(Bb Clarinet 2)&P8(Bb (basso) Horn 2),P8(Bb Clarinet 2)&P8(Bb (basso) Horn 1),,,,Main Part,,,,
1082.0,1086.0,Main Part,P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P7(Bb (basso) Horn 1)&P7(Bb (basso) Horn 2),,P3(Oboe 1)&P5(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2),P7(Oboe 1)&P5(Bb Clarinet 1)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Oboe 1)&P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&P3(Bassoon 2)&P7(Bb (basso) Horn 1)&P7(Bb (basso) Horn 2),P3(Oboe 1)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P3(Bassoon 1)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2),P7(Oboe 1)&P5(Bb Clarinet 1)&P8(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 2),P7(Oboe 1)&P5(Bb Clarinet 1)&P8(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 1),,,,,,,,
1086.0,1094.0,Main Part,P8(Bassoon 1),,P8(Bassoon 2),P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Oboe 1),P8(Bb Clarinet 1),P8(Bb Clarinet 2)&P8(Bb (basso) Horn 2),P8(Bb Clarinet 2)&P8(Bb (basso) Horn 1),,,,,,,,
1094.0,1098.0,,P3(Bb Clarinet 1)&P6(Bassoon 1)&P6(Bassoon 2),,P3(Oboe 1)&P4(Bassoon 1)&P4(Bassoon 2),,P6(Oboe 1)&P4(Bb Clarinet 1)&U(Bassoon 2),P6(Oboe 1)&P4(Bb Clarinet 1)&U(Bassoon 1),,,,,,Main Part,,,,
1098.0,1116.0,,,,,,,,P8(Bb (basso) Horn 2),P8(Bb (basso) Horn 1),,,,Main Part,P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Violin 2)&P5(Violoncello)&P5(Contrabass),P3(Violin 2)&P5(Viola)&P8(Contrabass),P3(Violin 2)&P5(Viola)&P8(Violoncello)
1116.0,1122.0,Main Part,,,,,,,P8(Bb (basso) Horn 2),P8(Bb (basso) Horn 1),,,,,,,P8(Contrabass),P8(Violoncello)
1122.0,1130.0,Main Part,P8(Bassoon 1),,,P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Oboe 1),,P8(Bb Clarinet 2)&P8(Bb (basso) Horn 2),P8(Bb Clarinet 2)&P8(Bb (basso) Horn 1),,,,,P6(Viola)&P6(Violoncello)&P6(Contrabass),P6(Violin 2)&P8(Violoncello)&P8(Contrabass),P6(Violin 2)&P8(Viola)&P8(Contrabass),P6(Violin 2)&P8(Viola)&P8(Violoncello)
1130.0,1134.0,,P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P7(Bb (basso) Horn 1)&P7(Bb (basso) Horn 2),,P3(Oboe 1)&P5(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2),P7(Oboe 1)&P5(Bb Clarinet 1)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Oboe 1)&P3(Bb Clarinet 1)&P7(Bb Clarinet 2)&P3(Bassoon 2)&P7(Bb (basso) Horn 1)&P7(Bb (basso) Horn 2),P3(Oboe 1)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P3(Bassoon 1)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2),P7(Oboe 1)&P5(Bb Clarinet 1)&P8(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 2),P7(Oboe 1)&P5(Bb Clarinet 1)&P8(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 1),,,,Main Part,,,,
1134.0,1140.0,,P8(Bassoon 1),,P8(Bassoon 2),P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Oboe 1),P8(Bb Clarinet 1),P8(Bb Clarinet 2)&P8(Bb (basso) Horn 2),P8(Bb Clarinet 2)&P8(Bb (basso) Horn 1),,,,Main Part,,,,
1140.0,1146.0,Main Part,P8(Bassoon 1),,,,P8(Oboe 1),,P8(Bb (basso) Horn 2),P8(Bb (basso) Horn 1),,,,,,,,
1146.0,1170.0,Main Part,P8(Bb Clarinet 2),,,P8(Oboe 1),,,,,,,,,,,,
1170.0,1176.0,P8(Oboe 1),P8(Flute),,,,,,U(Bb (basso) Horn 2),U(Bb (basso) Horn 1),,,,Main Part,,,,
1176.0,1182.0,P8(Oboe 1),P8(Flute),,,,,,U(Bb (basso) Horn 2),U(Bb (basso) Horn 1),,,,Main Part,P3(Main)&P6(Viola)&P4(Violoncello)&P4(Contrabass),P4(Main)&P6(Violin 2)&P3(Violoncello)&P3(Contrabass),P2(Main)&P4(Violin 2)&P3(Viola)&P8(Contrabass),P2(Main)&P4(Violin 2)&P3(Viola)&P8(Violoncello)
1182.0,1188.0,P8(Oboe 1),P8(Flute),,,,,,U(Bb (basso) Horn 2),U(Bb (basso) Horn 1),,,,Main Part,,,,
