qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,Eb Horn 3,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1126.0,1129.0,,,,,,,Main Part,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
1129.0,1132.0,Main Part,,,,P8(Main),,,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
1132.0,1135.0,,,,,,,,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
1135.0,1137.0,P8(Bb Clarinet 2),,,,U(Eb Horn 1)&P8(Eb Horn 2),P8(Flute 1),,,U(Bb Clarinet 1)&P8(Eb Horn 2),P8(Bb Clarinet 1)&P8(Eb Horn 1),,,,,Main Part,,,,
1137.0,1147.0,Main Part,,,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
1147.0,1154.0,,,,,,,,,,,,,,,,,,Main Part,P8(Main)
1154.0,1158.0,,,,,Main Part,,,,U(Eb Horn 2),U(Eb Horn 1),,,,,,,,P8(Contrabass),P8(Violoncello)
1158.0,1164.0,U(Oboe 1)&P2(Bb Clarinet 1)&P8(Eb Horn 3)&P5(Violin 1)&P2(Contrabass),,U(Flute 1)&P2(Bb Clarinet 1)&P8(Eb Horn 3)&P5(Violin 1)&P2(Contrabass),,P2(Flute 1)&P2(Oboe 1)&P2(Eb Horn 3)&P4(Violin 1)&P8(Contrabass),,,,,,P8(Flute 1)&P8(Oboe 1)&P2(Bb Clarinet 1)&P5(Violin 1)&P2(Contrabass),,,,P5(Flute 1)&P5(Oboe 1)&P4(Bb Clarinet 1)&P5(Eb Horn 3)&P4(Contrabass),,Main Part,,P2(Flute 1)&P2(Oboe 1)&P8(Bb Clarinet 1)&P2(Eb Horn 3)&P4(Violin 1)
1164.0,1170.0,,,,,,,,,,,,,,,,Main Part,,,
1170.0,1182.0,,,,,,,U(Bassoon 2),U(Bassoon 1),,,,,,,Main Part,,,,
1182.0,1194.0,P3(Flute 2),P3(Flute 1),P3(Oboe 2),P3(Oboe 1),P3(Bb Clarinet 2),P3(Bb Clarinet 1),,,,,,,,,Main Part,,,,
1194.0,1212.0,P4(Bassoon 1)&P2(Bassoon 2),,P2(Oboe 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&U(Bb Trumpet 1)&U(Bb Trumpet 2),P2(Oboe 1)&U(Eb Horn 1)&P2(Eb Horn 2)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2),,,P4(Flute 1)&P3(Bassoon 2),P2(Flute 1)&P3(Bassoon 1),P2(Oboe 1)&U(Oboe 2)&P2(Eb Horn 2)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2),P8(Oboe 1)&P2(Oboe 2)&P2(Eb Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,U(Oboe 1)&P2(Oboe 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&U(Bb Trumpet 2),U(Oboe 1)&P2(Oboe 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&U(Bb Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1212.0,1230.0,P8(Oboe 1)&P4(Oboe 2)&P3(Bassoon 1)&P4(Bassoon 2),,P8(Flute 1)&P4(Oboe 2)&P3(Bassoon 1)&P4(Bassoon 2),P4(Flute 1)&P4(Oboe 1)&P6(Bassoon 1)&P8(Bassoon 2),,,P3(Flute 1)&P3(Oboe 1)&P6(Oboe 2)&P6(Bassoon 2),P4(Flute 1)&P4(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1),,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
1230.0,1248.0,P4(Flute 2)&P2(Oboe 1)&P8(Oboe 2)&P5(Bassoon 1)&P4(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P4(Flute 1)&P3(Oboe 1)&P4(Oboe 2)&P2(Bassoon 1)&P8(Bassoon 2)&P3(Eb Horn 1)&P4(Eb Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2),P2(Flute 1)&P3(Flute 2)&P2(Oboe 2)&P4(Bassoon 1)&P3(Bassoon 2)&P8(Eb Horn 1)&P2(Eb Horn 2)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2),P8(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P5(Bassoon 1)&P4(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2),,,P5(Flute 1)&P2(Flute 2)&P4(Oboe 1)&P5(Oboe 2)&P2(Bassoon 2)&P4(Eb Horn 1)&P5(Eb Horn 2)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2),P4(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P4(Oboe 2)&P2(Bassoon 1)&P3(Eb Horn 1)&P4(Eb Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2),P2(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P2(Oboe 2)&P4(Bassoon 1)&P3(Bassoon 2)&P2(Eb Horn 2)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2),P8(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P8(Oboe 2)&P5(Bassoon 1)&P4(Bassoon 2)&P2(Eb Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2),,P8(Flute 1)&P4(Flute 2)&P2(Oboe 1)&U(Oboe 2)&P5(Bassoon 1)&P4(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 2),P8(Flute 1)&P4(Flute 2)&P2(Oboe 1)&P8(Oboe 2)&P5(Bassoon 1)&P4(Bassoon 2)&P2(Eb Horn 1)&U(Eb Horn 2)&P8(Bb Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1248.0,1267.0,P3(Flute 2)&P8(Oboe 2)&P3(Bb Clarinet 1)&P4(Bassoon 2),P3(Flute 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P6(Bassoon 2),P8(Bb Clarinet 2),P8(Flute 1)&P3(Flute 2)&P3(Bb Clarinet 1)&P4(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(Oboe 2)&P6(Bassoon 2),P8(Oboe 1),,P4(Flute 1)&P6(Flute 2)&P4(Oboe 2)&P6(Bb Clarinet 1),P8(Eb Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2),P8(Eb Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 2),U(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1267.0,1291.0,,,,P3(Bb Clarinet 1)&P3(Bassoon 1),P3(Oboe 2),,P3(Oboe 2),,P8(Eb Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Eb Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1291.0,1303.0,U(Flute 2)&P5(Oboe 1)&P3(Oboe 2),U(Flute 1)&P5(Oboe 1)&P3(Oboe 2),P5(Flute 1)&P5(Flute 2)&P3(Oboe 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1),,,,,,,,,,,Main Part,,,,
1303.0,1315.0,U(Flute 2),U(Flute 1),Main Part,,,,,,,,,,,,,U(Violoncello),,U(Violin 2),
1315.0,1327.0,,,Main Part,,,,,,,,,,,,,,,,
1327.0,1350.0,Main Part,,U(Oboe 2),U(Oboe 1),,,,,,,,,,,,P8(Viola),P8(Violin 2),P8(Contrabass),P8(Violoncello)
1350.0,1362.0,,,Main Part,U(Main)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,,P8(Main)&P8(Oboe 2)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Oboe 2)&P8(Bassoon 1)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),,,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,P8(Main)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Oboe 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Main)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
1362.0,1374.0,U(Flute 2),U(Flute 1),U(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Oboe 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,,P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 2)&P8(Violin 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 1)&P8(Violin 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Eb Horn 2),P8(Eb Horn 1),,Main Part,P8(Main),,P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&U(Bassoon 1)&U(Bassoon 2)&P8(Violin 1)&P8(Viola)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Viola)&P8(Violoncello)
1374.0,1386.0,Main Part,U(Main)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Oboe 2),U(Oboe 1),U(Bb Clarinet 2),U(Bb Clarinet 1),P8(Main)&P8(Flute 2)&U(Bassoon 2)&P8(Violin 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&U(Bassoon 1)&P8(Violin 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Eb Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2),P8(Eb Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 2),U(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1),,P8(Main)&P8(Flute 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,P8(Main)&P8(Flute 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&U(Bassoon 1)&U(Bassoon 2)&P8(Violin 1)&P8(Viola)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Viola)&P8(Violoncello)
1386.0,1398.0,Main Part,U(Main)&U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Main)&U(Flute 2)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Main)&U(Flute 2)&U(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(Violin 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Violin 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Eb Horn 2),P8(Eb Horn 1),,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(Violin 1)&P8(Viola)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Viola)&P8(Violoncello)
1398.0,1417.0,P8(Flute 2),P8(Flute 1),P8(Oboe 2),P8(Oboe 1),,,U(Violoncello),P8(Viola)&P8(Contrabass),P8(Eb Horn 2),P8(Eb Horn 1),,Main Part,P8(Main)&P8(Timpani),P8(Main)&P8(Bb Trumpet 2),,,P8(Bassoon 2)&P8(Contrabass),U(Bassoon 1),P8(Bassoon 2)&P8(Viola)
1417.0,1441.0,,,,,Main Part,,,,,,,,,,,,,,
1441.0,1447.0,Main Part,,,,,,,,,,,,,,P8(Main),,,P8(Contrabass),P8(Violoncello)
1447.0,1453.0,,,,,,,,,,,,,,,,Main Part,,P8(Contrabass),P8(Violoncello)
1453.0,1464.0,,,,,,,,,,,,,,,,,,Main Part,P8(Main)
1464.0,1467.0,,,,,,,Main Part,,,,,,,,P4(Violin 2),P4(Violin 1),,P8(Contrabass),P8(Violoncello)
1467.0,1470.0,P6(Flute 2)&P3(Oboe 1)&P3(Oboe 2),P6(Flute 1)&P4(Oboe 1)&P4(Oboe 2),P3(Flute 1)&P4(Flute 2)&U(Oboe 2),P3(Flute 1)&P4(Flute 2)&U(Oboe 1),Main Part,,,,,,,,,,P4(Violin 2),P4(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1470.0,1476.0,Main Part,,,,,,,,,,,,,,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1476.0,1479.0,,,,,,P2(Eb Horn 1)&P2(Eb Horn 2),Main Part,,P2(Bb Clarinet 2)&U(Eb Horn 2),P2(Bb Clarinet 2)&U(Eb Horn 1),P5(Violin 1)&P2(Violin 2),,,,P5(Eb Horn 3)&P4(Violin 2),P2(Eb Horn 3)&P4(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1479.0,1489.0,,,,,,Main Part,,,,,,,,,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1489.0,1491.0,Main Part,P2(Main)&P2(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P2(Oboe 2),P2(Oboe 1),P2(Eb Horn 1)&P2(Eb Horn 2),,,,P2(Bb Clarinet 1)&U(Eb Horn 2),P2(Bb Clarinet 1)&U(Eb Horn 1),P2(Main)&P3(Violin 1)&P2(Violin 2),,,,P2(Main)&P3(Eb Horn 3)&P2(Violin 2),P8(Main)&P2(Flute 2)&P2(Eb Horn 3)&P2(Violin 1),P3(Flute 2)&P8(Violoncello)&P8(Contrabass),P3(Flute 2)&P8(Viola)&U(Contrabass),P3(Flute 2)&P8(Viola)&U(Violoncello)
1491.0,1500.0,,,,,,,,,Main Part,,,,,,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1500.0,1524.0,Main Part,,,,,,,,,,,,,,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1524.0,1527.0,P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2),Main Part,,P8(Flute 1)&U(Flute 2)&P8(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bassoon 2),,P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P4(Eb Horn 2)&P5(Eb Horn 3)&U(Violin 1)&P4(Violin 2),P4(Eb Horn 1)&P2(Eb Horn 3)&P4(Violin 1)&U(Violin 2),P5(Eb Horn 1)&P2(Eb Horn 2)&P5(Violin 1)&P2(Violin 2),,,,U(Eb Horn 1)&P4(Eb Horn 2)&P5(Eb Horn 3)&P4(Violin 2),P4(Eb Horn 1)&U(Eb Horn 2)&P2(Eb Horn 3)&P4(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&U(Contrabass),P8(Viola)&U(Violoncello)
1527.0,1530.0,Main Part,P8(Main)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),,,P8(Main)&U(Flute 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Bb Clarinet 1)&U(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),P4(Eb Horn 2)&P5(Eb Horn 3)&U(Violin 1)&P4(Violin 2),P4(Eb Horn 1)&P2(Eb Horn 3)&P4(Violin 1)&U(Violin 2),P5(Eb Horn 1)&P2(Eb Horn 2)&P5(Violin 1)&P2(Violin 2),,,,U(Eb Horn 1)&P4(Eb Horn 2)&P5(Eb Horn 3)&P4(Violin 2),P4(Eb Horn 1)&U(Eb Horn 2)&P2(Eb Horn 3)&P4(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&U(Contrabass),P8(Viola)&U(Violoncello)
1530.0,1533.0,P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&U(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),Main Part,,P8(Flute 1)&U(Flute 2)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&U(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1),P8(Violin 1),,P2(Violin 2),,,,P8(Eb Horn 1),P2(Eb Horn 3),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1533.0,1536.0,Main Part,P8(Bb Clarinet 1)&P8(Eb Horn 2),P2(Oboe 2)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P2(Oboe 1)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Flute 2)&P8(Eb Horn 2),P8(Main)&U(Eb Horn 1),P8(Bassoon 2),P8(Bassoon 1),P8(Main)&U(Bb Clarinet 2),P8(Flute 2)&P8(Bb Clarinet 1),P5(Viola)&P5(Violoncello)&P5(Contrabass),P2(Oboe 1)&U(Oboe 2)&P8(Bb Trumpet 2)&P8(Timpani),P2(Oboe 1)&P8(Oboe 2)&P8(Bb Trumpet 1)&P8(Timpani),P2(Oboe 1)&P8(Oboe 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,,P5(Eb Horn 3)&P8(Violoncello)&P8(Contrabass),P5(Eb Horn 3)&P8(Viola)&P8(Contrabass),P5(Eb Horn 3)&P8(Viola)&P8(Violoncello)
1536.0,1548.0,P2(Flute 2)&P8(Oboe 1)&P2(Oboe 2)&P2(Bb Clarinet 1)&P8(Bb Clarinet 2)&P4(Bassoon 2)&P8(Eb Horn 1)&P2(Eb Horn 2)&P2(Eb Horn 3)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani)&P4(Main),P2(Flute 1)&P2(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P5(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P5(Main),P8(Flute 1)&P2(Flute 2)&P2(Oboe 2)&P2(Bb Clarinet 1)&P8(Bb Clarinet 2)&P4(Bassoon 2)&P8(Eb Horn 1)&P2(Eb Horn 2)&P2(Eb Horn 3)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani)&P4(Main),P2(Flute 1)&P8(Flute 2)&P2(Oboe 1)&U(Bb Clarinet 1)&P2(Bb Clarinet 2)&P5(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P5(Main),P2(Flute 1)&P8(Flute 2)&P2(Oboe 1)&U(Oboe 2)&P2(Bb Clarinet 2)&P5(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P5(Main),P8(Flute 1)&P2(Flute 2)&P8(Oboe 1)&P2(Oboe 2)&P2(Bb Clarinet 1)&P4(Bassoon 2)&U(Eb Horn 1)&P2(Eb Horn 2)&P2(Eb Horn 3)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani)&P4(Main),,P4(Flute 1)&P5(Flute 2)&P4(Oboe 1)&P5(Oboe 2)&P5(Bb Clarinet 1)&P4(Bb Clarinet 2)&P4(Eb Horn 1)&P5(Eb Horn 2)&P5(Eb Horn 3)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2)&P5(Timpani)&P8(Main),P8(Flute 1)&P2(Flute 2)&P8(Oboe 1)&P2(Oboe 2)&P2(Bb Clarinet 1)&U(Bb Clarinet 2)&P4(Bassoon 2)&P2(Eb Horn 2)&P2(Eb Horn 3)&P2(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani)&P4(Main),P2(Flute 1)&P8(Flute 2)&P2(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P5(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)&P5(Main),P2(Flute 1)&P8(Flute 2)&P2(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P5(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P5(Main),P2(Flute 1)&P8(Flute 2)&P2(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P2(Bb Clarinet 2)&P5(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 2)&P8(Timpani)&P5(Main),P2(Flute 1)&P8(Flute 2)&P2(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P5(Bassoon 2)&P2(Eb Horn 1)&P8(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Timpani)&P5(Main),P2(Flute 1)&P8(Flute 2)&P2(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P2(Bb Clarinet 2)&P5(Bassoon 2)&P2(Eb Horn 1)&U(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P5(Main),Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
