qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,C Clarinet 1,C Clarinet 2,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,C Trumpet 1,C Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
382.0,387.25,,,Main Part,,,,P3(Main)&P8(Bassoon 2)&P3(Viola)&U(Violoncello)&P8(Contrabass),P3(Main)&P8(Bassoon 1)&P3(Viola)&P8(Violoncello)&U(Contrabass),,,,,,,,P3(Bassoon 1)&P3(Bassoon 2)&P3(Violoncello)&P3(Contrabass),P3(Main)&U(Bassoon 1)&P8(Bassoon 2)&P3(Viola)&P8(Contrabass),P3(Main)&P8(Bassoon 1)&U(Bassoon 2)&P3(Viola)&P8(Violoncello)
387.25,394.0,U(Flute 2)&P6(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1)&P8(Bassoon 2),U(Flute 1)&P6(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1)&P8(Bassoon 2),P6(Flute 1)&P6(Flute 2)&P6(Oboe 2)&P8(Bassoon 1)&P6(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P6(Bassoon 1)&P8(Bassoon 2),,,P6(Flute 1)&P6(Flute 2)&P8(Oboe 1)&P6(Oboe 2)&P6(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P6(Oboe 1)&P8(Oboe 2)&P6(Bassoon 1),,,,,,Main Part,,P4(Violoncello)&P4(Contrabass),P4(Viola)&P8(Contrabass),P4(Viola)&P8(Violoncello)
394.0,411.25,U(Flute 2),U(Flute 1),P8(Bassoon 1),P8(Bassoon 2),,,P8(Oboe 1),P8(Oboe 2),,,,,,Main Part,,,,
411.25,423.25,,,,,,,,,,,,,,,,,Main Part,
423.25,425.5,,,,,,,,,,,,,,Main Part,,,,
425.5,427.25,,,,,,,,,,,,,,,Main Part,U(Violoncello)&P8(Contrabass),U(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
427.25,429.5,,,,,,,,,,,,,,Main Part,,,,
429.5,431.25,,,,,,,,,,,,,,,Main Part,,,
431.25,433.5,,,,,,,,,,,,,,,Main Part,U(Violoncello),U(Viola),
433.5,435.25,,,,,,,,,,,,,,Main Part,P3(Viola)&P3(Violoncello),P3(Violin 2)&U(Violoncello),P3(Violin 2)&U(Viola),
435.25,437.5,,,,,,,,,,,,,,,Main Part,U(Violoncello),U(Viola),
437.5,440.5,P3(Oboe 1),,P3(Flute 1),,,,P3(Bassoon 2),P3(Bassoon 1),,,,,,Main Part,,P8(Violoncello),P8(Viola),
440.5,442.5,P3(Oboe 1),,P3(Flute 1),,,,P3(Bassoon 2)&P3(Violin 2),P3(Bassoon 1)&U(Violin 2),,,,,,Main Part,P3(Bassoon 1)&U(Bassoon 2),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
442.5,444.5,P6(Oboe 1)&P6(Violin 1),,P6(Flute 1)&U(Violin 1),,,,P3(Bassoon 2),P3(Bassoon 1),,,,,,P6(Flute 1)&U(Oboe 1),Main Part,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
444.5,446.5,,,,,,,P3(Bassoon 2)&P2(Violin 2),P3(Bassoon 1)&P4(Violin 2),,,,,,Main Part,P2(Bassoon 1)&P4(Bassoon 2),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
446.5,448.5,P3(Oboe 1)&P3(Violin 1),,P3(Flute 1)&P8(Violin 1),,,,P3(Bassoon 2),P3(Bassoon 1),,,,,,P3(Flute 1)&P8(Oboe 1),Main Part,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
448.5,450.5,P3(Oboe 1),,P3(Flute 1),,,,P3(Bassoon 2)&P3(Violin 2),P3(Bassoon 1)&U(Violin 2),,,,,,Main Part,P3(Bassoon 1)&U(Bassoon 2),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
450.5,452.5,P3(Oboe 1)&P3(Violin 1),,P3(Flute 1)&U(Violin 1),,,,P3(Bassoon 2),P3(Bassoon 1),,,,,,P3(Flute 1)&U(Oboe 1),Main Part,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
452.5,458.0,,P4(C Clarinet 1)&P3(C Clarinet 2)&P8(C Horn 1)&P8(C Horn 2),,,P4(Flute 2)&P6(C Clarinet 2)&P4(C Horn 1)&P4(C Horn 2),P3(Flute 2)&P6(C Clarinet 1)&P3(C Horn 1)&P3(C Horn 2),U(Bassoon 2),U(Bassoon 1),P8(Flute 2)&P4(C Clarinet 1)&P3(C Clarinet 2)&P8(C Horn 2),P8(Flute 2)&P4(C Clarinet 1)&P3(C Clarinet 2)&P8(C Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
458.0,475.25,P8(C Clarinet 1),,P8(C Horn 1)&P8(C Horn 2),U(C Clarinet 2),P8(Flute 1),U(Oboe 2),Main Part,,P8(Oboe 1)&P8(C Horn 2),P8(Oboe 1)&P8(C Horn 1),P8(C Trumpet 2)&P8(Timpani),P8(C Trumpet 1)&P8(Timpani),P8(C Trumpet 1)&P8(C Trumpet 2),,,,P8(Contrabass),P8(Violoncello)
475.25,498.0,P8(C Clarinet 1)&P8(Bassoon 1),P8(C Clarinet 2)&P8(Bassoon 2),,,P8(Flute 1)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Flute 1)&P8(C Clarinet 1),P8(Flute 2)&P8(C Clarinet 2),P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2),P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2),P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2),U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1),,Main Part,P8(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
498.0,503.25,Main Part,P8(C Clarinet 2)&P8(Bassoon 2),,,P8(Main)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Main)&P8(C Clarinet 1),P8(Flute 2)&P8(C Clarinet 2),P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2)&P8(Timpani)&P4(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&U(Timpani)&P4(Violin 2)&P8(Viola)&P8(Violoncello)&U(Contrabass),P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2)&P8(Timpani)&P4(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(Timpani)&P4(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(C Horn 1)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P4(Violin 2)&P8(Viola)&P8(Violoncello)&U(Contrabass),,P4(C Horn 1)&P4(C Horn 2)&P4(C Trumpet 1)&P4(C Trumpet 2)&P4(Timpani)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(Timpani)&P4(Violin 2)&P8(Violoncello)&P8(Contrabass),U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2)&P8(Timpani)&P4(Violin 2)&P8(Viola)&P8(Contrabass),P8(C Horn 1)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&U(Timpani)&P4(Violin 2)&P8(Viola)&P8(Violoncello)
503.25,519.5,P8(C Clarinet 1)&P8(Bassoon 1),P8(C Clarinet 2)&P8(Bassoon 2),,,P8(Flute 1)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Flute 1)&P8(C Clarinet 1),P8(Flute 2)&P8(C Clarinet 2),,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
519.5,535.5,,,,,,,,,,,,,,Main Part,,,,
535.5,539.5,,,P3(Oboe 2),P3(Oboe 1),,,Main Part,P3(Main),,,,,,P8(Violin 2),P8(Violin 1),U(Violoncello)&P8(Contrabass),U(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
539.5,543.5,P6(Flute 2)&P8(C Clarinet 1)&P6(C Clarinet 2),P6(Flute 1)&P6(C Clarinet 1)&P8(C Clarinet 2),Main Part,P3(Main)&P3(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P6(Flute 2)&P6(C Clarinet 2),P6(Flute 1)&P8(Flute 2)&P6(C Clarinet 1),P8(Main)&P3(Oboe 2)&P3(Bassoon 2),P3(Main)&P8(Oboe 2)&P3(Bassoon 1),,,,,,,,U(Violoncello)&P8(Contrabass),U(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
543.5,562.0,,,,,,,,U(Violoncello)&P8(Contrabass),P8(C Horn 2),P8(C Horn 1),,,,Main Part,,,U(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
562.0,578.0,,,,,,,,U(Violoncello)&P8(Contrabass),P8(C Horn 2),P8(C Horn 1),,,,Main Part,P8(Main),,U(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
578.0,598.0,,,P8(Bassoon 1),,P8(C Clarinet 2),P8(C Clarinet 1),P8(Oboe 1),U(Violoncello)&P8(Contrabass),P8(C Horn 2),P8(C Horn 1),,,,Main Part,P8(Main),,U(Bassoon 2)&P8(Contrabass),P8(Bassoon 2)&P8(Violoncello)
598.0,614.5,,,,,,,,,P3(C Horn 2),P3(C Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
614.5,616.5,,,P3(Oboe 2)&P8(Main)&P3(C Horn 2),P3(Oboe 1)&P3(Main)&P8(C Horn 2),,,,,Main Part,P3(Oboe 1)&P8(Oboe 2)&P3(Main),P8(C Trumpet 2)&P8(Timpani)&P6(Violin 1)&P4(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P8(C Trumpet 1)&P8(Timpani)&P6(Violin 1)&P4(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P8(C Trumpet 1)&P8(C Trumpet 2)&P6(Violin 1)&P4(Violin 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P6(C Trumpet 1)&P6(C Trumpet 2)&P6(Timpani)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P4(C Trumpet 1)&P4(C Trumpet 2)&P4(Timpani)&P3(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P4(C Trumpet 1)&P4(C Trumpet 2)&P4(Timpani)&P3(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P4(C Trumpet 1)&P4(C Trumpet 2)&P4(Timpani)&P3(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P4(C Trumpet 1)&P4(C Trumpet 2)&P4(Timpani)&P3(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
616.5,618.5,P3(Flute 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P3(Flute 2)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(C Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P3(Flute 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1),,,P8(C Trumpet 2)&P8(Timpani),P8(C Trumpet 1)&P8(Timpani),P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,P3(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
618.5,620.5,Main Part,P3(Main)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),,,P8(Main)&P3(Flute 2)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Main)&P8(Flute 2)&P3(C Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P8(Main)&P3(Flute 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 2),P3(Main)&P8(Flute 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1),,,P8(C Trumpet 2)&P8(Timpani)&P3(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(C Trumpet 1)&P8(Timpani)&P3(Violin 1)&P8(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(C Trumpet 1)&P8(C Trumpet 2)&P3(Violin 1)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),P3(C Trumpet 1)&P3(C Trumpet 2)&P3(Timpani)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Timpani)&P3(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(C Trumpet 1)&U(C Trumpet 2)&P8(Timpani)&P3(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(C Trumpet 1)&P8(C Trumpet 2)&U(Timpani)&P3(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Timpani)&P3(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
620.5,622.5,,,P3(Oboe 2)&P8(C Horn 1)&P3(C Horn 2),P3(Oboe 1)&P3(C Horn 1)&P8(C Horn 2),,,,,P8(Oboe 1)&P3(Oboe 2)&P3(C Horn 2),P3(Oboe 1)&P8(Oboe 2)&P3(C Horn 1),P8(C Trumpet 2)&P8(Timpani),P8(C Trumpet 1)&P8(Timpani),P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
622.5,624.5,,,P3(Oboe 2)&P8(Main)&P3(C Horn 2),P3(Oboe 1)&P3(Main)&P8(C Horn 2),,,,,Main Part,P3(Oboe 1)&P8(Oboe 2)&P3(Main),P8(C Trumpet 2)&P8(Timpani),P8(C Trumpet 1)&P8(Timpani),P8(C Trumpet 1)&P8(C Trumpet 2),P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P3(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P3(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P3(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
624.5,626.5,P3(Flute 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),,,P8(Flute 1)&P3(Flute 2)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(C Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P3(Flute 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1),,,P8(C Trumpet 2)&P8(Timpani),P8(C Trumpet 1)&P8(Timpani),P8(C Trumpet 1)&P8(C Trumpet 2),Main Part,P3(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
626.5,628.5,Main Part,P3(Main)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),,,P8(Main)&P3(Flute 2)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Main)&P8(Flute 2)&P3(C Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P8(Main)&P3(Flute 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 2),P3(Main)&P8(Flute 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1),,,P8(C Trumpet 2)&P8(Timpani)&P3(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(C Trumpet 1)&P8(Timpani)&P3(Violin 1)&P8(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(C Trumpet 1)&P8(C Trumpet 2)&P3(Violin 1)&P8(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),P3(C Trumpet 1)&P3(C Trumpet 2)&P3(Timpani)&P3(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Timpani)&P3(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(C Trumpet 1)&U(C Trumpet 2)&P8(Timpani)&P3(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(C Trumpet 1)&P8(C Trumpet 2)&U(Timpani)&P3(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Timpani)&P3(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
628.5,630.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Horn 1)&P8(C Horn 2),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Horn 1)&P8(C Horn 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(C Clarinet 1)&U(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Horn 1)&P8(C Horn 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(C Clarinet 1)&U(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Horn 1)&P8(C Horn 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Horn 1)&P8(C Horn 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(C Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Horn 1)&P8(C Horn 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&U(Bassoon 2)&P8(C Horn 1)&U(C Horn 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&U(Bassoon 1)&P8(C Horn 1)&U(C Horn 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Horn 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(C Horn 1),P8(C Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(C Trumpet 1)&P8(Timpani)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),Main Part,,P8(C Trumpet 1)&U(C Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),P8(C Trumpet 1)&P8(C Trumpet 2)&U(Timpani)&P8(Viola)&P8(Contrabass),P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Timpani)&P8(Viola)&P8(Violoncello)
630.0,653.5,Main Part,,,,,,P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&P8(Contrabass),P8(C Trumpet 1),P8(C Trumpet 2),P8(C Horn 1),P8(C Horn 2),,,,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
653.5,655.5,,,,,,,,,,,,,,,Main Part,,,
655.5,657.5,P8(C Clarinet 1)&P8(Bassoon 1),,,,P8(Flute 1)&P8(Bassoon 1),,P8(Flute 1)&P8(C Clarinet 1),,,,,,,Main Part,,,,
657.5,659.5,Main Part,,,,P8(Main)&P8(Bassoon 1),,P8(Main)&P8(C Clarinet 1),,,,,,,,,,,
659.5,661.5,,,,,,,,,,,,,,Main Part,,,,
661.5,663.25,,,,,,,,,,,,,,Main Part,,,,
663.25,679.5,,,P3(Oboe 2)&P3(C Clarinet 2),P3(Oboe 1)&U(C Clarinet 2),P8(Bassoon 1),P3(Oboe 1)&U(Oboe 2),P8(C Clarinet 1),,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
679.5,695.5,P3(Flute 2)&P8(C Clarinet 1)&P3(C Clarinet 2),P3(Flute 1)&P3(C Clarinet 1)&P8(C Clarinet 2),,,P8(Flute 1)&P3(Flute 2)&P3(C Clarinet 2),P3(Flute 1)&P8(Flute 2)&P3(C Clarinet 1),,,,,,,,Main Part,,,,
695.5,710.0,Main Part,P8(C Clarinet 2)&P8(Bassoon 2),P5(Oboe 2),P5(Oboe 1),P8(Main)&P8(Bassoon 1),P8(Flute 2)&P8(Bassoon 2),P8(Main)&P8(C Clarinet 1),P8(Flute 2)&P8(C Clarinet 2),,,,,,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
710.0,718.0,P3(Flute 2),P3(Flute 1),Main Part,,P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(C Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P8(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 2),P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1),,,P8(Timpani)&P8(Violin 1)&U(Violin 2),,P8(C Trumpet 1)&P8(Violin 1)&P8(Violin 2),P8(C Trumpet 1)&P8(Timpani)&P8(Violin 2),U(C Trumpet 1)&P8(Timpani)&P8(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
718.0,726.0,Main Part,,P8(C Horn 1),,,,,,P8(Oboe 1),,,,,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
726.0,752.0,,,Main Part,,,,,,,,P3(C Trumpet 2),P3(C Trumpet 1),,,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
752.0,784.0,,,,,,,,,P8(C Trumpet 1),P8(C Trumpet 2),P8(C Horn 1),P8(C Horn 2),,Main Part,,,P8(Contrabass),P8(Violoncello)
