qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,C Clarinet 1,C Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,Alto Trombone,Tenor Trombone,Bass Trombone,"F, F Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
331.0,337.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(C Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(C Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2),,P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&P8(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&P8(Bassoon 1),U(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2),U(D Horn 1)&P3(D Trumpet 1)&P3(D Trumpet 2),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),P3(D Horn 1)&P3(D Horn 2)&U(D Trumpet 2),P3(D Horn 1)&P3(D Horn 2)&U(D Trumpet 1),,,,,Main Part,P8(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
337.0,343.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2),P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(C Clarinet 1)&P8(C Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(C Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1),P8(Bassoon 2),P8(Bassoon 1),P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),"P8(Bb (basso) Horn 4)&P8(F, F Timpani)","P8(Bb (basso) Horn 3)&U(F, F Timpani)",P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2),U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1),,,,P8(Bb (basso) Horn 3)&U(Bb (basso) Horn 4),Main Part,P8(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
343.0,349.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2),P8(Flute 1)&U(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2),P8(Flute 1)&U(Flute 2)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(C Clarinet 1)&P8(C Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1),P8(Bassoon 2),P8(Bassoon 1),P8(D Horn 2),P8(D Horn 1),,,P8(D Trumpet 2),P8(D Trumpet 1),,,,,Main Part,P8(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
349.0,355.0,P8(Flute 2)&P8(C Clarinet 1)&P8(C Clarinet 2),P8(Flute 1)&U(C Clarinet 1)&P8(C Clarinet 2),P8(Oboe 2),P8(Oboe 1),P8(Flute 1)&U(Flute 2)&P8(C Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(C Clarinet 1),,,U(D Horn 2),U(D Horn 1),U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
355.0,373.0,,,,,P8(C Clarinet 2),P8(C Clarinet 1),,P7(D Horn 1)&P7(D Horn 2),P7(Bassoon 2)&U(D Horn 2),P7(Bassoon 2)&U(D Horn 1),U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
373.0,385.0,P8(Oboe 1),P8(Oboe 2),P8(Flute 1),P8(Flute 2),,,,,U(D Horn 2)&P8(Viola),U(D Horn 1)&P8(Viola),U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),,,,,,,Main Part,,P8(D Horn 1)&P8(D Horn 2),,
385.0,391.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2),P8(Flute 1)&U(Oboe 1)&P8(Oboe 2),P8(Flute 1)&U(Flute 2)&P8(Oboe 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1),,,P8(Bassoon 2),P8(Bassoon 1),P8(D Horn 2),P8(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,Main Part,P8(Main)&P3(Violoncello)&P3(Contrabass),,P3(Main)&P3(Violin 2)&P8(Contrabass),P3(Main)&P3(Violin 2)&P8(Violoncello)
391.0,397.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2),P8(Flute 1)&U(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2),P8(Flute 1)&U(Flute 2)&P8(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(C Clarinet 1)&P3(C Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P3(C Clarinet 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1),P8(Bassoon 2),P8(Bassoon 1),U(D Horn 2),U(D Horn 1),U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),U(D Trumpet 2),U(D Trumpet 1),,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
397.0,403.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2),P8(Flute 1)&U(Oboe 1)&P8(Oboe 2),P8(Flute 1)&U(Flute 2)&P8(Oboe 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1),,,P8(Bassoon 2),P8(Bassoon 1),U(D Horn 2),U(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),U(D Trumpet 2)&P3(Violin 2),U(D Trumpet 1)&P3(Violin 2),,,,,Main Part,P3(D Trumpet 1)&P3(D Trumpet 2)&P3(Violoncello)&P3(Contrabass),P8(Main),P3(Violin 2)&P8(Contrabass),P3(Violin 2)&P8(Violoncello)
403.0,409.0,P8(Oboe 2)&P8(Bassoon 1),U(Oboe 1)&P8(Bassoon 2),U(Flute 2)&P8(Bassoon 2),P8(Flute 1)&P8(Bassoon 1),,,P8(Flute 1)&P8(Oboe 2),P8(Flute 2)&P8(Oboe 1),U(D Horn 2),U(D Horn 1),U(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2),U(Bb (basso) Horn 3)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&U(D Trumpet 2),P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&U(D Trumpet 1),,,,,Main Part,P8(Viola),P8(Violin 2),P8(Contrabass),P8(Violoncello)
409.0,421.0,P8(C Clarinet 1),,,,P8(Flute 1),,,,U(D Horn 2),U(D Horn 1),U(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2),U(Bb (basso) Horn 3)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&U(D Trumpet 2),P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&U(D Trumpet 1),,,,,Main Part,,,,
421.0,433.0,P8(C Clarinet 1)&P8(Bassoon 1),,,,P8(Flute 1)&P8(Bassoon 1),,P8(Flute 1)&P8(C Clarinet 1),,,,,,,,,,,,Main Part,,,,
433.0,436.0,P8(Oboe 1),,P8(Flute 1),,,P6(D Horn 2),,,P8(Main),P6(C Clarinet 2),,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
436.0,439.0,P8(Oboe 1)&P8(C Clarinet 2),,P8(Flute 1)&P8(C Clarinet 2),,,P8(Flute 1)&P8(Oboe 1),,,P6(D Horn 2)&P8(Main)&P6(Violin 2),P6(D Horn 1)&P6(Main)&P8(Violin 2),,,,,,,,,Main Part,P6(D Horn 1)&P8(D Horn 2)&P6(Main),,P8(Contrabass),P8(Violoncello)
439.0,442.0,P8(Oboe 1),,P8(Flute 1),,P3(Bassoon 1),,P3(C Clarinet 1),,P8(Main),P8(Violin 2)&P3(Violoncello)&P3(Contrabass),,,,,,,,,Main Part,P8(D Horn 2)&P3(Violoncello)&P3(Contrabass),,P3(D Horn 2)&P3(Violin 2)&P8(Contrabass),P3(D Horn 2)&P3(Violin 2)&P8(Violoncello)
442.0,445.0,P8(Oboe 1)&P5(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),,P8(Flute 1)&P5(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),,P5(Flute 1)&P5(Oboe 1)&P3(C Clarinet 2)&P3(Bassoon 1)&P5(Bassoon 2),P3(Flute 1)&P3(Oboe 1)&P3(C Clarinet 1)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(Oboe 1)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 2),P8(Flute 1)&P8(Oboe 1)&P5(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 1),P5(D Horn 2)&P8(Bb (basso) Horn 3)&U(Main)&P5(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P5(D Horn 1)&P5(Bb (basso) Horn 3)&P5(Main)&P8(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(D Horn 1)&P5(D Horn 2)&P8(Main)&P5(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),,,,,,,,Main Part,P5(D Horn 1)&P8(D Horn 2)&P5(Bb (basso) Horn 3)&P5(Main)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(D Horn 1)&P3(D Horn 2)&P3(Bb (basso) Horn 3)&P3(Main)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P3(D Horn 1)&P3(D Horn 2)&P3(Bb (basso) Horn 3)&P3(Main)&P3(Violin 2)&P8(Viola)&P8(Contrabass),P3(D Horn 1)&P3(D Horn 2)&P3(Bb (basso) Horn 3)&P3(Main)&P3(Violin 2)&P8(Viola)&P8(Violoncello)
445.0,475.0,P5(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),,,,P5(Flute 1)&P3(C Clarinet 2)&P3(Bassoon 1)&P5(Bassoon 2),P3(Flute 1)&P3(C Clarinet 1)&U(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(C Clarinet 1)&U(C Clarinet 2)&P3(Bassoon 2),P8(Flute 1)&P5(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 1),,,,,,,,,,,Main Part,,,,
475.0,487.0,,,,,U(Viola),,,,,,,,,,,,,,Main Part,,U(C Clarinet 1),,
487.0,499.0,,,,,,,U(D Horn 1)&U(Violoncello),,U(Bassoon 1)&U(Violoncello),,,,,,,,,,Main Part,,,U(Bassoon 1)&U(D Horn 1),
499.0,511.0,P3(Bb (basso) Horn 3)&U(Main),,,,,,,,,,P3(Flute 1)&P3(Main),,,,,,,,Main Part,,,,
511.0,523.0,,,,,,,,P8(D Horn 1)&U(D Horn 2)&U(Contrabass),P8(Bassoon 2)&P8(D Horn 2)&P8(Contrabass),U(Bassoon 2)&P8(D Horn 1)&U(Contrabass),,,,,,,,,Main Part,,,,U(Bassoon 2)&P8(D Horn 1)&U(D Horn 2)
523.0,535.0,,,,,,,P8(Bassoon 2),P8(Bassoon 1),,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,Main Part,,,,
535.0,547.0,P8(C Clarinet 1),,,,P8(Flute 1),,,,P8(D Horn 2),P8(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,Main Part,,,,
547.0,571.0,,,,,,,,,P8(D Horn 2),P8(D Horn 1),,,P8(D Trumpet 2),P8(D Trumpet 1),,,,,Main Part,,,,
571.0,583.0,P8(Flute 2),P8(Flute 1),U(Violin 1),Main Part,,,,,P8(D Horn 2),P8(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),P8(D Trumpet 2),P8(D Trumpet 1),,,,,U(Oboe 1),,,,
583.0,595.0,P8(Flute 2),P8(Flute 1),U(Violin 1)&P3(Violin 2),Main Part,P8(C Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(Contrabass),P8(C Clarinet 1)&U(D Horn 1)&P8(D Horn 2)&P8(Contrabass),P3(Bassoon 2),P3(Bassoon 1),P8(C Clarinet 1)&U(C Clarinet 2)&P8(D Horn 2)&P8(Contrabass),P8(C Clarinet 1)&P8(C Clarinet 2)&P8(D Horn 1)&P8(Contrabass),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),P8(D Trumpet 2),P8(D Trumpet 1),,,,,U(Oboe 1)&P3(Violin 2),P3(Oboe 1)&P3(Violin 1),P3(Violoncello),P3(Viola),P8(C Clarinet 1)&P8(C Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)
595.0,607.0,P8(Flute 2),P8(Flute 1),U(Violin 1)&P3(Violin 2),Main Part,P8(C Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(Contrabass),P8(C Clarinet 1)&U(D Horn 1)&P8(D Horn 2)&P8(Contrabass),P3(Bassoon 2),P3(Bassoon 1),P8(C Clarinet 1)&U(C Clarinet 2)&P8(D Horn 2)&P8(Contrabass),P8(C Clarinet 1)&P8(C Clarinet 2)&P8(D Horn 1)&P8(Contrabass),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),P8(D Trumpet 2),P8(D Trumpet 1),,,,,U(Oboe 1)&P3(Violin 2),P3(Oboe 1)&P3(Violin 1),P3(Violoncello),P3(Viola),P8(C Clarinet 1)&P8(C Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)
607.0,619.0,,,Main Part,P3(Main),P8(C Clarinet 2)&P8(D Horn 1)&P8(D Horn 2),P8(C Clarinet 1)&U(D Horn 1)&P8(D Horn 2),,,P8(C Clarinet 1)&U(C Clarinet 2)&P8(D Horn 2),P8(C Clarinet 1)&P8(C Clarinet 2)&P8(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),P8(D Trumpet 2),P8(D Trumpet 1),,,,,,,,,
619.0,631.0,P8(Violin 1)&P8(Violin 2),,Main Part,,,P8(Main),,,,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),P8(D Trumpet 2),P8(D Trumpet 1),,,,,P8(Flute 1)&U(Violin 2),P8(Flute 1)&U(Violin 1),,P8(Contrabass),P8(Violoncello)
631.0,643.0,P8(Violin 1)&P8(Violin 2),,Main Part,,,,,,,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),P8(D Trumpet 2),P8(D Trumpet 1),,,,,P8(Flute 1)&U(Violin 2),P8(Flute 1)&U(Violin 1),,P8(Contrabass),P8(Violoncello)
643.0,655.0,Main Part,,,,,,,,,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),P8(D Trumpet 2),P8(D Trumpet 1),,,,,P8(Main)&U(Violin 2),P8(Main)&U(Violin 1),,P8(Contrabass),P8(Violoncello)
655.0,667.0,Main Part,,,,,,,,,,P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),P8(D Trumpet 2),P8(D Trumpet 1),,,,,P8(Main)&U(Violin 2),P8(Main)&U(Violin 1),,P8(Contrabass),P8(Violoncello)
667.0,679.0,Main Part,,,,,,,,U(D Horn 2),U(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),P8(D Trumpet 2),P8(D Trumpet 1),,,,,P8(Main),,,P8(Contrabass),P8(Violoncello)
679.0,685.0,P6(Flute 2)&P6(C Clarinet 1)&P3(C Clarinet 2)&P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P6(Flute 1)&U(C Clarinet 1)&P4(C Clarinet 2)&P4(D Horn 1)&P4(D Horn 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),,Main Part,P6(Flute 1)&U(Flute 2)&P4(C Clarinet 2)&P4(D Horn 1)&P4(D Horn 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P4(Viola)&P4(Violoncello)&P4(Contrabass),P3(Flute 1)&P4(Flute 2)&P4(C Clarinet 1)&U(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 2),P8(Bassoon 1),P3(Flute 1)&P4(Flute 2)&P4(C Clarinet 1)&U(C Clarinet 2)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&P4(Flute 2)&P4(C Clarinet 1)&U(C Clarinet 2)&U(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),,,P3(Flute 1)&P4(Flute 2)&P4(C Clarinet 1)&P8(C Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&P4(Flute 2)&P4(C Clarinet 1)&P8(C Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,,,,,P8(Main),P3(Flute 1)&P4(Flute 2)&P4(C Clarinet 1)&U(C Clarinet 2)&U(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&P4(Flute 2)&P4(C Clarinet 1)&P8(C Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Viola)&P8(Contrabass),P3(Flute 1)&P4(Flute 2)&P4(C Clarinet 1)&P8(C Clarinet 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Viola)&P8(Violoncello)
685.0,688.0,P3(Viola),,,Main Part,,,P8(Bassoon 2),P8(Bassoon 1),,,,,,,,,,,,P8(Main),P3(Flute 1),,
688.0,703.0,P8(Violin 1),,,Main Part,,,,,,,,,,,,,,,P8(Flute 1),,,,
703.0,709.0,,,Main Part,P8(C Clarinet 2)&P8(Bassoon 1)&P8(Viola),P8(Main)&U(Violin 2),P8(Oboe 2)&U(Bassoon 1)&P8(Viola),P8(Oboe 2)&U(C Clarinet 2)&P8(Viola),,,,,,,,,,,,,P8(Main)&U(C Clarinet 1),P8(Oboe 2)&P8(C Clarinet 2)&P8(Bassoon 1),P8(Contrabass),P8(Violoncello)
709.0,712.0,,P5(Violin 1),Main Part,P8(C Clarinet 2)&P8(Bassoon 1)&P8(Viola),P8(Main)&P8(Violin 2),P8(Oboe 2)&U(Bassoon 1)&P8(Viola),P8(Oboe 2)&U(C Clarinet 2)&P8(Viola),,,,,,,,,,,,P5(Flute 2),P8(Main)&P8(C Clarinet 1),P8(Oboe 2)&P8(C Clarinet 2)&P8(Bassoon 1),P8(Contrabass),P8(Violoncello)
712.0,715.0,,,Main Part,P3(Main)&P3(C Clarinet 1)&P3(Bassoon 2)&P3(Violin 2),P8(Main)&P3(Oboe 2)&P8(Violin 2),U(Bassoon 1)&P3(Violin 1)&P8(Viola),U(C Clarinet 2)&P3(Violin 1)&P8(Viola),P3(Oboe 2),,,,,,,,,,,P3(C Clarinet 2)&P3(Bassoon 1)&P3(Viola),P8(Main)&P3(Oboe 2)&P8(C Clarinet 1),P8(C Clarinet 2)&P8(Bassoon 1)&P3(Violin 1),P8(Contrabass),P8(Violoncello)
715.0,727.0,P8(Violin 1),Main Part,P8(C Clarinet 1)&P8(Violin 2),,P8(Oboe 1)&P8(Violin 2),P8(Viola),,,U(D Horn 2)&U(Bb (basso) Horn 3)&U(Bb (basso) Horn 4),U(D Horn 1)&U(Bb (basso) Horn 3)&U(Bb (basso) Horn 4),U(D Horn 1)&U(D Horn 2)&U(Bb (basso) Horn 4),U(D Horn 1)&U(D Horn 2)&U(Bb (basso) Horn 3),,,,,,,P8(Flute 1),P8(Oboe 1)&P8(C Clarinet 1),P8(C Clarinet 2),P8(Contrabass),P8(Violoncello)
727.0,739.0,P8(Oboe 1)&P8(C Clarinet 1)&P8(Bassoon 1),Main Part,P8(Flute 1)&P8(C Clarinet 1)&P8(Bassoon 1),,P8(Flute 1)&P8(Oboe 1)&P8(Bassoon 1),P8(Bassoon 2),P8(Flute 1)&P8(Oboe 1)&P8(C Clarinet 1),P8(C Clarinet 2),U(D Horn 2),U(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
739.0,751.0,P8(Oboe 1),Main Part,P8(Flute 1),,,P8(Main),,,U(D Horn 2),U(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,,P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
751.0,763.0,Main Part,,P8(Main)&P8(Bassoon 1),,,P8(Bassoon 2),P8(Main)&P8(Oboe 1),P8(C Clarinet 2),U(D Horn 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(D Horn 1)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),,,,,,,P8(D Horn 1)&P8(D Horn 2)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
763.0,775.0,Main Part,,,,,P8(Bassoon 2),,P8(C Clarinet 2),U(D Horn 2),U(D Horn 1),U(Bb (basso) Horn 4),U(Bb (basso) Horn 3),U(D Trumpet 2),U(D Trumpet 1),,,,,P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
775.0,781.0,Main Part,U(Main)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 2)&P8(C Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(C Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P3(Bassoon 1)&P3(Bassoon 2),,P3(Main)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&P8(Bassoon 2),P3(Main)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&P8(Bassoon 1),U(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2),U(D Horn 1)&P3(D Trumpet 1)&P3(D Trumpet 2),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),P3(D Horn 1)&P3(D Horn 2)&U(D Trumpet 2),P3(D Horn 1)&P3(D Horn 2)&U(D Trumpet 1),,,,,P8(Violin 2),P8(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
781.0,787.0,Main Part,P8(Main)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2),P8(Main)&P8(Flute 2)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&U(C Clarinet 1)&P8(C Clarinet 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&U(Oboe 2)&P8(C Clarinet 2),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1),P8(Bassoon 2),P8(Bassoon 1),P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),"P8(Bb (basso) Horn 4)&P8(F, F Timpani)","P8(Bb (basso) Horn 3)&U(F, F Timpani)",P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2),U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1),,,,P8(Bb (basso) Horn 3)&U(Bb (basso) Horn 4),P8(Violin 2),P8(Violin 1),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
