qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,C Clarinet 1,C Clarinet 2,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,C Trumpet 1,C Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1248.0,1252.0,Main Part,,,,,,P3(Viola)&P3(Violoncello)&P3(Contrabass),,P8(C Horn 2),P8(C Horn 1),,,,P8(Main),,P3(Bassoon 1)&P8(Violoncello)&P8(Contrabass),P3(Bassoon 1)&P8(Viola)&P8(Contrabass),P3(Bassoon 1)&P8(Viola)&P8(Violoncello)
1252.0,1257.0,P8(Violin 1),,Main Part,P4(Violin 2),P3(C Clarinet 2),P3(C Clarinet 1),,,P8(C Horn 2),P8(C Horn 1),,,,P8(Flute 1),P4(Oboe 2),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1257.0,1272.0,,,P8(C Clarinet 1),,P8(Oboe 1),,,,,,,,,Main Part,P8(Main),,P8(Contrabass),P8(Violoncello)
1272.0,1288.0,P8(Oboe 1),,P8(Flute 1),,,,,,P8(C Horn 2),P8(C Horn 1),U(C Trumpet 2),U(C Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1288.0,1304.0,P8(Oboe 1)&P8(C Clarinet 1)&P8(Violin 1),Main Part,P8(Flute 1)&P8(C Clarinet 1)&P8(Violin 1),,P8(Flute 1)&P8(Oboe 1)&P8(Violin 1),P8(Main),U(Bassoon 2)&P8(Violoncello)&P8(Contrabass),U(Bassoon 1)&P8(Violoncello)&P8(Contrabass),,,,P8(Timpani),P8(C Trumpet 2),P8(Flute 1)&P8(Oboe 1)&P8(C Clarinet 1),,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
1304.0,1312.0,P3(Flute 2)&P3(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&P8(Timpani),P3(Flute 1)&P8(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(Timpani),,P3(Flute 1)&P8(Flute 2)&P3(C Clarinet 1)&U(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(Timpani),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P3(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Horn 1)&P8(C Horn 2)&U(C Trumpet 1)&P8(C Trumpet 2)&P8(Timpani),P3(Flute 1)&P8(Flute 2)&U(Oboe 2)&P3(C Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P3(C Horn 1)&P3(C Horn 2)&P3(C Trumpet 1)&P3(C Trumpet 2)&P3(Timpani),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&U(Bassoon 2)&P8(C Horn 1)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&U(Timpani),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&U(Bassoon 1)&P8(C Horn 1)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2)&U(Timpani),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2)&P8(Timpani),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2)&U(Timpani),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&U(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2)&P8(Timpani),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1)&P8(Timpani),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(C Horn 1)&U(C Horn 2)&P8(C Trumpet 1)&P8(C Trumpet 2),,,,Main Part,P8(Main)
1312.0,1324.0,,,Main Part,,P8(Bassoon 1),,P8(C Clarinet 1),,,,,,,,,,P8(Contrabass),P8(Violoncello)
1324.0,1348.0,,P3(Oboe 2),,P3(Flute 2),Main Part,P8(Bassoon 2),P8(Main),P8(C Clarinet 2),,,,,,,,,P8(Contrabass),P8(Violoncello)
1348.0,1427.0,,,,,,,,,,,P8(C Trumpet 2),P8(C Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
1427.0,1443.0,,,P8(Bassoon 1),,U(C Clarinet 2),U(C Clarinet 1),P8(Oboe 1),,P8(C Horn 2)&P8(C Trumpet 1)&U(C Trumpet 2),P8(C Horn 1)&P8(C Trumpet 1)&P8(C Trumpet 2),P8(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 2),U(C Horn 1)&P8(C Horn 2)&P8(C Trumpet 1),,Main Part,P8(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1443.0,1459.0,,P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2),P8(Bassoon 1),P8(Flute 2)&U(C Clarinet 1)&U(C Clarinet 2),P8(Flute 2)&U(Oboe 2)&U(C Clarinet 2),P8(Flute 2)&U(Oboe 2)&U(C Clarinet 1),P8(Oboe 1),,,,,,,Main Part,P8(Main),,P8(Contrabass),P8(Violoncello)
1459.0,1495.0,,,,,,,P8(Bassoon 2),P8(Bassoon 1),,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
1495.0,1511.0,P8(Oboe 1)&P8(C Clarinet 1),P8(Oboe 2)&P8(C Clarinet 2),P8(Flute 1)&U(C Clarinet 1),P8(Flute 2)&U(C Clarinet 2),P8(Flute 1)&U(Oboe 1),P8(Flute 2)&U(Oboe 2),,,,,U(C Trumpet 2),U(C Trumpet 1),,Main Part,P3(Viola),P3(Violin 2),P8(Contrabass),P8(Violoncello)
1511.0,1527.0,P8(Oboe 1)&P8(C Clarinet 1),P8(Oboe 2)&P8(C Clarinet 2),P8(Flute 1)&U(C Clarinet 1),P8(Flute 2)&U(C Clarinet 2),P8(Flute 1)&U(Oboe 1),P8(Flute 2)&U(Oboe 2),,,,,,,,Main Part,P3(Viola),P3(Violin 2),P8(Contrabass),P8(Violoncello)
1527.0,1572.0,P8(C Clarinet 1)&P8(Bassoon 1),P8(Oboe 2)&P8(Bassoon 2)&P8(Violin 2),,P8(Flute 2)&P8(Bassoon 2)&P8(Violin 2),P8(Flute 1)&P8(Bassoon 1),,P8(Flute 1)&P8(C Clarinet 1),P8(Flute 2)&P8(Oboe 2)&P8(Violin 2),,,,,,Main Part,P8(Flute 2)&P8(Oboe 2)&P8(Bassoon 2),,P8(Contrabass),P8(Violoncello)
