qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,Violin 1,Violin 2,Viola,Violoncello,Contrabass
634.0,636.0,U(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Flute 1)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P5(Flute 1)&P5(Flute 2)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P5(Viola)&P5(Violoncello)&P5(Contrabass),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P5(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2)&P5(Viola)&P5(Violoncello)&P5(Contrabass),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P3(F Horn 1)&P3(F Horn 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P5(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&U(F Horn 2)&P5(Viola)&P5(Violoncello)&P5(Contrabass),P5(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&U(F Horn 1)&P5(Viola)&P5(Violoncello)&P5(Contrabass),Main Part,,P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2)&P8(Viola)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2)&P8(Viola)&P8(Violoncello)
636.0,638.0,U(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2),U(Flute 1)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2),P5(Flute 1)&P5(Flute 2)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(F Horn 1)&P3(F Horn 2),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P5(F Horn 1)&P5(F Horn 2),P5(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P3(Bassoon 2)&P8(F Horn 1)&P8(F Horn 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P3(F Horn 1)&P3(F Horn 2),P5(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&U(F Horn 2),P5(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&U(F Horn 1),,,Main Part,P8(Main)&P8(Contrabass),P8(Main)&P8(Violoncello)
638.0,640.0,,,,,,,,,,,Main Part,,,,
640.0,642.0,,,,,,,,,,,,Main Part,,,
642.0,648.0,,,,,,,,,,,Main Part,P8(Main),,,
648.0,649.0,,,,,,,Main Part,,,,,,,,
649.0,650.0,,,,,,,,,,,Main Part,,,,
650.0,651.0,,,,,,,Main Part,,,,,,,,
651.0,656.5,,,,,,,,,,,Main Part,,,,
656.5,660.0,,,,,,,P8(Main),,,,Main Part,P8(Viola),P8(Violin 2),,
660.0,664.0,,,U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Violoncello),U(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Violoncello),P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 2)&P8(Violoncello),P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1)&P8(Violoncello),P8(Viola),,,,,Main Part,P8(Bassoon 1),P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),
664.0,668.0,,,Main Part,P8(Bb Clarinet 2),,P8(Oboe 2),P8(Viola),P3(Contrabass),,,,,P8(Bassoon 1),,P3(Bassoon 2)
668.0,676.0,P6(Oboe 2),,,P6(Flute 1),P6(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),P6(Bb Clarinet 1)&P4(Bassoon 1)&P6(Bassoon 2),P3(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bassoon 2),P8(Bb Clarinet 1)&P6(Bb Clarinet 2)&P3(Bassoon 1),,,Main Part,,P8(Violoncello),P8(Viola),
676.0,684.0,,,Main Part,,P6(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P6(Violin 1),P6(Bb Clarinet 1)&P4(Bassoon 1)&P6(Bassoon 2)&P8(Violin 1),P3(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bassoon 2)&P4(Violin 1),P8(Bb Clarinet 1)&P6(Bb Clarinet 2)&P3(Bassoon 1)&P6(Violin 1),,,P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2),,P8(Violoncello),P8(Viola),
684.0,692.0,P3(Flute 2)&P5(Oboe 1),P3(Flute 1)&P3(Oboe 1),P5(Flute 1)&P3(Flute 2),,P3(Bassoon 1)&P8(Bassoon 2)&U(Violin 2),,P3(Bb Clarinet 1)&P3(Bassoon 2)&P3(Violin 2),P8(Bb Clarinet 1)&P3(Bassoon 1)&P8(Violin 2),,,Main Part,U(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2),P8(Violoncello),P8(Viola),
692.0,700.0,P3(Flute 2)&P5(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P5(Bassoon 2),P3(Flute 1)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),Main Part,,P5(Flute 1)&P3(Flute 2)&P5(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P3(Flute 2)&P5(Bb Clarinet 1)&P3(Bassoon 1)&P5(Bassoon 2),P3(Flute 1)&P8(Flute 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2),P5(Flute 1)&P3(Flute 2)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P3(Bassoon 1),,,,,P8(Violoncello),P8(Viola),
700.0,708.0,,P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Oboe 2),P3(Oboe 1),P3(Flute 2)&P5(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),P3(Flute 2)&P5(Bb Clarinet 1)&P3(Bassoon 1)&P5(Bassoon 2),P8(Flute 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2),P3(Flute 2)&P8(Bb Clarinet 1)&P5(Bb Clarinet 2)&P3(Bassoon 1),,,Main Part,,P8(Violoncello),P8(Viola),
708.0,716.0,,P3(Bassoon 2),P3(Oboe 2)&P5(Bb Clarinet 1),P3(Oboe 1)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Violin 1),P5(Oboe 1)&P3(Oboe 2),P3(Oboe 2)&P5(Violin 1),P3(Bassoon 2),P3(Flute 2)&P3(Bassoon 1),,,P3(Oboe 2)&P5(Bb Clarinet 2),Main Part,P8(Violoncello),P8(Viola),
716.0,724.0,U(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P5(Violin 1)&P3(Violin 2)&P8(Viola),U(Flute 1)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P5(Violin 1)&P3(Violin 2)&P8(Viola),P5(Flute 1)&P5(Flute 2)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&U(Violin 1)&P3(Violin 2)&P5(Viola),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(Violin 1)&U(Violin 2)&P3(Viola),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P5(Violin 1)&P3(Violin 2)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P5(Violin 1)&P3(Violin 2)&U(Viola),P5(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P3(Bassoon 2)&P8(Violin 1)&P3(Violin 2)&P5(Viola),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P3(Violin 1)&P8(Violin 2)&P3(Viola),,,P5(Flute 1)&P5(Flute 2)&U(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Violin 2)&P5(Viola),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(Violin 1)&P3(Viola),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P5(Violin 1)&P3(Violin 2),Main Part,P8(Main)
724.0,726.0,U(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P3(Violin 2),U(Flute 1)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P3(Violin 2),P5(Flute 1)&P5(Flute 2)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Violin 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&U(Violin 2),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P3(Violin 2),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P3(Violin 2),P5(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P3(Bassoon 2)&P3(Violin 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Violin 2),,,,P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),Main Part,P8(Main)&P8(Contrabass),P8(Main)&P8(Violoncello)
726.0,728.0,U(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(Flute 1)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P5(Flute 1)&P5(Flute 2)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P5(Viola)&P5(Violoncello)&P5(Contrabass),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P5(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P3(Bassoon 2)&P5(Viola)&P5(Violoncello)&P5(Contrabass),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),,,Main Part,,P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&U(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P8(Viola)&P8(Violoncello)
728.0,730.0,U(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2),U(Flute 1)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2),P5(Flute 1)&P5(Flute 2)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P5(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2),P5(Flute 1)&P5(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P5(Bb Clarinet 1)&P5(Bb Clarinet 2)&P3(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1),,,,,Main Part,P8(Main)&P8(Contrabass),P8(Main)&P8(Violoncello)
730.0,732.0,,,,,,,,,,,Main Part,,,,
732.0,734.0,,,,,,,,,,,,Main Part,,,
734.0,740.0,,,,,,,,,,,Main Part,P8(Main),,,
740.0,741.0,,,,,,,Main Part,,,,,,,,
741.0,742.0,,,,,,,,,,,Main Part,,,,
742.0,743.0,,,,,,,Main Part,,,,,,,,
743.0,748.5,,,,,,,,,,,Main Part,,,,
748.5,752.0,,,,,,,P8(Main),,,,Main Part,P8(Viola),P8(Violin 2),,
752.0,756.0,U(Oboe 1)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Violoncello),,U(Flute 1)&U(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Violoncello),U(Flute 1)&U(Oboe 1)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Violoncello),P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 2)&P8(Violoncello),P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&U(Bb Clarinet 1)&P8(Violoncello),P8(Viola),,,,,Main Part,P8(Bassoon 1),P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),
756.0,768.0,Main Part,,,,U(Bb Clarinet 2),U(Bb Clarinet 1),,,,,,,,,
768.0,776.0,P6(Flute 2)&P8(Bassoon 1)&P6(Bassoon 2),P6(Flute 1)&P6(Bassoon 1)&P8(Bassoon 2),,,,,P8(Flute 1)&P6(Flute 2)&P6(Bassoon 2),P6(Flute 1)&P8(Flute 2)&P6(Bassoon 1),,,,,Main Part,,
776.0,784.0,,,,,,,U(Bassoon 2)&P5(Violin 2),U(Bassoon 1)&P5(Violin 2),,,,P5(Bassoon 1)&P5(Bassoon 2),Main Part,,
784.0,792.0,,,,,,,,,,,Main Part,,,,
792.0,800.0,U(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),U(Flute 1)&P3(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2),P3(Flute 1)&P3(Flute 2)&P8(Oboe 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2),P3(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&U(Bb Clarinet 2),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&U(Bb Clarinet 1),,,P8(F Horn 2),P8(F Horn 1),Main Part,,,,
800.0,808.0,Main Part,U(Main)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&U(Violin 2)&P8(Viola)&P3(Violoncello)&P3(Contrabass),P8(Oboe 2)&P8(F Horn 1)&P8(F Horn 2)&U(Violin 1),P8(Oboe 1)&P8(F Horn 1)&P8(F Horn 2)&P8(Violin 1),P8(Main)&P8(Flute 2)&U(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(Violin 2)&U(Viola)&P3(Violoncello)&P3(Contrabass),P8(Main)&P8(Flute 2)&U(Bb Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(Violin 2)&U(Viola)&P3(Violoncello)&P3(Contrabass),P3(Main)&P3(Flute 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&U(Bassoon 2)&P3(Violin 2)&P3(Viola)&U(Violoncello)&P8(Contrabass),P3(Main)&P3(Flute 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&U(Bassoon 1)&P3(Violin 2)&P3(Viola)&U(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(F Horn 2)&P8(Violin 1),P8(Oboe 1)&P8(Oboe 2)&P8(F Horn 1)&P8(Violin 1),U(Oboe 1)&P8(Oboe 2)&P8(F Horn 1)&P8(F Horn 2),U(Main)&U(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(Viola)&P3(Violoncello)&P3(Contrabass),P8(Main)&P8(Flute 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Main)&P3(Flute 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P3(Violin 2)&P3(Viola)&P8(Contrabass),P3(Main)&P3(Flute 2)&P3(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P3(Violin 2)&P3(Viola)&P8(Violoncello)
808.0,816.0,Main Part,U(Main)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Violin 2)&P8(Viola),P8(Oboe 2)&P8(F Horn 1)&P8(F Horn 2)&U(Violin 1),P8(Oboe 1)&P8(F Horn 1)&P8(F Horn 2)&P8(Violin 1),P8(Main)&P8(Flute 2)&U(Bb Clarinet 2)&P8(Violin 2)&U(Viola),P8(Main)&P8(Flute 2)&U(Bb Clarinet 1)&P8(Violin 2)&U(Viola),U(Bassoon 2)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(F Horn 2)&P8(Violin 1),P8(Oboe 1)&P8(Oboe 2)&P8(F Horn 1)&P8(Violin 1),U(Oboe 1)&P8(Oboe 2)&P8(F Horn 1)&P8(F Horn 2),U(Main)&U(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Viola),P8(Main)&P8(Flute 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Violin 2),U(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
816.0,820.0,Main Part,U(Main)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Violin 2)&P8(Viola),P8(Oboe 2)&P8(F Horn 1)&P8(F Horn 2)&U(Violin 1),P8(Oboe 1)&P8(F Horn 1)&P8(F Horn 2)&P8(Violin 1),P8(Main)&P8(Flute 2)&U(Bb Clarinet 2)&P8(Violin 2)&U(Viola),P8(Main)&P8(Flute 2)&U(Bb Clarinet 1)&P8(Violin 2)&U(Viola),U(Bassoon 2)&U(Violoncello)&P8(Contrabass),U(Bassoon 1)&U(Violoncello)&P8(Contrabass),P8(Oboe 1)&P8(Oboe 2)&P8(F Horn 2)&P8(Violin 1),P8(Oboe 1)&P8(Oboe 2)&P8(F Horn 1)&P8(Violin 1),U(Oboe 1)&P8(Oboe 2)&P8(F Horn 1)&P8(F Horn 2),U(Main)&U(Flute 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Viola),P8(Main)&P8(Flute 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Violin 2),U(Bassoon 1)&U(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
820.0,824.5,Main Part,U(Main)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Viola),P8(Oboe 2),P8(Oboe 1),P8(Main)&P8(Flute 2)&U(Bb Clarinet 2)&U(Viola),P8(Main)&P8(Flute 2)&U(Bb Clarinet 1)&U(Viola),U(Bassoon 2),U(Bassoon 1),P8(F Horn 2),P8(F Horn 1),,,P8(Main)&P8(Flute 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2),P8(Contrabass),P8(Violoncello)
824.5,826.5,,,,,,,,,P8(F Horn 2)&P3(Violin 1)&P4(Violoncello)&P4(Contrabass),P8(F Horn 1)&P3(Violin 1)&P4(Violoncello)&P4(Contrabass),P3(F Horn 1)&P3(F Horn 2)&P6(Violoncello)&P6(Contrabass),Main Part,,P4(F Horn 1)&P4(F Horn 2)&P6(Violin 1)&P8(Contrabass),P4(F Horn 1)&P4(F Horn 2)&P6(Violin 1)&P8(Violoncello)
826.5,828.5,,,,,,,,,P8(F Horn 2)&P3(Violin 1)&P4(Contrabass),P8(F Horn 1)&P3(Violin 1)&P4(Contrabass),P3(F Horn 1)&P3(F Horn 2)&P6(Contrabass),,Main Part,,P4(F Horn 1)&P4(F Horn 2)&P6(Violin 1)
828.5,830.5,,,,,,,,,P8(F Horn 2)&P3(Violin 1)&P4(Contrabass),P8(F Horn 1)&P3(Violin 1)&P4(Contrabass),P3(F Horn 1)&P3(F Horn 2)&P6(Contrabass),P8(Viola),P8(Violin 2),Main Part,P4(F Horn 1)&P4(F Horn 2)&P6(Violin 1)
830.5,844.5,,,,,,,,,,,,Main Part,P8(Main),,
844.5,852.5,,,,,,,,,,,Main Part,,U(Violoncello),U(Viola),
852.5,856.5,,,,,P8(Bassoon 1)&P8(Bassoon 2),P8(Contrabass),P8(Bb Clarinet 1)&U(Bassoon 2),P8(Bb Clarinet 1)&U(Bassoon 1),,,,Main Part,U(Violoncello),U(Viola),P8(Bb Clarinet 2)
856.5,868.0,,,,,Main Part,,,,,,,,,,
