qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,Trombone 1,Trombone 2,Trombone 3,Violin 1,Violin 2,Viola,Violoncello,Contrabass
255.0,166.3043,64,4.0,r,r,r,r,r,r,C#4,A3,G3,G2,r,r,r,D6,D5,B-3,C#4,G1
255.3333,166.5217,64,4.3333,r,r,r,r,r,r,C#4,A3,G3,G2,r,r,r,C#6,C#5,B-3,C#4,G1
255.5,166.6304,64,4.5,r,r,r,r,r,r,D4,B3,G3,G2,r,r,r,C#6,C#5,B3,D4,G1
255.6667,166.7392,64,4.6667,r,r,r,r,r,r,D4,B3,G3,G2,r,r,r,D6,D5,B3,D4,G1
256.0,166.9565,65,1.0,r,r,r,r,r,r,E-4,B3,G3,G2,r,r,r,D6,D5,B3,E-4,C2
256.3333,167.1739,65,1.3333,r,r,r,r,r,r,E-4,B3,G3,G2,r,r,r,E-6,E-5,B3,E-4,C2
256.5,167.2826,65,1.5,r,r,r,r,r,r,E4,C4,G3,G2,r,r,r,E-6,E-5,C4,E4,C2
256.6667,167.3913,65,1.6667,r,r,r,r,r,r,E4,C4,G3,G2,r,r,r,E6,E5,C4,E4,C2
257.0,167.6087,65,2.0,r,r,r,r,r,r,C#4,B-3,G3,G2,r,r,r,E6,E5,B-3,C#4,G1
257.3333,167.8261,65,2.3333,r,r,r,r,r,r,C#4,B-3,G3,G2,r,r,r,C#6,C#5,B-3,C#4,G1
257.5,167.9348,65,2.5,r,r,r,r,r,r,D4,B3,G3,G2,r,r,r,C#6,C#5,B3,D4,G1
257.6667,168.0435,65,2.6667,r,r,r,r,r,r,D4,B3,G3,G2,r,r,r,D6,D5,B3,D4,G1
258.0,168.2609,65,3.0,r,r,r,r,r,r,E-4,B3,G3,G2,r,r,r,D6,D5,B3,E-4,C2
258.3333,168.4782,65,3.3333,r,r,r,r,r,r,E-4,B3,G3,G2,r,r,r,E-6,E-5,B3,E-4,C2
258.5,168.587,65,3.5,r,r,r,r,r,r,E4,C4,G3,G2,r,r,r,E-6,E-5,C4,E4,C2
258.6667,168.6957,65,3.6667,r,r,r,r,r,r,E4,C4,G3,G2,r,r,r,E6,E5,C4,E4,C2
259.0,168.913,65,4.0,r,r,r,r,r,r,D4,B3,F#3,F#2,r,r,r,E6,E5,B3,D4,D2
259.3333,169.1304,65,4.3333,r,r,r,r,r,r,D4,B3,F#3,F#2,r,r,r,D6,D5,B3,D4,D2
259.5,169.2391,65,4.5,r,r,r,r,r,r,C4,A3,F#3,F#2,r,r,r,D6,D5,A3,C4,D2
259.6667,169.3478,65,4.6667,r,r,r,r,r,r,C4,A3,F#3,F#2,r,r,r,C6,C5,A3,C4,D2
260.0,169.5652,66,1.0,r,r,r,r,r,r,B-3,F#3,G3,G2,r,r,r,C6,C5,F#3,B-3,G2
260.3333,169.7826,66,1.3333,r,r,r,r,r,r,B-3,F#3,G3,G2,r,r,r,B-5,B-4,F#3,B-3,G2
260.5,169.8913,66,1.5,r,r,r,r,r,r,B3,G3,G3,G2,r,r,r,B-5,B-4,G3,B3,G2
260.6667,170.0,66,1.6667,r,r,r,r,r,r,B3,G3,G3,G2,r,r,r,B5,B4,G3,B3,G2
261.0,170.2174,66,2.0,r,r,r,r,r,r,C#4,B-3,G3,G3,r,r,r,B5,B4,B-3,C#4,B1
261.3333,170.4348,66,2.3333,r,r,r,r,r,r,C#4,B-3,G3,G3,r,r,r,C#6,C#5,B-3,C#4,B1
261.5,170.5435,66,2.5,r,r,r,r,r,r,D4,B3,G3,G3,r,r,r,C#6,C#5,B3,D4,B1
261.6667,170.6522,66,2.6667,r,r,r,r,r,r,D4,B3,G3,G3,r,r,r,D6,D5,B3,D4,B1
262.0,170.8696,66,3.0,r,r,r,r,r,r,A4,C4,D4,A3,r,r,r,D6,D5,C4,A4,D2
262.3333,171.0869,66,3.3333,r,r,r,r,r,r,A4,C4,D4,A3,r,r,r,A6,A5,C4,A4,D2
262.5,171.1957,66,3.5,r,r,r,r,r,r,E4,C4,D4,A3,r,r,r,A6,A5,C4,E4,D2
262.6667,171.3044,66,3.6667,r,r,r,r,r,r,E4,C4,D4,A3,r,r,r,E6,E5,C4,E4,D2
263.0,171.5217,66,4.0,r,r,r,r,r,r,G4,C4,D4,A3,r,r,r,E6,E5,C4,G4,D2
263.3333,171.7391,66,4.3333,r,r,r,r,r,r,G4,C4,D4,A3,r,r,r,G6,G5,C4,G4,D2
263.5,171.8478,66,4.5,r,r,r,r,r,r,F#4,C4,D4,A3,r,r,r,G6,G5,C4,F#4,D2
263.6667,171.9565,66,4.6667,r,r,r,r,r,r,F#4,C4,D4,A3,r,r,r,F#6,F#5,C4,F#4,D2
264.0,172.1739,67,1.0,r,r,r,r,r,r,G4,B3,B3,G3,r,r,r,F#6,F#5,B3,G4,G1
264.3333,172.3913,67,1.3333,r,r,r,r,r,r,G4,B3,B3,G3,r,r,r,G6,G5,B3,G4,G1
264.5,172.5,67,1.5,r,r,r,r,r,r,C#4,B-3,B3,G3,r,r,r,G6,G5,B-3,C#4,G1
264.6667,172.6087,67,1.6667,r,r,r,r,r,r,C#4,B-3,B3,G3,r,r,r,C#6,C#5,B-3,C#4,G1
265.0,172.8261,67,2.0,r,r,r,r,r,r,D4,B3,B3,G3,r,r,r,C#6,C#5,B3,D4,G1
265.3333,173.0435,67,2.3333,r,r,r,r,r,r,D4,B3,B3,G3,r,r,r,D6,D5,B3,D4,G1
265.5,173.1522,67,2.5,r,r,r,r,r,r,B-3,F#3,B3,G3,r,r,r,D6,D5,F#3,B-3,G1
265.6667,173.2609,67,2.6667,r,r,r,r,r,r,B-3,F#3,B3,G3,r,r,r,B-5,B-4,F#3,B-3,G1
266.0,173.4783,67,3.0,r,r,r,r,r,r,B3,G3,B3,G3,r,r,r,B-5,B-4,G3,B3,G1
266.3333,173.6956,67,3.3333,r,r,r,r,r,r,B3,G3,B3,G3,r,r,r,B5,B4,G3,B3,G1
266.5,173.8043,67,3.5,r,r,r,r,r,r,B3,G3,B3,G3,r,r,r,B5,B4,G3,G3,G1
266.6667,173.9131,67,3.6667,r,r,r,r,r,r,B3,G3,B3,G3,r,r,r,G5,G4,G3,G3,G1
267.0,174.1304,67,4.0,r,r,r,r,B3,B3,B2,G2,G3,G2,r,r,r,G5,G4,C#3,C#3,G2
267.3333,174.3478,67,4.3333,r,r,r,r,B3,B3,B2,G2,G3,G2,r,r,r,C#5,C#4,C#3,C#3,G2
267.5,174.4565,67,4.5,r,r,r,r,B3,B3,B2,G2,G3,G2,r,r,r,C#5,C#4,D3,D3,G2
267.6667,174.5652,67,4.6667,r,r,r,r,B3,B3,B2,G2,G3,G2,r,r,r,D5,D4,D3,D3,G2
268.0,174.7826,68,1.0,r,r,r,r,B-3,B-3,B-2,E-2,G3,G2,r,r,r,D5,D4,E-3,E-3,E-2
268.3333,175.0,68,1.3333,r,r,r,r,B-3,B-3,B-2,E-2,G3,G2,r,r,r,E-5,E-4,E-3,E-3,E-2
268.5,175.1087,68,1.5,r,r,r,r,B-3,B-3,B-2,E-2,G3,G2,r,r,r,E-5,E-4,D3,D3,E-2
268.6667,175.2174,68,1.6667,r,r,r,r,B-3,B-3,B-2,E-2,G3,G2,r,r,r,D5,D4,D3,D3,E-2
269.0,175.4348,68,2.0,r,r,r,r,B3,B3,B2,G2,G3,G2,r,r,r,D5,D4,C#3,C#3,G2
269.3333,175.6522,68,2.3333,r,r,r,r,B3,B3,B2,G2,G3,G2,r,r,r,C#5,C#4,C#3,C#3,G2
269.5,175.7609,68,2.5,r,r,r,r,B3,B3,B2,G2,G3,G2,r,r,r,C#5,C#4,D3,D3,G2
269.6667,175.8696,68,2.6667,r,r,r,r,B3,B3,B2,G2,G3,G2,r,r,r,D5,D4,D3,D3,G2
270.0,176.087,68,3.0,r,r,r,r,B-3,B-3,B-2,E2,G3,G2,r,r,r,D5,D4,E-3,E-3,E-2
270.3333,176.3043,68,3.3333,r,r,r,r,B-3,B-3,B-2,E2,G3,G2,r,r,r,E-5,E-4,E-3,E-3,E-2
270.5,176.413,68,3.5,r,r,r,r,B-3,B-3,B-2,E2,G3,G2,r,r,r,E-5,E-4,G3,G3,E-2
270.6667,176.5218,68,3.6667,r,r,r,r,B-3,B-3,B-2,E2,G3,G2,r,r,r,G5,G4,G3,G3,E-2
271.0,176.7391,68,4.0,r,r,r,r,E-4,B-3,E-3,G2,B-3,G3,r,r,r,G5,G4,E-3,A2,G2
271.3333,176.9565,68,4.3333,r,r,r,r,E-4,B-3,E-3,G2,B-3,G3,r,r,r,A4,A3,E-3,A2,G2
271.5,177.0652,68,4.5,r,r,r,r,E-4,B-3,E-3,G2,B-3,G3,r,r,r,A4,A3,G3,B-2,G2
271.6667,177.1739,68,4.6667,r,r,r,r,E-4,B-3,E-3,G2,B-3,G3,r,r,r,B-4,B-3,G3,B-2,G2
272.0,177.3913,69,1.0,r,r,r,r,D4,B3,D3,G2,B3,G3,r,r,r,B-4,B-3,G3,B-2,D2
272.3333,177.6087,69,1.3333,r,r,r,r,D4,B3,D3,G2,B3,G3,r,r,r,B-4,B-3,G3,B-2,D2
272.5,177.7174,69,1.5,r,r,r,r,D4,B3,D3,G2,B3,G3,r,r,r,B-4,B-3,D3,B2,D2
272.6667,177.8261,69,1.6667,r,r,r,r,D4,B3,D3,G2,B3,G3,r,r,r,B4,B3,D3,B2,D2
273.0,178.0435,69,2.0,r,r,r,r,G4,D4,G3,B2,B3,G3,r,r,r,B4,B3,G3,C#3,B1
273.3333,178.2608,69,2.3333,r,r,r,r,G4,D4,G3,B2,B3,G3,r,r,r,C#5,C#4,G3,C#3,B1
273.5,178.3696,69,2.5,r,r,r,r,G4,D4,G3,B2,B3,G3,r,r,r,C#5,C#4,B3,D3,B1
273.6667,178.4783,69,2.6667,r,r,r,r,G4,D4,G3,B2,B3,G3,r,r,r,D5,D4,B3,D3,B1
274.0,178.6957,69,3.0,r,r,r,r,A4,C4,A3,D3,C4,C3,r,r,r,D5,D4,C4,A3,D2
274.3333,178.913,69,3.3333,r,r,r,r,A4,C4,A3,D3,C4,C3,r,r,r,A5,A4,C4,A3,D2
274.5,179.0217,69,3.5,r,r,r,r,A4,C4,A3,D3,C4,C3,r,r,r,A5,A4,C4,E3,D2
274.6667,179.1305,69,3.6667,r,r,r,r,A4,C4,A3,D3,C4,C3,r,r,r,E5,E4,C4,E3,D2
275.0,179.3478,69,4.0,r,r,r,r,A4,C4,A3,D3,C4,C3,r,r,r,E5,E4,C4,G3,D2
275.3333,179.5652,69,4.3333,r,r,r,r,A4,C4,A3,D3,C4,C3,r,r,r,G5,G4,C4,G3,D2
275.5,179.6739,69,4.5,r,r,r,r,A4,C4,A3,D3,C4,C3,r,r,r,G5,G4,A3,F#3,D2
275.6667,179.7826,69,4.6667,r,r,r,r,A4,C4,A3,D3,C4,C3,r,r,r,F#5,F#4,A3,F#3,D2
276.0,180.0,70,1.0,r,r,r,r,C4,A3,A3,D3,C4,C3,r,r,r,F#5,F#4,C4,A3,D2
276.3333,180.2174,70,1.3333,r,r,r,r,C4,A3,A3,D3,C4,C3,r,r,r,A4,A4,C4,A3,D2
276.5,180.3261,70,1.5,r,r,r,r,C4,A3,A3,D3,C4,C3,r,r,r,A4,A4,C4,E3,D2
276.6667,180.4348,70,1.6667,r,r,r,r,C4,A3,A3,D3,C4,C3,r,r,r,E4,E4,C4,E3,D2
277.0,180.6522,70,2.0,r,r,r,r,r,r,A3,D3,C4,C3,r,r,r,E4,E4,C4,G3,D2
277.3333,180.8695,70,2.3333,r,r,r,r,r,r,A3,D3,C4,C3,r,r,r,G4,G4,C4,G3,D2
277.5,180.9783,70,2.5,r,r,r,r,r,r,A3,D3,C4,C3,r,r,r,G4,G4,A3,F#3,D2
277.6667,181.087,70,2.6667,r,r,r,r,r,r,A3,D3,C4,C3,r,r,r,F#4,F#4,A3,F#3,D2
278.0,181.3043,70,3.0,r,r,r,r,r,r,A3,C3,r,r,r,r,r,r,F#4,A3,A3,C2
278.3333,181.5217,70,3.3333,r,r,r,r,r,r,A3,C3,r,r,r,r,r,r,A4,A3,A3,C2
278.5,181.6304,70,3.5,r,r,r,r,r,r,A3,C3,r,r,r,r,r,r,A4,A3,E3,C2
278.6667,181.7392,70,3.6667,r,r,r,r,r,r,A3,C3,r,r,r,r,r,r,E4,A3,E3,C2
279.0,181.9565,70,4.0,r,r,r,r,r,r,A3,C3,r,r,r,r,r,r,E4,A3,G3,C2
279.3333,182.1739,70,4.3333,r,r,r,r,r,r,A3,C3,r,r,r,r,r,r,G4,A3,G3,C2
279.5,182.2826,70,4.5,r,r,r,r,r,r,A3,C3,r,r,r,r,r,r,G4,A3,F#3,C2
279.6667,182.3913,70,4.6667,r,r,r,r,r,r,A3,C3,r,r,r,r,r,r,F#4,A3,F#3,C2
280.0,182.6087,71,1.0,r,r,r,r,r,r,F#3,B2,r,r,r,r,r,B4,E-4,F#4,F#3,B1
280.3333,182.8261,71,1.3333,r,r,r,r,r,r,F#3,B2,r,r,r,r,r,B4,E-4,F4,F3,B1
280.6667,183.0435,71,1.6667,r,r,r,r,r,r,F#3,B2,r,r,r,r,r,B4,E-4,F#4,F#3,B1
281.0,183.2609,71,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,F#4,F#3,r
281.3333,183.4782,71,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E4,G4,G3,r
281.5,183.587,71,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,C#4,G4,G3,r
281.6667,183.6957,71,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,C#4,F#4,F#3,r
282.0,183.913,71,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E-4,F#4,F#3,r
282.3333,184.1304,71,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,E-4,F4,F3,r
282.5,184.2391,71,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,F#4,F4,F3,r
282.6667,184.3478,71,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,F#4,F#4,F#3,r
283.0,184.5652,71,4.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,C#5,F#4,F#3,r
283.3333,184.7826,71,4.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,C#5,G4,G3,r
283.5,184.8913,71,4.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,B-4,G4,G3,r
283.6667,185.0,71,4.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,B-4,F#4,F#3,r
284.0,185.2174,72,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B4,F#4,F#3,r
284.3333,185.4348,72,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B4,F4,F3,r
284.5,185.5435,72,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E-5,F4,F3,r
284.6667,185.6522,72,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E-5,F#4,F#3,r
285.0,185.8696,72,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,C#6,E5,G#4,G#3,r
285.3333,186.0869,72,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,C#6,E5,F#4,F#3,r
285.5,186.1957,72,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,C#5,F#4,F#3,r
285.6667,186.3044,72,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,C#5,E4,E3,r
286.0,186.5217,72,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,F#4,E-4,E-3,r
286.3333,186.7391,72,3.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,F#4,F#4,F#3,r
286.5,186.8478,72,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,E-5,F#4,F#3,r
286.6667,186.9565,72,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,E-5,B4,B3,r
287.0,187.1739,72,4.0,r,r,r,r,r,r,F#4,E-4,r,r,r,r,r,F#5,E-5,B4,B3,r
287.3333,187.3913,72,4.3333,r,r,r,r,r,r,F#4,E-4,r,r,r,r,r,F#5,E-5,C5,C4,r
287.6667,187.6087,72,4.6667,r,r,r,r,r,r,F#4,E-4,r,r,r,r,r,F#5,E-5,B4,B3,r
288.0,187.8261,73,1.0,r,r,r,r,r,r,G4,E4,r,r,r,r,r,G5,E5,B4,B3,r
288.3333,188.0435,73,1.3333,r,r,r,r,r,r,G4,E4,r,r,r,r,r,G5,E5,B-4,B-3,r
288.6667,188.2609,73,1.6667,r,r,r,r,r,r,G4,E4,r,r,r,r,r,G5,E5,B4,B3,r
289.0,188.4783,73,2.0,r,r,r,r,r,r,F#4,E-4,r,r,r,r,r,F#5,E-5,B4,B3,r
289.3333,188.6956,73,2.3333,r,r,r,r,r,r,F#4,E-4,r,r,r,r,r,F#5,E-5,C5,C4,r
289.6667,188.9131,73,2.6667,r,r,r,r,r,r,F#4,E-4,r,r,r,r,r,F#5,E-5,B4,B3,r
290.0,189.1304,73,3.0,r,r,r,r,r,r,G4,E4,r,r,r,r,r,G5,E5,B4,B3,r
290.3333,189.3478,73,3.3333,r,r,r,r,r,r,G4,E4,r,r,r,r,r,G5,E5,B-4,B-3,r
290.6667,189.5652,73,3.6667,r,r,r,r,r,r,G4,E4,r,r,r,r,r,G5,E5,B4,B3,r
291.0,189.7826,73,4.0,D6,B5,D5,B4,D5,B4,D4,B3,D4,G3,r,r,r,G5,G4,G3,G2,r
291.3333,190.0,73,4.3333,D6,B5,D5,B4,D5,B4,D4,B3,D4,G3,r,r,r,A5,A4,G3,G2,r
291.6667,190.2174,73,4.6667,D6,B5,D5,B4,D5,B4,D4,B3,D4,G3,r,r,r,G5,G4,G3,G2,r
292.0,190.4348,74,1.0,E6,C6,E5,C5,E5,C5,E4,C4,E4,C4,r,r,r,G5,G4,C4,C3,r
292.3333,190.6522,74,1.3333,E6,C6,E5,C5,E5,C5,E4,C4,E4,C4,r,r,r,F#5,F#4,C4,C3,r
292.6667,190.8696,74,1.6667,E6,C6,E5,C5,E5,C5,E4,C4,E4,C4,r,r,r,G5,G4,C4,C3,r
293.0,191.087,74,2.0,D6,B5,D5,B4,D5,B4,D4,B3,D4,G3,r,r,r,G5,G4,G3,G2,r
293.3333,191.3043,74,2.3333,D6,B5,D5,B4,D5,B4,D4,B3,D4,G3,r,r,r,A5,A4,G3,G2,r
293.6667,191.5218,74,2.6667,D6,B5,D5,B4,D5,B4,D4,B3,D4,G3,r,r,r,G5,G4,G3,G2,r
294.0,191.7391,74,3.0,E6,C6,E5,C5,E5,C5,E4,C4,E4,C4,r,r,r,G5,G4,C4,C3,r
294.3333,191.9565,74,3.3333,E6,C6,E5,C5,E5,C5,E4,C4,E4,C4,r,r,r,F#5,F#4,C4,C3,r
294.6667,192.1739,74,3.6667,E6,C6,E5,C5,E5,C5,E4,C4,E4,C4,r,r,r,G5,G4,C4,C3,r
295.0,192.3913,74,4.0,r,r,A5,C5,r,r,r,r,F4,C4,r,r,r,A5,C5,F4,F3,r
295.3333,192.6087,74,4.3333,r,r,A5,C5,r,r,r,r,F4,C4,r,r,r,A5,C5,G4,G3,r
295.6667,192.8261,74,4.6667,r,r,A5,C5,r,r,r,r,F4,C4,r,r,r,A5,C5,F4,F3,r
296.0,193.0435,75,1.0,r,r,B-5,D5,r,r,r,r,F4,D4,r,r,r,B-5,D5,F4,F3,r
296.3333,193.2608,75,1.3333,r,r,B-5,D5,r,r,r,r,F4,D4,r,r,r,B-5,D5,E4,E3,r
296.6667,193.4783,75,1.6667,r,r,B-5,D5,r,r,r,r,F4,D4,r,r,r,B-5,D5,F4,F3,r
297.0,193.6957,75,2.0,r,r,A5,C5,r,r,r,r,F4,C4,r,r,r,A5,C5,F4,F3,r
297.3333,193.913,75,2.3333,r,r,A5,C5,r,r,r,r,F4,C4,r,r,r,A5,C5,G4,G3,r
297.6667,194.1305,75,2.6667,r,r,A5,C5,r,r,r,r,F4,C4,r,r,r,A5,C5,F4,F3,r
298.0,194.3478,75,3.0,r,r,B-5,D5,r,r,r,r,F4,D4,r,r,r,B-5,D5,F4,F3,r
298.3333,194.5652,75,3.3333,r,r,B-5,D5,r,r,r,r,F4,D4,r,r,r,B-5,D5,E4,E3,r
298.6667,194.7826,75,3.6667,r,r,B-5,D5,r,r,r,r,F4,D4,r,r,r,B-5,D5,F4,F3,r
299.0,195.0,75,4.0,C6,A5,C6,F5,C5,A4,C4,A3,F4,C4,r,r,r,F6,F5,C5,F3,F2
299.3333,195.2174,75,4.3333,C6,A5,C6,F5,C5,A4,C4,A3,F4,C4,r,r,r,G6,G5,C5,F3,F2
299.6667,195.4348,75,4.6667,C6,A5,C6,F5,C5,A4,C4,A3,F4,C4,r,r,r,F6,F5,C5,F3,F2
300.0,195.6522,76,1.0,C#6,G#5,C#6,G#5,C#5,G#4,C#4,G#3,F4,C#4,r,r,r,F6,F5,C#5,C#3,C#2
300.3333,195.8695,76,1.3333,C#6,G#5,C#6,G#5,C#5,G#4,C#4,G#3,F4,C#4,r,r,r,E6,E5,C#5,C#3,C#2
300.6667,196.087,76,1.6667,C#6,G#5,C#6,G#5,C#5,G#4,C#4,G#3,F4,C#4,r,r,r,F6,F5,C#5,C#3,C#2
301.0,196.3043,76,2.0,C6,A5,C6,A5,C5,A4,C4,A3,F4,C4,r,r,r,F6,F5,C5,F3,F2
301.3333,196.5217,76,2.3333,C6,A5,C6,A5,C5,A4,C4,A3,F4,C4,r,r,r,G6,G5,C5,F3,F2
301.6667,196.7392,76,2.6667,C6,A5,C6,A5,C5,A4,C4,A3,F4,C4,r,r,r,F6,F5,C5,F3,F2
302.0,196.9565,76,3.0,C#6,G#5,C#6,G#5,C#5,G#4,C#4,G#3,F4,C#4,r,r,r,F6,F5,C#5,C#3,C#2
302.3333,197.1739,76,3.3333,C#6,G#5,C#6,G#5,C#5,G#4,C#4,G#3,F4,C#4,r,r,r,E6,E5,C#5,C#3,C#2
302.6667,197.3913,76,3.6667,C#6,G#5,C#6,G#5,C#5,G#4,C#4,G#3,F4,C#4,r,r,r,F6,F5,C#5,C#3,C#2
303.0,197.6087,76,4.0,B5,G#5,B5,G#5,B4,G#4,F3,F2,G#4,F4,r,r,r,F6,F5,B4,F2,F1
303.3333,197.8261,76,4.3333,B5,G#5,B5,G#5,B4,G#4,F3,F2,G#4,F4,r,r,r,G#6,G#5,B4,F2,F1
303.5,197.9348,76,4.5,B5,F5,B5,F5,B4,G#4,F3,F2,G#4,F4,r,r,r,G#6,G#5,B4,F2,F1
303.6667,198.0435,76,4.6667,B5,F5,B5,F5,B4,G#4,F3,F2,G#4,F4,r,r,r,F6,F5,B4,F2,F1
304.0,198.2609,77,1.0,C6,E5,C6,E5,C5,G4,C3,C2,G4,E4,r,r,r,C7,C6,C5,C3,C2
304.25,198.4239,77,1.25,C6,E5,C6,E5,C5,G4,C3,C2,G4,E4,r,r,r,C7,E6,E5,C3,C2
304.5,198.587,77,1.5,C6,E5,C6,E5,C5,G4,C3,C2,G4,E4,r,r,r,C7,C6,C5,C3,C2
304.75,198.75,77,1.75,C6,E5,C6,E5,C5,G4,C3,C2,G4,E4,r,r,r,C7,E6,E5,C3,C2
305.0,198.913,77,2.0,C#6,F5,C#6,F5,F5,C#5,B-3,C3,B-4,F4,r,r,r,C#6,G6,G5,C4,C3
305.25,199.0761,77,2.25,C#6,F5,C#6,F5,F5,C#5,B-3,C3,B-4,F4,r,r,r,B-5,G6,G5,C4,C3
305.5,199.2391,77,2.5,B-5,C#5,B-5,C#5,C#5,B-4,B-3,C3,B-4,F4,r,r,r,C#6,G6,G5,C4,C3
305.75,199.4022,77,2.75,B-5,C#5,B-5,C#5,C#5,B-4,B-3,C3,B-4,F4,r,r,r,B-5,G6,G5,C4,C3
306.0,199.5652,77,3.0,G5,E5,G5,E5,E5,C5,C4,C3,G4,E4,r,r,r,G5,E6,E5,C4,C3
306.25,199.7283,77,3.25,G5,E5,G5,E5,E5,C5,C4,C3,G4,E4,r,r,r,G5,C6,C5,C4,C3
306.5,199.8913,77,3.5,G5,E5,G5,E5,E5,C5,C4,C3,G4,E4,r,r,r,G5,E6,E5,C4,C3
306.75,200.0543,77,3.75,G5,E5,G5,E5,E5,C5,C4,C3,G4,E4,r,r,r,G5,C6,C5,C4,C3
307.0,200.2174,77,4.0,B5,D5,B5,D5,D5,B4,F3,C3,G#4,F4,r,r,r,F5,G#5,G#4,C4,C3
307.25,200.3804,77,4.25,B5,D5,B5,D5,D5,B4,F3,C3,G#4,F4,r,r,r,D5,G#5,G#4,C4,C3
307.5,200.5435,77,4.5,B5,D5,B5,D5,D5,B4,F3,C3,G#4,F4,r,r,r,F5,G#5,G#4,C4,C3
307.75,200.7065,77,4.75,B5,D5,B5,D5,D5,B4,F3,C3,G#4,F4,r,r,r,D5,G#5,G#4,C4,C3
308.0,200.8696,78,1.0,C6,E5,C6,E5,E5,C5,C3,C2,G4,E4,r,r,r,E5,C6,C5,C3,C2
308.25,201.0326,78,1.25,C6,E5,C6,E5,E5,C5,E3,E2,G4,E4,r,r,r,E5,C6,C5,E3,E2
308.5,201.1957,78,1.5,C6,E5,C6,E5,E5,C5,C3,C2,G4,E4,r,r,r,E5,C6,C5,C3,C2
308.75,201.3587,78,1.75,C6,E5,C6,E5,E5,C5,E3,E2,G4,E4,r,r,r,E5,C6,C5,E3,E2
309.0,201.5217,78,2.0,C#6,F5,C#6,F5,F5,C#5,G3,G2,B-4,F4,r,r,r,C#6,F5,C#5,G3,G2
309.25,201.6848,78,2.25,C#6,F5,C#6,F5,F5,C#5,G3,G2,B-4,F4,r,r,r,B-5,C#5,C#5,G3,G2
309.5,201.8478,78,2.5,B-5,C#5,B-5,C#5,C#5,B-4,G3,G2,B-4,F4,r,r,r,C#6,F5,C#5,G3,G2
309.75,202.0109,78,2.75,B-5,C#5,B-5,C#5,C#5,B-4,G3,G2,B-4,F4,r,r,r,B-5,C#5,C#5,G3,G2
310.0,202.1739,78,3.0,G5,E5,G5,E5,E5,G4,C4,C3,G4,E4,r,r,r,G5,E5,C5,C4,C3
310.25,202.337,78,3.25,G5,E5,G5,E5,E5,G4,E4,E3,G4,E4,r,r,r,G5,C5,C5,E4,E3
310.5,202.5,78,3.5,G5,E5,G5,E5,E5,G4,C4,C3,G4,E4,r,r,r,G5,E5,C5,C4,C3
310.75,202.663,78,3.75,G5,E5,G5,E5,E5,G4,E4,E3,G4,E4,r,r,r,G5,C5,C5,E4,E3
311.0,202.8261,78,4.0,B5,G#5,G#5,B4,D5,G#4,F4,F3,G#4,D4,r,r,r,G#5,B4,G#4,F4,F3
311.25,202.9891,78,4.25,B5,G#5,G#5,B4,D5,G#4,F4,F3,G#4,D4,r,r,r,F5,B4,G#4,F4,F3
311.5,203.1522,78,4.5,B5,G#5,G#5,B4,D5,G#4,F4,F3,G#4,D4,r,r,r,G#5,B4,G#4,F4,F3
311.75,203.3152,78,4.75,B5,G#5,G#5,B4,D5,G#4,F4,F3,G#4,D4,r,r,r,F5,B4,G#4,F4,F3
312.0,203.4783,79,1.0,B5,G#5,G#5,B4,D5,G#4,F4,F3,G#4,D4,r,r,r,D5,B4,G#4,F4,F3
312.25,203.6413,79,1.25,B5,G#5,G#5,B4,D5,G#4,F4,F3,G#4,D4,r,r,r,B4,B4,G#4,F4,F3
312.5,203.8043,79,1.5,B5,G#5,G#5,B4,D5,G#4,F4,F3,G#4,D4,r,r,r,D5,B4,G#4,F4,F3
